"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Capital Expenditures","Cash","Correlation with the Market","Depreciation","Dividends","Effective Tax Rate","Enterprise Value","Firm Value","Hi-Lo Risk","Institutional Holdings","Market Capitalization","Net Income","Non-Cash Working Capital","Reinvestment Amount","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume"
"1",2011-12-31,0,1.07,1.0883,0,0,0.25,0,0,0,0,0,0.2759,0.3426,0,0,0,0,0,8.33,0,2564
