"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,12,1.88,0.4662,0,197.3,345.5,1.8,101.9,0.3814,0.2092,0.2949,15.38,0.8,76.34,8.8,0.0108,2.88,3,3.3,12,0,0,165.3,1.73,0.22,50.09,13.66,0.34,NA,-5.08,267.2,0.2625,1.89,11.86,NA,-0.2,0.275,0.9018,0.064,95.4,267.2,0,0,3.5,0.0072,28.7,0.0589,0.104,1.35,NA,0.0068,0.55,8.38,2.5398,487,0.0346,0.0177,28.7,22.42,0,102593,748,27.7,9.65,748,1.35,1.35
"2",2010-12-31,11.9,1.38,0.4838,0,192.6,310.6,1.4,61.8,0.24178403755868,0.43247025892232,0.19896973599485,72.8132,0.67176519222819,NA,7,0,0,-43.5391,-43.5391,-36.5391,0,NA,193.8,1.4816513761468,0.55213675213675,NA,NA,1.3561931420574,NA,-110.7523,255.6,0.31938184159691,NA,NA,-0.445,-0.4249,0.45119863013699,0.8901,0.071152607855763,130.8,255.6,0,0,-12.8,-0.089573128061582,50,0.34989503149055,NA,1.3271028037383,NA,-0.30468229531141,1.7886634009797,67.2132,NA,142.9,-0.33286773700306,-0.066458982346833,24.6,20.95,0,104233,351,-7,NA,351,1.3,1.3271028037383
"3",2009-12-31,11.9,1.02,0.435,0,206.2,335.6,19.9,128,0.37959667852906,0.51509054325956,0.38140643623361,-11.2592,0.74712643678161,68.816326530612,4.4,0,0,5.2,4.9437,9.6,0.04928,0.02,209.2,2.6751918158568,1.4805378627035,40.230769230769,21.791666666667,0.84185110663984,NA,0.703,337.2,0.25893921334922,NA,NA,NA,-0.668,0.24435401831129,0.9354,0.064064362336114,78.2,337.2,0,0,4.9,0.019718309859155,26.1,0.10503018108652,0,1.635305528613,NA,0.02092555331992,1.3569416498994,4.2408,0.85780424462212,248.5,0.063219232736573,0.02376333656644,31.3,28.94,0,78774,141.3,-14.9,NA,141.3,1.3,1.635305528613
"4",2008-12-31,11.9,0.88,0.4246,0,196.9,389.2,42.4,129.2,0.56173913043478,0.17309753483387,0.33196300102775,-15.3123,0.48987282147904,50,4.4,0.0125,2.875,23.9,15.6086,28.3,0.34692,NA,100.8,1.4889217134416,0.2140127388535,4.2175732217573,3.5618374558304,0.13504823151125,0.03,-7.0791,230,0.16855087358685,0.94,21.095744680851,NA,-0.0939,0.31680038901045,0.9267,0.055241521068859,67.7,230,0,0,4.6,0.0061629153269025,41.5,0.055600214362272,0.625,1.1681056373794,16.666666666667,0.032020364415863,0.30814576634512,22.6877,1.4535373782518,746.4,0.23055556868538,0.023362112747588,31.7,19.83,0,174443,471,18.9,12.169312169312,471,1.3,1.1681056373794
"5",2007-12-31,11.8,1.17,0.3841,0,198.1,355.9,6.1,197,0.94757094757095,0.24112607099143,0.55352627142456,-2.9932,0.62483728195782,7.8452830188679,3.9,0.013621933621934,2.832,64.5,41.3252,68.4,0.3593,NA,10.9,9.909090909091,0.017825020441537,0.16899224806202,0.1593567251462,0.013341493268054,NA,42.1184,207.9,0.075583028940714,1.14,16.026315789474,NA,-0.3929,0.4781474233529,0.9133,0.06041022759202,1.1,207.9,0,0,26.5,0.032435740514076,-11.9,-0.014565483476132,0.1068679245283,1.0494699646643,NA,0.078947368421053,0.25446756425949,-0.7932,-0.019194288571128,817,37.568318181818,0.13377082281676,38.9,18.27,0,383615,611.5,-7.9,NA,611.5,1.5,1.0494699646643
"6",2006-12-31,12.7,NA,NA,0.00049019607843137,203.9,420,6.9,212,0.49730236922355,0.14673311184939,0.5047619047619,-6.6009,NA,3.3115773115773,5.4,0,0,199.1,125.4788,204.5,0.36977,NA,214.3,NA,0.20013074336944,1.0763435459568,1.0479217603912,0.14832502768549,0.05,130.5797,426.3,0.061666666666667,4.09,7.7775061124694,NA,0.5446,0.30335116253684,0.8598,0.064761904761905,-8,426.2,0.0002346316283435,0.00023457658925639,128.7,0.089078073089701,-25.5,-0.01764950166113,0,2.0902403138794,0.66231546231546,0.13780454042082,0.29498892580288,-5.1009,-0.040651599360399,1444.8,NA,0.63119176066699,34.4,31.81,0.1,206490,1070.8,77.1,5.5278858625162,1070.8,1.4,NA
"7",2005-12-31,12.6,NA,NA,0.0032432432432432,92.2,225.3,7.5,65.8,0.091515994436718,0.070966350301985,0.29205503772747,4.3779,NA,15.657952069717,7.8,0.0042075970502296,3.024,78.8,53.3657,86.6,0.32277,NA,653.2,24.464419475655,0.4943616135624,8.2893401015228,7.5427251732102,0.70448662640207,0.03,49.2878,719,0.10608078118065,2.81,19.733096085409,NA,0.9172,0.27672750977836,NA,0.15268530847758,26.7,718.7,0.00041742034228468,0.00041724617524339,45.9,0.049503882657463,-10.3,-0.011108714408973,0.065882352941177,7.795010845987,5.2193173565723,0.084987057808456,0.77512942191544,4.0779,0.076415047766922,927.2,1.9987162546816,0.49783080260304,27.7,55.45,0.3,204447,1321.3,112.4,6.394128113879,1321.3,NA,7.772972972973
"8",2004-12-31,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0.50554058101228,0.8971,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,48.08,0,138697,NA,0,NA,0,0,NA
"9",2000-12-31,NA,0.7,0.4717,0.44246926682586,NA,839.7,62.5,13.1,0.015528686581318,0.03660240290584,NA,-0.0774,0.44519821920712,35.03125,34.6,0,0,93.4119,71.4685,128.0119,0.23491,NA,830.5,NA,NA,8.8907301960457,6.4876780986768,2.3204805811679,0.1875,43.6509,843.6,0.85149458139812,NA,10.711111111111,NA,0.8235,0.34065934065934,0.7854,NA,617.3,336.3,1.4876598275349,0.59801577814965,9.6,0.026823134953898,-0.1,-0.00027940765576975,0,2.5869230769231,186.83333333333,0.19968849,0.93964794635373,27.8177,0.38922946312649,NA,0.11577597694962,0.073846153846154,62.0599,14.46,500.3,NA,357.9,14,24.021428571429,368.6,NA,1.3381979695432
"10",1999-12-31,NA,0.7,0.4498,0.80411499436302,NA,443.9,51.4,11.6,0.026709647708957,0.036802030456853,NA,NA,0.23343708314807,24.833333333333,9.2,0,0,30.4,35.0769,44.2769,-0.15384615384615,NA,422.7,NA,NA,13.904605263158,9.5467338429465,1.3410532994924,0.25,-52.6811,434.3,0.78305924757828,NA,8.2813,NA,0.3161,0.32422559906487,0.5447,NA,352,149,1.9147651006711,0.65691918029012,NA,0.048223350253807,NA,0.095494923857868,0,2.1438848920863,0.99333333333333,0.096446700507614,0.47271573604061,NA,1.2030701754386,NA,0.09965034965035,0.21870503597122,19.5,NA,NA,NA,NA,15.2,9.8026315789474,315.2,NA,1.1944444444444
