"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-09-26,4.2,1.75,0.5253,0,110.7,378.8,53.3,37.1,0.2698,0.0115,0.0979,0.67,0.8,6.55,16.3,0.0189,2.6,33,20.88,49,0.3596,0.3598,100.4,1.36,0.03,3.08,2.05,0.03,-16.79,137.5,0.1827,-0.015,0.02,0.4713,NA,0.3705,0,73.6,137.5,0,0,21,0.0065,11.8,0.0037,0.1059,1.24,0.0101,0.04,37.67,1.8041,3214.4,0.2837,0.1897,9.7,35.07,0,16129,3395.8,24.6,5.59,3395.8,0.85,1.24
"2",2011-09-26,4.2,0.93,0.4016,0,90.2,301.3,22.4,29,0.25371828521435,0.013110307414105,0.096249585131099,3.6784,0.49800796812749,13.290697674419,11.8,0.021,2.4003,12.6,8.5621,24.4,0.32047,0.32283464566929,85.3,1.3937908496732,0.028898600806315,6.7698412698413,3.4959016393443,0.038562386980108,-5.7164,114.3,0.15798207766346,-0.26,0.1384,0.25124925044973,NA,0.3297,0,61.2,114.3,0,0,8.6,0.0038878842676311,11,0.0049728752260398,0.27910465116279,1.2671840354767,0.0056962025316456,0.051672694394213,14.2784,1.6676367354632,2212,0.13990323529412,0.095343680709534,9,29.11,0,5874,2951.7,20.6,5.5485436893204,2951.7,0.8,1.2671840354767
"3",2010-09-26,4.2,0.93,0.4299,0,83.8,249.4,22.4,16.8,0.17160367722166,0.0086459780762699,0.067361668003208,1.6886,0.46522447080717,23.309523809524,10.3,0.0233,2.2811,6.4,4.0861,16.7,0.36154,0.35384615384615,81.1,1.210447761194,0.038711217183771,12.671875,4.8562874251497,0.041737429880089,-9.7024,97.9,0.16960705693665,-0.145,-0.5328,0.24223602484472,NA,0.3195,0,67,97.9,0,0,4.2,0.0021614945190675,21.6,0.011116257526633,0.5431119047619,1.1682577565632,0.0032937059338171,0.050383407956358,13.7886,3.374467350709,1943.1,0.060987223880597,0.050119331742243,9.6,24.32,0,6079,2095,5.2,18.826923076923,2095,0.8,1.1682577565632
"4",2009-09-26,4.2,1.02,0.4673,0,81.8,210.9,17.7,18.2,0.20066152149945,0.0043753155275621,0.086296823138928,-11.7808,0.27391397389257,NA,13.4,0.0233,2.1133,-11.5,-11.5,1.9,0,NA,72.5,1.1399371069182,0.035254072453197,NA,38.157894736842,0.017429141524629,-4.0192,90.7,0.1688003793267,0.34,0.5779,0.33086680761099,NA,0.3373,0,63.6,90.7,0,0,-5.6,-0.0013462509315576,23.3,0.0056013654830877,NA,1.1088019559902,-0.0027646224487343,0.021804457052191,-7.4808,NA,4159.7,-0.18081761006289,-0.068459657701712,9.7,22.05,0,5581,2056.5,-1.1,NA,2056.5,0.8,1.1088019559902
"5",2008-09-26,4.2,1.36,0.4917,0,89.4,357.1,15.8,23.7,0.32288828337875,0.008990213185646,0.066367964155699,-18.1459,0.22778116737848,7.9782608695652,11.4,0.028610354223433,2.1,11.8,8.0842,23.2,0.3149,NA,49.7,0.75646879756469,0.011258353154378,4.2118644067797,2.1422413793104,0.018852894317578,21.8301,73.4,0.1111733408009,0.45,0.1734,0.44580777096114,NA,0.3271,0,65.7,73.4,0,0,9.2,0.0034898717851453,26.9,0.010204081632653,0.22826086956522,0.82102908277405,0.0044761398983385,0.027843107503224,-13.7459,-1.7003478852953,2636.2,0.12304687975647,0.10290827740492,11,16.29,0,3100,4414.5,2.7,27.185185185185,4414.5,0.7,0.82102908277405
"6",2007-09-26,4.2,1.96,0.4932,0.038759689922481,74.4,289.3,14.6,20.7,0.18631863186319,0.0092139232618179,0.071552022122364,-0.3145,0.2595296025953,10.295238095238,9.5,0.018260869565217,1.974,15,9.9693,24.5,0.33538,NA,90.4,1.5943562610229,0.039389978213508,6.0266666666667,3.6897959183673,0.040238582747262,5.1838,111.1,0.14967162115451,0.275,-0.05,0.3485342019544,NA,0.2897,0,56.7,108.1,0.027752081406106,0.027002700270027,10.5,0.0046737291907772,14.6,0.0064987091605092,0.188,1.4529569892473,0.0066767559868245,0.048117154811716,4.7855,0.4800199087831,2246.6,0.1758253968254,0.14112903225807,8.5,25.59,3,2000,2295,16.2,6.6728395061728,2295,0.8,1.4354005167959
"7",2006-09-26,4.2,2.08,0.4447,0.14896373056995,65.7,312.7,19.1,18.8,0.13418986438258,0.0079499323410014,0.060121522225775,-0.0104,0.34180346300877,7.6547619047619,7.1,0.013716951788491,1.764,25.3,16.7347,32.4,0.33855,NA,121.3,2.0770547945206,0.051267962806424,4.7944664031621,3.7438271604938,0.05129397834912,4.745,140.1,0.12759833706428,0.13,0.1426,0.3274992583803,NA,0.2861,0,58.4,128.6,0.089424572317263,0.082084225553176,16.8,0.0071041948579161,20.4,0.0086265223274695,0.105,1.9573820395738,0.010698579161028,0.054380920162382,11.9896,0.71645496603056,2364.8,0.28655282534247,0.25570776255708,9.7,30.1,11.5,1100,2366,16.7,7.7005988023952,2366,0.95,1.8147668393782
"8",2005-09-26,4.2,1.28,0.4291,0.18821603927987,NA,238.9,12.2,19.9,0.18341013824885,0.0081990853281694,0.083298451234826,2.7275,0.59659752971335,10.898876404494,6.6,0.016199649737303,1.554,13.891,8.8426,20.491,0.36343,NA,88.6,2.1504854368932,0.036504470355568,6.3782213257198,4.3238452746618,0.042806068219152,0.5151,108.5,0.1218082879866,0.03,0.202,0.26470588235294,NA,0.2093,0,41.2,97,0.11855670103093,0.10599078341014,8.9,0.0042999323606145,15.8,0.0076335877862595,0.17460674157303,1.9556451612903,0.0067112861146004,0.046864431346024,8.3275,0.94174504096022,2069.8,0.21462637382039,0.17943548387097,7.9,22.84,11.5,1600,2427.1,12,8.0833333333333,2427.1,0.85,1.7757774140753
"9",2004-09-26,4.2,1.72,0.4568,0.21415270018622,NA,210.3,7.8,28.3,0.33412042502952,0.017363028406651,NA,-0.2511,0.75306479859895,11.4375,5.7,0.017045454545454,1.26,14.9805,10.1525,20.6805,0.32229,NA,56.4,2.2204724409449,0.034603349898767,3.7648868230964,2.7272028328094,0.032754515360938,8.3036,84.7,0.11602472658108,-0.25,-0.2589,0.26544240400668,NA,0.1775,0,25.4,73.2,0.15710382513661,0.1357733175915,6.4,0.0037168244381207,4.7,0.0027295429467449,0.196875,1.7345971563981,0.0087,0.042511179511005,1.8489,0.18211181939683,1721.9,0.39970295221654,0.15165876777251,6.3,17.6,11.5,9100,1629.9,7.7,9.5064935064935,1629.9,0.75,1.5772811918063
"10",2003-09-26,4.2,1.55,0.486,0.22286821705426,NA,202.1,4.6,27.3,0.41807044410414,0.011750527267249,NA,0.7,0.7008,35.866666666667,5.6,0.017955390334572,0.966,2.2,1.4415,7.8,0.34477,NA,38,NA,NA,17.272727272727,4.8717948717949,0.01635604528042,2.4415,65.3,0.11034141514102,NA,-0.5075,0.49892703862661,NA,0.1533,0,24.3,53.8,0.21375464684015,0.17611026033691,1.5,0.00064563336633237,4.2,0.0018077734257307,0.644,1.3416458852868,0.00094692893728748,0.023156716739121,-1,-0.69371893006342,2323.3,0.059321234567901,0.037406483790524,8.2,13.35,11.5,6432,1814.6,5.4,9.962962962963,1814.6,0.75,1.5637860082304
