"","Date","Number of Shares Outstanding","Capital Expenditures","Cash","Depreciation","Dividends","Effective Tax Rate","Enterprise Value","Expected Growth in Earnings Per Share","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Hi-Lo Risk","Institutional Holdings","Market Capitalization","Net Income","Non-Cash Working Capital","Reinvestment Amount","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume"
"1",2011-12-31,0,0,0,0,0,0,0,-0.1155,0,9.39,12.35,0.2132,0.816,0,0,0,0,0,116.01,0,1297869
