"","Date","Number of Shares Outstanding","Capital Expenditures","Cash","Depreciation","Dividends","Effective Tax Rate","Enterprise Value","Expected Growth in Earnings Per Share","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Hi-Lo Risk","Market Capitalization","Net Income","Non-Cash Working Capital","Reinvestment Amount","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume"
"1",2011-12-31,0,0,0,0,0,0,0,0.2,0,0.61,25.48,0.1482,0,0,0,0,0,15.54,0,417395
