"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,7.5,0.11,0.26,0.7389,121.5,1547.2,0,20.4,0.0401,0.0132,NA,0.11,13.24,0,0.0181,3,53,40.24,53,0.2436,0.2424,488.9,1.1,9.19,9.19,40.24,509.3,0,2.37,8.29,0.045,NA,0.2708,NA,0.3335,0.0053,444.9,165.5,2.0773,0.675,12.5,0,0.1695,1.36,0,0,NA,0.0904,0.1029,8.3,19.65,343.8,44124,NA,17.7,9.35,NA,0.5,1.09
"2",2010-12-31,5,0.51,0.337,0.69819940876109,112.3,1400.9,0,15.7,0.045336413514294,0.01120708116211,NA,0.37091988130564,8.2380952380952,0,0.0275,2.3788,55.6,43.3902,55.6,0.2196,0.21641791044776,330.6,0.92760942760943,5.9460431654676,5.9460431654676,43.3902,346.3,0,2.16,8.0231481481482,0.035,NA,0.092592592592593,NA,0.4332,0.0062102933828253,356.4,86.5,3.0034682080925,0.75021657522379,10.5,0,0.22654761904762,0.77025823686554,0,0,NA,0.12174590347924,0.093499554764025,10.7,17.33,259.8,2363,NA,12.2,7.0901639344262,NA,0.5,0.93066380005375
"3",2009-12-31,3.3,NA,NA,0.77683686176837,89.6,1387,0,63.9,0.15998998497747,0.046070656092286,NA,NA,9.6153846153846,0,0.0257,2.2487,56.5,46.0667,56.5,0.18466,0.1875,335.5,0.99377962085308,5.9380530973451,5.9380530973451,46.0667,399.4,0,2.78,9.568345323741,0.045,NA,0.30120481927711,NA,0.3614,0.0051910598413843,337.6,87.5,3.5645714285714,0.78092138207311,9.1,0,0.24711538461538,0.9765625,0,0,NA,0.13645352488152,0.1015625,14.8,26.6,311.9,2119,NA,9,9.7222222222222,NA,0.5,0.9947696139477
"4",2008-12-31,3.3,NA,NA,0.86086516569694,55,1306.9,0,36,0.092759598041742,0.027546101461474,NA,NA,5.3111111111111,0,0.0466,2.2275,47.8,39.5846,47.8,0.17187,NA,352.1,0.97996103534651,7.3661087866109,7.3661087866109,NA,388.1,0,2.37,6.8438818565401,0.07,NA,0.3107752956636,NA,0.3893,0.005738771137807,359.3,47.8,7.1192468619247,0.87683586704458,9,0,0.24749777777778,0.86909090909091,NA,NA,NA,0.11017148344002,0.16363636363636,19.5,16.22,340.3,4418,NA,9.2,5.195652173913,NA,0.55,0.9817859853276
"5",2007-12-31,3.3,NA,NA,0.79977311401021,70.6,1258.9,0,19.7,0.060783708731873,0.01564858209548,NA,NA,5.1975308641975,0,0.053301662707839,2.244,41.7,31.2358,41.7,0.25094,NA,304.4,0.91438870531691,7.2997601918465,7.2997601918465,NA,324.1,0,2.67,4.6816479400749,0.075,NA,0.3662529706892,NA,0.2314,0.0062753197235682,332.9,42.1,6.6983372921615,0.87010182042579,8.1,0,0.27703703703704,0.59631728045326,NA,NA,NA,0.093829384199459,0.11473087818697,28.4,12.5,282,200,NA,8.8,4.7840909090909,NA,0.5,0.91917186613727
"6",2006-12-31,3.2,NA,NA,0.71618523613022,61.9,1222.4,0,52.3,0.22179813401187,0.042784685863874,NA,NA,10.613333333333,0,0.024120603015075,1.92,36.4,26.9935,36.4,0.25842,NA,183.5,1.1067551266586,5.0412087912088,5.0412087912088,NA,235.8,0,0.7,34.714285714286,0.105,NA,0.080979284369115,NA,0.2211,0.0067081151832461,165.8,79.6,1.9623115577889,0.66242578456319,7.5,0,0.256,1.2859450726979,NA,NA,NA,0.16280767189385,0.12116316639742,25.7,24.3,156.2,1261,NA,8.3,9.5903614457831,NA,0.5,1.0811554332875
"7",2005-12-31,3.2,NA,NA,0.751046998604,53.5,1127.9,0,39.2,0.15667466027178,0.034754854153737,NA,NA,12.507042253521,0,0.02018018018018,1.792,33.8,23.8817,33.8,0.29344,NA,211,1.2009106431417,6.2426035502959,6.2426035502959,NA,250.2,0,NA,NA,NA,NA,0.12319219376198,NA,0.1784,0.0076247894316872,175.7,88.8,1.8175675675676,0.64508393285372,7.1,0,0.25239436619718,1.6598130841121,NA,NA,NA,0.13592332384747,0.13271028037383,16.4,27.43,161.4,162,NA,7.3,12.164383561644,NA,0.5,1.1642624476501
"8",2004-12-31,3,0,0,0.76315789473684,NA,913.8,0,18.3,0.074663402692778,0.020026263952725,0,NA,11.985507246377,0,0.019847328244275,1.56,NA,NA,NA,0.2645,NA,226.8,1.1660668380463,NA,NA,NA,245.1,0,NA,NA,NA,0,0.13121522168372,NA,0.1149,0,194.5,82.7,1.9637243047158,0.66258669930641,6.9,0,0.22608695652174,1.640873015873,0,NA,NA,NA,0.13690476190476,10.7,26.2,162.4,981,NA,6.9,11.985507246377,0,0.5,1.1517857142857
"9",2003-12-31,3,0,0,0.74918566775244,NA,757.1,0,28.4,0.12938496583143,NA,0,NA,12.538461538461,0,0.017810760667903,1.44,NA,NA,NA,0.28746,NA,191.1,1.2265725288832,NA,NA,NA,219.5,0,NA,NA,NA,0,0.11325115562404,NA,0.0728,0,155.8,81.5,1.6932515337423,0.62870159453303,6.5,0,0.22153846153846,1.7640692640693,0,NA,NA,NA,0.14069264069264,10.1,26.95,138,500,NA,6,13.583333333333,0,0.45,1.1916395222584
"10",2002-12-31,3,0,0,0.79351620947631,NA,720.1,0,23.6,0.096523517382413,NA,0,0,15.25,0,0.02248243559719,1.92,27.7,18.5108,27.7,0.33174,NA,220.9,NA,7.9747292418773,7.9747292418773,18.5108,244.5,0,NA,NA,NA,0,0.27640845070422,NA,0.1301,0,176.9,85.4,1.8629976580796,0.65071574642127,5.6,0,0.34285714285714,2.0628019323672,0,0,0,0.10463992085924,0.13526570048309,11.1,28.5,159.1,3346,0,7.1,12.028169014085,0,NA,1.2487280949689
