"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,62.6,0.51,0.2857,0.3622,799.9,1887.5,100.1,867.7,0.2719,1.1508,0.4597,-14.2,0.45,82.95,12.5,0,0,162,64.64,174,0.6,0.6851,2323.8,6.01,2.6,14.38,13.35,3.08,0.215,0.11,-8.76,3191.5,0.0892,2.37,17.74,0.355,0.1516,0.037,NA,0.1175,386.4,2737.3,0.1659,0.1423,33,0.0438,-76.8,-0.1019,0,3.42,3.86,0.2143,3.63,73.4,1.1355,754,0.1673,0.0413,184.5,42.05,454.2,301286,893.4,123,22.25,893.4,0.75,2.54
"2",2010-12-31,59.3,0.92,0.3691,0.39647016011645,663.4,1415.2,17.5,889.8,0.30677469401827,1.3979575805185,0.62874505370266,-2.5312,0.50799241397995,26.136797454931,12,0,0,212.3,129.7726,224.3,0.38873,0.38885288399222,2010.7,9.6021967526266,2.860984632897,9.4710315591145,8.9643334819438,3.1589945011783,0.1,0.125,126.8038,2900.5,0.058224985867722,1.8,22.011111111111,0.1061,0.31803385416667,0.039,NA,0.011871113623516,209.4,2464.7,0.17681665111373,0.15024995690398,94.3,0.14815396700707,-24.3,-0.038177533385703,0,3.7152547482665,2.6136797454931,0.33354281225452,3.8722702278083,2.9688,0.022877164024667,636.5,0.61973553486151,0.1421465179379,254.3,39.62,435.8,1152190,702.8,40.8,60.40931372549,702.8,0.75,2.6387372634643
"3",2009-12-31,58,0.58,0.3574,0.3427374301676,470.6,977.7,11.1,319,0.20833333333333,0.56751467710372,0.32627595376905,0.6772,0.55959709009513,16.153266331658,12.9,0,0,170.5,113.1898,183.4,0.33613,0.33611342785655,1212.2,3.0534005037783,1.8899282818834,7.1096774193548,6.6095965103599,2.1565557729941,0.095,0.165,114.3127,1531.2,0.069960110463332,1.76,12.159090909091,0.284,0.15450838241957,0.04,0.9992,0.019228802291091,397,1285.8,0.19085394307046,0.16026645768025,79.6,0.14161181284469,4.8,0.0085394057996798,0,2.7322566935827,1.7003438243851,0.30332681017613,2.2874933285892,-1.1228,-0.0099198405942141,562.1,0.28511293450882,0.16914577135572,204.9,21.4,245.4,692906,641.4,102.4,12.556640625,641.4,0.8,2.1385474860335
"4",2008-12-31,57.4,0.53,0.3881,0.49019607843137,312,716.6,25.3,409,0.29256080114449,0.94326568265683,0.57075076751326,9.1272,0.32981190414841,10.082644628099,9.4,0,0,157.8,152.1713,167.2,0.03567,NA,989,4.871921182266,1.8784425451092,6.2674271229404,5.9150717703349,2.2809040590406,0.19,0.185,127.1441,1398,0.093217973765001,1.65,11.49696969697,0.4388,0.29737980157721,0.04,NA,0.02749092938878,203,1098,0.27322404371585,0.21459227467811,108.9,0.25115313653137,42.6,0.098247232472325,0,3.5192307692308,0.53066550674206,0.36392988929889,2.5322878228782,25.0272,0.16446709841359,433.6,0.74961218719212,0.34903846153846,185.4,18.97,300,867845,526.5,114.1,9.6231375985977,526.5,0.8,2.2843137254902
"5",2007-12-31,56.1,-0.17,0.3104,0.78003120124805,98.7,534.5,5.1,354.8,0.20498006817263,1.204344874406,0.66379794200187,3.9038,0.4639175257732,28.70893970894,9.7,0,0,41.4,39.8442,51.1,0.03758,NA,1376.1,14.654952076677,3.5457356351456,33.239130434783,26.929549902153,4.6710794297352,0.2933,NA,40.5404,1730.9,0.093919550982226,1.25,19.328,0.482,0.27761724827739,NA,NA,0.042469597754911,93.9,1380.9,0.25345788978203,0.2022069443642,48.1,0.163272233537,-12.3,-0.041751527494908,0,13.990881458967,0.97882508383702,0.14052953156823,4.6873727087576,-0.6962,-0.017473870448209,294.6,0.42432575079872,0.48733535967579,99.1,24.16,350,601359,388.1,55.4,24.925992779783,388.1,0.9,3.8575885892579
"6",2006-12-31,55,0.63,0.3796,0.89611054247697,40.6,439,7.4,294,0.19173079431329,1.5100154083205,0.66970387243736,-3.5687,0.48472075869336,NA,9.2,0,0,4.9,4.9,14.1,0,NA,1239.4,12.803719008264,4.6664156626506,252.9387755102,87.900709219858,6.3656908063688,0.3,NA,10.2687,1533.4,0.1129840546697,0.88,22.909090909091,0.5814,0.20496603420005,NA,NA,0.058314350797266,96.8,1183.2,0.29597701149425,0.22838137472284,-0.4,-0.0020544427324088,9.8,0.050333846944016,NA,29.142857142857,NA,0.025166923472008,6.0770416024653,-5.3687,-1.0956468874144,194.7,0.050619834710744,-0.0098522167487685,83.6,20.16,350.2,625742,265.6,45.5,26.004395604396,265.6,1.15,3.9237461617196
"7",2005-12-31,53.9,1.65,0.4453,0.90864061640066,16.6,218.1,2.1,97.2,0.083048530416951,0.80597014925373,0.44566712517194,-0.8586,0.52099708061981,NA,7.8,0,0,-25.3955,-25.3955,-17.5955,0,NA,1073.2,12.700591715976,6.1290691033695,NA,NA,8.8988391376451,0.295,NA,-18.8369,1170.4,0.21091242549289,0.13,139.30769230769,0.6822,0.20071764969724,NA,NA,0.13984410820724,84.5,1005.3,0.16422958320899,0.14106288448394,-31.9,-0.26451077943615,1.9,0.01575456053068,NA,60.560240963855,NA,-0.21057661691542,8.3358208955224,-6.5586,NA,120.6,-0.30053893491124,-1.9216867469879,61.7,18.11,165.1,1656570,175.1,-12.5,NA,175.1,1.45,6.441386901486
"8",2004-12-31,51.2,3.36,0.7474,0.88817204301075,NA,215.9,6.9,104.6,0.078593433015253,0.95699908508692,0.48448355720241,-6.5339,0.8991169387209,NA,6.8,0,0,-64.6101,-64.6101,-57.8101,0,NA,1226.3,15.065110565111,11.219579139982,NA,NA,18.007342143906,0.28,NA,-58.1762,1330.9,0.22186197313571,-0.62,NA,0,0.46184989099969,NA,0.9454,0.069476609541454,81.4,1165.7,0.14171742300764,0.12412653091893,-76.5,-1.1233480176212,-10.8,-0.15859030837004,NA,56.043269230769,NA,-0.94875315712188,17.117474302496,-6.4339,0.099580742030321,68.1,-0.79373574938575,-3.6778846153846,55.3,21.24,165.2,320332,109.3,-42.8,NA,109.3,1.7,7.155376344086
"9",2003-12-31,40,3.61,0.8452,NA,NA,222.6,2.5,122.5,0.17522528965813,2.8032036613272,NA,-315.6757,0.85423568386181,NA,5.8,0,0,-96.4279,-96.4279,-90.6279,0,NA,576.6,10.098073555166,13.194508009153,NA,NA,155.83783783784,0.205,NA,222.5478,699.1,0.20305480682839,-1.9,NA,0,0.3515559293524,NA,0.7147,0.08984725965858,57.1,501.3,0.39457410732096,0.28293520240309,-115,-31.081081081081,-29.2,-7.8918918918919,NA,NA,NA,-26.0616,135.48648648649,-318.9757,3.3079182427214,3.7,-1.6887551663748,NA,51.1,11.6,197.8,391312,43.7,-90.3,NA,43.7,1.65,NA
"10",2002-12-31,28.7,2.76,0.876,NA,NA,221.5,3.9,147.7,0.25217688236298,12.84347826087,NA,-79.5,0.6921,NA,5.2,0,0,-73.6296,-73.6296,-68.4296,0,NA,438,NA,NA,NA,NA,38.086956521739,0.205,NA,-72.3296,585.7,0.21805869074492,-3.32,NA,-0.2122,0.43064985451018,NA,0.5385,0.017607223476298,55.4,375.7,0.55895661431994,0.35854533037391,-82.4,-7.1652173913043,-14.4,-1.2521739130435,NA,NA,NA,-6.4025739130435,32.669565217391,-1.3,NA,11.5,-1.3290541516245,NA,29.1,11.99,210,391748,1.5,-108.3,NA,1.5,1.5,7.9061371841155
