"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,14.5,1.13,0.4273,0.1825,43,79.3,0.9,12.7,0.0816,0.0912,0.1602,-0.09,0.66,17.6,1.4,0.0179,2.61,12,8.79,14,0.291,0.2906,143,3.58,1.03,11.53,10.36,1.03,9.38,155.7,0.0719,0.64,15.55,0.29,0.015,0.3027,NA,0.4136,0.232,39.9,146.1,0.0657,0.0617,8.3,0.0596,17.2,0.1236,0.2486,3.4,0.0891,1.05,-0.59,-0.0667,139.2,0.2204,0.193,25.4,9.95,9.6,22536,138.5,10.5,13.91,138.5,1.3,2.96
"2",2010-12-31,14.3,0.8,0.4538,0.23478260869565,35.2,74.8,0.7,5.8,0.061702127659575,0.041251778093883,0.077540106951872,-0.265,0.71617452622301,41.6,1.8,0,0,4.6,2.8722,6.4,0.37561,0.39393939393939,88.2,2.1940298507463,0.63774403470716,19.173913043478,13.78125,0.62731152204836,4.2372,94,0.078877005347594,0.43,12.906976744186,NA,0.0096,0.23561013046815,NA,0.3107,0.25267379679144,40.2,83.2,0.12980769230769,0.11489361702128,2,0.014224751066856,16.2,0.11522048364154,0,2.3636363636364,0.03271692745377,0.59174964438122,-1.365,-0.47524892551671,140.6,0.071447611940298,0.056818181818182,27.5,5.55,10.8,25585,138.3,6,13.866666666667,138.3,1.3,2.0434782608696
"3",2009-12-31,14.3,1.21,0.5393,0.29801324503311,31.8,77.5,1,1.4,0.015334063526835,0.010071942446043,0.018064516129032,0.1252,0.62581123678843,NA,2.5,0,0,1.3,1.3,3.8,0,NA,89.9,2.0478359908884,0.64122681883024,69.153846153846,23.657894736842,0.64676258992806,2.6748,91.3,0.14709677419355,NA,NA,NA,-0.3606,0.3111342351717,NA,0.3032,0.24903225806452,43.9,77.8,0.17352185089974,0.14786418400876,-3.6,-0.02589928057554,14.5,0.10431654676259,NA,2.4465408805031,0.0093525179856115,0.55971223021583,-1.3748,-1.0575539568345,139,0.029612756264237,-0.11320754716981,28.9,5.96,13.5,26545,140.2,-1.1,NA,140.2,1.35,2.0154525386313
"4",2008-12-31,14.3,1.37,0.5867,0.375,44.5,120,2.2,1.2,0.014285714285714,0.0055071133547499,0.01,-6.141,0.38179648883586,11.46,3.2,0,0,8.2,5.38,11.4,0.3439,NA,82.8,1.1828571428571,0.50242718446602,10.09756097561,7.2631578947368,0.37999082147774,12.521,84,0.10166666666667,NA,NA,NA,-0.0465,0.42947702060222,NA,0.27,0.30416666666667,70,57.3,0.46596858638743,0.31785714285714,5,0.022946305644791,25.2,0.11564938044975,0,1.2876404494382,0.037631941257458,0.26296466268931,-7.141,-1.3273151590295,217.9,0.076857428571429,0.1123595505618,33.6,3.95,26.7,32843,164.8,2.5,22.92,164.8,1.4,1.1797752808989
"5",2007-12-31,14.8,1.87,0.5771,0.1030701754386,40.9,96.5,1.7,0.7,0.016627078384798,0.0029661016949152,0.0072538860103627,0.7528,0.36042280367354,5.9365079365079,1.6,0,0,12.7,7.5074,14.3,0.40887,NA,41.4,0.92204899777283,0.18197802197802,3.259842519685,2.8951048951049,0.17542372881356,6.6546,42.1,0.096373056994819,0.18,14.222222222222,NA,0.3537,0.75903614457831,NA,0.3742,0.18963730569948,44.9,37.4,0.12566844919786,0.11163895486936,6.3,0.026694915254237,20.9,0.088559322033898,0,0.91442542787286,0.053813559322034,0.15847457627119,0.8528,0.11358923237879,236,0.16720158129176,0.15403422982885,26.1,2.56,4.7,5800,227.5,3.4,11,227.5,1.3,0.92324561403509
"6",2006-12-31,11.5,1.3,0.5675,0.50986842105263,14.9,63.2,0.9,0.4,0.0022484541877459,0.0029542097488922,0.0063291139240506,-7.9901,0.16916299559471,52.387096774194,1.2,0,0,6.1,3.8818,7.3,0.36364,NA,177.5,5.9166666666667,0.8472553699284,29.098360655738,24.315068493151,1.3109305760709,12.1719,177.9,0.13449367088608,0.47,23.468085106383,NA,0.4447,0.35474234503361,NA,0.455,0.18196202531646,30,162.4,0.095443349753695,0.087127599775155,3.1,0.022895125553914,14.6,0.10782865583456,0,10.89932885906,0.045051698670606,1.1994091580502,-8.2901,-2.1356360296474,135.4,0.1293932,0.20805369127517,16.8,11.03,15.5,94580,209.5,5.6,29,209.5,0.6,5.8519736842105
"7",2005-12-31,10,1.12,0.5531,0.67924528301887,6.8,42.9,0.7,0.3,0.0025337837837838,0.003680981595092,0.006993006993007,-2.079,0.1301753751582,NA,1.2,0,0,3.5,1.75,4.7,0.6,NA,118.1,5.6507177033493,1.0111301369863,33.742857142857,25.127659574468,1.4490797546012,4.329,118.4,0.20512820512821,0.34,26.382352941176,NA,0.1753,0.40467137425312,NA,0.2404,0.27039627039627,20.9,104,0.13846153846154,0.12162162162162,-0.4,-0.0049079754601227,4.8,0.058895705521472,NA,15.294117647059,0.042944785276074,1.2760736196319,-2.579,-1.4737248028046,81.5,0.083732057416268,-0.058823529411765,12.3,8.97,14.4,80913,116.8,1.6,65,116.8,0.45,5.5849056603774
"8",2004-12-31,10,0.66,0.5669,0.69098712446352,NA,43.4,0.5,0.3,0.0039787798408488,0.0037406483790524,0.0069124423963134,0.887,0.23284529899453,NA,1.3,0,0,1.1429,1.1429,2.4429,0,NA,75.1,3.2652173913044,0.93640897755611,65.711185776284,30.74240241027,1.0821325648415,1.0558,75.4,0.21658986175115,NA,NA,NA,0.0169,0.60842105263158,NA,0.1024,0.26958525345622,23,59.3,0.27150084317032,0.21352785145889,-0.9,-0.012968299711816,5.7,0.082132564841499,NA,8.2361111111111,0.016468011527378,0.85446685878963,0.087,0.076151214727866,69.4,0.049690434782609,-0.125,10.7,5.7399,16.1,14061,80.2,-0.4,NA,80.2,0.4,3.2360515021459
"9",2003-12-31,10,1.32,0.5124,0.62753036437247,NA,43.1,0.1,0.1,0.0019230769230769,0.0015037593984962,NA,-0.279,0.5152224824356,NA,1.6,0,0,3.4155,3.4155,5.0155,0,NA,51.9,2.109756097561,0.78045112781955,15.195432586737,10.347921443525,0.75217391304348,5.1945,52,0.23201856148492,NA,NA,NA,-0.1603,0.46196660482375,NA,0.0289,0.27146171693735,24.6,36.5,0.42465753424657,0.29807692307692,-0.2,-0.0028985507246377,7.7,0.11159420289855,NA,3.9673913043478,0.0495,0.52898550724638,-1.779,-0.52085653849989,69,0.13884146341463,-0.021739130434783,10.4,3.5,15.5,2300,66.5,-0.5,NA,66.5,0.5,2.1052631578947
"10",2002-12-31,9.6,1.05,0.6747,0.66064981949459,NA,46.7,0.2,0.2,0.0058309037900875,0.0025348542458809,NA,0.4,0.3427,NA,1.5,0,0,2.2,2.2,3.7,0,NA,34.1,NA,NA,15.5,9.2162162162162,0.43219264892269,3.5,34.3,0.25910064239829,NA,NA,NA,-0.131,0.16343490304709,NA,8e-04,0.25267665952891,27.5,16,1.14375,0.533527696793,-0.1,-0.0012674271229404,8.3,0.10519645120406,NA,1.7021276595745,0.027883396704689,0.20278833967047,-1.3,-0.59090909090909,78.9,0.08,-0.01063829787234,11.9,1.65,18.3,2283,74.4,NA,NA,74.4,0.5,1.24
