"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,11.3,0.8,0.2091,0,710.7,4398.2,9.8,59.8,0.1456,0.0136,NA,0.8,15.74,0,0.0297,12.2,127,83.8,127,0.3417,0.3426,350.9,0.54,2.76,2.76,74,410.7,0.0052,3.36,11.36,-0.14,NA,0.1299,NA,0.1009,0,650.9,410.7,0,0,26.1,0,0.3195,0.58,9.8,0.1169,NA,0.1287,0.0367,0,38.16,0,12784,NA,38.2,10.75,NA,0.9,0.58
"2",2010-12-31,11.5,1.18,0.509,0,679.5,4333.3,12.2,21.2,0.056114346214929,0.0048923453257333,NA,0.44204322200393,16.941704035874,0,0.0324,12.2407,191.5,122.8549,191.5,0.35846,0.35919540229885,356.6,0.54169831383867,1.8621409921671,1.8621409921671,110.6549,377.8,0.0054231186393742,2.28,14.394736842105,-0.31,NA,0.12605304212168,NA,0.0988,0,658.3,377.8,0,0,22.3,0,0.54891121076233,0.55599705665931,12.2,0.09930413037623,NA,0.18662450250646,0.032818248712289,0,32.82,0,16395,NA,27.3,13.838827838828,NA,0.9,0.55599705665931
"3",2009-12-31,11.6,0.93,0.5441,0,628.4,4176.2,21.4,143.7,0.37314983121267,0.03440927158661,NA,0.41352692519757,35.990654205607,0,0.0322,12.4002,190.9,124.5279,190.9,0.34768,0.35151515151515,241.4,0.49804002475758,1.2645364064955,1.2645364064955,103.1279,385.1,0.0058426320578516,NA,NA,-0.225,NA,0.19125143890807,NA,0.1313,0,484.7,385.1,0,0,10.7,0,1.1588990654206,0.61282622533418,21.4,0.17184905601226,NA,0.25691744996905,0.017027371101209,0,33.03,0,13072,NA,17.6,21.880681818182,NA,0.9,0.61282622533418
"4",2008-12-31,11.4,0.85,0.5321,0,527.1,3967.1,30.1,44.9,0.12712344280861,0.01131809130095,NA,0.27062582221387,NA,0,0.035,12.362,180.8,180.8,180.8,0,NA,308.3,0.6393612608876,1.7051991150443,1.7051991150443,NA,353.2,0.006528698545537,NA,NA,-0.06,NA,0.4918936988133,NA,0.3984,0,482.2,353.2,0,0,-17,0,NA,0.67008157844811,NA,NA,NA,0.37494815429283,-0.032251944602542,0,29.75,0,18524,NA,1.5,235.46666666667,NA,0.9,0.67008157844811
"5",2007-12-31,11.8,0.48,0.2916,0,684.4,4352.1,5.5,48.7,0.09130108736408,0.011190000229774,NA,0.3840877914952,14.941176470588,0,0.023892013498313,12.744,175.5,118.2835,175.5,0.32602,NA,484.7,0.76246657228252,2.7618233618234,2.7618233618234,NA,533.4,0.0063877208703844,NA,NA,NA,NA,0.27332673920211,NA,0.169,0,635.7,533.4,0,0,35.7,0,0.35697478991597,0.77936879018118,NA,NA,NA,0.18606809815951,0.052162478082992,NA,43.43,0,2376,NA,-3.5,NA,NA,0.7,0.77936879018118
"6",2006-12-31,11.9,0.87,0.2035,0,684.3,4460.4,47.2,43.7,0.079861111111111,0.0097973275939378,NA,0.62899262899263,14.829268292683,0,0.023486842105263,12.852,175.6,126.518,175.6,0.27951,NA,503.5,0.78598189197627,2.8673120728929,2.8673120728929,NA,547.2,0.0065913370998117,NA,NA,0.015,NA,0.15586999778908,NA,0.164,0,640.6,547.2,0,0,36.9,0,0.34829268292683,0.79964927663306,NA,NA,NA,0.19749928816734,0.05392371766769,NA,41.33,0,9900,NA,39.3,13.923664122137,NA,0.8,0.79964927663306
"7",2005-12-31,11.9,0.98,0.2451,0.0008813160987074,680.2,4559,18.8,57.4,0.09414466130884,0.012590480368502,NA,0.42431660546716,16.825966850829,0,0.021099983582335,12.852,239,174.2668,239,0.27085,NA,552.3,0.88594802694899,2.3108786610879,2.3108786610879,NA,609.7,0.0065803904364992,NA,NA,-0.05,NA,0.17306544658842,NA,0.1594,0,623.4,609.1,0.00098505992447874,0.00098409053632934,36.2,0,0.35502762430939,0.89547192002352,NA,NA,NA,0.27954258902791,0.053219641281976,NA,50.08,0.6,6348,NA,37.7,16.15649867374,NA,0.65,0.89556404230317
"8",2004-12-31,11.9,0.06,0.2053,0.0020164194152384,NA,4666.1,10,72.1,0.12066945606695,0.015451876299265,0,0.05845104724793,10.331022530329,0,0.021565495207668,12.852,NA,NA,NA,0.29371,NA,525.4,0.84442301510768,NA,NA,NA,597.5,0.0067722509161827,NA,NA,-0.05,0,0.094691535150646,NA,0.1813,0,622.2,596.1,0.0023485992283174,0.0023430962343096,57.7,0,0.22273830155979,0.86029730119786,10,NA,NA,NA,0.083273199595901,0,50.08,1.4,964,NA,58.4,10.207191780822,0,0.6,0.86057900043209
"9",2003-12-31,11.9,0.14,0.2082,0.17182881377715,NA,4551.9,1,91.8,0.13052751315228,NA,0,0.1344860710855,38.486486486486,0,0.022698612862547,12.852,NA,NA,NA,0,NA,611.5,0.89100976249454,NA,NA,NA,703.3,0.0072497198971858,NA,NA,-0.105,0,0.16120789779326,NA,0.2009,0,686.3,569.6,0.23472612359551,0.19010379638845,14.8,0,0.86837837837838,0.88392302917443,1,NA,NA,NA,0.022967101179392,0,47.58,133.7,400,NA,0,NA,0,0.7,0.90386839737823
"10",2002-12-31,12,0.18,0.1635,0.13805539526832,NA,3855.2,21,189.3,0.28878718535469,NA,0,0.2395,17.771428571429,0,0.023151125401929,12.96,247.3,206.2902,247.3,0.16583,NA,466.2,NA,1.8851597250303,1.8851597250303,185.2902,655.5,0.0093380369371239,NA,NA,NA,0,0.14908256880734,NA,0.1733,0,503.9,559.8,0.17095391211147,0.14599542334096,31.5,0,0.41142857142857,0.93690376569038,21,0.10179832016387,0,0.40938726136138,0.052719665271966,0,47,95.7,3331,0,16.2,34.555555555556,0,0.7,0.92518356816829
"11",2001-12-31,NA,-0.07,0.2605,0.1461,NA,3764.6,0,132.3,0.22751504729149,NA,0,-0.0457,16.210702341137,0,0.0267,12.9415,NA,NA,NA,0.0513,NA,449.2,NA,NA,NA,NA,581.5,0.0050470169473516,NA,NA,0.005,NA,0.11705685618729,0,0.1469,0,530.114,484.7,0.19971116154322,0.1664660361135,29.9,0,0.43282575250836,0.85681456602439,0,NA,NA,NA,0.052854870072477,0,39.71,96.8,100,0,17.2,28.18023255814,0,0.6,1.096933867055
"12",2000-12-31,NA,0.6,0.2799,0,NA,3646.3,0,54.2,0.12388571428571,NA,NA,0.6,8.9103869653768,0,0.029622857142857,12.96,NA,NA,NA,0.2835,NA,383.3,NA,NA,NA,NA,437.5,0.0056769876312975,NA,8.6833333333333,NA,NA,0.12478632478632,NA,0.1329,NA,478.1,437.5,0,0,49.1,0,0.26395112016293,0.82190494082284,0,NA,NA,NA,0.092241217358632,NA,36.47,0,NA,NA,43.3,10.103926096998,NA,NA,0.82190494082284
"13",1999-12-31,NA,0.7,0.3325,0,NA,3621.3,0,41.7,0.087001877738368,NA,NA,0.31578947368421,10.651111111111,0,0.025036511579387,12,61.5,43.24,43.24,0.29691,NA,437.6,NA,7.1154471544715,10.120250827734,43.24,479.3,0.0060751663767155,NA,9,NA,0,0.30555555555556,NA,0.0924,NA,452.1,479.3,0,0,NA,NA,0.26666666666667,0.97063588497367,NA,0,NA,0.095642634372926,0.10753341433779,0,NA,NA,NA,NA,53.1,9.0263653483992,0,NA,0.97063588497367
