"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2011-12-31,1271.2,1.53,0.2902,0.2065,7714,108553,180,34713,1.7249,7.3999,0.3198,-989.62,0.8,20.97,155,0.0168,305.09,1392,864,1547,0.3793,0.3793,-14588.4,-3.05,NA,NA,-3.11,0.1,0.045,1828.62,20124.6,0.0063,0.78,18.41,0.025,0.01,0.162,0.007,0.7468,0.0137,-24992,18117.6,0.1108,0.0997,864,0.1842,-51581,-10.9957,0.3467,2.35,2.1,0.2967,3.86,-964.62,-1.1165,4691,0.112,0,14.36,2007,8085849,4781,880,20.59,4781,1.15
"2",2010-12-31,1202.4,1.44,0.3298,0.24368318756074,6226,92568,129,27680,1.6745818082822,6.5160075329567,0.29902342062052,-5041.2006,0.8,25.614638447972,146,0.021,304.9935,779,567.0029,925,0.27214,0.27214377406932,-11150.5,-2.3699256110521,NA,NA,-2.6248822975518,0.1,0.07,5625.2035,16529.5,0.0067409904070521,0.87,12.942528735632,0.11,-0.0208,0.30181818181818,0.007,0.7179,0.0068166104917466,-19448,14523.5,0.13812097634868,0.1213587827823,567,0.13347457627119,-46860,-11.031073446328,0.53790740740741,2.3327176357212,2.5614638447972,0.18338041431262,3.4189030131827,-5058.2006,-8.9209423940055,4248,0.091069707677482,0,11.26,2006,13290256,4705,820,17.711585365854,4705,1.15
"3",2009-12-31,1162.1,1.23,0.3632,0.22961275626424,5073,75431,140,26614,1.2142365055684,6.347245409015,0.35282576129178,722.2933,0.79157488986784,25.929224904701,159,0.014,285.6882,1276,786.9985,1435,0.38323,0.38322884012539,-4695.7,-1.1433406379352,NA,NA,-1.119890293346,0.085,0.07,83.7052,21918.3,0.008497832456152,0.8,21.3875,0.205,-0.1894,0.22430193310832,0.007,0.6924,0.0069997746284684,-20029,20406.3,0.074094764852031,0.068983452183792,787,0.18769377533985,-35216,-8.398759837825,0.36300914866582,4.0225310467179,3.0504970476119,0.30431671834009,4.8667541139995,703.2933,0.8936399855656,4193,0.15513502858269,0,17.11,1512,10492108,4107,613,33.289233278956,4107,1.15
"4",2008-12-31,1157.1,1.22,0.3535,0.17860032362459,4061,51675,188,20127,0.87213307969963,3.9081553398058,0.38949201741655,2845.4724,0.54314002828854,18.044634146342,152,0.0126,279.6557,2028,1230.0023,2180,0.39349,NA,2950.9,0.65706969494545,1.4550788954635,1.353623853211,0.57299029126214,0.145,0.115,-1651.4701,23077.9,0.012791485244315,0.76,24.763157894737,0.23,0.0346,0.28733398121153,0.009,0.6837,0.01021770682148,-15183,22194.9,0.03978391432266,0.038261713587458,1230,0.23883495145631,-22237,-4.3178640776699,0.2273623902439,5.4653779857178,1.2444575273339,0.39378640776699,4.3096893203884,2881.4724,2.3426561674215,5150,0.30288106377739,0,18.82,883,13753287,4491,935,23.737860962567,4491,1.2
"5",2007-12-31,1160.8,1.28,0.2909,0.19412653854459,3732,42286,168,15567,0.8405371403271,3.1171405686824,0.36813602610793,112.6714,0.74252320385012,15.733303571429,156,0.015809957267625,278.592,1853,1120.0088,2009,0.39557,NA,2953.3,0.56674342736519,1.5937938478144,1.4700348432056,0.59136964357229,0.17,0.11,995.3374,18520.3,0.014591117627584,1.11,14.567567567568,0.135,0.2631,0.33627701603532,0.01,0.671,0.01241545665232,-10936,17621.3,0.051017802318785,0.048541330324023,1120,0.22426912294754,-2593,-0.51922306768122,0.24874285714286,4.7216773847803,0.92548844537815,0.37104525430517,3.5284941930316,124.6714,0.11131288147017,4994,0.30010718113612,NA,16.17,899,9548808,5211,1212,14.53902640264,5211,1.35
"6",2006-12-31,1265.2,NA,NA,0.079242507813936,5008,48992,122,21755,0.74525884513141,5.0487352053841,0.44405209013717,2079.12,NA,32.278563411897,157,0.0087982698312251,253.04,1476,891.0022,1633,0.39634,NA,7436.2,1.5671654373024,5.0380758807588,4.553704837722,1.7257368298909,0.215,0.1,-1153.1178,29191.2,0.012287720444154,1.16,20.646551724138,0.055,-0.0795,0.18530650444548,0.012,0.636,0.0085524167210973,-16316,28760.2,0.014985987580059,0.014764723615336,891,0.20677651427245,-20548,-4.7686238106289,0.28399551066218,5.7428514376997,1.5013285307859,0.3425388721281,6.6744488280344,2044.12,2.2941807250324,4309,0.17791533546326,NA,23.95,431,7943030,4745,1019,28.223945044161,4745,1.65
"7",2005-12-31,1392.1,NA,NA,0.22039243167484,4450,47351,120,24446,0.9517876679528,4.7458745874587,0.51627209562628,3434.1759,NA,33.23306122449,208,0.011398369789939,278.42,1877,1159.3291,2085,0.38235,NA,1238.3,0.20731625648753,0.65972296217368,0.59390887290168,0.24039992234518,0.205,0.12,-2186.8469,25684.3,0.016831745897658,0.87,22.229885057471,NA,0.1502,0.16392953120334,0.011,0.5839,0.020105172013263,-18738,24426.3,0.051501864793276,0.04897933757198,735,0.1426907396622,-21520,-4.1778295476607,0.37880272108843,5.4890561797753,1.62112493778,0.36439526305572,4.7420500873617,3346.1759,2.8863038394294,5151,0.16516853932584,NA,19.34,1258,3224537,5973,946,25.820613107822,5973,1.55
