"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-08-31,676.8,1.23,0.2441,0,4145.8,16665.4,372,6642.8,0.1565,0.2231,0.3986,-5.73,0.8,16.62,593.5,0.0258,1096.42,3872,2801.37,4465,0.2764,0.346,35807.1,1.2,9.25,8.02,1.2,0.12,0.095,3028.61,42449.9,0.0468,NA,NA,0.145,0.115,0.1649,0.014,0.7051,0.0729,-2497,42449.9,0,0,2553.5,0.0858,-2163.9,-0.0727,0.4201,10.24,1.39,0.13,1.43,-227.23,-0.0811,29778,NA,0.6159,5116.2,66.5,0,4031820,29856.9,2610.2,16.26,29856.9,0.85,NA
"2",2011-08-31,690.8,0.83,0.2467,0.0011330277591801,3879,15731.5,403.7,5706,0.15707498086801,0.20860676564459,0.36271175666656,-86.7991,0.8,15.946876234798,513.3,0.0257,933.4805,3470.4,2522.9808,3983.7,0.273,0.35145216400911,30620.6,1.0757696591121,8.8233633010604,7.6864723749278,1.1194644809143,0.14,0.085,2719.3799,36326.6,0.049912595747386,NA,NA,0.15,0.1941,0.14640734737979,0.014,0.7113,0.071957537424912,-1822.6,36322.2,0.00012113803679293,0.00012112336414638,2277.7,0.083270878042182,-2137,-0.078126999330967,0.40983471923432,9.3638051044083,1.1390625881999,0.12687502970435,1.3279103861017,-196.3991,-0.077844070892931,27352.9,NA,0.587187419438,4916.3,53.23,4.4,4893853,28463.9,2385,15.229433962264,28463.9,0.85,NA
"3",2010-08-31,696.5,0.73,0.2399,0.00052869025800085,2835.7,12835.3,238.2,4841.3,0.14290858962892,0.20963362936854,0.37718635326015,-58.3632,0.8,19.023642387825,474.7,0.0185,626.6949,2924.4,2067.5508,3399.1,0.293,0.38899945100192,29035.6,1.2187235042771,9.9287375188073,8.5421435085758,1.2572735027561,0.1,0.055,2362.414,33876.9,0.05138952731919,NA,NA,0.165,0.0202,0.17581161408322,0.018,0.6788,0.065538008461041,-2004.1,33875.4,4.4279919941905e-05,4.4277959317411e-05,1780.7,0.077106273896796,-1845.1,-0.07989486492221,0.35193738417476,11.946045068237,1.9023642387825,0.12662974525961,1.4668421804703,-294.8632,-0.14261472986573,23094.1,NA,0.62795782346511,4326.4,48.49,1.5,3916376,23824.6,1941.5,17.448055627093,23824.6,0.85,NA
"4",2009-08-31,712.9,0.64,0.2216,0.00034630835295747,2886.6,12255.7,243.5,4549.6,0.15463626692226,0.19634888438134,0.37122318594613,53.3463,0.61371841155235,16.850114547537,498.6,0.0182,535.4495,2896.9,2069.9799,3395.5,0.28545,NA,24871.7,1.1079645938855,8.585626014015,7.3249006037402,1.0733977817099,0.07,0.06,2271.7336,29421.3,0.057206034743017,NA,NA,0.18,-0.0611,0.24404249210451,0.01,0.6588,0.06733193534437,-1662,29420.3,3.3990136062515e-05,3.3988980772434e-05,1746,0.075352811704285,-1709.9,-0.073794829744077,0.30667208476518,10.192025219982,2.4071592210767,0.12502265763238,1.2697035086962,-201.7537,-0.097466510696717,23171,NA,0.60486385366868,3944.2,41.5,1,4770459,22448.1,1790.9,16.427662069351,22448.1,0.85,NA
"5",2008-08-31,731.2,0.79,0.1901,0.0032564344005022,2540.5,12398.5,320.4,3623,0.16024308473467,0.14312351365658,0.29221276767351,19.0053,0.8,13.35920321551,491.4,0.016176203813089,365.6,3011.6,2129.2012,3503,0.293,NA,18986.4,0.73927670311186,6.3044228981272,5.4200399657437,0.75004147935118,0.14,0.125,2281.1959,22609.4,0.064540065330483,2.13,15.394366197183,0.17,0.2241,0.26961651917404,0.01,0.7724,0.067750131064242,-1074.2,22601.1,0.00036723876271509,0.00036710394791547,1691.8,0.066833110793322,-1305.2,-0.051560808728836,0.21610119399456,8.8963196221216,0.95422880110787,0.11897068002434,0.89283710861269,-151.9947,-0.071385778808762,25313.8,NA,0.66593190316867,4174,32.79,8.3,3000263,25682.4,1790.4,12.623491957105,25682.4,1,NA
"6",2007-08-31,797.6,1.44,0.1909,0.012633392352969,2063.3,10747.2,364.4,3545.7,0.12743773137332,0.16527989483841,0.3299184903975,109.615,0.8,22.360711125412,444.5,0.012051545872517,334.992,2492.6,1639.9563,2937.1,0.34207,NA,24277.3,1.0843744277145,9.7397496589906,8.2657383133022,1.1316664102887,0.145,0.15,1610.4414,27823,0.075191677832366,1.7,20.535294117647,NA,0.2651,0.14274591227615,0.01,0.5596,0.05989467023969,-1456,27796.6,0.00094975644503285,0.00094885526363081,1243.1,0.057946086040452,-2513.4,-0.11716007775245,0.26948113587,13.471913924296,1.5421180086491,0.11619050282715,1.2957156907988,29.515,0.017997411529343,21452.7,NA,0.60248146173605,3548.9,34.91,26.4,4631232,22388.3,1459.9,19.040071237756,22388.3,1.2,NA
"7",2006-08-31,857.4,1.58,0.2156,0.026667351762409,1894.3,9418.1,306.2,3419.9,0.1068478342373,0.18761383335893,0.36311994988374,63.539,0.8,32.080413613091,320.6,0.0093909304559807,300.09,1841.1,1371.6195,2161.7,0.255,NA,28587.3,1.5164228349547,15.527293465863,13.224452976824,1.5682835575256,0.13,0.12,1322.4805,32007.2,0.077266115246175,1.42,26.007042253521,NA,0.1488,0.19346733668342,0.019,0.4548,0.056019791677727,-1473.7,31955.3,0.0016241437257669,0.001621510160214,996.1,0.054645498233526,-1857.9,-0.10192337232012,0.30126493323963,16.869186506889,2.4677241240839,0.10100173355862,1.7530501854249,49.139,0.03582555534123,18228.4,NA,0.52584067993454,3153,36.93,51.9,2053100,18851.8,1065.4,29.993711282148,18851.8,1.25,NA
"8",2005-08-31,923.7,1.47,0.2716,0.042435528469048,NA,8957.4,317.8,2947.4,0.17891874172909,0.17241903781355,0.32904637506419,0,1.0824742268041,19.332940344258,282.1,0.01039501039501,277.11,2022.2251,1355.2953,2304.3251,0.3298,NA,13526,0.79125327592662,6.6886717340352,5.869831423788,0.79125327592662,0.13,0.125,1319.5953,16473.4,0.077444347690178,1.65,17.490909090909,NA,0.1827,0.16881060755986,0.017,0.3765,0.042255565230982,-1175.3,16398.2,0.0045858691807637,0.0045649349860988,848.2,0.049618588543617,-1093.5,-0.063968317109697,0.32670360763971,9.6636218987566,1.4871492572506,0.11829751965556,0.95927321228005,35.7,0.026341123331099,17094.4,-1.1531483667353,0.49985267252048,3070.2,28.86,75.2,1341500,17094.4,848.2,19.332940344258,17094.4,1.3,9.2959765250268
"9",2004-08-31,965.9,1.51,0.315,0.022514445108587,NA,7987.7,282,2838.2,0.10777333500412,0.18779112852001,NA,0,0.95873015873016,38.073248407643,257.1,0,0,2016.1542,1370.9849,2273.2542,0.32,NA,23496.7,1.5546726127461,11.654217486853,10.336151402054,1.5546726127461,0.125,0.09,1346.0849,26334.9,0.080611440089137,1.4,18.885714285714,NA,0.1421,0.12512512512512,0.016,0.3347,0.026853787698587,-1332.5,26301,0.001288924375499,0.0012872651880205,690.8,0.04570717764133,-1123.1,-0.074310554732162,0,17.869955156951,3.0458598726115,0.1334,1.7402207283506,24.9,0.01816212585939,15113.6,-1.0288817134709,0.46935724962631,2857.7,26.44,33.9,955300,15113.6,690.8,38.073248407643,15113.6,1.3,17.490137477585
"10",2003-08-31,989.8,0,0,0.13165709760444,NA,5478.9,262.8,1396.4,0.056979173467389,0.10655475009538,NA,744.9,0,40.918633852336,285.4,0,0,1495.9,926.7998,1781.3,0.38044,NA,23110.8,NA,15.44942843773,12.974120024701,1.7635101106448,NA,NA,949.3998,24507.2,0.13077442552337,1.1,23.936363636364,NA,-0.073,0.32344064386318,NA,0.2926,0.030590081950756,-891.3,24440.7,0.0027208713334724,0.002713488280995,597.3,0.045578023655094,-599.4,-0.045738267836704,0,55.724350205198,NA,0.11414727203357,1.8649904616559,-22.6,-0.02438498573528,13105,NA,1.3618331053352,3181.3,26.33,66.5,2657310,13396.4,498.2,49.058008831795,13396.4,1.35,NA
