"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,13.7,NA,NA,0.7731,508.1,3527.4,5.2,1889.9,0.9637,1.9707,0.5358,-1.82,NA,22.34,17.3,0.0262,6.03,168,118.76,185,0.2931,0.4213,71.2,0.2,0.08,0.42,0.38,0.07,132.68,1961.1,0.0048,NA,NA,-0.02,0.06,0.1991,0.421,0.0492,349.2,230.1,7.5228,0.8827,10.3,0.0107,66.1,0.0689,1.7729,0.45,0.1752,0.24,-13.92,-0.1172,959,0.3401,0.0203,0,17.27,1731,34301,932.6,3.4,67.68,932.6,1.5,0.88
"2",2010-12-31,13.4,NA,NA,0.57162653732894,494.6,2620,12.2,832,0.93273542600897,0.80378707371268,0.3175572519084,1.0491,NA,6.0574412532637,16.8,0.0259,6.0088,198,113.5391,214.8,0.42657,0.4590395480226,60,0.18598884066956,0.05846243788366,0.3030303030303,0.27932960893855,0.057965413969665,117.09,892,0.0087404580152672,0.52,30.961538461538,-0.095,0.0323,0.47317279256443,0.4455,0.066221374045802,322.6,232,2.8448275862069,0.73991031390134,38.3,0.037001255917303,-123.4,-0.11921553473094,0.15688772845953,0.46906591184796,0.19128586609989,0.22413293401604,-3.5509,-0.031274706628637,1035.1,0.35195021698698,0.077436312171452,0,16.1,660,38416,1026.3,23.4,9.9145299145299,1026.3,1.4,0.77256192620821
"3",2009-12-31,13.2,NA,NA,0.3895875591616,451.4,2203.4,7.8,527.4,0.81489493201483,0.53197498486988,0.2393573568122,-3.0884,NA,18.415384615385,17.4,0.0164,5.8892,155.3,86.9307,172.7,0.44024,0.43965517241379,119.8,0.56482791136257,0.11834436431888,0.77141017385705,0.69368847712797,0.12083921726851,99.6191,647.2,0.01016610692566,1.9,13.794736842105,0.09,0.0597,0.20667384284176,0.4667,0.080693473722429,212.1,359.1,0.80228348649401,0.44514833127318,19.5,0.019669154730684,-146.5,-0.14777082913052,0.30201230769231,0.79552503322995,0.15664716562437,0.36221504942506,-12.6884,-0.14596001460873,991.4,0.40985727487034,0.04319893664156,0,26.21,288.1,29487,1012.3,28.5,12.6,1012.3,1.4,0.87518593644354
"4",2008-12-31,13,NA,NA,0.26590791515779,425.7,1529.6,15.2,206,0.35016148223695,0.22388870774916,0.13467573221757,0.59,NA,NA,16.5,0.0133,5.7735,117.8,117.8,134.3,0,NA,382.3,1.0224658999733,0.41200560405216,3.2453310696095,2.8466120625465,0.4154983154005,118.51,588.3,0.017782426778243,NA,NA,0.125,0.0346,0.67205090553108,0.4067,0.11937761506276,373.9,434.1,0.35521769177609,0.26211116777154,-20.8,-0.022606238452342,69.6,0.075643951744376,NA,1.0197322057787,0.12802956200413,0.47179654385393,-0.71,-0.0060269709371297,920.1,0.31505750200588,-0.048860700023491,0,33.22,154.2,56405,927.9,9.2,47.184782608696,927.9,1.35,1.0144852560786
"5",2007-12-31,13.4,NA,NA,0.20186949487687,444,2138.2,11.6,156.2,0.59778032912361,0.17082239720035,0.07305209989711,-2.9696,NA,1.9761273209549,10.4,0.039570469798658,5.896,256.9,151.9846,267.3,0.40839,NA,105.1,0.26268432891777,0.10850712368367,0.40910860256909,0.39319117096895,0.11493875765529,153.7542,261.3,0.008558600692171,NA,NA,0.125,0.1049,0.7302032235459,0.5045,0.077354784398092,400.1,149,0.75369127516779,0.42977420589361,75.4,0.082458442694663,50.1,0.054790026246719,0.078196286472149,0.33558558558559,0.28094925634296,0.16294838145232,-1.7696,-0.011643412015306,914.4,0.37986655586104,0.16981981981982,NA,12.97,112.3,13200,968.6,9.5,15.684210526316,968.6,1.1,0.46971058781233
"6",2005-12-31,12.6,NA,NA,0.52306501547988,308.1,2184.5,4.6,178.7,0.23544137022398,0.26291010740032,0.08180361638819,-22.1506,NA,18.38864628821,10.1,0.011968653526478,5.04,141.9,78.001,152,0.45031,NA,580.3,1.241814680077,0.75569735642662,4.0894996476392,3.8177631578947,0.85375901132853,105.6516,759,0.0086060883497368,NA,NA,-0.075,0.1035,0.29544235924933,0.3891,0.078873884184024,467.3,421.1,0.80242222749941,0.44519104084321,22.9,0.033691334412241,170.7,0.2511402089157,0.22008733624454,1.3667640376501,0.20876857437105,0.61953803148448,-27.6506,-0.35448984662987,679.7,0.16691849133319,0.074326517364492,NA,39.09,337.9,1600,767.9,41.7,10.098321342926,767.9,0.75,1.1749226006192
"7",2004-12-31,13.4,0,0,0.41994355597366,NA,1802.5,6.6,111.8,0.23123061013444,0.16436342252279,0.062024965325936,8.9197,NA,11.568888888889,10.8,0.015550755939525,4.824,108.2972,63.5206,119.0972,0.41346,NA,371.7,0.88563259471051,0.54645692443399,3.4322223348752,3.1209806982835,0.56739429094795,58.801,483.5,0.01131761442441,NA,NA,-0.075,-0.0487,0.17771287351157,0.4042,0.097642163661581,419.7,260.3,0.85747214752209,0.46163391933816,22.5,0.034345901389101,232.8,0.35536559303923,0.2144,0.84430749270191,0.16531396733323,0.39734391695924,4.7197,0.074301475553183,655.1,0.15134769587134,0.072980862795978,0,23.15,223.2,300,680.2,23.5,11.076595744681,680.2,0.65,0.90968955785513
"8",2003-12-31,13.4,0,0,0.34598370197904,NA,1709.1,12.2,34.5,0.069922983380624,0.05140813589629,NA,-9.9896,NA,11.570469798658,9.5,0.014212396367943,4.824,135.516,79.781,145.016,0.41128,NA,458.9,1.1617721518987,0.68380271196543,3.386316006966,3.1644784023832,0.66507246376812,87.0706,493.4,0.013925457843309,NA,NA,-0.075,1.2673,0.24565140220092,0.4817,0.1016909484524,395,344.8,0.43097447795824,0.30117551682205,29.8,0.043188405797102,364.7,0.52855072463768,0.16187919463087,1.2274830900676,0.1964,0.49971014492754,-7.2896,-0.091370258168173,690,0.20197716334177,0.1060875756497,0,25.33,148.6,200,671.1,22,15.672727272727,671.1,0.65,1.1487776484284
"9",2002-12-31,12.5,0,0,0.094367227505486,NA,1031.2,1.4,66.3,0.14545853444493,0.2340275326509,NA,63.4,0,57.333333333333,4.9,0,0,48.9,28.5708,53.8,0.41573,NA,389.5,NA,NA,7.9652351738241,7.2397769516729,1.3748676314861,32.0708,455.8,0.0082428238944919,NA,NA,NA,0.0793,0.22813156053184,NA,0.014546159813809,207.1,430,0.06,0.056603773584906,7.5,0.026473702788563,183.7,0.64842922696788,0,1.7366720516963,0.17260854218143,1.5178256265443,-3.5,-0.12250268219623,283.3,0.13795655721874,0.030290791599354,0,34,25.8,5907,577.9,25.3,16.99604743083,577.9,0.7,1.8807339449541
