"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,3753.2,1.64,0.5128,0.8106,704.1,7496,138.3,774,0.0428,0.2568,0.1033,-161.21,0.8,35.26,267.9,0,0,676,654.29,944,0.0323,0.0322,17297.9,5.88,5.25,25.58,18.32,5.74,0.2147,945.1,18071.9,0.2233,0.53,5.45,0.26,0.2568,NA,0.3474,0.5881,2944.1,15057.9,0.2002,0.1668,427,0.1416,-1743.1,-0.5782,0,21.39,1.64,0.2243,5,-290.81,-0.4445,3014.5,0.2222,0.6064,514.9,2.89,3014,47564372,3293.3,391.3,38.48,3293.3,1.3,4.86
"2",2010-12-31,3933.2,1.52,0.9197,0.93939040056055,207.6,7383.1,311.9,586.7,0.05700765672976,0.20827121050763,0.079465265267977,-92.9394,0.36696748939872,43.345588235294,273.7,0,0,465.4,452.5875,739.1,0.02753,0.027413587604291,9704.9,3.4190241324643,3.2712778508107,20.852814782982,13.130699499391,3.4451189208378,0.3,507.327,10291.6,0.23855832915713,0.06,30.333333333333,0.1244,0.31536388140162,NA,0.4295,0.6046376183446,2838.5,7074,0.45484874187164,0.31264332076645,163.2,0.057933972310969,-1748.9,-0.62083777067803,0,34.07514450867,1.4448529411765,0.16521121760738,2.5111821086262,-54.7394,-0.12094768343025,2817,0.15944602360402,0.78612716763006,501.8,1.82,3217.6,69770260,2966.7,364.6,19.402084476138,2966.7,1.35,3.0046712600724
"3",2009-12-31,3875.7,2.19,1.0748,NA,-14,7263.5,248.5,383.5,0.04099543544956,0.15509989484753,0.052798237764163,-182.6727,0.29075176777075,NA,309.5,0,0,261.1,261.1,570.6,0,NA,8971.2,3.3485872121235,3.2536176694593,34.359249329759,15.722397476341,3.6282455714632,0.3,504.7727,9354.7,0.23556136848627,NA,NA,0.3991,0.48858447488584,NA,0.28,0.62231706477593,2679.1,6278.1,0.49005272295758,0.32888280757266,-170.1,-0.068793982043193,-1586.5,-0.64163228989727,NA,NA,NA,0.10559734692227,2.5390681873332,-243.6727,-0.93325435822962,2472.6,0.097458101601284,NA,838,1.63,3076.6,63618276,2757.3,137.6,45.625726744186,2757.3,1.25,3.0544961797166
"4",2008-12-31,3651.7,2.16,1.0055,NA,-42.8,7490.7,130.6,380.4,0.069546775874362,0.22860576923077,0.050782970883896,-733.8534,0.20686225758329,NA,203.8,0,0,-260.2096,-260.2096,-56.4096,0,NA,5089.3,1.7994837705961,2.0947069476457,NA,NA,3.0584735576923,0.3,546.8438,5469.7,0.22741532834048,NA,NA,-0.2733,0.87951807228916,NA,0.1955,0.61314696890811,2828.2,2218.3,1.4657169904882,0.59443845183465,-547.1,-0.32878605769231,-1595,-0.95853365384615,NA,NA,NA,-0.15637596153846,1.3331129807692,-807.0534,NA,1664,-0.092005374443109,NA,856.9,0.6,3251.4,48267639,2429.6,-515,NA,2429.6,1.3,1.7046998691018
"5",2007-12-31,1471.1,1.96,0.5218,NA,-792.7,1694.1,65.3,439.3,0.25774466087773,0.47641253660124,0.25931172894162,427.7297,0.3832886163281,NA,106.8,0,0,-513.0773,-513.0773,-406.2773,0,NA,1265.1,15.353155339806,0.89336911235082,NA,NA,1.3719770090012,NA,-899.307,1704.4,0.47594592999233,-0.3,NA,0.4116,0.95969773299748,NA,0.3456,0.049406764653799,82.4,390,3.3702564102564,0.77118047406712,-565.3,-0.61305715215269,-798.4,-0.86584969092289,NA,NA,NA,-0.556422578896,0.42294761956404,386.2297,NA,922.1,-6.226665776699,NA,778.4,0.12,1314.4,32052909,1416.1,-577.2,NA,1416.1,1.25,3.2670116925436
"6",2006-12-31,1434.6,0.77,0.3561,NA,-389.1,1658.5,99.8,408.9,0.072150759620983,0.64171374764595,0.24654808561954,238.8336,0.8,NA,105.7,0,0,-1067.6171,-1067.6171,-961.9171,0,NA,5258.4,19.461139896373,6.0755632582322,NA,NA,8.2523540489642,0.189,-1300.5507,5667.3,0.48863430810974,-0.4,NA,1.4677,0.23121387283237,NA,0.3313,0.050467289719626,270.2,4599.1,0.23226283403275,0.18848481640287,-1104.9,-1.7339924670433,-666.6,-1.0461393596987,NA,NA,NA,-1.6754819836786,7.2176710608914,232.9336,NA,637.2,-3.9512106587713,NA,901.2,3.12,1068.2,31215118,865.5,-644.5,NA,865.5,1.85,8.3453099690767
"7",2005-12-31,1346.2,4.52,0.6626,0.76940542074642,325,2085.4,49.9,879.3,0.14475265453947,3.630470685384,0.42164572743838,552.2344,0.44672502263809,NA,98.6,0,0,-666.0019,-666.0019,-567.4019,0,NA,5195.2,9.8004150160347,9.916396258828,NA,NA,21.450041288192,0.1683,-1169.5363,6074.5,0.39723793996356,-0.81,NA,2.4605,0.33644859813084,NA,0.2831,0.040136184904575,530.1,4990.1,0.2173102743432,0.17851675034982,-859,-3.5466556564822,-474.8,-1.9603633360859,NA,15.354153846154,NA,-2.7498015689513,20.603220478943,503.5344,NA,242.2,-1.2563703829466,-2.6430769230769,624.8,3.54,1084.4,41682667,523.9,-1170.7,NA,523.9,1.85,4.3099900666951
"8",2004-12-31,1276.9,3.09,1.0844,0.39610115275515,NA,1957.6,28.6,759.2,0.07876335719473,4.051227321238,0.38782182263997,-391.9402,0.56990040575433,NA,95.4,0,0,-551.9256,-551.9256,-456.5256,0,NA,8879.8,9.8917232928595,47.384204909285,NA,NA,132.73243647235,0.3,-93.1854,9639,0.45019411524316,-0.62,NA,3.7596,0.32118096128379,NA,0.3344,0.042756436452799,897.7,8982.7,0.073062664900308,0.068087975931113,-712.2,-10.645739910314,-217.6,-3.2526158445441,NA,8.9773136118329,NA,-8.2500089686099,134.27055306427,-458.7402,0.83116313008051,66.9,-0.61482187813301,-0.71177293623826,402.1,6.7,656.3,30987213,187.4,-811.2,NA,187.4,2.25,5.8174904942966
"9",2003-12-31,1137.8,3.66,1.2489,0.12815789473684,NA,1617.3,20.1,549.9,0.05577871097316,11.825806451613,NA,-135.9628,0.58611578188806,NA,95.4,0,0,-331.4423,-331.4423,-236.0423,0,NA,9308.7,9.595608700134,200.18709677419,NA,NA,721.60465116279,0.4,-120.1795,9858.6,0.58189575217956,-0.52,NA,0.1314,0.60355029585799,NA,0.2641,0.051752921535893,970.1,9663.8,0.020157701939196,0.01975939788611,-482.8,-37.426356589147,-52.2,-4.046511627907,NA,7.2923332327196,NA,-25.6932,749.13178294574,-211.2628,0.63740446963397,12.9,-0.34165784970622,-0.36432236643526,256.8,7.484,194.8,40064834,46.5,-600.4,NA,46.5,2,6.4859210526316
"10",2002-12-31,77.5,0,0,0.94836610553119,NA,1340.9,41.6,173.7,0.060596546310832,217.125,NA,287.9,0,NA,82.7,0,0,-82.7,-82.7,0,0,NA,2692.8,NA,NA,NA,NA,3366,NA,-41.6,2866.5,0.77030352748154,-0.27,NA,0,0.74657980456026,NA,0.3492,0.062420762174659,1064.7,2196.1,0.30526843039934,0.23387406244549,-414,-517.5,-22.4,-28,NA,60.167123287671,NA,-103.375,2745.125,-41.1,NA,0.8,-0.077674462289847,-11.342465753425,169.2,2.4,670.4,24575739,8.7,-450.5,NA,8.7,1.9,2.5291631445478
