"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,10.3,0.94,0.2006,0.2698,1861.1,20881.5,0,590.8,0.2514,0.0283,NA,0.8,8.52,0,0.0074,12.36,847,532.39,847,0.3711,0.3712,1759.1,0.9,2.08,2.08,532.39,2349.9,0,NA,NA,0.02,NA,0.0955,NA,0.4314,0.0053,1957.9,1662.3,0.4136,0.2926,195,0,0.0864,0.89,0,0,NA,0.2719,0.1048,101.9,163.5,687.6,13227,NA,143.1,11.62,NA,0.95,0.92
"2",2010-12-31,10.4,1.18,0.3136,0.31849463211294,1733,20806.7,0,61.8,0.023162550129306,0.0029701970999726,NA,0.71747448979592,17.815915627996,0,0.0067,12.4499,591.8,368.5257,591.8,0.37728,0.37768496420048,2606.3,1.0504614888557,4.4040216289287,4.4040216289287,368.5257,2668.1,0,13.22,13.236762481089,-0.01,NA,0.20671199189932,NA,0.4264,0.0054069121965521,2481.1,1858.2,0.43585189968787,0.30354934222855,104.3,0,0.11936663470757,1.0722446624351,0,0,NA,0.14853318931119,0.060184650894403,149.2,174.99,809.9,11595,NA,196,9.480612244898,NA,0.9,1.0492351252507
"3",2009-12-31,10.4,0.86,0.3444,0.33838319541693,1559.1,18466.1,0,480.2,0.16766759776536,0.026004408077504,NA,0.65331010452962,43.599156118143,0,0.0061,12.6063,426.4,257.196,426.4,0.39682,0.39771283354511,2383.8,1.2704791344668,5.5905253283302,5.5905253283302,257.196,2864,0,NA,NA,0.01,NA,0.15088606233361,NA,0.3781,0.0059027082058475,1876.3,2066.6,0.38585115648892,0.2784217877095,47.4,0,0.26595485232068,1.325508306074,0,0,NA,0.13707613494644,0.030402155089475,183.8,189.05,797.4,8991,NA,182.1,11.348709500275,NA,0.9,1.2153617653299
"4",2008-12-31,10.4,0.8,0.3285,0.33682517803813,1443.4,16745.7,0,593.4,0.24407699901283,0.035435962665042,NA,0.43835616438356,18.639956092206,0,0.0074,12.5659,545.1,355.5469,545.1,0.34774,NA,1837.8,1.1608868675384,3.3714914694552,3.3714914694552,NA,2431.2,0,NA,NA,0.055,NA,0.39066257566962,NA,0.3561,0.0063538699487033,1583.1,1698.1,0.43171780224957,0.30153833497861,91.1,0,0.13793567508233,1.1764583622004,NA,NA,NA,0.22458905059693,0.063114867673549,263.5,164.01,733.1,19020,NA,13.6,124.86029411765,NA,0.9,1.1170227429359
"5",2007-12-31,10.4,0.43,0.2364,0.21911573472042,1441.2,16212.1,0,793.8,0.42558438773322,0.04896342855028,NA,0.57529610829103,13.451197053407,0,0.0078313253012048,11.44,561.7,364.122,561.7,0.35175,NA,1071.4,1.0186347214299,1.9074238917572,1.9074238917572,NA,1865.2,0,NA,NA,0.05,NA,0.25519466143774,NA,0.3099,0.0066925321210701,1051.8,1460.8,0.27683461117196,0.21681321037958,108.6,0,0.10534069981584,1.0135997779628,NA,NA,NA,0.34618941338657,0.075353871773522,341.2,152.8,404.4,14790,NA,106.3,13.742238946378,NA,0.85,1.0106198526224
"6",2006-12-31,10.4,1.13,0.2102,0.23434579439252,1310.8,15729.7,0,1359.6,0.69328438121462,0.086435214911918,NA,0.60894386298763,12.331225296443,0,0.007333803448939,11.44,542.6,350.27,542.6,0.35446,NA,601.5,1.7068671963678,1.1085514190933,1.1085514190933,NA,1961.1,0,NA,NA,0.035,NA,0.20021029435617,NA,0.303,0.0070312847670331,352.4,1559.9,0.2571959741009,0.20457906277089,126.5,0,0.090434782608696,1.1900366188587,NA,NA,NA,0.99395574347333,0.096505950564541,280.2,135.36,401.2,9690,NA,115.7,13.482281763181,NA,0.8,1.1455023364486
"7",2005-12-31,10.4,1.82,0.2214,0.25721652726244,1181.1,14639.4,0,1258.9,0.50623290976355,0.085993961501154,NA,0.50587172538392,18.403897254207,0,0.0055058234671287,11.44,485.6,306.7438,485.6,0.36832,NA,1227.9,3.7074275362319,2.5286243822076,2.5286243822076,NA,2486.8,0,NA,NA,0.01,NA,0.11598473008634,NA,0.2904,0.0077257264641994,331.2,2077.8,0.19684281451535,0.16446839311565,112.9,0,0.10132860938884,1.759207518415,NA,NA,NA,0.92615884057971,0.095588857844382,176.6,202.64,409,4448,NA,121.1,17.157720891825,NA,0.7,1.5639267970568
"8",2004-12-31,10.4,0.69,0.2267,0.20835155225186,NA,13258.7,0,679.7,0.32498207028449,0.051264452774405,0,0.60873400970446,24.203753351206,0,0.006306616213737,11.44,NA,NA,NA,0.39754,NA,1411.8,2.0387003610108,NA,NA,NA,2091.5,0,NA,NA,0.02,0,0.20616449127221,NA,0.3004,0.0086509235445406,692.5,1805.6,0.15834071776695,0.13669615108774,74.6,0,0.15335120643432,1.6621559421891,0,NA,NA,NA,0.068673478781184,108.4,174.42,285.9,5796,NA,109.5,16.489497716895,0,0.65,1.5241947238012
"9",2003-12-31,10.4,0.42,0.1853,0.21939936296072,NA,12559.9,0,790.2,0.42195760132429,NA,0,0.4533189422558,22.145454545454,0,0.0075778451364012,11.44,NA,NA,NA,0.35544,NA,1082.5,2.0486373959122,NA,NA,NA,1872.7,0,NA,NA,0.05,0,0.16350392946138,NA,0.2858,0,528.4,1583.4,0.1827080965012,0.15448283227426,71.5,0,0.16,1.538327018362,0,NA,NA,NA,0.0694646847372,124.8,145.16,289.3,2025,NA,66.7,23.739130434783,0,0.6,1.4202184134688
"10",2002-12-31,10.5,0.14,0.2473,0.20758581141968,NA,12231.9,0,811.7,0.52595088446835,NA,0,0.1237,13.899784482759,0,0.0091169858128537,11.76,399.6,258.2175,399.6,0.35381,NA,731.6,NA,1.8308308308308,1.8308308308308,258.2175,1543.3,0,NA,NA,NA,0,0.16228357510529,NA,0.2423,0,409,1289.9,0.19644933715792,0.16419361109311,92.8,0,0.12672413793104,1.3335056342396,0,0,0,0.63133868948655,0.095937144629381,187.9,123.36,253.4,4816,0,78.8,16.369289340101,0,0.55,1.7887530562347
