"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,13,1.44,0.4431,0.5958,102.1,379.1,11.3,43.2,0.1144,0.0458,0.114,2.3,0.8,13.44,13.7,0,0,37,23.06,50,0.3699,0.3717,334.4,1.6,0.31,9.14,6.65,0.35,0.1,23.16,377.6,0.0754,NA,NA,0.13,0.375,0.2798,0.9424,0.4569,209.4,227.1,0.6627,0.3986,16.9,0.0179,18,0.0191,0,2.22,1.34,0.0388,0.24,-0.1,-0.0042,943,0.1101,0.1655,48.9,16.99,150.5,57556,1063.6,8.5,26.72,1063.6,2,1.49
"2",2010-12-31,13,1.09,0.8641,0.69026883756153,81.8,386.9,10.3,61.3,0.16915011037528,0.069682846424918,0.15843887309382,0.6444,0.59310265015623,7.6313559322034,12.7,0,0,57.3,32.7865,70,0.42781,0.42857142857143,301.1,1.4847140039448,0.32799564270152,5.2547993019197,4.3014285714286,0.34227577583267,0.1,34.5421,362.4,0.042388214008788,1.27,10.834645669291,NA,0.0933,0.36622390891841,0.9072,0.46575342465753,202.8,180.1,1.012215435869,0.5030353200883,23.6,0.026827327498011,14.8,0.016823917244515,0,2.2017114914425,0.76313559322034,0.065135841764238,0.20472888484711,-1.7556,-0.053547791489069,879.7,0.16166906804734,0.28850855745721,46.5,13.76,182.3,44970,918,15.7,11.471337579618,918,2.05,1.3722074971602
"3",2009-12-31,12.9,2.06,1.0923,0.78700499807766,55.4,383.1,3.7,51.2,0.12210827569759,0.063920099875156,0.13364656747585,1.5866,0.50352467270896,10.170616113744,12.9,0,0,53.7,34.0753,66.6,0.36545,0.36636636636637,368.1,1.7620871230254,0.42010956402648,6.854748603352,5.527027027027,0.45955056179775,0.0833,41.6887,419.3,0.029235186635343,1.76,9.1306818181818,NA,0.1527,0.24422110552764,0.904,0.489689376142,208.9,214.6,0.95386766076421,0.48819461006439,21.1,0.026342072409488,16.9,0.021098626716604,0,3.8736462093863,1.2209623185767,0.067041198501873,0.26791510611735,-7.6134,-0.2234279801185,801,0.16311792723791,0.38086642599278,44,16.07,204.7,74952,876.2,26.3,8.1596958174905,876.2,2.2,1.6120722798923
"4",2008-12-31,12.8,2.08,1.0767,0.88599105812221,30.6,365.7,4.7,29.4,0.065174019064509,0.042503975712014,0.08039376538146,3.7679,0.34178508405313,NA,12.7,0,0,20.6,8.24,33.3,0.6,NA,421.7,1.7644351464435,0.55246954015459,20.470873786408,12.663663663664,0.60965736591008,0.11,12.4721,451.1,0.032813781788351,1.41,11.205673758865,NA,1.2937,0.85384615384615,0.8663,0.53130981678972,239,213.3,1.1148616971402,0.52715584127688,-45.1,-0.065201677027613,36.4,0.05262396992916,NA,6.9705882352941,NA,0.029781697267602,0.30837068093104,-4.2321,-0.51360725158642,691.7,0.034476987447699,-1.4738562091503,48.4,15.8,237.8,140160,763.3,12.6,16.928571428571,763.3,2.3,1.6807004470939
"5",2007-12-31,12.1,2.4,0.6886,0.57592114527106,180.7,552,1.9,35.4,0.13429438543247,0.12412342215989,0.064130434782609,-21.798,0.5344176590183,1.2638888888889,5,0,0,25.7,15.3372,30.7,0.40322,NA,228.2,0.58407985666752,0.37263226649249,8.8793774319066,7.4332247557003,0.80014025245442,0.14,40.2353,263.6,0.021014492753623,0.1,14.5,NA,0.4716,0.95755305867665,NA,0.68659420289855,390.7,18.2,13.483516483516,0.9309559939302,14.4,0.050490883590463,19,0.066619915848527,0,0.10071942446043,0.090277777777778,0.090112201963534,0.063814866760168,-24.898,-1.6233707450241,285.2,0.039255812643972,0.079690094078583,30.9,1.45,245.4,258402,612.4,11.6,1.5689655172414,612.4,2.3,0.6186341234452
"6",2006-12-31,12,0.91,0.2749,0.005625,159.1,192.3,1.1,40.7,0.12352048558422,0.21208963001563,0.21164846593864,-7.0402,0.46562386322299,34.957446808511,3.5,0,0,15.4,9.0056,18.9,0.41522,NA,288.8,2.4207879295893,1.1909278350515,18.753246753247,15.280423280423,1.5049504950495,0.22,18.4458,329.5,0.014560582423297,1.19,22.90756302521,NA,0.0596,0.23525073746313,NA,0.44565782631305,119.3,328.6,0.0027388922702374,0.002731411229135,9.4,0.048983845752996,26.7,0.13913496612819,0,2.0653676932747,1.5889748549323,0.080250130276185,1.7123501823867,-9.4402,-1.0482607163274,191.9,0.075487108130763,0.059082338152106,23.4,27.26,0.9,275496,242.5,10.8,30.425925925926,242.5,0.8,2.059375
"7",2005-12-31,9.7,-0.06,0.2732,0.18391959798995,81.2,119,0.9,9,0.027330701488005,0.061770761839396,0.07563025210084,-5.478,0.43923865300146,33.085106382979,2.1,0,0,16.5,9.8852,18.6,0.4009,NA,320.3,3.539226519337,1.809604519774,19.412121212121,17.220430107527,2.1983527796843,0.22,16.5632,329.3,0.020168067226891,1.05,23.933333333333,NA,0.4505,0.21372031662269,NA,0.53949579831933,90.5,311,0.058842443729903,0.055572426358943,9.4,0.064516129032258,25.5,0.17501715854496,0,3.8300492610837,1.5038684719536,0.11324639670556,2.1345229924502,-6.678,-0.67556254204105,145.7,0.10922817679558,0.11576354679803,18.2,25.13,18.3,69755,177,11,28.272727272727,177,0.75,3.3095477386935
"8",2004-12-31,9.3,0,0,0.016742770167428,NA,75.9,0.9,10.7,0.037943262411348,0.07979120059657,0.14097496706192,6.7698,NA,39.56338028169,1.3,0,0,11.6107,7.2669,12.9107,0.37412,NA,271.3,4.9327272727273,2.0231170768083,23.366377565521,21.01357788501,2.7969072164949,0.22,0.8971,282,0.03030303030303,0.95,30.305263157895,NA,0.4618,0.2843683906941,0.9291,0.42424242424242,55,280.9,0.0039159843360627,0.0039007092198582,7.1,0.07319587628866,17.7,0.18247422680412,0,4.3482972136223,1.7983354673495,0.11969793814433,2.8958762886598,6.3698,0.87654839138024,97,0.13212554392727,0.10990712074303,12.1,28.79,1.1,29580,134.1,9.5,29.568421052632,134.1,0.8,4.2922374429224
"9",2003-12-31,8.3,0,0,0.08,NA,53.3,0.9,19,0.093734583127775,0.29503105590062,NA,0.7482,NA,64.161290322581,0.9,0,0,7.7861,4.7885,8.6861,0.38499,NA,183.7,6.4456140350877,2.8524844720497,23.593356871035,21.148756229788,3.097807757167,0.22,4.0403,202.7,0.033771106941839,NA,NA,NA,-0.418,0.17488295235472,0.9001,0.27016885553471,28.5,198.9,0.019105077928607,0.018746916625555,3.1,0.052276559865093,8.7,0.14671163575042,0,4.5514874141876,2.91642228739,0.1313,3.35413153457,0.7482,0.15625471765992,59.3,0.16801835827719,0.070938215102975,6.1,19.4,3.8,32350,64.4,3.6,55.25,64.4,0,4.2673684210526
"10",2002-12-31,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0.22,0,0,NA,0.54,30.518518518519,NA,0,0.16990920881971,0.4761,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,16.48,0,NA,0,NA,NA,0,NA,NA
