"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,29.4,1.12,0.3682,0.0035,257.7,314.3,4.2,32.8,0.1045,0.141,0.1044,8.14,0.76,NA,10,0,0,10,9.5,20,0,NA,281,1.24,1.06,29.58,14.41,1.21,0.45,0.125,7.16,313.8,0.0808,0.65,17.17,0.195,0.1957,0.099,0.8267,0.4798,225.8,312.9,0.0029,0.0029,-11.7,-0.0503,57.9,0.2489,NA,1.21,NA,0.0408,1.35,2.34,0.2463,232.6,0.0421,-0.0454,121.4,11.16,0.9,1375498,265.3,-18.5,NA,265.3,1.05,1.21
"2",2010-12-31,28.9,1.19,0.4277,0.0034065102195307,263.3,331,4.2,29.4,0.10410764872521,0.13443072702332,0.088821752265861,3.2455,0.61374795417349,23.655462184874,9.2,0,0,17.8,11.9806,27,0.32693,0.32768361581921,253,1.0775127768313,1.0919292188174,14.213483146067,9.3703703703704,1.1568358481939,0.13,0.09,13.7351,282.4,0.070694864048338,0.43,21.93023255814,0.2886,0.40393100681909,0.091,0.8776,0.502416918429,234.8,281.5,0.0031971580817051,0.0031869688385269,11.9,0.054412437128487,54.6,0.24965706447188,0,1.0691226737562,1.819650937298,0.081390032007316,1.2871513488797,-1.7545,-0.14644103179959,218.7,0.051024897785349,0.045195594379035,112.1,9.43,0.9,234760,231.7,10.8,26.064814814815,231.7,1.05,1.0688872066616
"3",2009-12-31,28.4,1.37,0.4681,0.0045026606631191,243.2,291.5,2.6,33.6,0.085539714867617,0.2018018018018,0.11526586620926,10.0689,0.58748130741295,35.288288288288,7.9,0,0,14.8,9.8974,22.7,0.33126,0.33132530120482,359.2,1.7047935453251,1.7369439071567,24.27027027027,15.823788546255,2.1573573573574,0.17,0.11,5.1284,392.8,0.048370497427101,0.7,20.257142857143,0.0136,0.21531743365805,0.084,0.8697,0.55711835334477,210.7,391.7,0.0028082716364565,0.0028004073319756,11.1,0.066666666666667,41.6,0.24984984984985,0,1.6106085526316,2.075781664017,0.088888888888889,2.3525525525526,4.7689,0.48184089531715,166.5,0.046973668723303,0.045641447368421,85,14.18,1.1,199634,206.8,11.4,34.359649122807,206.8,1.1,1.6078591895211
"4",2008-12-31,28,1.35,0.4343,0.0057067603160667,226.5,258.6,3.6,56.9,0.13707540351722,0.35166872682324,0.2200309358082,-0.9864,0.40524982730831,23.645714285714,6.8,0,0,25.4,16.0658,32.2,0.36749,NA,358.2,2.0959625511995,2.262792166772,14.102362204724,11.124223602485,2.2138442521632,0.195,0.11,20.2522,415.1,0.054137664346481,0.5,29.58,0.072,0.46099290780142,0.076,0.7837,0.45862335653519,170.9,413.8,0.0031416143064282,0.003131775475789,17.5,0.10815822002472,45.6,0.28182941903585,0,1.8269315673289,1.2126007326007,0.15698393077874,2.557478368356,-4.1864,-0.26057930219929,161.8,0.094006752486834,0.077262693156733,75.4,14.79,1.3,261755,158.3,13.1,31.587786259542,158.3,1.1,1.8222124670764
"5",2007-12-31,21.9,1.65,0.4584,0.24180865006553,115.7,189.6,2.1,11.9,0.030909090909091,0.10050675675676,0.062763713080169,-7.4742,0.38394415357766,35.520408163265,4.9,0,0,16,9.7715,20.9,0.38928,NA,373.1,2.6517412935323,2.4433529796988,23.31875,17.851674641148,3.1511824324324,0.21,NA,20.0457,385,0.076476793248945,0.7,18.5,0.2847,0.48783977110157,NA,0.9394,0.57542194092827,140.7,348.1,0.10600402183281,0.095844155844156,9.8,0.08277027027027,25.8,0.21790540540541,0,3.0086430423509,1.6914480077745,0.13513513513514,2.9400337837838,-10.2742,-1.051438814576,118.4,0.069449324804549,0.084701815038894,59.4,12.95,36.9,329925,152.7,14,24.864285714286,152.7,1.1,2.5229357798165
"6",2006-12-31,21.4,1.42,0.4456,0,101,124.2,2.4,15.4,0.037063778580024,0.17130144605117,0.12399355877617,-3.9143,0.35906642728905,NA,3.9,0,0,2.9,1.45,6.8,0.6,NA,400.1,4.6740654205608,3.5438441098317,137.96551724138,58.838235294118,4.4505005561735,0.225,NA,6.8643,415.5,0.063607085346216,0.49,38.102040816327,0.8009,0.17317436661699,NA,0.7848,0.50805152979066,85.6,415.5,0,0,-0.9,-0.010011123470523,15.3,0.17018909899889,NA,4.1138613861386,NA,0.032258064516129,4.6218020022247,-5.4143,-3.7340339841203,89.9,0.016939252336449,-0.0089108910891089,53.4,18.67,0,223176,112.9,7.5,55.4,112.9,1,4.1138613861386
"7",2005-12-31,18.4,2.22,0.4667,0,69,77.4,0.9,52.2,0.14783347493628,1.2139534883721,0.67441860465116,-3.7963,0.30854938932933,56.951612903226,2,0,0,5.4,4.9874,7.4,0.07641,NA,300.9,17.910714285714,4.0772357723577,55.722222222222,40.662162162162,6.9976744186046,0.2,NA,9.8837,353.1,0.027131782945736,0.32,51.90625,0.0956,0.38931769064526,NA,0.8016,0.12919896640827,16.8,353.1,0,0,6.2,0.14418604651163,5.3,0.12325581395349,0,5.1173913043478,2.8475806451613,0.12558139534884,8.2116279069767,-4.8963,-0.98173252877709,43,0.29686821428571,0.089855072463768,21.5,16.61,0,149841,73.8,1.1,321,73.8,0.9,5.1173913043478
"8",2004-12-31,17.1,0.52,0.3419,0,NA,59.3,1.9,35.7,0.13019693654267,0.87073170731707,0.60202360876897,0.6781,0.3041825095057,NA,1.8,0,0,-0.5334,-0.5334,1.2666,0,NA,238.5,14.029411764706,5.8170731707317,NA,188.30681773321,6.5342465753425,NA,NA,-1.3115,274.2,0.042158516020236,0.31,52.064516129032,0.1128,0.48335974643423,NA,0.6152,0.15851602023609,17,274.2,0,0,-1.3,-0.035616438356164,5.5,0.15068493150685,NA,5.2030360531309,NA,-0.014615068493151,7.5123287671233,0.7781,-1.4585850441106,36.5,-0.031379411764706,-0.024667931688805,22.1,16.14,0,72916,41,5.2,52.730769230769,41,0.55,5.2030360531309
"9",2003-12-31,16.5,0.81,0.4967,0,NA,57,1.3,37.6,0.28101644245142,1.0444444444444,NA,1.0582,0.32615260720757,NA,1.5,0,0,-1.8676,-1.8676,-0.3676,0,NA,96.2,6.4133333333333,2.6722222222222,NA,NA,3.0443037974683,NA,NA,-2.7258,133.8,0.047368421052632,0.02,375.5,0.1523,0.41739824421389,NA,0.4947,0.084210526315789,15,133.8,0,0,-2.7,-0.085443037974684,7.6,0.24050632911392,NA,2.5437262357414,NA,-0.0591,4.2341772151899,0.8582,-0.45954499352164,31.6,-0.124504,-0.051330798479088,21.7,7.51,0,107396,36,-2.3,NA,36,0.5,2.5437262357414
"10",2002-12-31,16.3,0,0,0,NA,59.3,1.7,44.9,0.67518796992481,1.662962962963,NA,-6.5,0,NA,1.2,0,0,-8.4198,-8.4198,-7.2198,0,NA,21.6,NA,NA,NA,NA,0.8,NA,NA,-8.9198,66.5,0.037099494097808,NA,NA,-0.0385,0.25603864734299,NA,0.6018,0,9.8,66.5,0,0,-7.5,-0.27777777777778,6,0.22222222222222,NA,1.2157221206581,NA,-0.31184444444444,2.462962962963,0.5,NA,27,-0.85916326530612,-0.13711151736746,23.1,4.04,0,24312,0,NA,NA,0,0.45,2.2040816326531
