"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,7.4,1.11,0.2992,0.2372,156.6,1744.7,0,63,0.272,0.0361,NA,0.8,11.08,0,0,0,57,40.24,57,0.2953,0.2949,168.6,1.18,2.95,2.95,40.24,231.6,0,2.26,10.94,-0.01,NA,0.1753,NA,0.2946,0.0145,142.3,182.9,0.2663,0.2103,16.5,0,0,1.17,0,0,NA,0.2828,0.1054,8.2,24.73,48.7,9897,NA,18,10.16,NA,0.55,1.13
"2",2010-12-31,7.4,0.92,0.3897,0.23439000960615,159.4,1664.9,0,40.4,0.19784524975514,0.024265721664965,NA,0.28868360277136,13.282051282051,0,0,0,55.9,40.2748,55.9,0.27952,0.27777777777778,163.8,0.9761620977354,2.9302325581395,2.9302325581395,40.2748,204.2,0,1.9,10.552631578947,-0.005,NA,0.15735588693523,NA,0.2584,0.015316235209322,167.8,155.4,0.31402831402831,0.23898139079334,11.7,0,0,0.97490589711418,0,0,NA,0.2400168772348,0.073400250941029,12.1,20.05,48.8,9869,NA,15.3,10.156862745098,NA,0.45,0.98078770413064
"3",2009-12-31,5.7,0.5,0.384,0.29493087557604,107.1,1565,0,40.4,0.25553447185326,0.025814696485623,NA,0.29296875,12.875,0,0,0,46.8,34.4308,46.8,0.2643,0.26050420168067,117.7,1.0556053811659,2.5149572649573,2.5149572649573,34.4308,158.1,0,1.63,11.907975460123,0.02,NA,0.23430735930736,NA,0.0245,0.017188498402556,111.5,113.3,0.39541041482789,0.28336495888678,8.8,0,0,1.0578898225957,0,0,NA,0.30879605381166,0.082166199813259,16.4,19.41,44.8,8558,NA,10.3,11,NA,0.45,1.0408163265306
"4",2008-12-31,5.6,0.37,0.3334,0.30642954856361,101.4,1255.4,0,38.2,0.24146649810367,0.030428548669747,NA,0.19196160767846,10.035398230089,0,0.0277,3.1412,42,29.1203,42,0.30666,NA,120,1.1111111111111,2.8571428571429,2.8571428571429,NA,158.2,0,1.26,14.904761904762,0.07,NA,0.33303710286603,NA,0.0491,0.014178747809463,108,113.4,0.39506172839506,0.28318584070796,11.3,0,0.27798053097345,1.1183431952663,NA,NA,NA,0.26963222222222,0.11143984220907,25,18.78,44.8,6883,NA,9.2,12.326086956522,NA,0.4,1.0820793433653
"5",2007-12-31,5.7,-0.1,0.1454,0.31148748159057,93.5,1232.7,0,38.3,0.23982467125861,0.031070008923501,NA,0.44016506189821,10.576576576577,0,0,0,38,26.4609,38,0.30366,NA,121.4,1.2451282051282,3.1947368421053,3.1947368421053,NA,159.7,0,NA,NA,0.095,NA,0.21835817364561,NA,0.0046,0.015413320353695,97.5,117.4,0.3603066439523,0.26487163431434,11.1,0,0,1.255614973262,NA,NA,NA,0.27139405128205,0.11871657754011,35.3,19.78,42.3,602,NA,11.1,10.576576576577,NA,0.4,1.1759941089838
"6",2006-12-31,5.8,-0.08,0.0667,0.21570397111913,86.9,1051.6,0,36.7,0.21989215098862,0.034899201217193,NA,0.8,13.619047619048,0,0,0,33.7,23.1138,33.7,0.31413,NA,130.2,1.7570850202429,3.8635014836795,3.8635014836795,NA,166.9,0,NA,NA,0.11,NA,0.041465766634523,NA,0.0012,0.011601369341955,74.1,143,0.16713286713287,0.14319952067106,10.5,0,0,1.6455696202532,NA,NA,NA,0.31192738191633,0.12082853855006,26.7,24.9,23.9,500,NA,10.5,13.619047619048,NA,0.35,1.5063176895307
"7",2005-12-31,5.9,0.03,0.0846,0.29904097646033,80.4,957.3,0,40.7,0.21764705882353,0.042515407918103,NA,0.56737588652482,15.118811881188,0,0,0,31.6,21.737,31.6,0.31212,NA,146.3,1.977027027027,4.629746835443,4.629746835443,NA,187,0,NA,NA,0.13,NA,0.056603773584906,NA,0.0018,0.013370939099551,74,152.7,0.22462344466274,0.18342245989305,10.1,0,0,1.8992537313433,NA,NA,NA,0.29374335135135,0.12562189054726,16,26.25,34.3,29647,NA,9.9,15.424242424242,NA,0.3,1.6303400174368
"8",2004-12-31,5.9,-0.1,0.1311,0.33782569631626,NA,878.1,0,47.4,0.24816753926702,0.053980184489238,0,-0.15255530129672,15.188118811881,0,0.012307692307692,1.888,NA,NA,NA,0.32889,NA,143.6,2.2472613458529,NA,NA,NA,191,0,NA,NA,NA,0,0.019230769230769,NA,0.0018,0.015260220931557,63.9,153.4,0.24511082138201,0.19685863874345,10.1,0,0.18693069306931,2.0814111261873,0,NA,NA,NA,0.1370420624152,9.8,26,37.6,2400,NA,10.1,15.188118811881,0,0.3,1.7160826594789
"9",2003-12-31,6,0,0,0.36172248803828,NA,816,0,47.3,0.24622592399792,NA,0,NA,16.414893617021,0,0.0092307692307692,1.44,NA,NA,NA,0.33364,NA,144.8,2.5314685314685,NA,NA,NA,192.1,0,NA,NA,NA,0,0.098786828422877,NA,0.0018,0.016666666666667,57.2,154.3,0.2449773169151,0.19677251431546,9.4,0,0.1531914893617,2.3133433283358,0,NA,NA,NA,0.14092953523238,11.1,26,37.8,200,NA,9.6,16.072916666667,0,0.25,1.8382775119617
"10",2002-12-31,6,0,0,0.42178217821782,NA,779.1,0,42.3,0.18791648156375,NA,0,0,21.470588235294,0,0.0059178082191781,1.08,21.7,14.6288,21.7,0.32586,NA,182.8,NA,8.4239631336405,8.4239631336405,14.6288,225.1,0,NA,NA,NA,0,NA,NA,0.0018,0.018226158387883,58.7,182.5,0.23342465753425,0.18924922256775,8.5,0,0.12705882352941,3.125,0,0,0,0.24921359454855,0.14554794520548,11.3,30.87,42.6,1466,0,9.3,19.623655913978,0,NA,3.1141396933561
"11",2001-12-31,NA,NA,NA,0.155,NA,507.3,0,24.2,0.13656884875847,NA,0,NA,23.633802816901,0,0.005,0.839,NA,NA,NA,0.31891,NA,153,NA,NA,NA,NA,177.2,0,NA,NA,NA,NA,NA,0,0.0052,0,36.745,167.8,0.056019070321812,0.053047404063205,7.1,0,0.11816901408451,3.2582524271845,0,NA,NA,NA,0.1378640776699,16.6,28,9.4,200,0,7.1,23.633802816901,0,NA,4.8224248197034
"12",2000-12-31,NA,NA,NA,0.16897506925208,NA,470.1,0,22.2,0.15422021535255,NA,NA,NA,23.954545454545,0,0.0047058823529412,0.62,NA,NA,NA,0.32706,NA,121.75,NA,NA,NA,NA,143.95,0,NA,NA,NA,NA,NA,NA,0.0019,NA,37.8,131.75,0.092599620493359,0.08475164987843,5.5,0,0.11272727272727,2.7562761506276,0,NA,NA,NA,0.11506276150628,NA,21.25,12.2,NA,NA,NA,NA,NA,NA,2.3991666666667
