"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,100.6,NA,NA,0.9692,409,15605,1311,2,1e-04,3e-04,1e-04,-24.08,NA,NA,1592,0,0,1048,1048,2640,0,NA,20298.5,1.53,2.73,19.37,7.69,2.82,NA,1353.08,20300.5,0.442,0.16,476.5,NA,0.205,0.508,0.9993,0.5092,13263,7444.5,1.7269,0.6333,-369,-0.0512,-785,-0.109,NA,18.2,NA,0.1455,1.03,-305.08,-0.2911,7204,0.079,-0.9022,1426,76.24,12856,758218,7425,-331,NA,7425,1.1,1.53
"2",2010-12-31,114.6,NA,NA,0.89277423099246,1478,15707,1209,4,0.00021851356149791,0.00056665250035416,0.00025466352581651,-9.784,NA,NA,1524,0,0,1049,419.6,2573,0.6,1,18301.5,1.3281204644412,2.5582191780822,17.446615824595,7.1129032258065,2.5926476838079,NA,744.384,18305.5,0.4341376456357,NA,NA,0.0474,0.23211767076365,NA,0.9517,0.52256955497549,13780,5999.5,2.0511709309109,0.67225697194832,-177.9,-0.025201869953251,-727,-0.10298909193937,NA,4.059201623816,NA,0.14860461821788,0.84990791896869,-324.784,-0.77403232539142,7059,0.030449927431059,-0.12036535859269,1422,56.94,12306,378068,7154,-387,NA,7154,NA,1.3280252466628
"3",2009-12-31,114.8,NA,NA,0.87552811179721,1915,16658,1134,709,0.039645483266698,0.10495928941525,0.042562132308801,NA,NA,2.5977045320777,1316,0,0,1150,1150,2466,0,0,17174.5,1.1702439356773,NA,14.934347826087,6.9645174371452,2.5424870466321,NA,1332,17883.5,0.41019330051627,NA,NA,2.7392,0.15762049500651,NA,0.9017,0.51374714851723,14676,4413.5,3.0519995468449,0.75320826460145,1699,0.25151739452258,-536,-0.079348630643967,0,2.3046997389034,NA,0.17024426350851,0.65336787564767,-182,-0.15826086956522,6755,0.078359225947125,0.88720626631854,1394,38.94,13470,0,NA,NA,NA,NA,NA,1.162398440039
"4",2007-12-31,398.3,3.49,0.8075,NA,-7890.9,14666,1246,75,0.0037465718867236,0.012495834721759,0.0051138688122187,66.7368,0.29721362229102,NA,1328,0,0,765,765,2093,0,NA,19943.3,1.6609589326315,3.1278701380176,26.069673202614,9.5285714285714,3.3227757414195,NA,780.2632,20018.3,0.34794763398336,-3.17,NA,0.1172,0.90909090909091,NA,0.7948,0.61427792172371,12007.1,45.3,440.90507726269,0.99773707058042,-1404.1,-0.2339386871043,-1071,-0.17844051982672,NA,NA,NA,0.12745751416195,0.0075474841719427,-15.2632,-0.019951955012817,6002,0.063712303553731,NA,1289,0.08,19973,9412320,6376,-1248.5,NA,6376,1.5,1.6568560101307
"5",2006-12-31,408,4.35,0.6189,NA,-6218.9,15100,1103,60,0.0030607716205255,0.010901162790698,0.0039735099337748,66.2794,0.41363709807723,NA,1362,0,0,547,547,1909,0,NA,19542.9,1.5220208565354,3.3338280450358,35.727422303474,10.237244630697,3.5506722383721,0.0965,739.7206,19602.9,0.34549668874172,-3.78,NA,0.0687,0.63515754560531,NA,0.9786,0.61483443708609,12840.1,483.9,39.510229386237,0.97531487688046,-1548.3,-0.28130450581395,-1019,-0.18513808139535,NA,NA,NA,0.099382267441861,0.087917877906977,-192.7206,-0.3523227913354,5504,0.042600914323097,NA,1165,1.06,19119,5530147,5862,-1605.6,NA,5862,1.6,1.5195928713731
"6",2005-12-31,416.3,3.64,0.538,NA,-4916,16431,1088,21,0.0010154198761188,0.0039969547011801,0.0012780719371919,39.2472,0.69888475836431,NA,1499,0,0,428,428,1927,0,NA,20660.1,1.4296657670749,3.7652815746309,48.271261682243,10.721380384017,3.9322611343738,0.0935,799.7528,20681.1,0.35542571967622,-4.37,NA,-0.2258,0.59164733178654,NA,0.7688,0.59801594546893,14451,1293.1,14.993426649138,0.9374743122948,-1267.9,-0.24132089836315,-885,-0.1684430909783,NA,NA,NA,0.081461743433574,0.24611724400457,-371.7528,-0.86858121449078,5254,0.029617327520587,NA,1034,3.06,19388,10692112,5487,-1525,NA,5487,2.35,1.4290422885572
"7",2004-12-31,305.3,4.72,1.0809,NA,NA,17673,924,650,0.032669390791253,0.12528912875867,0.036779267809653,-40.0633,0.87334628550282,NA,1495,0,0,431.099,431.099,1926.099,0,NA,19246.3,1.3256853561097,3.7097725520432,44.644733576278,9.9923731853866,3.8670484227446,0.081,1042.1623,19896.3,0.35585356193063,NA,NA,-0.0016,0.45679012345679,NA,0.8135,0.55893170372885,14518,432.3,45.024288688411,0.97827234209376,-1180,-0.23709061683745,-945,-0.18987341772152,NA,NA,NA,0.086618243922041,0.086859553948161,-611.0633,-1.4174546708279,4977,0.029694103871057,NA,971,1.22,19464,5608484,5188,-1029.1,NA,5188,2.05,NA
"8",2003-12-31,295.1,4.43,1.1096,NA,NA,21364,854,127,0.0065753367918569,0.025823505490037,NA,-20.7902,0.7984859408796,NA,1479,0,0,1927.1181,1927.1181,3406.1181,0,NA,19187.6,1.0396965591981,3.9015046766978,9.9566290202972,5.6332750176807,3.9816559452169,0.0738,2572.9083,19314.6,0.32830930537353,-11.96,NA,0.0539,0.47984395318596,NA,0.3966,0.64032952630593,18455,667.6,27.931396045536,0.96543547368312,-556,-0.11537663415646,-1012,-0.21000207511932,NA,NA,NA,0.3999,0.13853496576053,-645.7902,-0.33510670956638,4819,0.1044225467353,NA,940,2.3,18647,6435341,4918,-4110,NA,4918,2,NA
"9",2002-12-31,294.7,3.45,1.1189,0.99780889268918,NA,22384,2222,321,0.016156796424365,0.070302233902759,NA,-86,0.6776,1.5603650586701,1437,0,0,359,147.2474,1796,0.58984,NA,19546.8,NA,NA,54.44791086351,10.883518930958,4.2809461235217,0.1004,-637.7526,19867.8,0.34305754110079,NA,NA,0.1545,0.7546658159196,NA,0.4151,0.61325053609721,18442,1196.8,15.600768716577,0.93976182566766,767,0.16798072711345,-1093,-0.23937801138852,0,29.190243902439,0.15541484648109,0.07862461673237,0.26211125711783,785,5.3311622938911,4566,0.0079843531070383,18.707317073171,966,4.01,18671,4223939,4791,983.1,1.2173736140779,4791,2,1.0599067346275
"10",2001-12-31,NA,1.75,0.83,0.851,NA,24961.8,3027.1,1.7,0.00010134913584957,0.00043004224532645,NA,-145.3204,0.3698,NA,3010.1,0,0,1786.1436,1786.1436,4796.2436,0,NA,16772,NA,NA,9.3900624787391,3.4969032848957,4.2427461991854,0.1049,1914.464,16773.7,0.28641764616334,-2.52,-0.5,-0.0344,0.89652825051055,0,0.6406,0.68660112652132,19253.5527,380.2,42.985007890584,0.97431693663294,-1105.9,-0.27975512888619,-1009.494,-0.25536768611975,NA,0.13285344887833,NA,0.45183364954087,0.096177683337128,-128.3204,-0.071842151997185,NA,0.092769559355142,-0.38643511076945,56.9,1.26,16342.9,9099800,3953.1,-849.7,NA,4522.2,2,0.87120025386276
