"","Date","Number of Shares Outstanding","Capital Expenditures","Cash","Depreciation","Dividends","Effective Tax Rate","Enterprise Value","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Hi-Lo Risk","Institutional Holdings","Market Capitalization","Net Income","Non-Cash Working Capital","Payout Ratio","Reinvestment Amount","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing Net Income"
"1",2011-12-31,0,0,0,0,0,0,0,0,5.24,4.88,0.4084,0.5649,0,0,0,0,0,0,25.55,0,166586,65.4
