"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,89,2.13,0.5448,0.0949,268.9,366.7,8.2,20.7,0.115,0.1047,0.0564,-1,0.8,19.9,0,0,-14,-13.7,6,0,159.3,0.58,0.82,25.69,0.81,NA,-1,180,0.0859,NA,NA,0.2637,0.3278,0.5885,276.4,151.8,0.1858,0.1567,-12.4,-0.0627,42.9,0.217,0.56,-0.0693,0.77,-12.7,197.7,-0.0496,-0.0461,128.4,1.65,28.2,126589,193.1,-16.4,193.1,1.1,0.61
"2",2010-12-31,88.8,1.7,0.6238,0.10549043800123,290,377,14,23.2,0.12008281573499,0.13519813519814,0.061538461538462,7.5992,0.44084642513626,17.2,0,0,-5.7,-5.7,11.5,0,170,0.56478405315615,0.87538619979403,14.782608695652,0.99067599067599,0.12,-10.0992,193.2,0.10185676392573,NA,-0.2388,0.47826086956522,0.3515,0.5657824933687,301,159,0.21509433962264,0.17701863354037,-10.8,-0.062937062937063,57.7,0.33624708624709,0.54827586206897,-0.033216783216783,0.92657342657343,4.3992,171.6,-0.018936877076412,-0.037241379310345,117,1.72,34.2,305972,194.2,-9.1,194.2,1.1,0.59592843923504
"3",2009-12-31,52,1.58,0.6706,0.30637007077856,68.6,161.9,11.8,10.1,0.040175019888624,0.076399394856278,0.062384187770228,6.5401,0.39144050104384,12,0,0,-9.6,-9.6,2.4,0,241.3,2.7173423423423,1.4606537530266,100.54166666667,1.8252647503782,0.67,-15.9401,251.4,0.18777022853613,NA,0.1666,0.60929250263991,0.3384,0.38542310067943,88.8,221.1,0.1370420624152,0.12052505966587,-13.3,-0.10060514372163,26.2,0.1981845688351,3.2230320699708,-0.072617246596067,1.6724659606657,6.3401,132.2,-0.10810810810811,-0.19387755102041,93.7,2.7,30.3,794077,165.2,-12.9,165.2,1.05,2.5419615773509
"4",2008-12-31,47.4,1.18,0.5737,0.23120452708165,95.1,155.5,13,18.3,0.059184993531695,0.18065153010859,0.11768488745981,4.0963,0.27889140665853,8.7,0,0,-16.7736,-16.7736,-8.0736,0,290.9,2.7599620493359,2.3440773569702,NA,2.8716683119447,0.67,-25.17,309.2,0.14855305466238,NA,0.2592,0.66666666666667,0.3371,0.41414790996785,105.4,280.6,0.10192444761226,0.092496765847348,-22.1,-0.21816386969398,18.2,0.17966436327739,2.950578338591,-0.16558351431392,2.7699901283317,8.3963,101.3,-0.15914240986717,-0.23238696109359,81.5,5.34,28.6,120777,124.1,-17,124.1,1,2.4995957962813
"5",2007-12-31,47.2,NA,NA,0.054269752593775,118.5,147.2,5.4,25.8,0.2042755344418,0.3225,0.17527173913044,-3.3193,NA,10.5,0,0,-19.708,-19.708,-9.208,0,100.5,1.0100502512563,1.0668789808917,NA,1.25625,NA,-11.2887,126.3,0.082880434782609,-0.31,-0.2027,0.62437810945274,0.2558,0.47282608695652,99.5,119.5,0.056903765690377,0.053840063341251,-20.2,-0.2525,18.7,0.23375,1.0084388185654,-0.24635,1.49375,-8.4193,80,-0.19807035175879,-0.1704641350211,69.9,2.35,6.8,346474,94.2,-24.5,94.2,0.7,1.0079808459697
"6",2006-12-31,34.8,NA,NA,0.077570093457944,68.7,129.3,9.7,16.9,0.067871485943775,0.22837837837838,0.1307037896365,-0.6535,NA,7.7,0,0,-22.0708,-22.0708,-14.3708,0,232.1,3.8618968386023,2.9794608472401,NA,3.1364864864865,NA,-23.4173,249,0.097447795823666,-0.26,-0.2687,0.23831775700935,0.2405,0.54601701469451,60.1,240.7,0.03448275862069,0.033333333333333,-24.5,-0.33108108108108,12.4,0.16756756756757,3.5036390101892,-0.29825405405405,3.2527027027027,1.3465,74,-0.36723460898503,-0.3566229985444,70.4,4.81,8.3,17702,77.9,-19.1,77.9,NA,3.2337662337662
