"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,15.3,1.06,0.27,0.5189,105.9,223.9,24.6,52.1,0.1848,1.3257,0.2327,4.38,0.8,34.22,6,0.0657,11.02,4,3.7,10,0,0,229.8,1.37,5.08,62.11,23.69,5.85,-19.28,281.9,0.5962,-0.14,-0.085,0.1493,NA,0.2903,0,168,167.7,0.681,0.4051,4.9,0.1247,29.2,0.743,2.04,1.58,0.0941,4.27,22.98,6.2118,39.3,0.022,0.0463,6.1,10.33,114.2,27397,45.2,5.4,31.06,45.2,0.75,1.28
"2",2010-12-31,13.7,0.96,0.3212,0.61114115738237,71.9,188.8,7.9,34.4,0.1376,1.0117647058824,0.18220338983051,3.3418,0.54483188044832,20.44776119403,4.7,0.078,10.686,3.8,3.8,8.5,0,0,215.6,1.4325581395349,5.7037037037037,56.736842105263,25.364705882353,6.3411764705882,-2.7418,250,0.61281779661017,-0.185,-0.0633,0.14385266301643,NA,NA,0,150.5,137,0.82481751824817,0.452,6.7,0.19705882352941,29.9,0.87941176470588,1.5949253731343,1.9054242002782,0.11176470588235,4.0294117647059,6.5418,1.7215170278638,34,0.025249169435216,0.093184979137691,5,9.31,113,27632,37.8,4.3,31.860465116279,37.8,0.7,1.3520822065982
"3",2009-12-31,12.1,0.95,0.3544,0.61379310344828,56,148,4,36.3,0.16366095581605,1.134375,0.24527027027027,0.3462,0.49379232505643,35.891891891892,4.3,0.071,9.4288,5.1,5.1,9.4,0,0,185.5,1.7065317387304,5.7253086419753,36.372549019608,19.734042553192,5.796875,5.0538,221.8,0.51351351351351,-0.24,-0.2032,0.22171018945213,NA,NA,0,108.7,132.8,0.67018072289157,0.40126239855726,3.7,0.115625,27.7,0.865625,2.5483243243243,2.3714285714286,0.159375,4.15,0.0462,0.0090686274509802,32,0.046918123275069,0.066071428571429,4.3,10.2,89,28098,32.4,6.9,19.246376811594,32.4,0.7,1.5296551724138
"4",2008-12-31,11,0.91,0.308,0.66716306775875,44.7,137.9,4.7,24.4,0.13563090605892,0.66485013623978,0.17693981145758,-4.0191,0.33766233766234,60.2,4.3,0.0931,8.4069,6.4,6.4,10.7,0,NA,155.5,1.4149226569609,4.9053627760252,24.296875,14.532710280374,4.2370572207084,10.0191,179.9,0.5540246555475,-0.18,-0.0805,0.30229226361032,NA,NA,0,109.9,90.3,0.9922480620155,0.49805447470817,1.5,0.040871934604905,29.5,0.80381471389646,5.60462,2.0201342281879,0.17438692098093,2.4604904632153,-3.6191,-0.56548024523161,36.7,0.058234758871702,0.033557046979866,4.6,8.48,89.6,21136,31.7,0.5,180.6,31.7,0.65,1.3395383469844
"5",2007-12-31,10.7,0.69,0.1905,0.59306706857573,54,136.5,7,25.7,0.18814055636896,0.66237113402062,0.18827838827839,0.825,0.50393700787402,22.269230769231,3.8,0.13305699481865,7.704,6.7,6.7,10.5,0,NA,110.9,1.0364485981308,2.9416445623342,16.55223880597,10.561904761905,2.8582474226804,2.675,136.6,0.54432234432234,-0.075,-0.1245,0.40116959064328,NA,NA,0,107,57.9,1.3592400690846,0.57613469985359,2.6,0.06701030927835,29.1,0.75,2.9630769230769,1.0722222222222,0.17268041237113,1.4922680412371,4.025,0.60074626865672,38.8,0.062616822429907,0.048148148148148,9.1,6.1,78.7,49500,37.7,2.2,26.318181818182,37.7,0.6,1.0293896006029
"6",2006-12-31,10.3,0.53,0.1262,0.48845470692718,57.6,115.7,2.5,19.9,0.11287577992059,0.46713615023474,0.17199654278306,-0.2793,0.76069730586371,20.913793103448,3.7,0.084913437757626,10.3,8.9,8.9,12.6,0,NA,156.4,1.6871628910464,3.6287703016241,17.573033707865,12.412698412698,3.6713615023474,10.3793,176.3,0.56784788245462,0.02,0.0302,NA,NA,NA,0,92.7,121.3,0.45342126957955,0.31196823596143,5.8,0.13615023474178,23.8,0.55868544600939,1.7758620689655,2.1059027777778,0.20892018779343,2.8474178403756,-1.4793,-0.16621828348367,42.6,0.096008629989213,0.10069444444444,5.3,11.6,55,2000,43.1,5,24.26,43.1,0.6,1.5657193605684
"7",2005-12-31,9.8,0.16,0.1299,0.50719424460432,54.8,114.8,10.1,31.2,0.14682352941176,0.79389312977099,0.27177700348432,-0.287,0.6774441878368,22.3,3.4,0.062780269058296,9.8,9.4,9.4,12.8,0,NA,181.3,2.26625,4.5438596491228,19.287234042553,14.1640625,4.6132315521629,2.987,212.5,0.51480836236934,0.07,0.0564,NA,NA,NA,0,80,156.1,0.3613068545804,0.26541176470588,7,0.17811704834606,18.8,0.47837150127227,1.4,2.8485401459854,0.23918575063613,3.9720101781171,6.413,0.68223160630177,39.3,0.1175,0.12773722627737,4.8,15.37,56.4,3700,39.9,5,31.22,39.9,0.55,1.9109712230216
"8",2004-12-31,9,0.17,0.1657,0.51248751248751,NA,103.2,6.9,32.6,0.16218905472637,0.86472148541114,0.31589147286822,1.1895,0.20519010259505,18.256097560976,3.2,0.062025316455696,8.82,10.8318,10.8318,14.0318,0,NA,168.4,2.4948148148148,4.4668435013263,15.546873268979,12.001345519023,4.8953488372093,5.9422,201,0.48449612403101,0.085,-0.0824,0.065390749601276,NA,0.1153,0,67.5,149.7,0.34268537074148,0.25522388059702,8.2,0.23837209302326,12.4,0.36046511627907,1.0756097560976,3.0676229508197,0.31487674418605,4.3517441860465,4.8895,0.45140723979491,34.4,0.16047051851852,0.16803278688525,3.7,15.8,51.3,5000,37.7,7.4,20.22972972973,37.7,0.5,2.007992007992
"9",2003-12-31,8.2,0.06,0.1621,0.57127192982456,NA,94.3,4.9,34.3,0.17883211678832,0.99132947976879,NA,0.2083,0.074028377544725,17.246913580247,2.9,0.060991105463786,7.872,14.2839,14.2839,17.1839,0,NA,157.5,2.768014059754,4.5520231213873,11.026415791788,9.1655667986508,4.6597633136095,12.0756,191.8,0.48250265111347,0.07,0.2365,0.1737400530504,NA,0.0944,0,56.9,139.7,0.37294201861131,0.27163712200209,8.1,0.2396449704142,8.8,0.2603550295858,0.97185185185185,3.5728900255754,0.4226,4.1331360946746,2.2083,0.15459973226243,33.8,0.25103479789104,0.20716112531969,3.8,15.74,52.1,1700,34.6,8.2,17.036585365854,34.6,0.5,2.1030701754386
"10",2002-12-31,7.7,-0.05,0.227,0.65222482435597,NA,89,3.2,35.1,0.18120805369127,1.3657587548638,NA,11,-0.0465,21.230769230769,2.8,0.051333333333333,7.084,5.5,5.5,8.3,0,NA,158.6,NA,NA,28.836363636364,19.10843373494,6.1712062256809,5.1,193.7,0.49213483146067,NA,0.0493,0.16677653263019,NA,0.1116,0,50.3,138,0.4036231884058,0.28755807950439,6.5,0.25291828793774,4.9,0.19066147859922,1.0898461538461,4.6464646464646,0.21400778210117,5.3696498054475,0.4,0.072727272727273,25.7,0.10934393638171,0.21885521885522,3.2,17.3,55.7,10245,30.6,7.7,17.922077922078,30.6,0.45,3.1530815109344
