"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,133.2,3.58,0.8761,0.4696,1182.3,6656.8,3,1297.3,0.7139,0.1949,NA,0.8,2.55,0,0.0017,1.33,NA,NA,NA,0.1801,0.1802,519.9,0.56,NA,NA,1817.2,0.0017,NA,NA,NA,NA,0.5181,NA,0.6492,0,931.8,770.4,1.3588,0.5761,302.1,0,NA,0.65,NA,3,NA,NA,0.2555,756,6.11,1046.8,9331550,NA,-395.7,NA,NA,2.4,0.82
"2",2010-12-31,133,3.15,1.4,0.60639077092108,859.8,7620.9,2.5,1557.8,0.96872085069336,0.20441155244131,NA,0.41964285714286,NA,0,0.0047,1.3325,NA,NA,NA,0,NA,50.3,0.080274497286945,0.12,NA,1608.1,0.0017058352688003,2.44,0.95901639344262,NA,NA,0.6877710320902,NA,0.7387,0,626.6,283.5,4.6723104056437,0.82370499347056,-1805.9,0,NA,0.32972784368458,NA,2.5,NA,NA,-2.1003721795767,840.4,2.34,1324.6,5119485,NA,-708.9,NA,NA,2.35,0.73617469327962
"3",2009-12-31,82.8,3.23,1.6293,0.33151068582669,2005,8076.3,4.3,1478.3,0.71277724204436,0.18304173941037,NA,0.34524028723992,NA,0,0.0012,1.2956,NA,NA,NA,0,NA,595.7,0.39165023011177,-0.01,NA,2074,0.0020058690241819,NA,NA,NA,NA,0.57836924376848,NA,0.8349,0,1521,1079.7,0.92090395480226,0.47941176470588,-147.9,0,NA,0.53850374064838,NA,4.3,NA,NA,-0.073765586034913,825.9,8.07,994.3,4996375,NA,-765.2,NA,NA,2.25,0.69149468209249
"4",2008-12-31,81,2.73,1.5796,0.33386911595867,2030.7,8116.1,3.6,1108.3,0.69190910225996,0.1365557348973,NA,0.22284122562674,NA,0,0.0014,0.8176,NA,NA,NA,0,NA,493.5,0.25435522111123,0.0733,NA,1601.8,0.0022424563521889,-3.09,NA,NA,NA,0.85852568875652,NA,0.8277,0,1940.2,584,1.7428082191781,0.63541016356599,-410.6,0,NA,0.287585561629,NA,NA,NA,NA,-0.20219628699463,971.8,7.31,1017.8,2523401,NA,-306.4,NA,NA,2.2,0.52543874036411
"5",2007-12-31,80.4,2.04,1.0365,0.25842237243785,2720.7,8210.2,3.8,898.1,0.75464246701958,0.10938832184356,NA,0.34732272069464,NA,0,0.0033223140495868,0.804,0,0,0,0,NA,292,0.10538852997438,0.08,NA,1190.1,0.0029962729287959,-9.3,NA,NA,NA,0.89337395277989,NA,0.6342,0,2770.7,242,3.9177685950413,0.79665574321486,-1408.6,0,NA,0.088947697283787,NA,NA,NA,0,-0.51773440658654,1184.9,3.68,948.1,1272178,NA,-641,NA,NA,2.25,0.32438399476668
"6",2006-12-31,79.4,2.29,0.5115,0.13737964965857,4067.6,7928.7,15.4,296.6,0.18494730934713,0.037408402386268,NA,0.43792766373412,1.6418756441086,0,0.0066450465529867,6.352,0,0,0,0.28416,NA,1307.1,0.29580429075767,0.0951,NA,1603.7,0.0042756063415188,-0.64,NA,0.14,NA,0.7841059602649,NA,NA,0,4418.8,955.9,0.67768595041322,0.40394088669951,582.2,0,0.010910340089316,0.23500344183302,0.17264728118912,NA,NA,0,0.14313108466909,1112,10.11,647.8,1767698,NA,-410.9,NA,NA,1.4,0.34009840098401
"7",2005-12-31,83,0.77,0.1705,0.16948576092871,3662.9,7230.6,8.3,369.8,0.071380315401394,0.051143750172876,NA,0.8,8.4781028877414,0,0.0014977894072002,6.64,0,0,0,0.29376,NA,4810.9,1.1906400039598,0.1072,NA,5180.7,0.0072054877880121,6.44,8.3711180124224,0.155,NA,0.12085852993783,NA,NA,0,4040.6,4433.2,0.16861409365695,0.14428552126161,522.9,0,0.012698412698413,1.2102978514292,0.7908678066923,NA,NA,0,0.14275573998744,1100.7,53.91,747.5,528100,NA,528.3,8.391444255158,NA,1.25,1.174655360058
"8",2004-12-31,92.3,1.77,0.3316,0.16284294369937,NA,7000.8,19.1,490.4,0.085324053936494,0.070049137241458,0,1.0675512665863,9.6971274339695,0,0.0013642564802183,7.384,NA,NA,NA,0.2852,NA,5257.1,1.3423639659883,0.11,NA,5747.5,0.0098988687007199,5.51,10.642468239564,0.19,0,0.15964740450539,NA,0.9433,0,3916.3,5029.9,0.1426668522237,0.12485428447151,518.7,0,0.014235588972431,1.3634490797213,0.88155703945178,19.1,NA,NA,0.14060339920306,1082.5,58.64,717.6,481900,NA,574.4,8.7567896935933,0,1.2,1.3042639616947
"9",2003-12-31,94,1.38,0.3383,0.18193345506188,NA,6445.8,34.6,322.2,0.05687655563205,NA,0,0.8158439255099,12.820678932366,0,0.0015151515151515,7.52,NA,NA,NA,0.27391,NA,5342.7,1.4754763877382,0.125,NA,5664.9,0.011076980359304,4.7,11.234042553192,0.21,0,0.14589633955574,NA,0.9163,0,3621,4947.5,0.14500252652855,0.12663948172077,385.9,0,0.019486913708215,1.5337280674561,1.0256543145893,34.6,NA,NA,0.11962923925848,1110.5,52.8,717.4,104300,NA,418.2,11.830463892874,0,1.25,1.4366250760803
"10",2002-12-31,93.6,1.1,0.3835,0.1455702094647,NA,5393.4,41.6,202.9,0.041911962157361,NA,0,0.6311,10.234082397004,0,0.0017127172918573,7.488,0,0,0,0.28956,NA,4638.2,NA,0.132,-41.6,4841.1,0,4.63,10.24838012959,NA,0,0.27975047984645,NA,0.9777,0,3019.6,4372,0.10729643183897,0.096899464997625,427.2,0,0.01752808988764,1.5878550156171,0.77530927250028,41.6,0,0,0.15515362824145,954.9,47.45,469.1,722750,0,438.3,9.9749030344513,0,1.25,1.5360312624189
