"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Revenues","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta"
"1",2012-01-01,0,0.45,0.1268,NA,NA,NA,0,0,NA,NA,NA,0.8,0,NA,0,NA,NA,NA,0,0,0,NA,0.0849,NA,0,1.63,20.98,NA,0.1084,NA,0.9045,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,34.2,0,287905,351.1,51.1,NA,351.1,1
"2",2009-01-01,0,0.83,0.2663,NA,NA,NA,0,0,NA,NA,NA,0.6609087495306,0,NA,0,NA,NA,NA,0,0,0,NA,0.0468,NA,0,2.65,14.71320754717,NA,0.25540865384615,NA,0.9782,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,38.99,0,707761,268.5,56.4,NA,268.5,1.1
"3",2008-01-01,0,0.8,0.2365,NA,0,0,0,0,NA,NA,NA,0.77801268498943,0,NA,0,0,0,0,0,0,NA,NA,0.0707,NA,0,2.4,15.675,NA,0.30569655950367,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,37.62,0,587907,NA,NA,NA,NA,1.15
"4",2007-01-01,0,1.54,0.2095,NA,0,0,0,0,NA,NA,NA,0.72553699284009,0,NA,0,0,0,0,0,0,0,NA,0.0714,NA,0,NA,NA,NA,0.15778501628665,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,35.01,0,779700,216.6,25.6,0,216.6,0.95
"5",2004-01-01,0,0.25,0.1839,NA,NA,0,0,0,NA,0,0,0.27188689505166,0,0,0,NA,NA,NA,0,0,0,NA,0.0535,NA,0,NA,NA,0,0.19953996549741,NA,0.598,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,26.2,0,67700,159.3,0,NA,159.3,0.7
"6",2003-01-01,0,0.4,0.1785,NA,NA,0,0,0,NA,NA,0,0.4943,0,NA,0,0,0,0,0,0,NA,NA,0.0428,0,0,NA,NA,0,0.19777158774373,NA,0.4013,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,0,40.7,0,50904,121,13.8,0,121,0.7
"7",2002-01-01,NA,0.17,0.2037,0,NA,0,0,0,NA,NA,0,0.1486,0,0.0824,0,NA,NA,NA,0,0,NA,NA,0.035,NA,0,NA,NA,NA,0.18406072106262,0,0.2459,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,29.79,0,41500,0,0,NA,0,0.7
"8",2001-01-01,NA,0.6,0.2901,NA,NA,0,0,0,NA,NA,NA,0.6,0,NA,0,NA,NA,NA,0,0,NA,NA,0.0505,NA,0,NA,6.3933933933934,NA,0.10590988882387,NA,0.1562,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,21.29,0,NA,NA,6.5,0,109.9,NA
"9",2000-01-01,NA,0.55,0.3006,NA,NA,0,0,0,0,NA,NA,0.27445109780439,0,0,0,0,0,0,0,172.7,NA,1.5961182994455,0.0437,0,172.7,NA,6.3209169054441,0,0.14697406340058,NA,0.2168,0,172.7,0,0,NA,0.071164510166359,NA,0,NA,0,1.5961182994455,NA,NA,0,NA,NA,NA,NA,7.7,22.428571428571,108.2,NA
