"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,11.4,1.04,0.2375,0,160.5,1319.3,0,12.6,0.0269,0.0096,NA,0.8,20.4,0,0.0175,8.21,46,33.3,46,0.2697,0.2698,456.5,3.09,10.01,10.01,33.3,469.1,0,2.25,18.76,0.1,NA,0.1721,NA,0.3988,0.0058,147.9,469.1,0,0,23,0,0.3493,2.92,0,0,NA,0.2252,0.1433,4.4,42.2,0,24820,NA,23.5,19.96,NA,0.75,2.92
"2",2010-12-31,10.3,0.81,0.316,0,142.1,1188,0,12.3,0.032411067193676,0.010353535353535,NA,0.51424050632911,18.694581280788,0,0.0186,7.0587,40,29.084,40,0.2729,0.27240143369176,367.2,2.828967642527,9.18,9.18,29.084,379.5,0,1.73,21.034682080925,0.135,NA,0.16922604422604,NA,0.3764,0.0064814814814815,129.8,379.5,0,0,20.3,0,0.34771921182266,2.670654468684,0,0,NA,0.22406779661017,0.14285714285714,4.9,36.39,0,20940,NA,22.6,16.79203539823,NA,0.65,2.670654468684
"3",2009-12-31,9.4,0.39,0.3061,0,129.6,1013,0,5.8,0.01578660860098,0.0057255676209279,NA,0.53087226396602,22.819875776397,0,0.0164,6.0254,32.4,24.2676,32.4,0.251,0.25116279069767,361.6,2.9208400646204,11.160493827161,11.160493827161,24.2676,367.4,0,2.15,17.646511627907,0.175,NA,0.16283744974153,NA,0.3456,0.0076999012833169,123.8,367.4,0,0,16.1,0,0.37424596273292,2.8348765432099,0,0,NA,0.19602261712439,0.12422839506173,4.9,37.94,0,13500,NA,19.4,18.938144329897,NA,0.65,2.8348765432099
"4",2008-12-31,9.2,0.35,0.3279,0.027472527472527,106.2,885.2,0,10,0.034650034650035,0.011296882060551,NA,0.31716986886246,15.031578947368,0,0.0181,5.1694,40,29.0544,40,0.27364,NA,278.6,2.8084677419355,6.965,6.965,NA,288.6,0,NA,NA,0.185,NA,0.21872369085705,NA,0.3185,0.009037505648441,99.2,285.6,0.010504201680672,0.01039501039501,19,0,0.27207157894737,2.6892655367232,NA,NA,NA,0.29288709677419,0.1789077212806,3.2,30.4,3,15535,NA,17.1,16.701754385965,NA,0.65,2.6428571428571
"5",2007-12-31,9.2,0.37,0.2895,0.035852713178295,99.5,903,0,26.7,0.091847265221878,0.029568106312292,NA,0.30397236614853,16.123595505618,0,0.016668989547038,4.784,42.9,29.4264,42.9,0.31407,NA,264,3.4509803921569,6.1538461538461,6.1538461538461,NA,290.7,0,NA,NA,0.17,NA,0.22038653366583,NA,0.2848,0.0091915836101883,76.5,287,0.012891986062718,0.012727898176815,17.8,0,0.26876404494382,2.8844221105528,NA,NA,NA,0.38465878431373,0.17889447236181,7.7,30.36,3.7,3655,NA,18.5,15.513513513513,NA,0.55,2.8168604651163
"6",2006-12-31,9.2,-0.36,0.2861,0.042237442922374,83.9,858.5,0,27,0.082467929138668,0.031450203843914,NA,0.25166025865082,20.883870967742,0,0.013642261353105,4.416,40.8,26.4735,40.8,0.35114,NA,300.4,4.957095709571,7.3627450980392,7.3627450980392,NA,327.4,0,NA,NA,0.145,NA,0.17823105532311,NA,0.1995,0.0095515433896331,60.6,323.7,0.011430336731542,0.011301160659743,15.5,0,0.28490322580645,3.8581644815256,NA,NA,NA,0.43685623762376,0.18474374255066,6.4,30.99,3.7,12863,NA,NA,NA,NA,0.45,3.7374429223744
"7",2005-12-31,8.3,-0.34,0.2678,0.046835443037975,75.3,818.7,0,29.6,0.094327597195666,0.036154879687309,NA,0.23898431665422,23.315789473684,0,0.012847468558529,3.984,34.4,23.6008,34.4,0.31393,NA,284.2,5.753036437247,8.2616279069767,8.2616279069767,NA,313.8,0,NA,NA,0.105,NA,0.35102840664681,NA,0.1675,0.0057408085989984,49.4,310.1,0.011931634956466,0.011790949649458,13.3,0,0.29954887218045,4.1181938911023,NA,NA,NA,0.47774914979757,0.17662682602922,4.5,36.18,3.7,10706,NA,15.7,19.751592356688,NA,0.4,3.9721518987342
"8",2004-12-31,5.5,-0.08,0.2633,0.050477489768076,NA,716.5,0,23.1,0.12145110410095,0.032240055826937,0,-0.060767185719711,23.3125,0,0.019277108433735,3.52,NA,NA,NA,0.28952,NA,167.1,3.3286852589641,NA,NA,NA,190.2,0,NA,NA,0.065,0,0.27657741039798,NA,0.1447,0.013538032100488,50.2,186.5,0.019839142091153,0.019453207150368,8,0,0.44,2.6795977011494,0,NA,NA,NA,0.11494252873563,3,33.2,3.7,850,NA,0,NA,0,0.5,2.5948158253752
"9",2003-12-31,3.3,0.16,0.2375,0,NA,639.7,0,17.8,0.13713405238829,NA,0,0.13473684210526,16.430379746835,0,0.024,2.772,NA,NA,NA,0.30458,NA,112,2.3829787234043,NA,NA,NA,129.8,0,NA,NA,0.05,0,0.19969150789797,NA,0.1361,0.0079724871033297,47,129.8,0,0,7.9,0,0.35088607594937,2.0030864197531,0,NA,NA,NA,0.12191358024691,1.9,35,0,177,NA,7.7,16.857142857143,0,0.45,2.0030864197531
"10",2002-12-31,3.4,0.48,0.2885,0,NA,572.2,0,24.3,0.22010869565217,NA,0,0.3668,15.123287671233,0,0.025869565217391,2.856,26,18.4592,26,0.29003,NA,86.1,NA,3.3115384615385,3.3115384615385,18.4592,110.4,0,NA,NA,NA,0,0.17732337620741,NA,0.1321,0,36.7,110.4,0,0,7.3,0,0.39123287671233,1.8098360655738,0,0,0,0.50297602179836,0.11967213114754,2.2,33.11,0,1681,0,7.7,14.337662337662,0,0.5,2.3460490463215
"11",2001-12-31,NA,0.32,0.2298,0,NA,600.9,0,31.9,0.37908496732026,NA,0,0.2407,12.021428571429,0,0,0,NA,NA,NA,0.34736,NA,52.25,NA,NA,NA,NA,84.15,0,NA,NA,0.03,NA,NA,0,0.1376,0,23.605,84.15,0,0,7,0,0,1.5162162162162,0,NA,NA,NA,0.12612612612613,3.9,24.75,0,NA,0,6.9,12.195652173913,0,0.5,3.5649226858716
"12",2000-12-31,NA,0.5,0.2329,0,NA,576.9,0,21.7,0.28366013071895,NA,NA,0.6,10.774647887324,0,0.034509803921569,2.64,NA,NA,NA,0.35074,NA,54.8,NA,NA,NA,NA,76.5,0,NA,10.673913043478,NA,NA,0.18306499701848,NA,0.0898,NA,32.1,76.5,0,0,7.1,0,0.37183098591549,1.4219330855019,0,NA,NA,NA,0.13197026022305,NA,24.55,0,NA,NA,NA,NA,NA,NA,1.4219330855019
"13",1999-12-31,NA,0.4,0.2845,0,NA,500.9,0,124.2,2.049504950495,NA,NA,0.21089630931459,9.7741935483871,0,0.044884488448845,2.72,22,14.1935,14.1935,0.35484,NA,-63.6,NA,-2.8909090909091,-4.4809180527452,14.1935,60.6,0,NA,10.348837209302,NA,0,0.12878691526976,NA,0.1577,NA,-67.6,60.6,0,0,NA,NA,0.43870967741936,1.0706713780919,NA,0,NA,NA,0.12190812720848,4.4,NA,NA,NA,NA,6.9,8.7826086956522,0,NA,NA
