"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,14.1,1.51,0.6139,0.0721,73.4,105.7,14.3,33.8,0.0931,0.1133,0.3198,1.7,0.61,19.32,7.5,0,0,27,18.35,35,0.3302,0.3321,329.3,7.27,0.96,12.02,9.44,1.1,NA,9.86,363.1,0.368,1.45,18.2,0.375,0.34,0.4169,0.6667,0.0095,45.3,357.4,0.0159,0.0157,18.5,0.062,11.3,0.0379,0,4.87,NA,0.0919,1.2,8.5,0.463,298.2,0.4052,0.252,197.1,26.39,5.7,285871,343,15.2,23.51,343,1.35,4.59
"2",2010-12-31,15.4,1.92,0.8222,0.074550128534704,72,94.1,12.1,17.2,0.079189686924494,0.066770186335404,0.18278427205101,4.0902,0.41048406713695,10.785714285714,5.9,0,0,31.6,19.5541,37.5,0.3812,0.38170347003155,200,3.3003300330033,0.678656260604,6.3291139240506,5.3333333333333,0.77639751552795,NA,9.2639,217.2,0.32518597236982,1.42,9.6619718309859,0.36,0.5559,0.39604190919674,0.6715,0.011689691817216,60.6,211.4,0.027436140018922,0.02670349907919,19.6,0.076086956521739,28.4,0.11024844720497,0,2.9361111111111,NA,0.12267080745342,0.82065217391304,10.2902,0.52624400592124,257.6,0.32267458745875,0.27222222222222,160.8,13.72,5.8,460373,294.7,8,26.425,294.7,1.35,2.7917737789203
"3",2009-12-31,15.4,2.24,0.8472,0.11111111111111,49.6,62.8,5.1,12.7,0.026849894291755,0.076690821256039,0.20222929936306,7.5382,0.39837110481586,38.9,5.3,0,0,19.3,11.9674,24.6,0.37993,0.37823834196891,460.3,10.679814385151,1.9115448504983,23.849740932643,18.711382113821,2.7795893719807,0.25,4.6292,473,0.36942675159236,1.43,20.195804195804,0.175,0.4561,0.41645053723601,0.6231,0.065286624203822,43.1,466.8,0.013281919451585,0.013107822410148,12,0.072463768115942,16.6,0.10024154589372,0,9.4112903225806,1.556,0.11654589371981,2.8188405797101,7.3382,0.61318200253404,165.6,0.27766475638051,0.24193548387097,106,28.88,6.2,337140,240.8,19.3,24.186528497409,240.8,1.35,8.4767025089606
"4",2008-12-31,14.3,2.15,0.8256,0.1677559912854,38.2,51,7.4,2.9,0.0056223342380768,0.027514231499051,0.056862745098039,4.9094,0.26162790697674,94.092592592593,4.6,0,0,8.2,5.6774,12.8,0.30764,NA,512.9,11.927906976744,3.5396825396825,62.548780487805,40.0703125,4.8662239089184,NA,-2.032,515.8,0.42549019607843,0.8,38.225,0.06,0.1817,0.81133944045556,0.4481,0.1078431372549,43,508.1,0.015154497146231,0.014928266770066,5.4,0.05123339658444,13.1,0.12428842504744,0,13.301047120419,NA,0.077798861480076,4.8206831119545,7.7094,1.35792052164,105.4,0.13203144186047,0.1413612565445,71.9,30.58,7.7,500906,144.9,9.8,51.84693877551,144.9,1.35,11.237472766884
"5",2007-12-31,13.4,1.45,0.7382,0.16709511568123,32.4,43.7,5.2,3.6,0.045,0.042959427207637,0.082379862700229,-1.642,0.26009211595774,19.342105263158,3.5,0,0,5.7,3.9457,9.2,0.30778,NA,76.4,2.1643059490085,0.76553106212425,13.40350877193,8.304347826087,0.91169451073986,NA,3.8877,80,0.38901601830664,0.37,15.972972972973,-0.01,0.1261,0.46054750402576,0.2128,0.16933638443936,35.3,73.5,0.08843537414966,0.08125,3.8,0.045346062052506,8.6,0.10262529832936,0,2.2685185185185,NA,0.068019093078759,0.87708830548926,0.058,0.01469850796099,83.8,0.11177490084986,0.11728395061728,56.6,5.91,6.5,55610,99.8,5.1,14.411764705882,99.8,1.2,2.0565552699229
"6",2006-12-31,13.4,NA,NA,0.15820895522388,28.2,36.9,5.6,2.6,0.039393939393939,0.035087719298246,0.070460704607046,-0.6126,NA,11.901960784314,2.4,0,0,8.1,5.6097,10.5,0.30744,NA,63.4,2.0517799352751,0.80050505050505,7.8271604938272,6.0380952380952,0.85560053981107,0.25,3.0223,66,0.37940379403794,0.3,16.266666666667,NA,0.7343,0.56111757857974,0.1458,0.17073170731707,30.9,60.7,0.087314662273476,0.08030303030303,5.1,0.068825910931174,8.9,0.12010796221323,0,2.1524822695036,0.47607843137255,0.10931174089069,0.8191632928475,2.5874,0.46124263115279,74.1,0.18154485436893,0.18085106382979,47.7,4.88,5.3,209450,79.2,3.7,16.405405405405,79.2,1.3,1.9701492537313
"7",2005-12-31,12.6,NA,NA,0.19117647058824,22,30.5,1.7,4.2,0.023217247097844,0.10473815461347,0.13770491803279,-5.0449,NA,65.074074074074,1.7,0,0,4.1,2.8449,5.8,0.30611,NA,176.7,7.6826086956522,2.5608695652174,43.09756097561,30.465517241379,4.4064837905237,0.2,7.8898,180.9,0.31147540983607,0.38,33.078947368421,NA,0.2752,0.61142857142857,0.3467,0.21311475409836,23,175.7,0.029595902105862,0.028745163073521,2.7,0.067331670822943,7,0.17456359102244,0,7.9863636363636,3.2537037037037,0.10224438902743,4.3815461346633,-5.0449,-1.7732788111663,40.1,0.12369343478261,0.12272727272727,25.9,12.57,5.2,501000,69,5.6,31.375,69,1.4,6.6507352941177
"8",2004-12-31,10.9,0,0,0.20987654320988,NA,26,2.1,3.2,0.043835616438356,0.1,0.12307692307692,0.8952,NA,39.941176470588,1.3,0,0,3.0079,1.8083,4.3079,0.39883,NA,69.8,3.2314814814815,2.18125,23.205250104723,16.202639776784,2.5567765567766,NA,0.113,73,0.33461538461538,NA,NA,NA,0.0254,0.48244734202608,0.0498,0.27307692307692,21.6,67.9,0.075110456553756,0.06986301369863,1.7,0.062271062271062,5.2,0.19047619047619,0,3.6310160427807,NA,0.11018095238095,2.4871794871795,1.6952,0.93748479831697,27.3,0.083716818972222,0.088541666666667,17.6,5.12,5.1,35400,32,1.6,42.4375,32,1.8,3.0041152263375
"9",2003-12-31,10.4,0,0,0.24,NA,24.2,3.3,6.5,0.14069264069264,0.23722627737226,NA,0.2913,NA,17,0.7,0,0,4.2774,2.8973,4.9774,0.32265,NA,39.7,2.377245508982,1.448905109489,9.2814259262723,7.9761158525805,1.5629921259843,NA,0.0059,46.2,0.30578512396694,0.17,20.764705882353,NA,0.4181,0.68733439321675,0.0477,0.18181818181818,16.7,40.8,0.13235294117647,0.11688311688312,2.4,0.094488188976378,3.7,0.14566929133858,0,2.4878048780488,NA,0.1684,1.6062992125984,2.8913,0.99795282671603,25.4,0.17348920934132,0.14035087719298,15,3.53,5.4,7900,27.4,2.7,15.111111111111,27.4,0,2.0533333333333
"10",2002-12-31,7.2,0,0,0.43055555555556,NA,9.9,4,1.3,0.0089655172413793,0.10569105691057,NA,6.9,0,54.576923076923,0.3,0,0,1.8,1.8,2.1,0,NA,143.7,NA,NA,79.833333333333,68.428571428571,11.682926829268,NA,-1.9,145,0.45454545454545,0.2,69.8,NA,1.2493,0.73210161662818,0.2045,0.060606060606061,7.4,141.9,0.02184637068358,0.021379310344828,2.6,0.21138211382114,1.7,0.13821138211382,0,34.609756097561,NA,0.14634146341463,11.536585365854,3.7,2.0555555555556,12.3,0.24324324324324,0.63414634146341,6.9,13.96,3.1,289255,23.9,1.5,94.6,23.9,NA,19.418918918919
