"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,12.9,0.46,0.1954,0.0651,358.8,1230.5,0,56.1,0.1776,0.0456,NA,0.59,NA,0,0.0372,10.84,NA,NA,NA,0,NA,259.8,0.79,0.05,NA,315.9,0,2.13,11.21,-0.07,NA,0.122,NA,0.2819,7e-04,327.7,290.9,0.0859,0.0791,-2.1,0,0.3168,0.81,NA,0,NA,NA,-0.0059,429.8,23.88,25,17487,NA,34.2,8.51,NA,0.9,0.82
"2",2010-12-31,12.9,0.68,0.2612,0.10533980582524,368.6,1187.8,0,67,0.21062558943728,0.056406802492002,NA,0.8,8.776357827476,0,0.0377,10.3562,NA,NA,NA,0.26149,0.26179245283019,251.1,0.72782608695652,0.05,NA,318.1,0,NA,NA,-0.01,NA,0.2233238904627,NA,0.2823,0.00075770331705674,345,274.7,0.15799053512923,0.13643508330714,31.3,0,0.33086869009585,0.74525230602279,1.7552715654952,0,NA,NA,0.084915897992404,394.8,20.57,43.4,12974,NA,10.9,25.201834862385,NA,0.9,0.77208737864078
"3",2009-12-31,13.1,0.63,0.3298,0.10107639800473,342.4,1165.8,0,55.7,0.16552748885587,0.047778349631155,NA,0.72013341419042,6.5638766519824,0,0.0329,9.8042,NA,NA,NA,0.27435,0.2736,280.8,0.86346863468635,0.05,NA,336.5,0,1.99,11.376884422111,0.085,NA,0.10992196209588,NA,0.2954,0.00077200205867216,325.2,298,0.12919463087248,0.11441307578009,45.4,0,0.21595154185022,0.87032710280374,1.3127753303965,0,NA,NA,0.13259345794392,388.7,22.64,38.5,13590,NA,58.2,5.1202749140894,NA,0.95,0.88343397217117
"4",2008-12-31,13.3,0.6,0.3325,0.13907486305539,282.9,1108.1,0,54.6,0.16555488174651,0.049273531269741,NA,0.50526315789474,NA,0,0.0333,9.4605,NA,NA,NA,0,NA,275.2,1.0043795620438,0.05,NA,329.8,0,1.95,11.030769230769,0.18,NA,0.1658175081056,NA,0.3043,0.00081220106488584,274,284.1,0.16085885251672,0.13856882959369,-1.7,0,NA,1.0042417815483,NA,NA,NA,NA,-0.0060091905266879,386.6,21.51,45.7,18689,NA,18.4,15.440217391304,NA,1.05,1.0036518563603
"5",2007-12-31,13.8,0.6,0.3164,0.078967544083823,360.4,1202.7,0,53.6,0.15549753408761,0.044566392284028,NA,0.60682680151707,7.3835294117647,0,0.031663479923518,9.936,0,0,0,0.27904,NA,291.1,0.86200769914125,0.05,NA,344.7,0,0.85,27.729411764706,0.48,NA,0.31847531764216,NA,0.3465,0.00074831628835121,337.7,313.8,0.098470363288719,0.08964316797215,42.5,0,0.23378823529412,0.87069922308546,1.4767058823529,NA,NA,0,0.11792452830189,395.3,23.57,30.9,9726,NA,8.8,35.659090909091,NA,1.2,0.88090978788653
"6",2006-12-31,13.7,1.13,0.2345,0.15045467070818,308.3,1206.2,0,58.3,0.15305854555001,0.048333609683303,NA,0.78464818763326,6.0990654205608,0,0.030229849831444,9.864,0,0,0,0.2988,NA,322.6,1.059093893631,0.05,NA,380.9,0,2.9,8.0655172413793,NA,NA,0.22371596001379,NA,0.3519,0.00074614491792406,304.6,326.3,0.16733067729084,0.14334470989761,53.5,0,0.1843738317757,1.0583846902368,1.2198130841121,NA,NA,0,0.17353227375933,386.3,23.39,54.6,31810,NA,46.9,6.9573560767591,NA,1.15,1.0496004408928
"7",2005-12-31,13.6,1.05,0.2997,0.17589679043424,261.9,1113.7,0,37.7,0.071118656857197,0.033851126874383,NA,0.53386720053387,11.027906976744,0,0.019502319696331,9.248,0,0,0,0.2845,NA,492.4,1.7579435915744,0.06,NA,530.1,0,0.78,43.74358974359,0.55,NA,0.32029165925663,NA,0.3729,0.00080811708718685,280.1,474.2,0.11788274989456,0.10545180154688,43,0,0.21506976744186,1.8106147384498,1.837984496124,NA,NA,0,0.16418480336006,443.2,34.12,55.9,54085,NA,61.1,7.7610474631751,NA,1,1.6680302076778
"8",2004-12-31,13.6,0.98,0.3433,0.15558019216556,NA,934.8,0,46.3,0.14978971206729,0.049529311082585,0,0.57092921642878,20.227272727273,0,0.0320962888666,8.704,NA,NA,NA,0.15323,NA,262.8,1.1716451181453,0.08,NA,309.1,0,2.09,9.5406698564593,0.215,0,0.17370892018779,NA,0.313,0.00096277278562259,224.3,267,0.15767790262172,0.1362018764154,13.2,0,0.65939393939394,1.1684901531729,2.5284090909091,0,NA,NA,0.057768052516411,351.9,19.94,42.1,46649,NA,23.5,11.36170212766,0,0.8,1.1422764227642
"9",2003-12-31,11.5,1.19,0.3968,0.17442922374429,NA,899.7,0,49.5,0.16917293233083,NA,0,0.59979838709677,12.532019704433,0,0.027777906379196,6.9,NA,NA,NA,0.27278,NA,243.1,1.4342182890855,0.06,NA,292.6,0,1.46,14.794452054794,-0.005,0,0.17206524236159,NA,0.0739,0.0022229632099589,169.5,254.4,0.1501572327044,0.13055365686945,20.3,0,0.33990147783251,1.4070796460177,2.0886699507389,0,NA,NA,0.11227876106195,339.6,21.5999,38.2,4950,NA,20.2,12.594059405941,0,0.75,1.3360730593607
"10",2002-12-31,11.4,0.69,0.3935,0.19939117199391,NA,674.9,0,29.5,0.10505698005698,NA,0,0.3836,15,0,0.02832298136646,6.84,0,0,0,0.26448,NA,251.3,NA,NA,0,280.8,0,NA,NA,NA,0,0.17333333333333,NA,0.0832,0.0035560823825752,167.6,241.5,0.16273291925466,0.13995726495726,16.1,0,0.42484472049689,1.5304182509506,NA,0,0,0,0.10202788339671,313.8,21.01,39.3,2400,0,19.4,12.448453608247,0,0.65,1.4994033412888
