"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-03-29,4.4,0.28,0.2158,0,28.8,44.5,1.4,20.7,0.1389,0.3127,0.4652,0.08,0.32,24.03,1,0,0,10,6.4,11,0.3846,0.38,128.3,15.84,1.81,12.34,11.25,1.94,5.92,149,0.1393,1.7,19.82,0.11,0.115,0.263,NA,0.3901,0.0315,8.1,149,0,0,6.2,0.0937,1.2,0.0181,0,5.17,0.1571,2.25,0.48,0.0755,66.2,0.7901,0.2153,9.6,33.7,0,19316,70.8,7.1,20.99,70.8,0.4,5.17
"2",2011-03-29,5.1,0.33,0.2157,0,38.1,53,1.2,27.8,0.26325757575758,0.48516579406632,0.52452830188679,0.3115,0.46360686138155,19.555555555556,0.9,0,0,8.6,5.6469,9.5,0.34338,0.34146341463415,77.8,7.5533980582524,1.2467948717949,9.046511627907,8.1894736842105,1.3577661431065,5.0354,105.6,0.10943396226415,1.11,18.936936936937,0.145,0.2385,0.14185921547555,NA,0.3199,0.026415094339623,10.3,105.6,0,0,5.4,0.094240837696335,3.5,0.06108202443281,0,2.7716535433071,0.1500872600349,1.8429319371728,0.6115,0.10829213537675,57.3,0.54824582524272,0.14173228346457,10.1,21.02,0,7005,62.4,5.5,19.2,62.4,0.4,2.7716535433071
"3",2010-03-29,5.6,0.33,0.2433,0,44.3,53.4,2.2,35.9,0.39493949394939,0.70530451866405,0.67228464419476,0.0318,0.41101520756268,16.232142857143,0.8,0,0,8.6,5.7783,9.4,0.32811,0.32530120481928,55,6.5476190476191,1.0261194029851,6.3953488372093,5.8510638297872,1.0805500982318,4.3464,90.9,0.10299625468165,0.96,17.552083333333,0.26,0.0369,0.10292728989613,NA,0.3993,0.028089887640449,8.4,90.9,0,0,5.6,0.11001964636542,0.6,0.011787819253438,0,2.0519187358916,0.16895874263261,1.7858546168959,1.4318,0.24779580682751,50.9,0.68788738095238,0.12641083521445,9.7,16.85,0,12167,53.6,3.8,23.921052631579,53.6,0.4,2.0519187358916
"4",2009-03-29,5.6,0.27,0.261,0,41.8,49.8,0.5,34.3,0.41676792223572,0.69715447154471,0.68875502008032,0.0102,0.24521072796935,16.46,1.1,0,0,7,4.678,8.1,0.33172,NA,48,6.4,0.96579476861167,6.8571428571429,5.9259259259259,0.97560975609756,5.2678,82.3,0.082329317269076,NA,NA,0.355,0.1438,0.17093373493976,NA,0.3668,0.028112449799197,7.5,82.3,0,0,5,0.10162601626016,1,0.020325203252032,0,1.9688995215311,0.14227642276423,1.6727642276423,-0.5898,-0.12608859382594,49.2,0.623728,0.11961722488038,9.3,15.26,0,14834,49.7,5.6,14.696428571429,49.7,0.4,1.9688995215311
"5",2008-03-29,6.2,0.14,0.2419,0,42.6,51.2,1,35.3,0.47003994673768,0.74472573839662,0.689453125,-0.0101,0.23150062009095,15.645833333333,0.8,0,0,7.4,4.9013,8.2,0.33766,NA,39.8,5.4520547945205,0.81224489795918,5.3783783783784,4.8536585365854,0.83966244725738,4.7114,75.1,0.0859375,NA,NA,0.405,0.0296,0.20604026845638,NA,0.601,0.03515625,7.3,75.1,0,0,4.8,0.10126582278481,0.3,0.0063291139240507,0,1.7629107981221,0.15611814345992,1.584388185654,0.1899,0.03873927282418,47.4,0.67141315068493,0.11267605633803,8.9,13.15,0,7843,49,5,15.02,49,0.35,1.7629107981221
"6",2007-03-29,6,-0.57,0.2312,0,35.9,46.6,0.5,29.7,0.27966101694915,0.66294642857143,0.63733905579399,0.1335,0.34602076124567,20.423076923077,1.1,0,0,7.2,4.6151,8.3,0.35902,NA,76.5,12.338709677419,1.6139240506329,10.625,9.2168674698795,1.7075892857143,5.0816,106.2,0.092274678111588,NA,NA,0.415,0.0282,0.17681671079729,NA,0.4116,0.079399141630901,6.2,106.2,0,0,5.2,0.11607142857143,-2.3,-0.051339285714286,0,2.958217270195,0.16071428571429,2.3705357142857,-0.4665,-0.10108606637555,44.8,0.74436387096774,0.14484679665738,9.3,17.4,0,7432,47.4,7.3,14.54794520548,47.4,0.5,2.958217270195
"7",2006-03-29,5.7,0.8,0.3205,0,28,37.4,0.8,19.9,0.23634204275534,0.48067632850241,0.53208556149733,0.0425,0.24960998439938,21.589743589744,1.1,0,0,6.3,3.9463,7.4,0.37361,NA,64.3,7.9382716049383,1.4747706422018,10.206349206349,8.6891891891892,1.5531400966184,4.2037,84.2,0.12299465240642,NA,NA,0.145,0.2036,0.21334431630972,NA,0.3253,0.10695187165775,8.1,84.2,0,0,3.9,0.094202898550725,-0.8,-0.019323671497584,0,3.0071428571429,0.15217391304348,2.0338164251208,-0.2575,-0.065248645160544,41.4,0.48719222222222,0.13928571428571,8.6,14.4,0,7442,43.6,4.4,19.136363636364,43.6,0.5,3.0071428571429
"8",2005-03-29,5.5,0.81,0.3556,0.040358744394619,NA,31.3,0.6,14.6,0.24745762711864,0.38829787234043,0.46645367412141,-0.0503,0.45556805399325,21.518518518519,1.2,0,0,3.5328,2.2945,4.7328,0.35052,NA,44.4,5.7662337662338,1.1808510638298,12.568005933005,9.3813783864874,1.3293413173653,2.9448,59,0.14696485623003,NA,NA,-0.005,0.0454,0.22772277227723,NA,0.3315,0.092651757188498,7.7,58.1,0.015490533562823,0.015254237288136,2.7,0.080838323353293,-0.4,-0.011976047904192,0,2.714953271028,0.10577185628742,1.7395209580838,-0.6503,-0.28342031672742,33.4,0.29798311096104,0.12616822429906,8.3,10.5,0.9,3251,37.6,3.6,16.138888888889,37.6,0.5,2.6457399103139
"9",2004-03-29,5.2,0.66,0.352,0.059459459459459,NA,27.6,0.4,10.9,0.26265060240964,0.340625,NA,-0.1133,0.375,20.2,1.2,0,0,3.918,2.4827,5.118,0.36633,NA,30.6,4.0263157894737,0.95625,7.8101071975498,5.978898007034,1.02,3.3961,41.5,0.18478260869565,NA,NA,-0.13,-0.0796,0.26206384558278,NA,0.3196,0.11594202898551,7.6,40.4,0.027227722772277,0.026506024096385,2,0.066666666666667,-1.7,-0.056666666666667,0,2.3218390804598,0.1306,1.3466666666667,-0.9133,-0.36787623217157,30,0.32667356052632,0.11494252873563,7.5,7.261,1.1,5350,32,2.5,16.16,32,0.55,2.2432432432432
"10",2003-03-29,5.4,0.41,0.3041,0.073446327683616,NA,25.9,0.6,6,0.20833333333333,0.17699115044248,NA,2,0.2988,NA,2.2,0,0,1.4,1.4,3.6,0,NA,22.8,NA,NA,16.285714285714,6.3333333333333,0.67256637168142,3,28.8,0.24324324324324,NA,NA,NA,0.0379,0.26724137931034,NA,0.1019,0.13127413127413,11.7,27.5,0.047272727272727,0.045138888888889,-0.1,-0.0029498525073746,0,0,NA,1.6768292682927,0.041297935103245,0.81120943952802,-1.6,-1.1428571428571,33.9,0.11965811965812,-0.0060975609756098,8.6,5.19,1.3,5481,32.5,0.6,45.833333333333,32.5,0.55,1.948717948718
