"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,63.8,0.71,0.3838,0,57.8,77.6,1.5,20.7,0.1258,0.5433,0.2668,-1.32,0.46,7.28,1.4,0,0,11,10.5,12,0,0,143.8,3.88,3.47,13.7,12.08,3.77,0.2,11.72,164.5,0.0284,0.17,16.41,0.09,0.1779,NA,0.3954,0.0284,37.1,164.5,0,0,22.6,0.5932,-15.2,-0.399,0,2.85,0.36,0.2756,4.32,-1.22,-0.1159,38.1,0.283,0.391,20.4,2.79,0,207689,41.4,21.9,7.51,41.4,1.15,2.85
"2",2010-12-31,67.2,0.96,0.5139,0.0021276595744681,46.9,66.9,1.5,24.6,0.129883843717,0.74320241691843,0.3677130044843,-1.7764,0.55944736330025,35.055555555556,1.3,0,0,5.1,5.1,6.4,0,0,164.8,7.3571428571429,4.4420485175202,32.313725490196,25.75,4.9788519637462,0.2,6.6764,189.4,0.03288490284006,0.16,17.625,0.0233,0.38636363636364,NA,0.4493,0.03288490284006,22.4,189.3,0.00052826201796091,0.00052798310454065,5.4,0.1631419939577,-14.7,-0.4441087613293,0,4.0362473347548,1.7527777777778,0.15407854984894,5.7190332326284,-1.5764,-0.30910491084651,33.1,0.22767857142857,0.11513859275053,21.5,2.82,0.1,782683,37.1,9.4,20.13829787234,37.1,1.15,4.0297872340425
"3",2009-12-31,63.7,1.2,0.5687,NA,-2,19.8,1.1,13.3,0.049424005945745,0.43464052287582,0.67171717171717,-2.1157,0.48355899419729,NA,1.3,0,0,-4.5252,-4.5252,-3.2252,0,NA,255.8,NA,7.4144927536232,NA,NA,8.359477124183,0.225,-2.2096,269.1,0.10606060606061,NA,NA,0.0857,0.46774193548387,NA,0.349,0.11111111111111,-15.3,269.1,0,0,-4.4,-0.1437908496732,-16.6,-0.54248366013072,NA,NA,NA,-0.14788366013072,8.7941176470588,-2.3157,NA,30.6,NA,NA,25.8,4.27,0,582244,34.5,3.7,72.72972972973,34.5,1.1,NA
"4",2008-12-31,63.3,1.34,0.7732,NA,-1.3,19.4,1.2,13.2,0.11945701357466,0.47142857142857,0.68041237113402,-0.9314,0.22762545266425,NA,1.3,0,0,-6.032,-6.032,-4.732,0,NA,97.3,NA,3.2871621621622,NA,NA,3.475,0.2,-5.0006,110.5,0.11340206185567,NA,NA,0.15,0.48538011695906,NA,0.3042,0.11340206185567,-14.5,110.5,0,0,-5.4,-0.19285714285714,-16.3,-0.58214285714286,NA,NA,NA,-0.21542857142857,3.9464285714286,-1.0314,NA,28,NA,NA,24.2,1.71,0,377517,29.6,-5,NA,29.6,1.1,NA
"5",2007-12-31,62.6,1.48,0.9317,NA,-0.3,19.5,1.4,12.3,0.18195266272189,0.5103734439834,0.63076923076923,2.0419,0.2575936460234,NA,1.6,0,0,-10.0519,-10.0519,-8.4519,0,NA,55.3,NA,1.9892086330935,NA,NA,2.2946058091286,NA,-11.8938,67.6,0.11794871794872,-0.02,NA,0.25,0.69628432956381,NA,0.2738,0.11282051282051,-12.6,67.6,0,0,-8.1,-0.33609958506224,-13.3,-0.55186721991701,NA,NA,NA,-0.41709004149378,2.804979253112,1.8419,NA,24.1,NA,NA,23.3,1.19,0,492616,27.8,-6,NA,27.8,1.5,NA
"6",2006-12-31,59.6,2.04,0.9448,0.85714285714286,0.9,20.4,1.2,12.8,0.042938611204294,0.69565217391304,0.62745098039216,2.5005,0.23708721422523,NA,2.8,0,0,-23.5552,-23.5552,-20.7552,0,NA,285.3,NA,12.568281938326,NA,NA,15.505434782609,NA,-24.4557,298.1,0.11764705882353,-0.04,NA,0.0917,0.72137931034483,NA,0.1787,0.1078431372549,-6.5,292.7,0.018448923812778,0.018114726601812,-22.2,-1.2065217391304,-10.7,-0.58152173913044,NA,325.22222222222,NA,-1.2801739130435,15.907608695652,0.9005,NA,18.4,NA,-24.666666666667,26.5,4.17,5.4,866148,22.7,-9.9,NA,22.7,1.4,NA
"7",2005-12-31,49.6,2.55,0.9396,0.40229885057471,10.4,34.1,1.7,20.2,0.26302083333333,1.4428571428571,0.59237536656891,0.9586,0.16177096636867,NA,4.1,0,0,-33.1794,-33.1794,-29.0794,0,NA,56.6,NA,3.4938271604938,NA,NA,4.0428571428571,0.2,-31.738,76.8,0.10850439882698,NA,NA,-0.3573,0.66447368421053,NA,0.2793,0.079178885630499,-2.8,69.8,0.10028653295129,0.091145833333333,-40.8,-2.9142857142857,-6.1,-0.43571428571429,NA,6.7115384615385,NA,-2.3699571428571,4.9857142857143,-1.4414,NA,14,NA,-3.9230769230769,32.9,1.19,7,870832,16.2,-27.9,NA,16.2,0.95,NA
"8",2004-12-31,32.3,-0.14,1.0108,0.56851311953353,NA,52.2,3.4,19.9,0.19395711500975,1.3819444444444,0.38122605363985,-0.2255,-0.027700831024931,NA,4.8,0,0,-40.3926,-40.3926,-35.5926,0,NA,82.7,5.7430555555556,5.7430555555556,NA,NA,5.8652482269504,NA,-38.7671,102.6,0.095785440613027,NA,NA,1.1574,0.56395348837209,NA,0.2469,0.24904214559387,14.4,83.1,0.23465703971119,0.19005847953216,-41.6,-2.9503546099291,-10.6,-0.75177304964539,NA,5.6148648648649,NA,-2.8647255319149,5.8936170212766,-1.6255,0.040243279897685,14.1,-2.80504375,-2.8108108108108,38.7,1.91,19.5,828409,14.4,-43.6,NA,14.4,1.25,2.9912536443149
"9",2003-12-31,28.8,0.71,1.102,0,NA,26.4,2.3,13.9,0.08328340323547,1.1393442622951,NA,-6.9517,0.12885662431942,NA,3.7,0,0,-24.3223,-24.3223,-20.6223,0,NA,153,38.25,12.540983606557,NA,NA,26.379310344828,NA,-15.9706,166.9,0.12121212121212,NA,NA,1.4705,0.65921288014311,NA,0.2429,0.29924242424242,4,166.9,0,0,-27.7,-4.7758620689655,-6.3,-1.0862068965517,NA,9.3240223463687,NA,-4.1935,28.775862068965,-8.3517,0.34337723562044,5.8,-6.080575,-1.5474860335195,25.8,5.01,0,193700,12.2,-39.6,NA,12.2,1.25,9.3240223463687
"10",2002-12-31,20.4,2.22,1.2254,0,NA,21,0.8,14.8,0.069745523091423,8.7058823529412,NA,-3.2,0.3991,NA,7.5,0,0,-33.2664,-33.2664,-25.7664,0,NA,197.4,NA,NA,NA,NA,116.11764705882,NA,-26.5664,212.2,0.17142857142857,NA,NA,3.545,0.53146322971948,NA,0.088,0,2.4,212.2,0,0,-34.3,-20.176470588235,-1.3,-0.76470588235294,NA,22.104166666667,NA,-19.568464705882,124.82352941176,-6.7,NA,1.7,-13.860995833333,-3.5729166666667,25.5,7.74,0,230932,4.4,-26.5,NA,4.4,1.1,82.25
"11",2001-12-31,NA,3.45,1.308,0,NA,32.4,1.2,20.1,0.22185430463576,67,NA,-7.7966,0.4614,NA,10.8,0,0,NA,NA,NA,0,NA,70.5,NA,NA,NA,NA,235,NA,NA,90.6,0.3179012345679,NA,NA,-0.215,0.50744558991982,0,0.124,0,7.464,90.6,0,0,-56.8,-189.33333333333,-2.799,-9.33,NA,3.2945454545455,NA,NA,302,-17.3966,NA,NA,NA,-2.0654545454545,43.1,4.31,0,50600,0.3,-46.6,NA,1.2,1.15,12.138263665595
"12",2000-12-31,NA,1.35,1.6062,0,NA,78.7,7.6,50.3,0.54027926960258,125.75,NA,-845.497,0.25214792678371,NA,9.9,0,0,0,0,9.9,0,NA,42.8,NA,NA,NA,4.3232323232323,107,NA,5.9326,93.1,0.24650571791614,NA,NA,2.2704,0.59521435692921,NA,0.1833,NA,24.8,93.1,0,0,-49.3,-123.25,-1.6,-4,NA,1.2396804260985,NA,0,232.75,-5.9326,NA,NA,0,-0.65645805592543,NA,5.81,0,NA,0.4,-49.8,NA,0.3,NA,1.2396804260985
"13",1999-12-31,NA,1.05,1.5565,0,NA,66.5,23.2,39.8,0.28653707703384,99.5,NA,NA,0.10118856408609,NA,3.5,0,0,-36.6,-36.6,-33.1,0,NA,99.1,NA,NA,NA,NA,247.75,NA,-56.3,138.9,0.31578947368421,NA,NA,0,0.88349647210376,NA,0.2828,NA,23.1,138.9,0,0,NA,-115,NA,0,NA,2.20826709062,NA,-91.5,347.25,NA,NA,NA,-1.5844155844156,-0.73131955484897,23.5,NA,NA,NA,NA,-46,NA,0.4,NA,2.20826709062
