"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,68.8,1.5,0.4663,0.0441,128,281.2,8.6,141.4,0.0301,0.5984,0.5028,-14.83,0.8,NA,12.7,0,0,31,31.32,44,0,4557.3,NA,15.83,145.51,103.53,19.29,NA,0.18,50.25,4698.7,0.0775,NA,NA,NA,NA,0.2794,0.093,0.3988,0.1412,-7.5,4692.8,0.0013,0.0013,-32,-0.1354,-67.9,-0.2873,NA,36.66,NA,0.1325,19.86,-18.93,-0.6043,236.3,NA,-0.25,195.7,67.3,5.9,396023,287.9,-33.2,NA,287.9,1.2,NA
"2",2010-12-31,64.9,1,0.5344,0.048343777976723,106.3,217.3,6.4,104.3,0.037656148458372,0.54013464526152,0.47998159226875,-7.9171,0.53798652694611,NA,12.2,0,0,-27.7664,-27.7664,-15.5664,0,2665.5,360.2027027027,11.883637984842,NA,NA,13.803728638011,0.3233,NA,-14.0493,2769.8,0.091118269673263,NA,NA,NA,0.1237,0.31896196622271,NA,0.3604,0.18315692590888,7.4,2764.4,0.0019534076110548,0.0019495992490432,-27.5,-0.1424132573796,-49,-0.25375453133092,NA,26.005644402634,NA,-0.14379295701709,14.315898498188,-13.7171,NA,193.1,-3.7522189189189,-0.25870178739417,157.1,40.55,5.4,441757,224.3,-30.8,NA,224.3,1.15,24.796777081468
"3",2009-12-31,62.9,1.18,0.6096,0.011320754716981,104.8,202.2,6.1,96.4,0.059458459261087,0.57897897897898,0.47675568743818,-4.6796,0.47162073490814,NA,10.5,0,0,-23.5536,-23.5536,-13.0536,0,1524.9,158.84375,8.3010342950463,NA,NA,9.1585585585586,0.274,NA,-14.474,1621.3,0.072700296735905,NA,NA,NA,0.0581,0.40456059441455,NA,0.2724,0.22354104846687,9.6,1620.1,0.000740695018826,0.00074014679578116,-23.3,-0.13993993993994,-45.3,-0.27207207207207,NA,15.458969465649,NA,-0.14146306306306,9.7303303303303,-9.0796,NA,166.5,-2.4535,-0.22232824427481,134,25,1.2,339172,183.7,-27.9,NA,183.7,1.15,15.295283018868
"4",2008-12-31,60.9,NA,NA,0.025044722719141,109,210.3,7.3,123.6,0.12235200950307,0.81049180327869,0.58773181169758,-3.9836,NA,NA,6.7,0,0,-18.3968,-18.3968,-11.6968,0,886.6,NA,5.3733333333333,NA,NA,5.8137704918033,0.2825,NA,-15.0131,1010.2,0.073228720874941,NA,NA,NA,0.3851,0.44881889763779,NA,0.2118,0.12601046124584,-11.8,1007.4,0.0027794322017074,0.0027717283706197,-15.9,-0.10426229508197,-48.6,-0.31868852459016,NA,9.2422018348624,NA,-0.12063442622951,6.6059016393443,-3.3836,NA,152.5,NA,-0.14587155963303,122.3,15.98,2.8,192644,165,-21.5,NA,165,NA,NA
"5",2007-12-31,60.1,NA,NA,0.037261698440208,111.1,218.8,4.7,169.4,0.3670639219935,1.5612903225807,0.77422303473492,17.64,NA,NA,3.4,0,0,-23.5918,-23.5918,-20.1918,0,292.1,NA,2.0455182072829,NA,NA,2.6921658986175,0.16,NA,-42.5319,461.5,0.055301645338208,-0.25,NA,NA,NA,0.77006140165149,NA,0.1169,0,-54,457.2,0.0094050743657043,0.00931744312026,-23.9,-0.22027649769585,-55.8,-0.51428571428571,NA,4.1152115211521,NA,-0.21743640552995,4.2138248847926,18.94,NA,108.5,NA,-0.21512151215121,98.4,8.44,4.3,109803,142.8,-14.6,NA,142.8,NA,NA
"6",2004-12-31,188.1,1.53,0.353,0.2675056469829,NA,10723,876,1076,0.10941297296198,0.23663954255553,0.10034505269048,17.6692,0.86685552407932,9.7429694947569,248,0.0091785222579165,75.24,1461.061,1003.7197,1709.061,0.31302,8758.3,1.7099375244045,1.9261711018254,5.994479354387,5.1246269150136,2.0472884525479,0.115,0.12,358.0504,9834.3,0.70689172806118,3.78,11.5291005291,NA,0.718,0.20266868076536,0.011,0.7225,0,5122,8176.3,0.20278120910436,0.16859359588379,839.2,0.19616643291258,281,0.065684899485741,0.089656816015253,1.8009471365639,0.84721473867451,0.34152898550725,1.9112435717625,645.6692,0.6432764516917,4278,0.19596245329559,0.18484581497797,221,43.58,1658,532800,4547,839.2,9.7429694947569,4547,1.2,1.5866892545983
"7",2003-12-31,186.9,1.34,0.3463,0.2813546706364,NA,9006,591,418,0.050664824309419,0.12410926365796,NA,186.4608,0.77389546635865,27.480831973899,265,0,0,676.8864,636.4289,941.8864,0.05977,7832.3,1.5803672316384,2.3255047505938,11.571070123436,8.3155463334007,3.165844785772,0.245,0.14,123.9681,8250.3,0.77459471463469,4,8.97,0.485,0.1223,0.20085592011412,0.013,0.6679,0,4956,6738.3,0.22438894083077,0.18326606305225,245.2,0.099110751818917,516,0.20856911883589,0,1.7447695494562,1.1216666111795,0.2736,2.7236459175424,512.4608,0.80521295048411,2474,0.12841583936077,0.063490419471776,169,35.88,1512,235000,3368,245.2,27.480831973899,3368,1.05,1.535225158169
"8",2002-12-31,183.2,1.38,0.3996,0.33018488745981,NA,8540,600,1087,0.12403578438085,0.50300786672837,NA,-1057,0.7625,42.384523809524,255,0,0,352,248.5507,607,0.29389,7676.6,NA,NA,21.808522727273,12.646787479407,3.5523368810736,0.18,0.095,-96.4493,8763.6,0.74297423887588,1.52,25.467105263158,NA,0.04,0.369274136716,NA,0.5886,0,4361,7120.6,0.23073898267,0.18748003103747,168,0.077741786210088,67,0.031004164738547,0,2.1363936393639,2.3546957671958,0.16288755205923,3.2950485886164,345,1.3880466731297,2161,0.056993973859207,0.05040504050405,136,38.71,1643,1345593,2170,202.1,35.233052944087,2170,0.95,1.7602843384545
"9",2001-12-31,NA,1.51,0.4304,0.1484,NA,9587,263,306,0.055851646345915,0.14811229428848,NA,-11.6747,0.6131,44.804301075269,263,0,0,498.0093,309.0048,761.0093,0.37952,5172.8,NA,NA,10.386954621129,6.7972888110566,2.503775411423,0.23,NA,320.6795,5478.8,0.85709815374987,1.08,21.277777777778,-0.075,-0.2932,0.21638924455826,0,0.3387,0,5828,4166.8,0.20159354900643,0.15331824487114,93,0.045014520813166,335,0.1621490803485,0,0.86412277063459,1.9480130902291,0.149566704,2.016844143272,-11.6747,-0.037781612468975,NA,0.053020729317776,0.019286603069266,111,22.98,840,580900,2066,127.4,32.706436420722,1994,1,0.94008236101579
"10",2000-12-31,NA,0.95,0.5444,0.15054077755042,NA,9676,227,193,0.042665133964099,0.06616386698663,NA,98.0958,0.52351212343865,8.3469613259669,265,0,0,1008.1152,610.8876,1273.1152,0.39403,4330.6,NA,NA,4.2957392171053,3.4015774848969,1.4846074734316,0.335,NA,554.1876,4523.6,0.86316659776767,NA,24.3,NA,0.3788,0.30379746835443,NA,0.4264,NA,5619,3021.6,0.34087900450093,0.25422055484253,362,0.12410010284539,250,0.085704490915324,0,0.63186951066499,24.916302465573,0.209423232,1.035858758999,56.7,0.092815770026868,NA,0.10871820034597,0.075700543705563,149.9338,17.01,1030,NA,2917,384,7.86875,2267,NA,0.7783207157605
