"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-01-31,30.4,1.88,0.788,0.4765,353.4,783.3,4.4,6.3,0.0048,0.008,0.008,27.35,0.6,121.05,10.6,0,0,39,21.96,49,0.4341,0.4336,1295.9,1.94,1.52,33.4,26.23,1.64,0.15,0.8,1302.2,0.0492,1.59,19.28,-0.265,0.005,0.5099,0.5593,0,668.8,980.5,0.3281,0.247,8.1,0.0102,352.4,0.4448,0,2.77,8.07,0.049,1.24,21.15,0.9634,792.3,0.0328,0.0229,237.9,30.66,321.7,487052,853.8,43.8,22.39,853.8,1.35,1.93
"2",2011-01-31,31.8,0.91,0.9171,0.51079529926209,358,849,3,11,0.015384615384615,0.013915243516762,0.012956419316843,-31.6708,0.36800785083415,103.39393939394,12.8,0,0,35.2,17.0773,48,0.51485,0.51470588235294,704,0.97669256381798,0.97372060857538,20,14.666666666667,0.89057558507274,0.1,58.5481,715,0.055241460541814,NA,NA,-0.145,-0.3316,0.51962507322788,0.3911,0,720.8,341.2,1.0955451348183,0.5227972027972,3.3,0.0041745730550285,370.9,0.46919671094244,0,0.95307262569832,10.339393939394,0.044528779253637,0.43162555344719,-41.4708,-2.4284182251866,790.5,0.023692119866815,0.0092178770949721,235.1,11.1,373.8,232462,723,1.6,213.25,723,1.35,0.97704290789833
"3",2010-01-31,22.5,1.1,0.8885,0.23522878720569,344.3,551.4,10.3,12.1,0.061703212646609,0.014461575236046,0.021944142183533,-19.2466,0.35171637591446,6.4428571428571,13.5,0,0,27.4,16.2781,40.9,0.40591,0.40425531914894,184,0.41999543483223,0.23484365028717,6.7153284671533,4.4987775061125,0.21991155730847,0.14,38.7247,196.1,0.10826985854189,NA,NA,-0.01,-0.0619,0.5360594795539,0.4553,0,438.1,90.2,1.1740576496674,0.54003059663437,14,0.016732401099558,302.7,0.36177841520258,0,0.26198083067093,0.46020408163265,0.032747699294849,0.10780446994144,-22.4466,-1.3789483154066,836.7,0.037156051129879,0.040662213186175,255.5,4.68,105.9,225873,783.5,8.6,10.488372093023,783.5,1.25,0.43558418480675
"4",2009-01-31,22.4,0.88,0.7482,0.15843828715365,334.1,516.6,17.6,11.8,0.061235080435911,0.013246519982039,0.022841656987999,-2.9117,0.25661587810746,5.0505836575876,12.7,0,0,42.6,26.357,55.3,0.38129,NA,180.9,0.4696261682243,0.20531154239019,4.2464788732394,3.2712477396022,0.20307588684329,0.11,24.3688,192.7,0.12117692605498,NA,NA,0.05,0.0775,0.53585397653194,0.5016,0.018583042973287,385.2,129.8,0.48459167950693,0.32641411520498,25.7,0.028850471486304,267.4,0.30017961383026,0,0.38850643519904,0.45914396887159,0.047822182308038,0.14571171980243,1.9883,0.075435530440189,890.8,0.068424314641745,0.076923076923077,258.1,5.84,62.9,208715,881.1,25.3,5.1304347826087,881.1,1.2,0.48539042821159
"5",2008-01-31,22.4,1.91,0.5789,0.00032840722495895,304.4,382.9,19,11,0.065165876777251,0.013347894672977,0.02872812744842,-6.195,0.3593021247193,4.2493702770781,12.4,0,0,59.8,38.7887,72.2,0.35136,NA,157.8,0.53764906303237,0.1863706153301,2.6387959866221,2.185595567867,0.1914816163087,0.13,38.3837,168.8,0.15487072342648,1.17,7.2478632478632,0.09,0.1448,0.68973587428953,0.5425,0.025071820318621,293.5,168.7,0.000592768227623,0.00059241706161137,39.7,0.048173765319743,225.9,0.27411721878413,0,0.5542049934297,0.32687463669831,0.072564009222182,0.20470816648465,0.405,0.010439925746329,824.1,0.13215901873935,0.13042049934297,247.2,8.48,0.1,181861,846.7,26.2,6.4389312977099,846.7,1.3,0.55435139573071
"6",2007-01-31,23.6,2.45,0.4268,0.00068329347454732,292.5,389.9,18.4,56.6,0.13923739237392,0.074405153148416,0.14516542703257,-10.8209,0.44985941893158,10.081885856079,12.5,0,0,61.2,39.4183,73.7,0.35591,NA,349.9,1.4819991529013,0.43154908732116,5.7173202614379,4.7476255088195,0.45997107926909,0.1267,44.3392,406.5,0.15234675557835,1.72,9.1453488372093,NA,0.0816,0.33319527852558,0.6189,0.024621697871249,236.1,406.3,0.00049224710804824,0.0004920049200492,40.3,0.052977520704614,164.3,0.21598527671881,0,1.3890598290598,0.7957289547024,0.080452215065072,0.534113316682,-4.9209,-0.12483697584413,760.7,0.16695598475222,0.13777777777778,197.4,15.73,0.2,331208,810.8,39.3,10.338422391858,810.8,1.2,1.3887939870174
"7",2006-01-31,23.6,1.24,0.3761,0.000390625,255.9,353.2,18.5,45.2,0.082077356092246,0.064470118385394,0.12797281993205,-6.887,0.51050252592396,13.396593673966,11.3,0,0,63.8,41.3335,75.1,0.35214,NA,505.5,2.3980075901328,0.68831699346405,7.923197492163,6.7310252996005,0.72100984167736,0.1233,41.0205,550.7,0.15515288788222,1.58,14.727848101266,NA,0.2204,0.43738019169329,0.5048,0.02718006795017,210.8,550.6,0.00018162005085361,0.00018158707100054,41.1,0.05862216516902,145,0.20681785765226,0,2.1516217272372,1.0865039476047,0.090999857366995,0.78533732705748,0.313,0.0075717174319785,701.1,0.19607907020873,0.16060961313013,183.9,23.27,0.1,147509,734.4,41.6,13.235576923077,734.4,1.2,2.151171875
"8",2005-01-31,23.3,0,0,0.049692380501656,NA,268,19.6,7,0.0077734591893393,0.010628606134224,0.026119402985075,23.6535,NA,29.568106312292,8.8,0,0,48.8174,31.7162,57.6174,0.35031,NA,893.5,4.3734703866863,1.3566656544185,18.302915192464,15.507478995914,1.5755598659848,NA,-2.7373,900.5,0.17798507462687,NA,NA,NA,0.1277,0.44621513944223,0.3879,0.035820895522388,204.3,890,0.011797752808989,0.011660188784009,30.1,0.053077058719802,146.6,0.25850819961206,0,4.4322709163347,NA,0.086082454593546,1.5693881149709,34.4535,1.0863077514998,567.1,0.15524302799021,0.14990039840638,158.5,36.87,10.5,106968,658.6,37.5,23.733333333333,658.6,1.1,4.2617132039754
"9",2004-01-31,23.1,0,0,0.080066261733849,NA,234.8,9.4,90.1,0.21731789676797,0.16429613420861,NA,2.6748,NA,16.465020576132,7.2,0,0,49.0313,32.09,56.2313,0.34552,NA,324.5,2.7878006872852,0.59172137126185,6.6182268210117,5.7708114667891,0.64990987382335,0.15,27.2152,414.6,0.23339011925043,1.25,13.464,NA,0.0862,0.16348195329087,0.2008,0.033645655877342,116.4,400.1,0.036240939765059,0.03497346840328,24.3,0.048668135389545,27.2,0.054476266773483,0,2.8335694050992,1.0976680384088,0.0982,0.80132185059083,4.8748,0.15190987478591,499.3,0.27568710519588,0.14585834333733,139.8,16.83,14.5,5489,548.4,29.3,13.655290102389,548.4,0,2.2893429044727
"10",2003-01-31,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0.081967213114754,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,0,15.74,0,NA,0,NA,NA,0,NA,NA
