"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Reinvestment Rate","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,10.9,0.21,0.2323,0.3637,163.9,2454.9,0,14.5,0.0795,0.0059,NA,0.23,12.87,0,0,0,55,55,55,0,0,168,0.69,3.05,3.05,0.08,55,182.5,0,NA,NA,-0.08,NA,0.1379,0.2529,0.0119,243.1,88.8,1.0552,0.5134,6.9,0,0,0.54,1.61,0,0,0.2262,0.0421,29.6,8.01,93.7,11231,5.6,15.86,NA,0.5,0.71
"2",2010-12-31,9.1,0.51,0.3175,0.39095638255302,152.2,2149.9,0,7.8,0.04865876481597,0.0036280757244523,NA,0.39370078740157,8.1298701298701,0,0,0,48.1,48.1,48.1,0,0,152.5,0.62990499793474,3.1704781704782,3.1704781704782,NA,48.1,160.3,0,NA,NA,-0.055,NA,0.19736842105263,0.1416,0.012140099539513,242.1,62.6,1.5607028753994,0.60948222083593,7.7,0,0,0.41130091984231,NA,0,0,0.19867823213548,0.050591327201051,31.1,7.25,97.7,5406,-0.6,NA,NA,0.5,0.64145658263305
"3",2009-12-31,7.3,0.61,0.3477,0.50961538461539,96.9,1634.2,0,4.1,0.022331154684096,0.0025088728429813,NA,0.32355478861087,12.753846153846,0,0,0,41.4,41.4,41.4,0,0,179.5,0.92764857881137,4.3357487922705,4.3357487922705,NA,41.4,183.6,0,0.2,45,0.02,NA,0.25671812464265,0.1085,0.015971117366295,193.5,82.9,1.2147165259349,0.54847494553377,6.5,0,0,0.85552115583075,NA,0,0,0.21395348837209,0.067079463364293,28.9,9,100.7,4262,15,5.5266666666667,NA,0.45,0.92914979757085
"4",2008-12-31,7.3,0.7,0.3159,0.54177344951307,89.4,1572.9,0,13,0.083762886597938,0.008264988238286,NA,0.22792022792023,12.375,0,0,0,29.7,26.9061,29.7,0.09407,NA,142.2,0.78088962108731,4.7878787878788,4.7878787878788,NA,NA,155.2,0,NA,NA,0.06,NA,0.34599504541701,0.0151,0.016593553309174,182.1,49.5,2.1353535353535,0.68105670103093,4,0,0,0.55369127516779,NA,NA,NA,0.14775464579901,0.044742729306488,30.7,7.59,105.7,4153,5.3,9.3396226415094,NA,0.45,0.79548949256791
"5",2007-12-31,7.3,0.53,0.2253,0.54066985645933,86.4,1130.1,0,16.4,0.10230817217717,0.014511990089373,NA,0.39059032401243,7.9189189189189,0,0,0,28.7,20.3383,28.7,0.29135,NA,143.9,0.83808969132207,5.01393728223,5.01393728223,NA,NA,160.3,0,NA,NA,0.1,NA,0.41412452987881,0.0161,0.02309530130077,171.7,58.6,1.7354948805461,0.63443543356207,7.4,0,0,0.67824074074074,NA,NA,NA,0.11845227140361,0.085648148148148,35.5,7.5,101.7,2000,6,9.7666666666667,NA,0.55,0.8522062732589
"6",2006-12-31,6.7,-0.24,0.1871,0.52983138780804,72.5,951.7,0,12.7,0.064368981246832,0.013344541347063,NA,0.38482095136291,18.645161290323,0,0,0,23.1,16.222,23.1,0.29775,NA,184.6,1.304593639576,7.991341991342,7.991341991342,NA,NA,197.3,0,NA,NA,NA,NA,0.14754098360656,0.0128,0.027424608595145,141.5,115.6,0.70674740484429,0.41409021794222,6.2,0,0,1.5944827586207,NA,NA,NA,0.11464293286219,0.08551724137931,22.3,15.85,81.7,1582,7.7,15.012987012987,NA,0.45,1.2795071335927
"7",2005-12-31,4.4,-0.19,0.1835,0.64254859611231,33.1,594.5,0,9,0.049559471365639,0.015138772077376,NA,0.47956403269755,27.133333333333,0,0,0,17.2,12.4495,17.2,0.27619,NA,172.6,2.0645933014354,10.03488372093,10.03488372093,NA,NA,181.6,0,1.13,18.088495575221,NA,NA,0.098841906813897,0.0136,0.0057190916736754,83.6,122.1,0.48730548730549,0.32764317180617,4.5,0,0,3.6888217522659,NA,NA,NA,0.14891784688995,0.13595166163142,11.5,20.44,59.5,1634,5.5,22.2,NA,0.55,1.9611231101512
"8",2004-12-31,4.4,0,0,0.61073825503356,NA,497.5,0,6.7,0.059928443649374,0.013467336683417,0,NA,17.447368421053,0,0,0,NA,NA,NA,0.27922,NA,105.1,1.5501474926254,NA,NA,NA,NA,111.8,0,0.99,18.737373737374,NA,0,0.18368323464322,0.0181,0.0068341708542714,67.8,66.3,0.68627450980392,0.40697674418605,3.8,0,0,2.2862068965517,NA,0,NA,NA,0.13103448275862,6,18.55,45.5,729,4.4,15.068181818182,0,0.75,1.5006711409396
"9",2003-12-31,3.5,0,0,0.56198347107438,NA,372.3,0,8.6,0.089864158829676,NA,0,NA,18.147058823529,0,0.0073684210526316,0.49,NA,NA,NA,0.28649,NA,87.1,1.6782273603083,NA,NA,NA,NA,95.7,0,1,19,NA,0,0.10456553755523,0.0011,0.0091324200913242,51.9,61.7,0.55105348460292,0.35527690700104,3.4,0,0.14411764705882,2.3283018867924,NA,0,NA,NA,0.12830188679245,4.8,19,34,7978,3.6,17.138888888889,0,0,1.5818181818182
