"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,22.3,1.94,0.5043,0.2249,293.3,502,44.2,134.9,0.158,0.1675,0.2687,-1.06,0.8,9.14,19.2,0,0,136,87.72,156,0.3564,0.3521,718.9,2.95,0.9,5.27,4.62,0.89,NA,63.78,853.8,0.3277,2.55,13.89,0.51,0.01,0.2885,0.7628,0.0034,243.5,768.7,0.1107,0.0997,84.1,0.1044,106.6,0.1324,0,2.62,NA,0.1693,0.95,23.94,0.2729,805.3,0.3603,0.2867,86.7,35.42,85.1,107293,797.3,74.7,10.29,797.3,1.25,2.26
"2",2010-12-31,21.2,1.29,0.5265,0.35629709364909,179.4,388,34.5,76.9,0.10732728541521,0.1260862436465,0.19819587628866,20.7874,0.59354226020893,20.781144781145,18,0,0,49.1,29.0711,67.1,0.40792,0.38888888888889,639.6,3.1694747274529,0.83925993964047,13.026476578411,9.532041728763,1.0486965076242,NA,-8.2163,716.5,0.35,3.25,8.6246153846154,NA,0.1506,0.3508097721658,0.719,0.0043814432989691,201.8,617.2,0.16088788075178,0.13859036985345,29.7,0.048696507624201,83.3,0.13657976717495,0,3.4403567447046,NA,0.080505000819806,1.0119691752746,37.2874,1.2826279243113,609.9,0.14405910802775,0.16555183946488,89.5,28.03,99.3,271003,762.1,74,8.3405405405405,762.1,1.25,2.5708647290994
"3",2009-12-31,21.2,1.47,0.6328,0.41521394611727,147.6,338.6,28.9,71.8,0.11954711954712,0.13501316284317,0.21204961606615,3.1533,0.47408343868521,23.951690821256,16.4,0,0,41.3,23.8565,57.7,0.42236,0.39296187683285,528.8,2.9280177187154,0.95623869801085,12.80387409201,9.1646447140381,0.9943587814968,0.1767,8.2032,600.6,0.34849379799173,NA,NA,NA,-0.2938,0.32186071524603,0.6462,0.0050206733608978,180.6,495.8,0.21137555465914,0.17449217449217,20.7,0.038924407672057,79.1,0.14874012786762,0,3.3590785907859,1.3555003294429,0.077660774727341,0.93230537796164,15.6533,0.65614275833527,531.8,0.13209596899225,0.14024390243902,96.1,24.26,104.8,101885,553,11.7,42.376068376068,553,1.2,2.3795562599049
"4",2008-12-31,21.1,1.65,0.6448,0.45819112627986,127,335.8,32.6,46.2,0.11370908195914,0.061682242990654,0.13758189398452,-19.087,0.28535980148883,9.0575757575758,15,0,0,52.2,34.2114,67.2,0.34461,NA,360.1,1.913390010627,0.60409327294078,6.8984674329502,5.3586309523809,0.4807743658211,0.125,35.6983,406.3,0.3106015485408,1.07,13.177570093458,NA,0.2717,0.46891295627758,0.5795,0.0050625372245384,188.2,298.9,0.3593174974908,0.2643366970219,33,0.044058744993324,93.5,0.12483311081442,0,2.3535433070866,0.72460606060606,0.069692923898531,0.39906542056075,-1.487,-0.043464589845416,749,0.18178192348565,0.25984251968504,86.7,14.1,107.4,177529,596.1,21.5,13.902325581395,596.1,1.15,1.733361774744
"5",2007-12-31,21,2.31,0.5867,0.56623735050598,91.3,307.6,14.8,58.2,0.21125226860254,0.09924965893588,0.18920676202861,-15.9168,0.32725413328788,3.2774193548387,14.4,0,0,56.7,53.7119,71.1,0.0527,NA,217.3,1.3911651728553,0.30862093452635,3.8324514991182,3.056258790436,0.37056616643929,0.135,69.2287,275.5,0.25910273081925,1.34,6.2089552238806,NA,-0.049,NA,0.6116,0.0055266579973992,156.2,152.4,0.80774278215223,0.44682395644283,46.5,0.079297407912688,79.3,0.13523192360164,0,1.6692223439211,0.24277180406213,0.096691678035471,0.25989085948158,-15.5168,-0.28888932469377,586.4,0.34386626120358,0.50930996714129,75.9,8.32,123.1,216054,704.1,37.5,4.064,704.1,1.2,1.2849813432836
"6",2006-12-31,16.8,1.79,0.4166,0.6978516978517,0.8,219.9,14.7,2.3,0.0034885484604884,0.0046747967479675,0.010459299681674,-10.2848,0.30724915986558,35.354430379747,12.5,0,0,26.4,24.8992,38.9,0.05685,NA,657,6.6229838709677,1.141615986099,24.886363636364,16.889460154242,1.3353658536585,NA,32.9839,659.3,0.34743065029559,0.19,137.15789473684,NA,0.0177,0.43318430203676,0.4011,0.0077307867212369,99.2,558.6,0.18027210884354,0.15273775216138,15.8,0.032113821138211,60.6,0.12317073170732,0,698.25,NA,0.053658536585366,1.1353658536585,-8.0848,-0.32469995363542,492,0.25099959677419,19.75,64.6,26.06,100.7,47900,575.5,37.5,14.896,575.5,0.8,6.4955665024631
"7",2005-12-31,12.5,-0.05,0.3771,NA,5.7,158.3,7.2,3.2,0.012805122048819,0.010085092971951,0.020214782059381,-8.6564,0.21214531954389,53.206896551724,11.2,0,0,7.7,7.7,18.9,0,NA,246.7,2.5147808358818,0.53236944324558,32.038961038961,13.05291005291,0.77749763630633,NA,20.3564,249.9,0.45420088439672,NA,NA,NA,0.0658,0.38451856513531,0.1476,0,98.1,154.3,0.61957226182761,0.38255302120848,2.9,0.0091396155058304,18.8,0.059249921210211,0,27.070175438597,NA,0.024267254963757,0.48629057674125,-12.6564,-1.6436900634821,317.3,0.078491335372069,0.50877192982456,41.7,11.58,95.6,7100,463.4,11.3,13.654867256637,463.4,0.5,2.466929911155
"8",2004-12-31,12.5,0,0,0.94373149062191,NA,158.3,7.2,3.2,0.017524644030668,0.0083073727933541,0.020214782059381,4.0231,NA,30,11.2,0,0,7.7111,7.7111,18.9111,0,NA,179.4,1.2571829011913,0.46573208722741,23.265223548452,9.4865020929529,0.56539552473999,NA,7.688,182.6,0.45420088439672,NA,NA,NA,0.0658,0.24610591900311,0.0947,0,142.7,87,1.0988505747126,0.52354874041621,2.9,0.0091396155058304,18.8,0.059249921210211,0,NA,NA,0.024302174598172,0.27418846517491,0.0231,0.0029917534474206,317.3,0.054037000700771,0.50877192982456,41.7,6.15,95.6,6300,385.2,3.2,27.1875,385.2,0.5,1.8025666337611
"9",2003-12-31,12.5,0,0,0.94373149062191,NA,158.3,7.2,3.2,0.01608040201005,0.0089610753290395,NA,2.3581,NA,35.655172413793,11.2,0,0,18.9111,18.9111,30.1111,0,NA,195.8,1.3721093202523,0.5483057966956,10.353718560759,6.5025897443732,0.61708162622124,NA,20.5529,199,0.45420088439672,NA,NA,NA,0.0658,0.27021696252465,0.1189,0,142.7,103.4,0.92456479690522,0.48040201005025,2.9,0.0091396155058304,18.8,0.059249921210211,0,NA,NA,0.0596,0.32587456665616,-1.6419,-0.086819638848421,317.3,0.13252333566924,0.50877192982456,41.7,7.94,95.6,1700,357.1,90.8,1.1387665198238,357.1,0.45,1.964461994077
"10",2002-12-31,12,0,0,NA,NA,162.3,10,2.1,0.011035207566999,0.007399577167019,NA,6.1,0,38.45,10.6,0,0,5.8,5.8,16.4,0,NA,188.2,NA,NA,32.448275862069,11.475609756098,0.6631430584919,NA,6.4,190.3,0.45348120764017,NA,NA,NA,-0.1674,0.45664739884393,0.0013,0,111.9,76.9,1.4746423927178,0.59590120861797,2,0.0070472163495419,31.4,0.11064129668781,0,NA,NA,0.020436927413672,0.27096546863989,-0.6,-0.10344827586207,283.8,0.05183199285076,NA,39.9,6.2,113.4,14549,306.1,4.6,16.717391304348,306.1,NA,1.6818588025022
