"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-03-31,38.4,1.76,0.5476,0,126.3,153.9,1.7,77.2,0.1466,0.6108,0.5016,1.65,0.8,658.13,3.8,0,0,2,0.87,5,0.4535,0.4667,449.3,9.15,3.09,280.81,83.2,3.55,0.19,1.33,526.5,0.0416,0.34,39.53,0.11,0.3785,NA,NA,0.2404,49.1,526.5,0,0,0.8,0.0063,10.9,0.0862,0,4.17,34.64,0.0127,4.17,-0.45,-0.518,126.4,0.0178,0.0063,98.9,13.44,0,1181286,145.5,13.4,39.29,145.5,1.1,4.17
"2",2011-03-31,37.3,1.6,0.7178,0,104.7,131.6,1.8,60.3,0.086389684813754,0.59584980237154,0.45820668693009,0.2273,0.38311507383672,NA,3.9,0,0,-11.9693,-11.9693,-8.0693,0,NA,637.7,14.362612612613,5.6583850931677,NA,NA,6.3013833992095,NA,-10.0966,698,0.047872340425532,NA,NA,0.1725,0.39068564036222,NA,0.7628,0.30851063829787,44.4,698,0,0,-11.8,-0.11660079051383,2,0.019762845849802,NA,6.6666666666667,NA,-0.11827391304348,6.897233201581,-1.8727,NA,101.2,-0.26957927927928,-0.1127029608405,89,18.47,0,275031,112.7,-6.6,NA,112.7,1.1,6.6666666666667
"3",2010-03-31,37.1,1.03,0.6303,0,108,129.6,1.8,58.3,0.16248606465998,0.68028004667445,0.44984567901235,0.4043,0.41646834840552,NA,3.7,0,0,-25.0736,-25.0736,-21.3736,0,NA,300.5,6.046277665996,3.2949561403509,NA,NA,3.5064177362894,NA,-23.5779,358.8,0.052469135802469,NA,NA,0.144,0.22194513715711,NA,0.6636,0.30941358024691,49.7,358.8,0,0,-23.2,-0.27071178529755,6.3,0.073512252042007,NA,3.3222222222222,NA,-0.29257386231039,4.1866977829638,-1.4957,NA,85.7,-0.5044985915493,-0.21481481481482,86.8,9.61,0,200672,91.2,-16.9,NA,91.2,1.05,3.3222222222222
"4",2009-03-31,36.2,0.88,0.6045,0,116,136,3.8,57.2,0.17286189181021,0.78142076502732,0.42058823529412,0.6551,0.30438378825476,NA,5,0,0,-29.5,-29.5,-24.5,0,NA,273.7,4.6547619047619,3.5684485006519,NA,NA,3.7390710382514,0.223,-28.9551,330.9,0.057352941176471,NA,NA,0.124,0.56375525455395,NA,0.6,0.2625,58.8,330.9,0,0,-31.6,-0.43169398907104,13.7,0.18715846994536,NA,2.8525862068966,NA,-0.40300601092896,4.5204918032787,-0.5449,NA,73.2,-0.50170136054422,-0.27241379310345,55.4,8.73,0,305267,76.7,-31.7,NA,76.7,1.15,2.8525862068966
"5",2008-03-31,32.8,0.59,0.3449,0,93.6,118,3.8,38.3,0.068872504945154,0.65025466893039,0.32457627118644,-2.5586,0.64946361264135,NA,6.1,0,0,-35.2378,-35.2378,-29.1378,0,NA,517.8,9.3634719710669,7.4077253218884,NA,NA,8.7911714770798,NA,-30.3793,556.1,0.064406779661017,-0.78,NA,0.1449,0.31133616465207,NA,0.6331,0.32627118644068,55.3,556.1,0,0,-36.9,-0.62648556876061,13.7,0.23259762308998,NA,5.9412393162393,NA,-0.59826536502547,9.4414261460102,-4.8586,NA,58.9,-0.63721211573237,-0.39423076923077,77.6,16.42,0,307545,69.9,-35.4,NA,69.9,1.4,5.9412393162393
"6",2007-03-31,32.2,1.16,0.3402,0,122.1,136.2,2.4,75.1,0.1481554547248,1.4841897233202,0.55139500734214,-0.2656,0.65843621399177,NA,3.5,0,0,-28.4812,-28.4812,-24.9812,0,NA,431.8,9.1872340425532,8.272030651341,NA,NA,8.5335968379447,NA,-27.1156,506.9,0.042584434654919,-0.87,NA,-0.048,0.23195677344655,NA,0.3943,0.2496328928047,47,506.9,0,0,-27.9,-0.55138339920949,8.4,0.16600790513834,NA,4.1515151515151,NA,-0.56286996047431,10.017786561265,-1.3656,NA,50.6,-0.60598340425532,-0.22850122850123,65.5,14.48,0,199310,52.2,-30.7,NA,52.2,1.4,4.1515151515151
"7",2006-03-31,26.5,1.26,0.4832,0,69.5,78.5,2.9,30.8,0.079340546110252,0.70480549199085,0.39235668789809,-0.7263,0.52980132450331,NA,2.7,0,0,-30.266,-30.266,-27.566,0,NA,357.4,9.2351421188631,7.3995859213251,NA,NA,8.1784897025172,NA,-29.7396,388.2,0.061146496815287,-1.01,NA,-0.0468,0.28339278636544,NA,0.2758,0.34777070063694,38.7,388.2,0,0,-29.4,-0.67276887871853,6.9,0.15789473684211,NA,5.5856115107914,NA,-0.69258489702517,8.883295194508,-0.5263,NA,43.7,-0.7820661498708,-0.42302158273381,61,14.1,0,288835,48.3,-22.9,NA,48.3,1.6,5.5856115107914
"8",2005-03-31,22.1,1.91,0.7195,0,NA,61.1,0.7,41.5,0.16566866267465,1.0453400503778,0.67921440261866,0.3455,0.53092425295344,NA,1.2,0,0,-3.2131,-3.2131,-2.0131,0,NA,209,14.21768707483,5.264483627204,NA,NA,5.4712041884817,0.4,-3.0587,250.5,0.04582651391162,NA,NA,0.4388,0.34654300168634,NA,0.1527,0.0065466448445172,14.7,250.5,0,0,-2.3,-0.06020942408377,8.8,0.2303664921466,NA,4.4572953736655,NA,-0.084113612565445,6.5575916230367,-0.1545,0.048068326241653,38.2,-0.21858095238095,-0.040925266903915,32.1,9.24,0,64260,39.7,-20.8,NA,39.7,1.7,4.4572953736655
"9",2004-03-31,21.4,2.11,0.797,0,NA,59.2,0.4,27.3,0.090878828229028,0.82477341389728,NA,1.3821,0.52948557089084,NA,1.4,0,0,-8.8511,-8.8511,-7.4511,0,NA,273.1,10.114814814815,8.2507552870091,NA,NA,10.626459143969,NA,-9.2332,300.4,0.054054054054054,NA,NA,0.0872,0.45200984413454,NA,0.1518,0.013513513513514,27,300.4,0,0,-9.4,-0.36575875486381,4.8,0.18677042801556,NA,5.5322283609576,NA,-0.3444,11.688715953307,0.3821,-0.043170004938965,25.7,-0.32781777777778,-0.17311233885819,28.4,15.33,0,69869,33.1,-5.3,NA,33.1,1.4,5.5322283609576
"10",2003-03-31,21,1.76,0.7774,0,NA,68.3,0.8,54.4,0.37311385459534,2.3347639484979,NA,-5,0.4972,NA,1.7,0,0,-19.4802,-19.4802,-17.7802,0,NA,91.4,NA,NA,NA,NA,3.9227467811159,NA,-18.5802,145.8,0.058565153733529,NA,NA,-0.1395,0.53234606391271,NA,0.148,0.010248901903368,7.7,145.8,0,0,-18.2,-0.78111587982833,3,0.12875536480687,NA,2.3478260869565,NA,-0.83606137339056,6.2575107296137,-0.9,NA,23.3,-2.5299,-0.29307568438003,35.3,6.98,0,49175,22.8,-13.4,NA,22.8,1.25,11.87012987013
