"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-05-31,24,1.38,0.3173,0,248.1,329.8,96.7,9.3,0.0265,0.0374,0.0282,-0.01,0.8,13.6,55,0.0547,19.2,36,23.19,91,0.3558,0.355,341.7,1.43,1.38,9.49,3.75,1.37,-18.49,351,0.0421,-0.005,0.14,0.1777,NA,0.6215,0.013,238.8,351,0,0,25.8,0.1038,15.4,0.0619,0.8571,1.41,0.1448,1.41,41.69,1.7974,248.6,0.0971,0.104,64,15.38,0,27490,248.4,22.4,15.67,248.4,0.9,1.41
"2",2011-05-31,24,1.27,0.3669,0,240.4,305.9,93.1,41.4,0.099043062200957,0.18102317446436,0.13533834586466,1.3813,0.61324611610793,17.563025210084,49.1,0.0459,19.1862,36.8,23.4445,85.9,0.36292,0.36193029490617,376.6,1.8924623115578,1.537770518579,10.233695652174,4.384167636787,1.6466987319633,-21.9367,418,0.058842759071592,-0.035,0.5667,0.17439581972567,NA,0.6378,0.014056881333769,199,418,0,0,23.8,0.10406646261478,19.5,0.085264538696983,0.80614285714286,1.738768718802,0.16090948841277,1.8277219064276,45.3813,1.9356864235402,228.7,0.11781177889447,0.099001663893511,57.4,17.15,0,41119,244.9,26,16.076923076923,244.9,0.9,1.738768718802
"3",2010-05-31,24,1.05,0.3731,0,230,276.1,56.9,46.2,0.12015604681404,0.31665524331734,0.16733067729084,0.992,0.60305548110426,33.146551724138,43.8,0.0374,14.3803,17.7,10.2506,61.5,0.42087,0.42,338.3,1.8405875952122,1.8669977924945,19.112994350282,5.5008130081301,2.318711446196,-3.8414,384.5,0.049257515392974,NA,0.1177,0.22566844919786,NA,0.652,0.016298442593263,183.8,384.5,0,0,11.6,0.079506511309116,4.1,0.028101439342015,1.2396810344828,1.6717391304348,0.12131596984236,2.6353666895134,14.092,1.3747467888735,145.9,0.055770408052231,0.050434782608696,46.5,16.16,0,34041,181.2,17.8,21.601123595506,181.2,0.9,1.6717391304348
"4",2009-05-31,24,0.87,0.3472,0,228.8,271.3,52.2,70.4,0.25424340917299,0.53946360153257,0.25949133800221,-0.0319,0.39170506912442,23.466101694915,1.2,0.0518,14.3434,17.4,10.8181,18.6,0.37827,NA,206.5,1.3036616161616,1.6020170674942,11.867816091954,11.102150537634,1.5823754789272,-40.15,276.9,0.050866199778843,0.095,-0.0222,0.28012684989429,NA,0.6525,0.01400663472171,158.4,276.9,0,0,11.8,0.090421455938697,2.6,0.01992337164751,1.2155440677966,1.2102272727273,0.13333333333333,2.1218390804598,50.9681,4.7113738255901,130.5,0.068296098484848,0.051573426573427,44.5,11.54,0,54503,128.9,10,27.69,128.9,0.85,1.2102272727273
"5",2008-05-31,25.9,0.58,0.2894,0,256.1,293.1,81.4,73.6,0.26201495194019,0.50934256055363,0.25110883657455,-0.0249,0.46993780234969,13.312796208531,46.5,0.055322178711285,15.54,30.7,19.0629,77.2,0.37906,NA,207.3,1.1358904109589,1.4296551724138,6.7524429967427,2.6852331606218,1.4346020761246,-15.8122,280.9,0.048788809280109,0.035,0.1481,0.26232741617357,NA,0.7014,0.014329580348004,182.5,280.9,0,0,21.1,0.14602076124568,7.2,0.049826989619377,0.73649289099526,1.0968371729793,0.21245674740484,1.9439446366782,34.8751,1.8294783764948,144.5,0.10445401643836,0.082389691526747,43.9,11.16,0,79049,145,18,15.605555555556,145,0.85,1.0968371729793
"6",2007-05-31,25.8,0.71,0.2804,0,243.5,284.8,74.9,80.7,0.20922997148042,0.64405426975259,0.28335674157303,0.2334,0.65620542082739,18.366666666667,42.2,0,0,29,17.7184,71.2,0.38902,NA,305,1.8734643734644,2.2966867469879,10.51724137931,4.2837078651685,2.4341580207502,-15.215,385.7,0.62078651685393,-0.01,0.0797,0.16006884681583,NA,0.688,0.015449438202247,162.8,385.7,0,0,21,0.16759776536313,-3.9,-0.031125299281724,0,1.5839835728953,0.23144453312051,3.0782122905028,32.9334,1.8587119926389,125.3,0.1088355036855,0.086242299794661,40.4,13.45,0,63510,132.8,22.3,17.29596412556,132.8,1.15,1.5839835728953
"7",2006-05-31,25.5,0.64,0.3588,0,221.8,259.7,61.9,81.5,0.19037608035506,0.70993031358885,0.31382364266461,0.3598,0.44593088071349,19.283783783784,37,0,0,31.7,20.4392,68.7,0.35523,NA,346.6,2.4704205274412,2.8456486042693,10.933753943218,5.0451237263464,3.0191637630662,-4.8205,428.1,0.59915286869465,-0.065,0.0483,0.125,NA,0.6643,0.016172506738544,140.3,428.1,0,0,22.2,0.19337979094077,-5.9,-0.051393728222997,0,1.9301172227232,0.27613240418119,3.7290940766551,25.2598,1.2358480260934,114.8,0.14568217391304,0.10009017132552,33.8,16.7,0,51243,121.8,21.3,20.098591549296,121.8,1,1.9301172227232
"8",2005-05-31,25.1,0.86,0.3552,0,NA,233.2,72.6,80.8,0.20943494038362,0.74060494958753,0.34648370497427,-0.1701,0.48423423423423,15.876543209877,34.2,0,0,31.9094,22.0475,66.1094,0.30906,NA,305,2.6707530647986,2.7956003666361,9.5582999889688,4.6135619965923,2.8345724907063,-16.1824,385.8,0.59391080617496,-0.115,0.1343,0.14798206278027,NA,0.6426,0,114.2,385.8,0,0,24.3,0.22583643122677,-12.2,-0.11338289962825,0,1.9784615384615,0.296556133829,3.5855018587361,38.2299,1.7339794061689,107.6,0.19306049451489,0.12461538461539,29.9,14.91,0,32130,109.1,19.5,19.784615384615,109.1,0.9,1.9784615384615
"9",2004-05-31,24.9,0.95,0.3485,0,NA,206.4,43.4,82.2,0.22763777346995,0.87076271186441,NA,-0.0622,0.54519368723099,30.091666666667,30.6,0,0,47.6711,30.9371,78.2711,0.35103,NA,278.9,3.2280092592593,2.9544491525424,5.8505097222508,3.5632582464068,2.9638682252922,18.1993,361.1,0.54457364341085,-0.16,-0.1376,0.25813449023861,NA,0.6348,0,86.4,361.1,0,0,12,0.12752391073326,-19.5,-0.20722635494155,0,2.1417556346382,0.5066,3.8374070138151,12.7378,0.41173339172995,94.1,0.35806814592824,0.071174377224199,32.2,13.91,0,10719,94.4,19,19.005263157895,94.4,0.8,2.1417556346382
"10",2003-05-31,24.8,1.11,0.316,0,NA,277.1,27.6,161.4,0.53426017874876,1.4834558823529,NA,4.3,0.7736,39.233766233766,46.3,0,0,8.7,6.1506,55,0.29303,NA,140.7,NA,NA,16.172413793103,2.5581818181818,1.2931985294118,24.8506,302.1,0.37459400938289,NA,-0.2656,0.28118393234672,NA,0.646,0,91.1,302.1,0,0,7.7,0.070772058823529,-12.6,-0.11580882352941,0,1.1964356435644,0.079963235294118,2.7766544117647,-18.7,-3.0403345083332,108.8,0.067515246981339,0.030495049504951,37.4,12.5,0,13630,95.8,8,37.7625,95.8,0.9,1.5444566410538
"11",2002-05-31,NA,1.06,0.3166,0,NA,305.4,49.5,115.6,0.35158150851581,0.7816091954023,NA,1.0299,0.5875,25.099236641221,60.8,0,0,76.4702,55.9555,137.2702,0.26827,NA,213.2,NA,NA,2.7880141545334,1.5531411770362,1.4415145368492,66.2256,328.8,0.44728225278324,0.025,-0.3075,0.28509154315606,0,0.6087,0.12213490504257,149.1,328.8,0,0,13.1,0.088573360378634,-12.84,-0.086815415821501,0,1.2421609369097,0.37833360004057,2.2231237322515,-10.2701,-0.18354036261077,NA,0.37528866160966,0.049489988666415,50.5,11.82,0,5600,147.9,11.7,28.102564102564,136,0.8,2.20523138833
"12",2001-05-31,NA,0.75,0.4422,0,NA,312.5,67.5,61.1,0.19111667187989,0.28929924242424,NA,3.9673,0.50881953867028,10.413680781759,72.8,0,0,121.58784,75.3881,194.3878,0.37997,NA,258.6,NA,NA,2.1268574225844,1.3303301276458,1.2244318181818,78.0673,319.7,0.59648,NA,-0.1219,0.21991701244813,NA,0.589,NA,189.1,319.7,0,0,30.7,0.14535984848485,-21.5,-0.10179924242424,0,1.2777777777778,0.356951271,1.5137310606061,-2.6791,-0.035538098190948,NA,0.39866794518879,0.12270183852918,62.6208,13.05,0,NA,211.2,20.3,15.748768472906,181.5,NA,1.2777777777778
