"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,42.5,1.6,0.442,0.1796,1116.8,2488.1,49.6,1325.1,0.5615,0.217,0.5326,-32.77,0.8,8.23,26.5,0,0,414,261.28,441,0.369,0.3691,1034.9,28.59,0.15,2.5,2.35,0.17,0.0947,270.95,2360,0.0395,4.98,9.78,-0.02,0.165,0.2433,0.9663,0.0486,36.2,2115.5,0.1156,0.1036,257.2,0.0421,-218.9,-0.0358,0,1.89,0.87,0.0678,0.35,-9.67,-0.037,6106.9,7.2177,0.2303,794.2,48.69,244.5,252474,7021.1,213.9,9.89,7021.1,1.55,1.73
"2",2010-12-31,42.5,1.93,0.5783,0,832,2247.3,220,1359.5,0.58967685968337,0.24989890077571,0.60494816001424,-56.6344,0.64845236036659,NA,23.9,0,0,-76.0736,-76.0736,-52.1736,0,NA,946,NA,0.16137286343011,NA,NA,0.17389066578435,0.15,-215.5392,2305.5,0.034174342544387,5.69,9.2267135325132,NA,-0.2124,0.33416177135111,0.9618,0.054554354113825,-527.5,2305.5,0,0,-53.4,-0.0098158155950149,-730.1,-0.13420462482997,NA,2.7710336538462,NA,-0.013983599867652,0.42378956656005,139.4656,NA,5440.2,NA,-0.064182692307692,952.3,52.5,0,638260,5862.2,205.3,11.229907452509,5862.2,1.5,NA
"3",2009-12-31,42.4,2.33,0.749,0,880.9,2118.4,16.1,1158.1,0.9624366325937,0.16837253932715,0.54668617824773,105.5546,0.50066755674232,30.157894736842,23.3,0,0,99.5,42.6487,122.8,0.57137,0.57096774193548,45.2,NA,0.0079177395904497,0.45427135678392,0.36807817589577,0.0065714867261784,0.125,-55.7059,1203.3,0.029172960725076,2.44,12.385245901639,0.065,0.0521,0.27323207577985,0.96,0.058581948640483,-277.2,1203.3,0,0,39.9,0.0058009362914716,-620.8,-0.090256171672821,0,1.3659893290952,2.4126315789474,0.014465994010061,0.17494402605333,98.3546,2.3061576874261,6878.2,NA,0.045294585083437,892.9,30.22,0,448550,5708.7,-68.5,NA,5708.7,1.5,NA
"4",2008-12-31,0,2.16,0.9287,NA,NA,NA,0,0,NA,NA,NA,NA,0.25842575643373,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,0.1233,NA,0,NA,2.97,12.377104377104,NA,NA,0.72524807056229,0.9091,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,36.76,0,657681,6856.4,-2.3,NA,6856.4,1.5,NA
"5",2007-12-31,0,1.64,0.8126,NA,0,0,0,0,NA,NA,NA,NA,0.21658872754123,NA,0,NA,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0.8112567463377,0.9205,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.86,0,677440,5132.7,209,0,5132.7,1.1,NA
"6",2006-12-31,0,-1.43,0.6532,NA,0,0,0,0,NA,NA,NA,NA,0.17146356399265,NA,0,NA,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,0.2032,NA,0,NA,5.06,9.1719367588933,NA,NA,0.72110165516317,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.41,0,1288836,5132.7,209,0,5132.7,0.7,NA
"7",2005-12-31,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,0.2219,NA,0,NA,3.34,20.62874251497,NA,NA,0.32715820674324,0.918,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.9,0,614200,3093.2,NA,NA,3093.2,1.25,NA
"8",2004-12-31,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0.1775,NA,0,NA,1.67,24.431137724551,NA,0,0.23676880222841,0.6389,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,40.8,0,134900,1765.4,62.2,0,1765.4,0,NA
"9",2003-12-31,0,0,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0.1583,NA,0,NA,1.26,25.865079365079,NA,0,0.31525826241837,0.8179,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,32.59,0,119700,NA,0,NA,0,0,NA
"10",2000-12-31,NA,1.2,NA,0.43081066676818,NA,7409.3,3305,609.1,0.10347932452176,0.72589679418425,NA,259.405,NA,NA,185,0,0,-264.23259,-264.2326,-79.2326,0,NA,5277.1,NA,NA,NA,NA,6.2890001191753,0.34,-3578.7863,5886.2,0.69358778832008,NA,NA,NA,-0.5853,0.89786059351277,0.2603,NA,5371.6,1118.8,4.046031462281,0.80182446196085,-277.7,-0.33094982719581,-332.4,-0.3961387200572,NA,0.76946354883081,NA,-0.3149,1.3333333333333,3314.5537,NA,NA,-0.049190667585077,-0.19099037138927,280.0077,2.37,4526.7,NA,839.1,-1095.6,NA,1142.2,NA,0.98419917400973
"11",1999-12-31,NA,NA,NA,0.58559406814571,NA,6377.9,1632.8,1914.1,0.45987698813128,0.90896571374299,NA,NA,NA,NA,132.4,0,0,-136.7,-136.7,-4.3,0,NA,2248.1,NA,NA,NA,NA,1.0675752683066,0.285,-1635.0167,4162.2,0.33702315809279,NA,NA,NA,0,0.73356891450367,0.4219,NA,3183.8,1176.9,2.5365791486108,0.71724088222575,NA,-0.15419318073891,NA,-0.024171336309241,NA,0.55708605509798,NA,-0.064915946433659,0.558884984329,NA,NA,NA,-0.042936114077517,-0.15369686642052,587,NA,NA,NA,NA,-324.7,NA,2105.8,NA,0.81645383393162
