"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,9.6,0.68,0.1582,0.2763,3387.5,11532.1,60.1,775,0.1429,0.0672,NA,0.8,33,0,0,0,NA,NA,NA,0.2499,0.2499,4649.6,1.19,0.085,NA,5424.6,0,22.05,19.66,NA,NA,0.1149,0.058,0.7464,0.0752,3906,4131.1,0.3131,0.2385,125.2,0,0,1.22,3.88,60.1,NA,NA,0.037,1979.3,433.42,1293.5,39228,NA,214.5,19.26,NA,0.8,1.16
"2",2010-12-31,9.7,0.69,0.1775,0.2426087787171,3171.5,10825.6,42.1,745.3,0.15031058405937,0.068846068578185,NA,0.8,16.224279835391,0,0,0,NA,NA,NA,0.10568,0.10563121089437,4213.1,1.2239911681822,0.025,NA,4958.4,0,16.36,25.346577017115,0.13,NA,0.12081900593936,0.063,0.7456,0.059664129470884,3442.1,3942.5,0.25767913760304,0.20488464020652,243,0,0,1.2431026328236,6.4897119341564,42.1,NA,NA,0.076619895948289,1730.9,414.67,1015.9,29247,NA,232.8,16.935137457045,NA,0.85,1.1841237999713
"3",2009-12-31,9.8,0.54,0.1865,0.2577849117175,2774.4,10241.9,21.9,850.5,0.18051959077981,0.083041232583798,NA,0.8,14.217754172989,0,0,0,NA,NA,NA,0,0,3860.9,1.3371082251082,-0.025,NA,4711.4,0,18.41,20.53938077132,0.23,NA,0.10072063483162,0.067,0.6784,0.049092453548658,2887.5,3747.8,0.2571108383585,0.20452519420979,263.6,0,0,1.3508506343714,NA,21.9,NA,NA,0.095011534025375,1815.8,378.13,963.6,23181,NA,202.4,18.516798418972,NA,0.85,1.2604066345639
"4",2008-12-31,9.8,0.56,0.199,0.23996235884567,2180.7,9477.7,17.7,639.6,0.15923915749639,0.067484727307258,NA,0.72361809045226,16.132331555986,0,0,0,NA,NA,NA,0.16321,NA,3377,1.5146214567635,-0.025,NA,4016.6,0,19.16,17.745302713987,NA,NA,0.26974132955559,0.078,0.7031,0.036295725756249,2229.6,3328.1,0.20687479342568,0.1714136334213,206.3,0,0,1.5261613243454,NA,NA,NA,NA,0.094602650525061,2022.2,340,688.5,44299,NA,273.6,12.164108187135,NA,0.9,1.3999024118221
"5",2007-12-31,10,0.65,0.2079,0.18198711595639,2641.2,10134.4,14.5,477.7,0.14189389888909,0.047136485633091,NA,0.65416065416065,7.6451169188446,0,0,0,0,0,0,0.29073,NA,2888.9,1.050089055287,NA,NA,3366.6,0,24.35,11.983572895277,NA,NA,0.34593636122475,0.077,0.6719,0.034032601831386,2751.1,2779,0.21144296509536,0.17453810966554,363.5,0,0,1.0521732545813,NA,NA,NA,0,0.13762683628654,2117.3,291.8,587.6,18100,NA,157.8,17.610899873257,NA,0.85,1.04267839445
"6",2006-12-31,10,1.36,0.1942,0.24668678651096,2296.4,10088.1,9.2,555.1,0.10195235733833,0.055025227743579,NA,0.65911431513903,13.449985669246,0,0,0,0,0,0,0.28765,NA,4889.6,1.961095736574,0.125,NA,5444.7,0,30.03,15.208125208125,NA,NA,0.099150309968508,0.085,0.7418,0.033673337893161,2493.3,4692.7,0.16024889722335,0.13811596598527,348.9,0,0,2.0435028740637,1.0759988535397,NA,NA,0,0.1519334610695,2184.4,456.7,752,19621,NA,408.5,11.487637698898,NA,0.8,1.786084503346
"7",2005-12-31,9.8,0.73,0.1632,0.26310331417707,1705.4,9814.1,29.5,333.8,0.063855836553545,0.034012288442139,NA,0.73529411764706,34.909297052154,0,0,0,0,0,0,0.20462,NA,4893.6,2.4708911890937,0.205,NA,5227.4,0,29.13,16.481290765534,0.23,NA,0.22504649721017,0.0919,0.7545,0.034613464301362,1980.5,4618.5,0.13183934177763,0.11648238129854,132.3,0,0,2.7081623079629,1.7028925391295,NA,NA,0,0.077577108009851,1938.5,480.1,608.9,10900,NA,393.1,11.748918850165,NA,0.75,2.2587391435855
"8",2004-12-31,9.8,0.26,0.1429,0.26923416269631,NA,9397.6,7,378.9,0.10184936293748,0.040318804801226,0,0.36389083275017,19.149630541872,0,0,0,NA,NA,NA,0.2617,NA,3341.3,1.7698500979925,0.225,NA,3720.2,0,24.64,12.86525974026,0.02,0,0.096397760174013,0.098,0.7507,0.036147527028177,1887.9,3109.9,0.19624425222676,0.16405031987528,162.4,0,0,1.8773920917597,0.85109469074986,7,NA,NA,0.09803803199517,2053.9,317,610.3,7500,NA,162.4,19.149630541872,0,0.8,1.6411681665784
"9",2003-12-31,9.8,0.09,0.1301,0.25391956373551,NA,8532.2,7.9,372.5,0.09267091252861,NA,0,0.13835511145273,37.134819532909,0,0,0,NA,NA,NA,0.31011,NA,3647.1,1.9882789074851,NA,NA,4019.6,0,22.78,15.892888498683,NA,0,0.17389508467575,0.139,0.7486,0,1834.3,3498.1,0.14908092964752,0.12973927754005,94.2,0,0,2.5361415210614,NA,7.9,NA,NA,0.061476212229981,1864.3,362.04,521.5,7900,NA,94.2,37.134819532909,0,0.8,1.9571525951894
"10",2002-12-31,9.8,-0.04,0.199,0.25865046370323,NA,7408.6,14.6,444.2,0.15388879265547,NA,0,-0.0398,58.957244655582,0,0,0,0,0,0,0.36769,NA,2442.3,NA,NA,-14.6,2886.5,0,16.87,14.834617664493,NA,0,0.1644407345576,0.144,0.7309,0,1269.3,2482.1,0.16292655412755,0.14010046769444,42.1,0,0,2.141402812527,NA,14.6,0,0,0.036321283754637,1549,250.26,404.4,18474,0,65.1,38.127496159754,0,0.75,1.9241314110139
