"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,75.4,0.41,0.1235,0.5149,1663,5733,300,6,0.0016,0.0033,0.001,1,0.8,13.87,227,0.0407,82.94,309,221.57,536,0.2829,0.2829,3798.4,1.11,2.09,12.29,7.09,2.1,0.055,0.025,147.58,3804.4,0.7474,1.96,13.96,NA,0.0732,0.8936,0,3422,2039.4,0.8655,0.4639,147,0.0811,226,0.1247,0.5841,1.23,2.52,0.1704,1.12,74,0.334,1813,0.0648,0.0884,0,27.36,1765,461075,1821,142,14.36,1821,0.75,1.11
"2",2010-12-31,75.3,0.52,0.1767,0.5343667739105,1592,5491,450,4,0.00107732500202,0.0022434099831744,0.00072846476051721,0.6629,0.8,15.0872,238,0.0428,80.7165,267,185.6718,505,0.3046,0.2816091954023,3708.9,1.0860614934114,2.0731693683622,13.891011235955,7.3443564356436,2.0801458216489,0.075,0.03,-26.9911,3712.9,0.75268621380441,2,12.645,-0.013,0.10054921841994,0.9215,0,3415,1885.9,0.96876822737155,0.49206819467263,125,0.070106561974201,197,0.11048794167134,0.64573216,1.1846105527638,2.0116266666667,0.14974761637689,1.0577117218172,212.6629,1.1453700973978,1783,0.054369487554905,0.078517587939698,0,25.29,1827,726570,1789,143,13.188111888112,1789,0.75,1.0859608072536
"3",2009-12-31,75.2,0.71,0.2292,0.53073645769933,1542,5172,696,31,0.0090760042159503,0.017184035476718,0.0059938128383604,1.1225,0.8,17.595789473684,211,0.0478,79.9025,208,148.096,419,0.288,0.24,3384.6,1.0398156682028,1.8668505239934,16.272115384615,8.0778042959427,1.8761640798226,0.03,NA,-338.0265,3415.6,0.74593967517401,1.77,12.25988700565,-0.1399,0.12939416604338,0.8745,0,3255,1671.6,1.0433117970806,0.51059843072959,95,0.052660753880266,225,0.12472283813747,0.8410787368421,1.084046692607,5.8652631578947,0.11529933481153,0.92660753880266,486.1225,3.2824823462027,1804,0.045498003072197,0.061608300907912,0,21.7,1744,609098,1813,108,15.477777777778,1813,0.75,1.0394400486914
"4",2008-12-31,62.6,0.75,0.2219,0.52706950750961,1354,5023,383,10,0.0032605151613955,0.005730659025788,0.0019908421262194,0.7381,0.54078413699865,17.908045977012,208,0.0502,78.2116,217,154.7449,425,0.28689,NA,3057,1.0715036803365,1.72907239819,14.087557603687,7.1929411764706,1.7518624641834,0.035,0.005,-20.9932,3067,0.65717698586502,1.54,13.253246753247,4e-04,0.22789896670494,0.9519,0,2853,1558,0.96854942233633,0.49201173785458,87,0.049856733524355,56,0.032091690544413,0.89898390804598,1.1506646971935,5.1165845648604,0.1243553008596,0.89283667621776,175.7381,1.1356635530633,1745,0.054239351559762,0.064254062038405,0,20.41,1509,717928,1768,106,14.698113207547,1768,0.75,1.0712539294446
"5",2007-12-31,62.5,NA,NA,0.49942944085204,1316,4108,455,73,0.029701358938888,0.04188181296615,0.017770204479065,-0.9765,NA,7.8951724137931,181,0.053502795248078,61.25,269,178.1049,450,0.3379,NA,2384.8,0.93302034428795,1.3503963759909,8.8654275092937,5.2995555555556,1.368215720023,0.07,0.02,-94.9186,2457.8,0.74634858812074,1.88,10.356382978723,0.1463,0.28938237335184,0.9579,0,2556,1144.8,1.1469252271139,0.53421759296932,145,0.083189902467011,74,0.04245553643144,0.42241379310345,0.86990881458967,1.127881773399,0.15433161216294,0.65679862306368,273.0235,1.5329366157926,1743,0.069681103286385,0.11018237082067,NA,19.47,1313,615381,1766,91,12.58021978022,1766,0.65,0.93488018257893
"6",2006-12-31,62.5,NA,NA,0.46967071057192,1224,3767,371,12,0.0043230780315585,0.0078947368421053,0.0031855588001062,-11.1184,NA,23.828169014085,219,0.034726326989006,58.75,159,105.5044,378,0.33645,NA,2763.8,1.2037456445993,1.6363528715216,17.382389937107,7.3116402116402,1.8182894736842,NA,NA,-35.3771,2775.8,0.72152906822405,1.77,14.937853107345,0.0511,0.10132158590308,NA,0,2296,1691.8,0.64073767584821,0.39051804885078,71,0.04671052631579,100,0.06578947368421,0.82746478873239,1.3821895424837,NA,0.1046052631579,1.1130263157895,140.8816,1.3353140928877,1520,0.045951415505227,0.058006535947712,NA,26.44,1084,559350,1689,151,11.203973509934,1689,NA,1.2026863084922
"7",2005-12-31,0,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,1716.3,NA,1.151106639839,NA,NA,NA,NA,NA,NA,1716.3,NA,1.66,16.415662650602,NA,0.18313191920899,0.3711,NA,0,1716.3,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.25,0,86000,1491,22,78.013636363636,1491,NA,NA
