"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-09-30,7.4,1.3,0.3373,0.2384,127.5,185.1,15.9,13.6,0.0433,0.1069,0.0735,0,0.8,19.86,8.4,0.0043,1.18,24,14.76,32,0.3797,0.3812,300.3,1.95,2.36,12.62,9.33,2.36,7.26,313.9,0.6634,2.42,15.14,NA,0.025,0.3503,NA,0.261,0,153.8,274,0.1456,0.1271,13.8,0.1085,24,0.1887,0.0932,2.15,0.1871,2.15,7.5,0.508,127.2,0.096,0.1082,8.5,36.63,39.9,37422,127.2,12.7,21.57,127.2,1,1.88
"2",2011-09-30,7.3,1.1,0.3747,0.3406789755807,110.7,180,12.3,2.3,0.011819116135663,0.023326572008114,0.012777777777778,0,0.66720042700827,19.352112676056,7.3,0.0256,3.5174,15.3,8.6681,22.6,0.43346,0.432,192.3,1.161231884058,1.9503042596349,12.56862745098,8.5088495575221,1.9503042596349,3.6681,194.6,0.71555555555556,NA,NA,-0.485,0.2418,0.23076923076923,NA,0.2634,0,165.6,137.4,0.41630276564774,0.29393627954779,7.1,0.072008113590264,18.4,0.18661257606491,0.49541408450704,1.2411924119241,0.1551724137931,1.393509127789,5,0.57683020725971,98.6,0.052343369565217,0.064137308039747,8.2,19.37,57.2,9632,98.6,5.7,24.105263157895,98.6,1,1.159023228112
"3",2010-09-30,7.4,0.71,0.4155,0.42465016146394,106.9,200.2,6.7,22.2,0.084765177548683,0.24804469273743,0.11088911088911,-2.341,0.63176895306859,NA,7.5,0.0161,2.9463,-7.2,-7.2,0.3,0,NA,239.7,1.4651589242054,3.0037593984962,NA,799,2.6782122905028,-4.059,261.9,0.5949050949051,NA,NA,NA,-0.231,0.19432794088276,NA,0.268,0,163.6,183,0.43114754098361,0.30126002290951,-3.7,-0.041340782122905,21.6,0.2413407821229,NA,1.711880261927,-0.080446927374302,2.0446927374302,-3.141,NA,89.5,-0.0440097799511,-0.034611786716557,9.1,23.84,78.9,12571,79.8,-0.1,NA,79.8,1.05,1.4095801937567
"4",2009-09-30,7.4,0.59,0.436,0.54401894986182,115.5,273.9,6.1,78.6,0.23897841289146,0.67525773195876,0.28696604600219,-7.349,0.40366972477064,34.125,8.3,0.0212,4.0513,2.6,2.6,10.9,0,NA,250.3,1.4327418431597,2.7966480446927,96.269230769231,22.963302752294,2.1503436426117,12.149,328.9,0.45783132530121,NA,NA,NA,-0.1389,0.37971192154459,NA,0.2909,0,174.7,191.1,0.72108843537415,0.41897233201581,5.6,0.048109965635739,31.8,0.27319587628866,0.72345,1.6545454545455,0.02233676975945,1.6417525773196,-9.549,-3.6726804123711,116.4,0.014882655981683,0.048484848484848,11.5,28.46,137.8,14334,89.5,-3.7,NA,89.5,1.1,1.2984603237268
"5",2008-09-30,7.4,0.53,0.3648,0.54401894986182,115.5,273.9,6.1,78.6,0.18781362007169,0.67525773195876,0.28696604600219,-0.5737,0.41666666666667,58.479166666667,8.3,0.02899893124332,8.14,2.6,2.6,10.9,0,NA,339.9,1.9456210646823,2.8683544303798,130.73076923077,31.183486238532,2.9201030927835,5.3737,418.5,0.45783132530121,NA,NA,NA,-0.1389,0.3850812001101,NA,0.315,0,174.7,280.7,0.4909155682223,0.32927120669056,4.8,0.041237113402062,31.8,0.27319587628866,1.6958333333333,2.430303030303,0.02233676975945,2.4115120274914,-2.7737,-1.0668120539255,116.4,0.014882655981683,0.041558441558442,11.5,40.25,137.8,11796,118.5,4.7,59.723404255319,118.5,0.95,1.6521910777734
"6",2007-09-30,7.4,1.41,0.287,0.53518373729476,118.9,280.9,9.1,81.1,0.19713174526009,0.60163204747775,0.28871484514062,-0.0223,0.61324041811847,NA,8.8,0.029653916211293,8.14,16.2,8.1,25,0.6,NA,330.3,1.8906697195192,2.4484803558191,20.388888888889,13.212,2.450296735905,7.8223,411.4,0.45923816304735,NA,NA,-0.03,0.7447,0.29224652087475,NA,0.3085,0,174.7,274.5,0.49872495446266,0.33276616431697,-13.8,-0.10237388724036,30,0.22255192878338,NA,2.3086627417998,0.12017804154303,2.036350148368,0.2777,0.034289482360699,134.8,0.046365197481397,-0.11606391925988,13.5,36.45,136.9,11329,134.9,-13.8,NA,134.9,1.1,1.608287724785
"7",2006-09-30,7.4,1.51,0.2642,0.31204290589956,141.1,262.8,34,75.2,0.17227949599084,0.97157622739018,0.28614916286149,1.4311,0.42392127176381,90.853658536585,8.6,0.021852348993289,8.14,-0.7,-0.35,7.9,0.54605,NA,361.3,2.7813702848345,5.0110957004161,NA,45.73417721519,4.6679586563308,-27.1811,436.5,0.5,NA,NA,-0.045,0.3942,0.19744980492911,NA,0.3161,0,129.9,372.5,0.17181208053691,0.14662084765177,4.1,0.05297157622739,20.9,0.27002583979328,1.9853658536585,2.6399716513111,-0.0090439276485788,4.812661498708,26.8311,NA,77.4,-0.0026943802925327,0.029057406094968,11.8,50.63,64,19819,72.1,3.6,103.47222222222,72.1,0.7,2.1282301316431
"8",2005-09-30,7.4,0.42,0.2926,0.26240409207161,NA,247.7,24.5,84.2,0.22041884816754,1.5171171171171,0.33992733144933,0,0.28708133971292,54.213114754098,7,0.022128789555211,7.4,2.2741,1.4991,9.2741,0.34077,NA,297.8,2.6756513926325,5.3657657657658,130.95578373387,32.111105719723,5.3657657657658,-16.0009,382,0.42793702058942,NA,NA,0.07,0.058,0.19102846736317,NA,0.2613,0,111.3,330.7,0.15512549138192,0.13429319371728,6.1,0.10990990990991,30.3,0.54594594594595,1.2131147540984,2.2933425797503,0.040973873873874,5.9585585585586,17.5,11.67349969913,55.5,0.013469200193172,0.042302357836338,10.7,45.19,51.3,15967,55.5,6.1,54.213114754098,55.5,0.7,1.9539641943734
"9",2004-09-30,7.3,0.28,0.2812,0.26219512195122,NA,238.2,7.7,79.9,0.17219827586207,1.5161290322581,NA,0.4526,0.19914651493599,23.168539325843,6.5,0.010256234936155,4.38,13.1865,8.4494,19.6865,0.35924,NA,384.1,3.2857142857143,7.2884250474383,29.128253040418,19.510822385481,7.3723608445297,6.7968,464,0.44374475230898,NA,NA,0.11,0.0497,0.2982052462034,NA,0.2488,0,116.9,412.4,0.12512124151309,0.11120689655172,17.8,0.34165067178503,39.3,0.75431861804223,0.24606741573034,2.8402203856749,0.2531,7.915547024952,1.6526,0.19558708180482,52.1,0.072278769440547,0.12258953168044,6.5,58.501,51.6,31433,52.7,17.8,23.168539325843,52.7,0.65,2.3577235772358
"10",2003-09-30,7.1,0.4,0.4365,0.31263616557734,NA,212.7,8,55.2,0.18068739770867,1.1428571428571,NA,-21.6,0.1991,85.551724137931,6.7,0.017170495767836,4.26,4.7,3.3474,11.4,0.28778,NA,250.3,NA,NA,53.255319148936,21.956140350877,5.1821946169772,2.0474,305.5,0.49271274094969,NA,NA,NA,-0.0233,0.2590519503236,NA,0.3012,0,128.4,248.1,0.23135832325675,0.18788870703764,2.9,0.060041407867495,27.6,0.57142857142857,1.4689655172414,1.9659270998415,0.097308488612836,5.1366459627329,1.3,0.38835717149315,48.3,0.026070358255452,0.022979397781299,6.3,35.16,57.4,2985,48.3,2.9,85.551724137931,48.3,0.55,1.9493769470405
