"","Date","Number of Shares Outstanding","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Depreciation","Dividend Yield","Dividends","Effective Tax Rate","Enterprise Value","Firm Value","Hi-Lo Risk","Institutional Holdings","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Reinvestment Amount","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume"
"1",2011-12-31,0,0,0,0,0,0,0,0,810.3,810.3,0.1378,0.0026,810.3,0,0,0,0,0,0,48.8,0,35286
