"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,24.5,1.43,0.4744,0.5114,371.5,812.5,5.6,8,0.0071,0.0171,0.0098,103.48,0.75,12.15,4.7,0,0,168,103.29,173,0.3859,0.3857,1122.2,1.49,2.09,6.67,6.49,2.4,0.155,-1.08,1130.2,0.0219,3.12,9.81,0.115,0.11,0.1939,0.9447,0.0202,752.4,741.3,0.5246,0.3441,61,0.1305,696.9,1.491,0,2,0.78,0.3599,1.59,104.38,1.0105,467.4,0.1373,0.1642,212.9,30.62,388.9,149544,536.8,68.8,10.77,536.8,1.2,1.49
"2",2010-12-31,24,2.42,0.7963,0.560348583878,302.7,736.5,2.7,10.9,0.012121886120996,0.028586414896407,0.01479972844535,107.3842,0.37674243375612,10.456211812627,3.2,0,0,139.4,87.6673,142.6,0.37111,0.37051282051282,888.3,1.3109504132231,1.9894736842105,6.3723098995696,6.2293127629733,2.3296616837136,0.155,-19.2169,899.2,0.018601493550577,2.35,9.0468085106383,0.055,0.1723,0.27244819646968,NA,0.022674813306178,677.6,513.4,0.75146084924036,0.42904804270463,49.1,0.12876999737739,628,1.6469971151324,0,1.6960687148992,0.67459431049208,0.36559139784946,1.3464463676895,106.8842,1.2192032075762,381.3,0.12937908205431,0.16220680541791,172.9,21.26,385.8,171011,446.5,58.1,8.8364888123924,446.5,1.2,1.3060275962237
"3",2009-12-31,23.4,2.1,0.8698,0.55484343526827,243.1,595.2,4.6,8.4,0.0099196976854039,0.026548672566372,0.014112903225806,74.8487,0.33053575534606,16.478787878788,2.6,0,0,97,60.9432,99.6,0.37172,0.37262357414449,838.4,1.5592337734796,2.3096418732782,8.6432989690722,8.4176706827309,2.6498103666245,0.1333,-15.9055,846.8,0.015793010752688,1.86,12.60752688172,0.03,0.2203,0.24367578729995,0.9393,0.028729838709677,537.7,543.8,0.55719014343509,0.35781766650921,33,0.10429835651075,508.2,1.6061946902655,0,2.2369395310572,1.2362181454454,0.30657395701643,1.7187104930468,76.8487,1.2609892983293,316.4,0.11334045006509,0.13574660633484,158.8,23.45,303,97611,363,43.3,12.558891454965,363,1.15,1.5506317524263
"4",2008-12-31,23.1,2.5,0.8498,0.613761829653,195.9,549.3,2.3,10.3,0.014303568948757,0.040250097694412,0.01875113781176,56.0402,0.22593551423864,21.744680851064,2.8,0,0,66.2,39.1904,69,0.408,NA,709.8,1.4284564298652,2.4748953974895,10.722054380665,10.286956521739,2.7737397420867,0.125,-16.3498,720.1,0.011469142545057,1.33,13.082706766917,0.015,0.0047,0.76721457130164,0.7854,0.032222829055161,496.9,408.8,0.76149706457926,0.43230106929593,18.8,0.07346619773349,464.1,1.8135990621336,0,2.0867789688617,1.7395744680851,0.25869480265729,1.5974990230559,55.5402,1.4171891845944,255.9,0.078869792714832,0.095967330270546,128.8,17.4,311.3,109806,286.8,24.8,16.483870967742,286.8,1.2,1.4197555205047
"5",2007-12-31,23,1.77,0.6197,0.61365172336112,171.5,483.5,1.4,4.9,0.011413929652923,0.019291338582677,0.010134436401241,-13.1802,0.27109891883169,6.9118942731277,3.4,0,0,56.4,36.3126,59.8,0.35616,NA,424.4,0.96674259681093,1.6155310239817,7.5248226950355,7.0969899665552,1.6708661417323,0.1,51.4927,429.3,0.009100310237849,1.02,6.6862745098039,0.055,-0.0136,0.41334661354582,0.95,0.038262668045502,439,156.9,1.736137667304,0.6345213137666,22.7,0.089370078740157,384.8,1.5149606299213,0,0.91486880466472,0.69118942731277,0.22204724409449,0.61771653543307,-15.1802,-0.41804132761925,254,0.082716574031891,0.13236151603498,17.5,6.82,272.4,50147,262.7,23.4,6.7051282051282,262.7,1.05,0.96710970939401
"6",2006-12-31,22.8,2.59,0.4404,0.56976082004556,151.1,395.3,2.4,10.8,0.026503067484663,0.042336338690709,0.027321022008601,-5.6338,0.30881017257039,8.6416666666667,3.9,0,0,77.3,45.0574,81.2,0.41711,NA,396.7,1.1653936545241,1.5245964642583,5.1319534282018,4.8854679802956,1.5550764406115,0.13,52.1912,407.5,0.013154566152289,0.65,13.6,NA,0.1435,0.18653321201092,0.5898,0.044017202124968,340.4,207.4,0.96480231436837,0.49104294478528,24,0.094080752646021,281.8,1.1046648373187,0,1.3726009265387,0.66474358974359,0.30301842414739,0.81301450411603,-7.1338,-0.1583267375682,255.1,0.13236603113983,0.15883520847121,NA,8.84,200.1,161230,260.2,16.9,12.272189349112,260.2,0.85,1.1603075170843
"7",2005-12-31,22.7,2.18,0.5104,0.6259083728278,118.4,361.2,2.9,7,0.014268242967794,0.03155996393147,0.01937984496124,-24.7385,0.20376175548589,9.4051446945338,2.7,0,0,101.3,60.3059,104,0.40468,NA,483.6,1.5625201938611,1.9706601466993,4.7739387956565,4.65,2.180342651037,0.12,84.8444,490.6,0.014119601328904,0.47,26.808510638298,NA,0.2163,0.36506800286328,0.64,0.053709856035437,309.5,292.5,0.67726495726496,0.40379127598858,31.1,0.14021641118124,232.5,1.0482416591524,0,2.4704391891892,0.78376205787781,0.45671776375113,1.3187556357078,-24.5385,-0.4069004300672,221.8,0.19484948626817,0.26266891891892,NA,12.6,198.1,41164,245.4,25.2,11.607142857143,245.4,0.65,1.5500789889416
"8",2004-12-31,22.2,0,0,0.41031941031941,NA,201.1,2.5,49.7,0.10971302428256,0.23723150357995,0.24714072600696,17.9053,NA,16.646551724138,2,0,0,78.2358,46.6762,80.2358,0.40339,NA,403.3,3.5658709106985,1.9250596658711,5.1549323678753,5.0264377163546,2.2593837535014,0.11,28.2709,453,0.016907011437096,1.3,13.346153846154,NA,0.5078,0.31268676989948,0.6211,0,113.1,386.2,0.1729673744174,0.14746136865342,23.2,0.12997198879552,103.1,0.57759103641457,0,4.0229166666667,1.5133228840125,0.43829551820728,2.1635854341737,18.4053,0.39431894586257,178.5,0.41269876929708,0.24166666666667,9.2,17.35,66.8,116389,209.5,29.1,13.27147766323,209.5,0.7,2.7825552825553
"9",2003-12-31,22,0,0,0.36814159292035,NA,138.3,1,38.6,0.06782639254964,0.23536585365854,NA,26.1191,NA,28.66847826087,2,0,0,44.5442,27.8865,46.5442,0.37396,NA,530.5,7.130376344086,3.234756097561,11.909505716226,11.397755898956,4.5148936170213,0.2375,2.7673,569.1,0.020245842371656,0.98,24.336734693878,NA,-0.5621,0.35204855842185,0.3659,0,74.4,527.5,0.078862559241706,0.073097873835881,18.4,0.15659574468085,66,0.56170212765957,0,7.3879551820728,1.2070938215103,0.3791,4.4893617021277,25.1191,0.90076434499568,117.5,0.37481831008064,0.25770308123249,0,23.85,41.6,22877,164,21.3,24.765258215962,164,0.65,5.0362831858407
"10",2002-12-31,7.4,0,0,0.93217054263566,NA,90,0.7,73.2,0.45922208281054,0.80973451327434,NA,0.1,0,8.0652173913043,2.5,0,0,26.4,26.4,28.9,0,NA,86.2,NA,NA,3.2651515151515,2.9826989619377,0.95353982300885,0.2,28.2,159.4,0.038888888888889,NA,NA,NA,0.8254,0.87060998151571,0.2436,0,-5.6,111.3,0.43216531895777,0.30175658720201,13.8,0.15265486725664,-19.3,-0.21349557522124,0,31.8,0.40326086956522,0.29203539823009,1.2311946902655,-1.8,-0.068181818181818,90.4,NA,3.9428571428571,0,15,48.1,42168,108.6,24.4,4.5614754098361,108.6,NA,NA
