"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-10-31,97.4,2.21,0.544,0.9905,13.9,1951.4,52.4,541.9,0.1815,0.3111,0.2777,17.8,0.8,NA,60.2,0,0,-49,-49,11,0,2444.5,2.67,1.33,NA,218.26,1.4,NA,0.095,-59,2986.4,0.0628,-0.4,NA,0.2,0.2326,0.024,NA,0.1699,914.4,1544,0.9342,0.483,-195.5,-0.1122,337.5,0.1937,NA,111.08,NA,-0.0281,0.89,10,NA,1742,-0.0536,-14.0647,758.1,15.7,1442.4,2111907,1833.9,-143.2,NA,1833.9,1.5,2.05
"2",2010-10-31,94.1,2.39,0.6844,0.90056179775281,159.3,2118.1,51.2,688.7,0.26444726030027,0.55693029273815,0.32514989849393,115.6625,0.5479251899474,NA,42.8,0,0,-160.5592,-160.5592,-117.7592,0,1915.6,2.0974488120004,1.0996555683123,NA,NA,1.549086204108,NA,0.175,-284.6217,2604.3,0.056796185260375,-0.4,NA,0.8541,0.4945054945055,0.024,NA,0.20131249704924,913.3,1161.6,1.2419938016529,0.55396843681604,-333.5,-0.26969108846838,283,0.22885330745593,NA,7.2919020715631,NA,-0.12983923661653,0.93934983017952,124.0625,NA,1236.6,-0.1758011606263,-2.0935342121783,623.8,12.1,1442.7,6328647,1742,-194.5,NA,1742,1.5,1.6256554307116
"3",2009-10-31,92,2.02,0.7006,0.63646514595629,455.8,1504.4,24.1,1048.9,0.38209901278642,1.6072632546736,0.69722148364797,52.0015,0.51741364544676,NA,24.8,0,0,-112.3137,-112.3137,-87.5137,0,1696.2,8.2781844802343,1.3715533274036,NA,NA,2.5991418939626,NA,0.2,-163.6152,2745.1,0.041145971816006,-0.5,NA,-0.2891,0.33641404805915,0.027,0.9904,0.040414783302313,204.9,1947.1,0.40984027528119,0.29069979235729,-581.2,-0.89059148023292,58.1,0.089028501379099,NA,4.2718297498903,NA,-0.17210183879865,2.983604045357,51.3015,NA,652.6,-0.54813889702294,-1.2751206669592,372.4,21.05,798,5054132,1236.7,-333.5,NA,1236.7,1.45,2.1894241505822
"4",2008-10-31,90.5,2.14,0.6749,0.44409816906895,998.9,2024.6,30,917,0.50786442179885,1.0161790780142,0.45292897362442,-24.4707,0.35560823825752,25.902313624679,32.3,0,0,21.8,20.4118,54.1,0.06368,888.6,1.0098874872145,1.361630401471,40.761467889908,16.425138632163,0.98470744680851,0.12,0.005,47.1824,1805.6,0.029635483552307,-0.1,NA,0.1103,0.53931544865865,0.02,0.9897,0.27062135730515,879.9,1007.6,0.79198094481937,0.44195835179442,38.9,0.043107269503546,88.4,0.097960992907801,0,1.0087095805386,2.1585261353899,0.02415780141844,1.1165780141844,-26.7707,-1.3115299731081,902.4,0.023197836117741,0.038942837120833,396.8,10.84,798,4924301,652.6,-125.2,NA,652.6,1.5,1.004841671768
"5",2007-10-31,86.8,1.68,0.58,0.61222348916762,850.2,2416.3,32.1,1714.2,0.90078822911193,2.1982559630674,0.70943177585565,-13.5559,0.4,6.7717391304348,25.4,0,0,41.3,39.8818,66.7,0.03434,188.8,0.39473134016308,0.20106496272631,4.5714285714286,2.8305847076462,0.24211336240062,NA,0.075,46.7376,1903,0.019327070314117,0.3,22.333333333333,0.3521,0.75201760821717,0.02,0.8941,0.12382568389687,478.3,560.7,2.3939718209381,0.70535995796111,82.8,0.10618107206976,66.4,0.085150038471403,0,0.65949188426253,NA,0.052962298025135,0.71903052064632,-6.8559,-0.1719053138191,779.8,0.083382308174786,0.097388849682428,295.6,6.7,1342.3,1745636,939,38.9,14.413881748072,939,1.45,0.86795895096921
"6",2006-10-31,84.9,1.59,0.5596,0.52778996177705,753.6,1839.7,17.8,848.6,0.22645638192832,1.50434320156,0.46127085937925,-33.6876,0.44317369549678,4841.6666666667,16.4,0,0,-5.2,-2.6,11.2,0.6,2898.7,3.8788973638432,3.7172351885099,NA,258.8125,5.1386279028541,NA,0.15,29.6876,3747.3,0.015980866445616,1.45,20.627586206897,0.2897,0.33378196500673,0.027,NA,0.17573517421319,747.3,2905,0.28994836488812,0.22477517145678,0.6,0.0010636411983691,88.1,0.15617798262719,0,3.85483014862,NA,-0.0092182237191987,5.149796135437,-32.2876,NA,564.1,-0.0034791917569918,0.00079617834394904,151.9,29.91,842.3,4336909,779.8,81.6,35.600490196078,779.8,1.55,2.3480794535998
"7",2005-10-31,82.9,2.49,0.6393,0.46871839329577,735.4,1675.2,11.3,952.3,0.31322566851955,2.2286449801077,0.5684694364852,6.4252,0.38792429219459,NA,89.7,0,0,-140.3778,-140.3778,-50.6778,0,2088,4.8344524195416,3.9977024698449,NA,NA,4.8864966065996,NA,0.145,-68.403,3040.3,0.0167741165234,1.05,26.390476190476,0.4092,0.34128878281623,0.027,0.3509,0.21030324737345,431.9,2391.5,0.2712941668409,0.2133999934217,-435.7,-1.0196583196817,-28.9,-0.067633980809736,NA,3.2519717160729,NA,-0.32852277088697,5.5967704189094,-71.9748,NA,427.3,-0.32502380180597,-0.59246668479739,276.5,27.71,648.8,1466283,522.3,-51.2,NA,522.3,1.55,2.1964311515677
"8",2004-10-31,571.8,3.08,0.7687,0.37410540013012,NA,2137.1,33,955.9,0.39115312218676,2.4447570332481,0.4472883814515,-10.877,0.80135293352413,NA,72.2,0,0,-274.4796,-274.4796,-202.2796,0,1487.9,1.674620146314,3.8053708439898,NA,NA,4.9812520924004,NA,0.075,-224.4026,2443.8,0.024004492068691,-0.3,NA,-0.1264,0.36107330351935,0.026,0.5412,0.2885218286463,888.5,1753.8,0.39343140608963,0.28234716425239,-368.8,-1.2346836290593,-35.2,-0.11784399062605,NA,1.5192307692308,NA,-0.91891409440911,5.871442919317,-50.077,0.18244340576512,298.7,-0.30892474957794,-0.31947331947332,346.3,2.97,690,5709680,391,-349.1,NA,391,2,1.3249837345478
"9",2003-10-31,571.8,3.04,0.7708,0.37410540013012,NA,2137.1,33,955.9,0.37014520813166,3.2002008704386,NA,0,0.78879086663207,NA,72.2,0,0,-202.2796,-202.2796,-130.0796,0,1626.6,1.8307259425999,5.4455975895547,NA,NA,5.4455975895547,NA,-0.015,-163.0796,2582.5,0.024004492068691,-0.4,NA,-0.1264,0.65953109072375,0.024,0.4559,0.2885218286463,888.5,1892.5,0.36459709379128,0.26718296224589,-368.8,-1.2346836290593,-35.2,-0.11784399062605,NA,1.6393797643798,NA,-0.6772,6.3357884164714,-39.2,0.19379112994269,298.7,-0.22766419808666,-0.31947331947332,346.3,3.3,690,4562729,298.7,-368.8,NA,298.7,1.8,1.4001843417914
"10",2002-10-31,473.2,3.64,0.9307,0.35435668542596,NA,2378.2,29.5,1106.5,0.30824302866535,3.9085128929707,NA,177.2,0.8597,NA,93.7,0,0,-336.8829,-336.8829,-243.1829,0,2483.2,NA,NA,NA,NA,8.7714588484634,NA,-0.07,-272.6829,3589.7,0.048313850811538,-0.35,NA,-0.2826,0.29746039728439,0.035,0.601,0.18686401480111,954.7,2859.3,0.25544713741125,0.20347104214837,-386.5,-1.3652419639703,-63.3,-0.22359590250795,NA,2.1485572587917,NA,-1.1899784528435,10.099964676793,-64.2,NA,283.1,-0.35286781187808,-0.29042681094079,392.1,6.09,730.4,6604059,283.1,-386.5,NA,283.1,1.75,2.6010265004714
"11",2001-10-31,NA,3.27,1.3242,0.2886,NA,3317.3,238.5,1300.5,0.3314811510718,0.81119011976048,NA,-492.9246,0.4319,15.665130568356,100.9,0,0,358.9149,240.8606,459.8149,0.32892,2622.8,NA,NA,7.3075818251067,5.7040343842707,1.6359780439122,-0.075,NA,596.1852,3923.3,0.099930666505893,-0.5,-12.26,0.6308,0.71580188679245,0.062,0.5345,0.068368854188647,1692.3809,3059.4,0.28237562920834,0.2201972828996,195.3,0.12181886227545,636.223,0.39684568363273,0,1.4370126820103,-2.0886840757808,0.15023740711826,1.9083083832335,-355.3246,-1.4752291725453,NA,0.14232056807779,0.09173320807891,440.6,6.13,863.9,10875900,1603.2,0,NA,361.1,1.85,2.3182133525615
"12",2000-10-31,NA,2.05,1.2153,0.22399398465049,NA,3317.3,238.5,1300.5,0.23749520626746,0.81119011976048,NA,1154.8443,0.50604788941002,23.614951356887,100.9,0,0,358.95648,240.8885,459.8565,0.32892,4175.4,NA,NA,11.632050771169,9.0797894160369,2.6044161676647,0.255,NA,-298.1526,5475.9,0.099930666505893,NA,NA,0.6308,0.84300341296928,0.036,0.665,NA,1692.4,4612,0.18731569817866,0.15776402052631,195.3,0.12181886227545,636.4,0.39695608782435,0,2.1662752465947,92.607652379948,0.150254812,2.876746506986,539.0411,2.2377203035133,NA,0.14233544942,0.09173320807891,440.5594,15.59,863.9,NA,1603.2,195.3,23.614951356887,1603.2,NA,1.8296301246283
"13",1999-10-31,NA,1.6,1.1794,0,NA,1027.2,123.9,238.3,0.010535763234917,0.27748020493712,NA,NA,0.20349330167882,229.85975609756,63.6,0,0,196.6,132.705,196.305,0.325,22379.9,NA,NA,113.83468972533,114.00575634854,26.059501630182,0.46,NA,72.405,22618.2,0.18419003115265,NA,NA,0.7185,0.72571428571429,0.0742,0.7098,NA,571.5,22618.2,0,0,NA,0.11457848160224,NA,0.46727992547741,0,27.930600148185,4.9969512195122,0.22892408011178,26.336981835119,NA,0.45439131909122,NA,0.23220472440945,0.12151148431712,248.3,NA,NA,NA,NA,98.4,229.85975609756,858.8,NA,27.930600148185
