"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,168.6,1.96,0.455,0.6601,693.3,2773,466.7,437.3,0.2213,0.1575,0.1577,0.46,0.8,6.86,335.6,0,0,194,179.93,529,0.0711,0.0838,1538.7,0.96,0.57,7.94,2.91,0.55,0.11,0.065,48.37,1976,0.5973,0.48,8.83,0.03,0.3001,0.495,0.4699,0.003,1602.7,629.3,2.14,0.6815,91.8,0.0331,-23.3,-0.0084,0,0.91,0.62,0.0698,0.23,131.56,0.7312,2776.4,0.1123,0.1324,296.9,4.24,1346.7,438855,2721.1,59.5,10.58,2721.1,1.6,0.97
"2",2010-12-31,183.5,2.5,0.6851,0.68409968409968,630,2736.8,445.7,422.8,0.19261958997722,0.14383398537166,0.15448699210757,-0.5635,0.6021018829368,3.5806034482759,323.6,0,0,373.8,345.5033,697.4,0.0757,0.076433121019108,1772.2,1.1277123767102,0.62331176139561,4.741037988229,2.5411528534557,0.6028916482395,0.06,0.03,223.9668,2195,0.56167787196726,0.78,5.5897435897436,0.3467,0.38048780487805,0.49,0.5383,0.0049327681964338,1571.5,830.7,1.6423498254484,0.62154897494305,232,0.078924987242728,17.2,0.0058513352610988,0,1.3185714285714,0.59676724137931,0.12716448375574,0.28259908147644,121.5365,0.3517665456269,2939.5,0.21985576837417,0.36825396825397,290,4.36,1364.3,1976459,2843.2,121.5,6.837037037037,2843.2,1.65,1.1006368149225
"3",2009-12-31,183.2,2.5,0.8349,0.78913773179992,383.2,2432.9,173.5,398.1,0.14253490870032,0.18269010141802,0.1636318796498,5.5669,0.50904299916158,13.795939086294,305.5,0,0,225.3,199.1877,530.8,0.1159,0.11579892280072,2394.9,1.6875,0.83831559787175,10.62982689747,4.5118688771665,1.0990317103391,0.07,0.05,325.6208,2793,0.5608944058531,1.21,6.1239669421488,-0.181,0.27128427128427,0.491,0.5433,0.0041103210160714,1419.2,1358.9,1.0553388770329,0.51346222699606,98.5,0.045202147675646,17.9,0.0082144004405488,0,3.5461899791232,1.9708484408992,0.1033913083383,0.6236060759029,-126.4331,-0.63474341929315,2179.1,0.14035212091319,0.25704592901879,255.1,7.41,1434.1,2153925,2856.8,270.5,5.0236598890943,2856.8,1.7,1.5368953942662
"4",2008-12-31,183,2.45,0.8102,0.86298757584513,237.1,2384,386.2,429.2,0.15078166168979,0.16143835101181,0.18003355704698,15.418,0.3455936805727,6.3111007462687,309.9,0,0,253.8,222.0344,563.7,0.12516,NA,2417.3,1.857603934527,1.173332686147,9.5244286840031,4.2882739045592,0.90923794478297,-0.005,0.01,130.3164,2846.5,0.61820469798658,0.62,11.548387096774,-0.0361,0.65591397849462,0.3429,0.5526,0.0048238255033557,1301.3,1353.1,1.1036878279506,0.52464430001757,214.4,0.080643947942526,-68.5,-0.025765440457384,0,5.7068747363981,NA,0.095463777928233,0.50895208004213,91.718,0.41308032842812,2658.6,0.17062506109275,0.90425980598903,308,7.16,1493.4,2690743,2060.2,81.2,16.663793103448,2060.2,1.75,1.6449003178272
"5",2007-12-31,181.8,2.06,0.8201,0.72935874643403,654.6,3192.6,236.2,410.1,0.19503495505778,0.14970431481346,0.12845329825221,-2.2585,0.33166686989391,1.4470085470086,283.3,0,0,388.9,369.2255,672.2,0.05059,NA,1692.6,0.84267649108832,0.59248109773173,4.3522756492672,2.518000595061,0.61787252683069,0.175,0.055,418.5841,2102.7,0.45577272442523,1.22,1.7868852459016,-0.0164,0.8104062722737,0.344,0.5769,0.21728371859926,2008.6,338.6,5.2099822799764,0.83896894469016,234,0.085420164999635,52.7,0.019237789296926,0,0.51726245035136,0.082686202686203,0.14196539388187,0.12360370884135,-49.3585,-0.13368120542346,2739.4,0.18382233844469,0.35747021081577,292.9,2.18,1764.1,1117784,2856.8,311.3,1.0876967555413,2856.8,1.7,0.86935130441973
"6",2006-12-31,178.1,3.47,0.7352,0.83582027342447,393.9,3041.3,315.9,244.7,0.067957120639858,0.089679689217914,0.080459014237333,3.0282,0.45701849836779,8.0377833753149,273.8,0,0,385.1,359.2059,658.9,0.06724,NA,3356.1,1.5577164075192,1.2543354761549,8.7148792521423,5.093489148581,1.2299714139119,0.61,0.085,314.0777,3600.8,0.47466543912143,1.18,6.4067796610169,0.2893,0.36375052323148,0.302,0.6528,0.23069082300332,2154.5,1595.5,1.2568473832654,0.55690402132859,198.5,0.072747929341054,155.9,0.057135527376677,0,4.050520436659,0.13176694057893,0.14113464780474,0.5847320970461,45.1282,0.1256331980242,2728.6,0.16672354420979,0.5039350088855,289.9,7.56,2005.3,3418933,2675.6,204.6,7.7981427174976,2675.6,2.1,1.5008336112037
"7",2005-12-31,176.7,4.74,0.8615,0.90515455198951,224.3,2955.1,295.9,206.6,0.054017308547076,0.098385637411305,0.069913031707895,-30.7469,0.38073128264655,NA,248.6,0,0,75.5,75.5,324.1,0,NA,3618.1,1.6763656581569,1.3455187802157,47.921854304636,11.163529774761,1.7229868088957,NA,0.105,58.9469,3824.7,0.48035599472099,0.8,11.675,0.0982,0.47909604519774,0.311,0.4855,0.23420527224121,2158.3,1684.1,1.2710646636186,0.55967788323267,-101.2,-0.048192771084337,109.6,0.052192961569599,NA,7.5082478823005,NA,0.03595409305205,0.80199057097957,16.5531,0.21924670648145,2099.9,0.034981235231432,-0.45118145341061,280.5,9.34,2140.6,1372815,2689,180.1,9.3509161576902,2689,2.05,1.6172776861601
"8",2004-12-31,175.7,4.73,1.0227,0.84994314489929,NA,2965.4,405.7,372.3,0.119139812474,0.20114538872981,0.12554798678087,-0.7104,0.92500244450963,NA,230.3,0,0,116.8774,116.8774,347.1774,0,NA,2752.6,1.3169704798813,1.4871684045599,23.551178166383,7.9285119324306,1.4477462788618,NA,0.1,-57.8122,3124.9,0.4655021245026,-0.33,NA,0.1774,0.41784989858012,0.434,0.3672,0.23625817764888,2090.1,1032,2.028003875969,0.66974943198182,-37.5,-0.019723347183506,26.8,0.014095618787146,NA,2.7929634641407,NA,0.061472350497028,0.54278651449009,174.6896,1.4946397738649,1901.3,0.055919515812641,-0.10148849797023,251,5.6,2092.9,2801773,1850.9,-37.5,NA,1850.9,1.95,1.2690464587394
"9",2003-12-31,174.5,5.13,1.1773,0.80749843982526,NA,2571.9,230.5,313.3,0.11297418145103,0.16430669183973,NA,10.5799,0.87148560265013,NA,219.7,0,0,350.9114,350.9114,570.6114,0,NA,2459.9,1.3899310656571,1.2900671281728,7.0100307929545,4.3109896289496,1.5337947374984,NA,0.105,329.5316,2773.2,0.39177261946421,NA,NA,-0.0743,0.73709293089754,0.433,0.2531,0.25957463353941,1769.8,1091.1,1.5416552103382,0.60655560363479,-40.4,-0.025190173338321,56,0.034917071954109,NA,2.7209476309227,NA,0.2188,0.68032173587729,21.3799,0.060926690797242,1603.8,0.19827745507967,-0.10074812967581,205.3,6.59,1682.1,835914,1906.8,0,NA,1906.8,1.85,1.3312851039316
"10",2002-12-31,165.2,4.66,1.1569,0.88683489827856,NA,2558,95.1,311.2,0.064472021380182,0.18979081539306,NA,153.3,0.8854,NA,326.6,0,0,-111.4,-111.4,215.2,0,NA,4515.7,NA,NA,NA,20.98373605948,2.7539793864731,NA,0.075,120.1,4826.9,0.37877247849883,0.03,598,0.0582,0.68645712068297,0.446,0.3268,0.26313526192338,1733.6,3013.5,0.6017587522814,0.375686258261,-257.7,-0.15716289565164,-49.1,-0.029944502043057,NA,13.02290406223,NA,-0.067939257181192,1.8378361895469,-231.5,NA,1639.7,-0.064259344716198,-1.1136560069144,229.2,17.94,1813.4,993185,1571.1,-108.3,NA,1571.1,1.8,2.6048107983387
