"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-07-31,111.5,1.7,0.5691,0,466.9,648.9,13,346.2,0.1504,0.6699,0.5335,0.47,0.75,19.1,0,0,11,4.32,30,0.6,1,1955.5,16.2,3.61,181.06,65.4,3.78,NA,0.215,9.95,2301.7,0.0307,NA,NA,NA,0.3383,0.114,NA,0.1294,120.7,2301.7,0,0,-1,-0.0019,9.7,0.0188,4.93,0.0209,4.45,-5.63,-1.303,516.8,0.0358,-0.0021,354.6,20.74,0,1634864,541.9,-5,541.9,1.4,4.93
"2",2011-07-31,104.9,1.18,0.561,0,345.3,488.9,9.9,234,0.11879378617118,0.59016393442623,0.47862548578441,3.2867,0.60160427807487,15,0,0,-4.7,-4.7,10.3,0,NA,1735.8,15.595687331536,4.0106284658041,NA,168.52427184466,4.3778058007566,0.2333,NA,-2.8867,1969.8,0.030272039271835,0.15,123.46666666667,0.3276,0.38403041825095,NA,NA,0.11045203518102,111.3,1969.8,0,0,-2.2,-0.0055485498108449,35.9,0.090542244640605,5.7046046915726,-0.011853720050441,4.9679697351828,-1.8133,NA,396.5,-0.042228212039533,-0.0063712713582392,278.6,18.52,0,3359457,432.8,-4.8,432.8,1.35,5.7046046915726
"3",2010-07-31,93.6,1.98,0.6893,0,150.7,250.7,5.3,155.4,0.074949358541526,0.58311444652908,0.61986437973674,-2.0477,0.48962715798636,10.1,0,0,-11.5124,-11.5124,-1.4124,0,NA,1918,NA,6.5684931506849,NA,NA,7.1969981238274,0.21,NA,-4.6648,2073.4,0.039489429597128,0.18,116,0.2396,0.43456425406204,NA,0.9264,0.067411248504188,-4.7,2073.4,0,0,-19.8,-0.074296435272045,-21.4,-0.080300187617261,13.758460517585,-0.043198686679175,7.7801125703565,-6.8477,NA,266.5,NA,-0.13138686131387,192,20.88,0,2200077,292,-5.9,292,1.35,NA
"4",2009-07-31,86.7,NA,NA,0,137.6,203.1,4.4,123.1,0.1314047822374,0.61766181635725,0.60610536681438,-0.1919,NA,9.7,0,0,-22.3356,-22.3356,-12.6356,0,NA,813.7,56.11724137931,3.9809197651663,NA,NA,4.0827897641746,0.225,NA,-16.8437,936.8,0.03643525356967,NA,NA,0.0674,0.67781155015198,NA,0.7703,0.1068439192516,14.5,936.8,0,0,-23.4,-0.11741093828399,-7.5,-0.03763171098846,6.8081395348837,-0.11207034621174,4.7004515805319,-5.4919,NA,199.3,-1.5403875862069,-0.17005813953488,153.7,10.66,0,879466,204.4,-38.7,204.4,1.35,6.8081395348837
"5",2008-07-31,82.8,NA,NA,0,130.9,188.8,5.4,101.7,0.54501607717042,0.5703869882221,0.53866525423729,-0.0455,NA,5.6,0,0,-19.9532,-19.9532,-14.3532,0,NA,84.9,2.9075342465753,0.46116241173275,NA,NA,0.47616376892877,0.2,NA,-19.7076,186.6,0.038135593220339,-0.25,NA,0.3325,0.78550724637681,NA,0.664,0.14141949152542,29.2,186.6,0,0,-17,-0.095344924284913,1.4,0.0078519349411105,1.4255156608098,-0.11190773976444,1.0465507571509,-0.2455,NA,178.3,-0.68332705479452,-0.12987012987013,141.1,2.55,0,602165,184.1,-22.8,184.1,NA,1.4255156608098
"6",2007-07-31,79,NA,NA,0,112.5,152.1,3.7,105,0.088339222614841,0.82352941176471,0.69033530571992,-0.7835,NA,2,0,0,-16.8538,-16.8538,-14.8538,0,NA,1083.6,144.48,7.2384769539078,NA,NA,8.4988235294118,NA,NA,-17.7702,1188.6,0.024326101249178,NA,NA,NA,0.30327868852459,NA,0.4943,0.025641025641026,7.5,1188.6,0,0,-24.4,-0.19137254901961,4.5,0.035294117647059,10.565333333333,-0.1321862745098,9.3223529411765,0.9165,NA,127.5,-2.2471666666667,-0.21688888888889,101,14.2,0,391360,149.7,-20.5,149.7,NA,10.565333333333
