"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,12.2,1.26,0.2989,0.4283,167.4,1323.7,0,13.9,0.0391,0.0105,NA,0.8,9.82,0,0.051,11.71,51,37.15,51,0.2716,0.271,341.2,1.22,6.69,6.69,37.15,355.1,0,1.79,10.56,NA,NA,0.1449,NA,0.3306,0.0092,278.9,229.7,0.5459,0.3531,23.4,0,0.5114,1.37,0,0,NA,0.1332,0.1398,8.1,18.9,125.4,20903,NA,22.9,10.03,NA,0.9,1.21
"2",2010-12-31,12.2,1.04,0.4123,0.51670146137787,138.9,1316.6,0,16.8,0.044303797468354,0.012760139753912,NA,0.48508367693427,12.078534031414,0,0.0337,7.7746,48,36.7992,48,0.23335,0.23293172690763,362.4,1.3392461197339,7.55,7.55,36.7992,379.2,0,1.87,9.8770053475936,NA,NA,0.18784872907625,NA,0.3353,0.009342245176971,270.6,230.7,0.64369310793238,0.39161392405063,19.1,0,0.40704659685864,1.6609071274298,0,0,NA,0.1359911308204,0.13750899928006,11.9,18.47,148.5,24627,NA,22.1,10.438914027149,NA,0.8,1.3194154488518
"3",2009-12-31,8.9,0.47,0.5083,0.65315882204883,137.8,1283.7,0,21.9,0.049070132198073,0.01706006076186,NA,0.39346842415896,17.961538461538,0,0,0,37.4,29.8351,37.4,0.20227,0.20610687022901,424.4,1.1305274374001,11.347593582888,11.347593582888,29.8351,446.3,0,NA,NA,-0.005,NA,0.28780487804878,NA,0.3149,0.010438575991275,375.4,186.8,1.3891862955032,0.58144745686758,10.4,0,0,1.355587808418,0,0,NA,0.079475498135322,0.075471698113208,24.9,14.86,259.5,21431,NA,-41.7,NA,NA,0.8,1.1233324943368
"4",2008-12-31,8.9,0.07,0.4581,0.65315882204883,137.8,1283.7,0,21.9,0.062535693889206,0.01706006076186,NA,0.27941497489631,8.7211538461539,0,0,0,37.4,29.8351,37.4,0.20227,NA,328.3,0.87453383058071,8.7780748663102,8.7780748663102,NA,350.2,0,NA,NA,-0.005,NA,0.46749428291408,NA,0.1455,0.010438575991275,375.4,90.7,2.8610804851158,0.74100513992005,10.4,0,0,0.65820029027576,NA,NA,NA,0.079475498135322,0.075471698113208,24.9,9.54,259.5,19492,NA,-41.7,NA,NA,0.8,0.88144978605588
"5",2007-12-31,8.9,-0.2,0.391,0.65315882204883,137.8,1283.7,0,21.9,0.049761417859577,0.01706006076186,NA,0.20460358056266,17.365384615385,0,0.047308970099668,8.544,37.4,29.8351,37.4,0.20227,NA,418.2,1.1140117208311,11.181818181818,11.181818181818,NA,440.1,0,NA,NA,-0.005,NA,0.23978856319077,NA,0.114,0.010438575991275,375.4,180.6,1.436877076412,0.58963871847307,10.4,0,0.82153846153846,1.310595065312,NA,NA,NA,0.079475498135322,0.075471698113208,24.9,20.25,259.5,2630,NA,13,13.892307692308,NA,0.5,1.1077271583187
"6",2006-12-31,8.2,0.92,0.2439,0.57974765448075,129.9,1127.4,0,18.7,0.054838709677419,0.016586836970019,NA,0.3280032800328,13.483333333333,0,0.048652657601978,7.872,38.1,30.9437,38.1,0.18783,NA,322.3,1.1098484848485,8.4593175853018,8.4593175853018,NA,341,0,NA,NA,0.05,NA,0.13510895883777,NA,0.0289,0.0027496895511797,290.4,161.8,1.1075401730532,0.52551319648094,12,0,0.656,1.2455735180908,NA,NA,NA,0.10655536157025,0.092378752886836,21.7,17.07,179.2,3695,NA,10.4,15.557692307692,NA,0.5,1.1032028469751
"7",2005-12-31,8.2,1.04,0.2333,0.63756177924218,132,1163,0,20.9,0.050155987520998,0.017970765262253,NA,0.30861551650236,14.192307692308,0,0.042666666666667,7.872,40.7,33.4949,40.7,0.17703,NA,395.8,1.1529274686863,9.7248157248157,9.7248157248157,NA,416.7,0,NA,NA,0.115,NA,0.20366314951224,NA,0.0344,0.0029234737747206,343.3,184.5,1.2585365853658,0.55723542116631,13,0,0.60553846153846,1.3977272727273,NA,NA,NA,0.097567372560443,0.098484848484848,15.6,22,232.2,3148,NA,12.4,14.879032258065,NA,0.45,1.1441515650741
"8",2004-12-31,8.2,0.43,0.1554,0.67296222664016,NA,1123,0,14.8,0.030686294837238,0.013178984861977,0,0.55341055341055,14.194630872483,0,0,0,NA,NA,NA,0.16095,NA,467.5,1.2061403508772,NA,NA,NA,482.3,0,NA,NA,NA,0,0.21905105775385,NA,0.0834,0,387.6,211.5,1.280378250591,0.56147625958947,14.9,0,0,1.6071428571429,0,NA,NA,NA,0.11322188449848,12.5,25.63,270.8,11486,NA,14.1,15,0,0.45,1.1985586481113
"9",2003-12-31,8,0,0,0.65242718446602,NA,1066.9,0,13.9,0.030616740088106,NA,0,NA,13.423312883436,0,0,0,NA,NA,NA,0.18167,NA,440.1,1.2697634160416,NA,NA,NA,454,0,NA,NA,NA,0,0.0546875,NA,0.0123,0,346.6,218.8,1.0749542961609,0.51806167400881,16.3,0,0,1.7462090981644,0,NA,NA,NA,0.13008778930567,14.6,28.5,235.2,200,NA,15.6,14.025641025641,0,0.4,1.2593619972261
"10",2002-12-31,7.9,0,0,0.64259259259259,NA,1018.8,0,14.2,0.033995690687096,NA,0,0,13.966666666667,0,0.031675417661098,6.636,37.5,30.0094,37.5,0.19975,NA,403.5,NA,10.76,10.76,30.0094,417.7,0,NA,NA,NA,0,NA,NA,0.0127,0,309.8,209.5,0.99379474940334,0.49844385922911,15,0,0.4424,1.8091537132988,0,0,0,0.096866930277598,0.12953367875648,17.2,25.891,208.2,4215,0,15.6,13.429487179487,0,NA,1.3024531956101
