"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,0,0.81,0.1883,NA,NA,NA,0,0,NA,NA,NA,0.8,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0.092,NA,0.52,NA,NA,0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,23.86,0,16997,NA,32.8,NA,NA,0.85,NA
"2",2009-12-31,15.1,0.76,0.3046,0,357.6,853.7,3,94.8,0.25649350649351,0.11104603490688,NA,0.69763624425476,9.6753926701571,0,0.0409,15.1166,NA,NA,NA,0.27966,0.27924528301887,274.8,1.0456621004566,NA,NA,369.6,0.0073796415602671,NA,NA,NA,NA,0.14236706689537,NA,0.5336,0,262.8,369.6,0,0,38.2,0,0.39572356020942,1.0335570469799,NA,3,NA,NA,0.10682326621924,172.2,23.53,0,13148,NA,19,19.452631578947,NA,0.85,1.0335570469799
"3",2008-12-31,15.1,0.66,0.2881,0,357.6,853.7,3,94.8,0.26333333333333,0.11104603490688,NA,0.44429017702187,9.4240837696335,0,0.042,15.12,NA,NA,NA,0.27966,NA,265.2,1.0091324200913,NA,NA,360,0.0073796415602671,NA,NA,NA,NA,0.27254202750891,NA,0.4576,0,262.8,360,0,0,38.2,0,0.39581151832461,1.006711409396,NA,NA,NA,NA,0.10682326621924,172.2,24.62,0,18353,NA,33.9,10.619469026549,NA,0.8,1.006711409396
"4",2007-12-31,15.1,0.71,0.2812,0,357.6,853.7,3,94.8,0.35059171597633,0.11104603490688,NA,0.51209103840683,7.0785340314136,0,0,0,0,0,0,0.27966,NA,175.6,0.66818873668189,NA,NA,270.4,0.0073796415602671,NA,NA,0.18,NA,0.33222116301239,NA,0.4969,0,262.8,270.4,0,0,38.2,0,0,0.75615212527964,NA,NA,NA,0,0.10682326621924,172.2,18.75,0,5978,NA,25.9,10.440154440154,NA,0.9,0.75615212527964
"5",2006-12-31,15.1,0.64,0.1656,0,357.6,853.7,3,94.8,0.22804907385133,0.11104603490688,NA,0.8,10.88219895288,0,0,0,0,0,0,0.27966,NA,320.9,1.2210806697108,0.08,NA,415.7,0.0073796415602671,2.09,12.708133971292,0.18,NA,0.11546430589565,NA,0.4963,0,262.8,415.7,0,0,38.2,0,0,1.1624720357942,1.3602748691099,NA,NA,0,0.10682326621924,172.2,26.56,0,18953,NA,45.7,9.0962800875274,NA,0.95,1.1624720357942
"6",2005-12-31,14.8,1.08,0.2132,0,346.7,860.4,2.4,177.6,0.46835443037975,0.20641562064156,NA,0.60037523452158,11.087719298246,0,0.070253164556962,26.64,0,0,0,0.32466,NA,201.6,1.1921939680662,0.08,NA,379.2,0.0062761506276151,1.81,14.110497237569,0.065,NA,0.098848749503771,NA,0.3429,0,169.1,379.2,0,0,34.2,0,0.77894736842105,1.0937409864436,1.3859649122807,NA,NA,0,0.098644361119123,182.8,25.54,0,18630,NA,36.9,10.276422764228,NA,0.8,1.0937409864436
"7",2004-12-31,14.7,0.58,0.2273,0,NA,868.6,1.6,93.8,0.26157278304518,0.10798986875432,0,0.51033875934888,11.83498349835,0,0.016460905349794,5.88,NA,NA,NA,0.31106,NA,264.8,1.1379458530297,0.1,NA,358.6,0.0059866451761455,NA,NA,NA,0,0.094508053561032,NA,0.3271,0,232.7,358.6,0,0,30.3,0,0.19405940594059,1.098315467075,1.183498349835,1.6,NA,NA,0.092802450229709,168.5,24.3,0,16566,NA,27.9,12.853046594982,0,0.85,1.098315467075
"8",2003-12-31,14.5,0.56,0.2801,0,NA,644.5,2,44.6,0.10796417332365,NA,0,0.39985719385934,33.314516129032,0,0.014738393515107,5.8,NA,NA,NA,0.30645,NA,368.5,1.5354166666667,NA,NA,413.1,0.010395655546936,NA,NA,NA,0,0.16036308623298,NA,0.1945,0,240,413.1,0,0,12.4,0,0.46774193548387,1.4515108924807,NA,2,NA,NA,0.043569922698524,109.5,27.14,0,11164,NA,29.7,13.909090909091,0,0.8,1.4515108924807
"9",2002-12-31,14.5,0.94,0.362,0,NA,644.5,2,44.6,0.11480051480051,NA,0,0.5682,31.33064516129,0,0.014929214929215,5.8,0,0,0,0.30645,NA,343.9,NA,0.1,-2,388.5,0.010395655546936,1.81,15,NA,0,0.19913769873349,NA,0.304,0,240,388.5,0,0,12.4,0,0.46774193548387,1.3650737877723,3.133064516129,2,0,0,0.043569922698524,109.5,27.15,0,3354,0,22.1,17.579185520362,0,0.7,1.4329166666667
"10",2001-12-31,NA,1,0.3921,0,NA,0,0,0,NA,NA,0,0.444,NA,0,0.0165,0,NA,NA,NA,0,NA,0,NA,0.1,NA,0,NA,NA,NA,NA,NA,0.20392402421206,0,0.2911,NA,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,23.75,0,2800,0,0,NA,0,0.65,NA
