"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2008-12-31,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,0.1,NA,0,NA,0.91,17.714285714286,NA,0.29961089494163,NA,0.092,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16.12,0,30380,15.7,7.3,NA,15.7,NA,NA
"2",2007-12-31,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.165,NA,0,NA,1.15,8.495652173913,NA,0.29202037351443,NA,0.0844,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.77,0,700,NA,NA,NA,NA,NA,NA
"3",2004-12-31,14.6,1.55,0.6492,0.61140583554377,NA,103.2,8.1,5.6,0.04635761589404,0.023688663282572,0.054263565891473,-1.1043,0.47751078250154,74.7,9.3,0,0,77.6302,77.6302,86.9302,0,115.2,1.6504297994269,0.48730964467005,1.4839593271481,1.325201748162,0.51245551601424,NA,79.9344,120.8,0.64341085271318,NA,NA,0.0012,0.66506024096385,NA,0.2181,0.2296511627907,69.8,74.7,0.61713520749665,0.38162251655629,1,0.0044483985765125,-21.4,-0.095195729537367,0,2.5494880546075,0.34532989323843,0.33229537366548,-2.3043,-0.02968267053209,224.8,1.1121799426934,0.034129692832764,9.5,4.39,46.1,45691,236.4,1.9,39.315789473684,236.4,1.05,1.6021220159151
"4",2003-12-31,14.6,1.5,0.6387,0.63985148514851,NA,106.2,10.3,4.6,0.062162162162162,0.020618556701031,NA,0.1104,0.46970408642555,223,8.4,0,0,84.7937,84.7937,93.1937,0,69.4,0.91076115485564,0.31107126848947,0.81845751421244,0.74468593085473,0.30913140311804,NA,82.7833,74,0.64124293785311,NA,NA,-0.0151,0.55866900175131,NA,0.1254,0.20433145009416,76.2,22.3,2.3183856502242,0.69864864864865,0.1,0.00044543429844098,-17.7,-0.078841870824054,0,0.76632302405498,0.3777,0.099331848552338,2.0104,0.02370907042159,224.5,1.1127775590551,0.0034364261168385,9,1.64,51.7,60682,223.1,0.6,37.166666666667,223.1,1,0.91584158415842
"5",2002-12-31,14.1,0.88,0.7141,0.65217391304348,NA,112.4,18.5,5.6,0.060215053763441,0.025431425976385,NA,2.2,0.2724,NA,8.4,0,0,70.5,-356.5735,78.9,6.05778,87.4,NA,NA,1.2397163120567,1.1077313054499,0.3969118982743,NA,-366.6735,93,0.62366548042705,NA,NA,0.0327,0.66921119592875,NA,0.0717,0.23220640569395,79.5,37.5,1.48,0.59677419354839,-3.4,-0.01544050862852,-17.2,-0.07811080835604,NA,1.2668918918919,0.32016348773842,0.17029972752044,10.1,NA,220.2,-4.4852011320755,-0.11486486486486,12.4,2.6,55.5,32223,224.9,-2.8,NA,224.9,0.85,1.0993710691824
"6",2001-12-31,NA,0.09,0.5611,0.5555,NA,112.5,14.3,9.5,0.13437057991513,0.044853635505194,NA,-0.687,0.0265,6.2121212121212,9.7,0,0,77.0506,77.0506,86.7506,0,61.2,NA,NA,0.79428323724929,0.70547062498703,0.28895184135977,NA,73.1376,70.7,0.57955555555556,NA,NA,0.1349,0.67567567567568,0,0.1707,0.24444444444444,80.985,20.5,2.4487804878049,0.71004243281471,3.3,0.015580736543909,-14.441,-0.068182247403211,0,0.50995024875622,0.36378942398489,0.096789423984891,3.913,0.050784808943733,NA,0.9514181638575,0.082089552238806,11.2,1.43,50.2,39200,211.8,1.8,11.388888888889,221.9,0.75,0.87300117305674
"7",2000-12-31,NA,0.7,0.416,0.34808702175544,NA,108.3,18.1,4.6,0.040244969378828,0.024664879356568,NA,0.1905,0.50480769230769,26.115384615385,8.5,0,0,13.74505,13.745,22.245,0,109.7,NA,NA,7.9810549979811,4.9314341842343,0.58820375335121,NA,3.6218,114.3,0.58633425669437,NA,NA,-0.0508,0.4308858484207,NA,0.0849,NA,82.3,67.9,0.68335787923417,0.40594925634296,2.6,0.013941018766756,-10.3,-0.055227882037534,0,1.6765432098765,0.0737,0.36407506702413,10.1232,0.73650077664323,NA,0.16701154313487,0.064197530864197,11.134,4.84,46.4,NA,186.5,3,22.633333333333,199.8,NA,1.3153049482163
"8",1999-12-31,NA,0.7,0.2776,0.54859967051071,NA,86.5,31.4,3.1,0.041554959785523,0.017435320584927,NA,NA,0.37824207492795,27.533333333333,5.7,0,0,9.9,8.6036,14.3036,0.13095,71.5,NA,NA,7.2222222222222,4.9987433229199,0.40213723284589,NA,-12.312,74.6,0.67052023121387,NA,NA,0.2106,0.23908885411233,NA,0.1264,NA,57.6,41.3,0.80629539951574,0.44638069705094,NA,0.0078740157480315,NA,-0.10067491563555,0,1.507299270073,0.055680539932508,0.23228346456693,NA,2.9871234059716,NA,0.14936796875,0.051094890510949,5.9,NA,NA,NA,NA,1.4,29.5,177.8,NA,1.2289950576606
