"","Date","Number of Shares Outstanding","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Depreciation","Dividend Yield","Dividends","Effective Tax Rate","Enterprise Value","Expected Growth in Earnings Per Share","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Hi-Lo Risk","Institutional Holdings","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Reinvestment Amount","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume"
"1",2011-12-31,0,0,0,0,0,0,0,0,5969.2,0.157,5969.2,1.39,30.16,0.3211,0.9678,5969.2,0,0,0,0,0,0,41.92,0,2324618
