"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,14,0.35,0.1512,0.1246,803.4,3670,4.6,249.6,0.3063,0.068,NA,0.58,27.37,0,0,0,NA,NA,NA,0.218,0.2171,565.4,0.85,0.12,NA,815,0,2.68,19.06,0.02,NA,0.0992,NA,0.7288,0.0019,668.1,700.7,0.1631,0.1402,25.6,0,0,0.87,2.28,4.6,NA,NA,0.0319,753.8,51.07,114.3,26144,NA,45.8,15.3,NA,0.65,0.89
"2",2010-12-31,15.7,0.22,0.1928,0.12093269740329,829.4,3531.5,2.6,184.8,0.2107904642409,0.052329038652131,NA,0.8,10.956896551724,0,0,0,NA,NA,NA,0.29598,0.29554655870445,691.9,0.91195465928562,0.12,NA,876.7,0,NA,NA,0.155,NA,0.17461000537924,NA,0.7961,0.0019538439756477,758.7,762.6,0.14961972200367,0.13014714269419,69.6,0,0,0.91945985049433,0.91307471264368,2.6,NA,NA,0.083916083916084,653.9,47.68,114.1,56721,NA,32.8,23.25,NA,0.65,0.92919978802332
"3",2009-12-31,16.8,0.09,0.2547,0.12452211906062,801.5,3454,2.8,177.3,0.19248724351319,0.051331789229878,NA,0.63800549666274,12.770569620253,0,0,0,NA,NA,NA,0.27278,0.27188940092166,743.8,1.0075860200488,0.11,NA,921.1,0,3.18,15.833333333333,0.18,NA,0.1736352426858,NA,0.7072,0.0020555877243775,738.2,807.1,0.14124643786396,0.12376506351102,63.2,0,0,1.0069868995633,1.1609608745685,2.8,NA,NA,0.078852152214598,701.3,50.35,114,39125,NA,58.3,13.843910806175,NA,0.65,1.006116876024
"4",2008-12-31,16.9,0.04,0.2483,0.15225679498217,689.3,3349.6,7.5,222.1,0.23925455133039,0.066306424647719,NA,0.41884816753927,15.560928433269,0,0,0,NA,NA,NA,0.24791,NA,706.2,1.194923857868,0.12,NA,928.3,0,4.72,9.9809322033898,0.33,NA,0.14774990043807,NA,0.811,0.0019703845235252,591,804.5,0.1538844002486,0.13336205967898,51.7,0,0,1.167126069926,1.2967440361057,NA,NA,NA,0.075003626867837,661.6,47.11,123.8,75881,NA,67.1,11.98956780924,NA,0.65,1.1416799901611
"5",2007-12-31,16.9,0.26,0.2418,0.15741919063375,662.1,3143.8,8.8,177.7,0.16962581137839,0.056523951905338,NA,0.49627791563275,9.6642259414226,0,0,0,0,0,0,0.31299,NA,869.9,1.4305212958395,0.12,NA,1047.6,0,4.41,12.401360544218,0.3,NA,0.25888899368103,NA,0.8243,0.0025764997773395,608.1,923.9,0.13388894902046,0.11807941962581,95.6,0,0,1.3954085485576,0.80535216178522,NA,NA,0,0.14438906509591,645.8,54.69,123.7,31788,NA,70.2,13.160968660969,NA,0.75,1.333163654874
"6",2006-12-31,16.7,0.47,0.17,0.18313824270262,551.3,2956.7,4.7,179.4,0.14753289473684,0.060675753373694,NA,0.75294117647059,15.046831955923,0,0,0,0,0,0,0.3194,NA,1036.6,2.0920282542886,0.12,NA,1216,0,5.42,11.442804428044,0.6,NA,0.18473967684022,NA,0.8333,0.0027057192139886,495.5,1092.4,0.11314536799707,0.1016447368421,72.6,0,0,1.9814982768003,1.2539026629936,NA,NA,0,0.13168873571558,520.8,62.02,123.6,132306,NA,89.7,12.178372352285,NA,0.8,1.8017484071714
"7",2005-12-31,16.6,0.4,0.1856,0,470.2,2583.2,3.2,177.2,0.2204528489674,0.068597088882007,NA,0.51724137931034,34.059322033898,0,0,0,0,0,0,0.30189,NA,626.6,2.138566552901,NA,NA,803.8,0,4.2,11.471428571429,0.245,NA,0.12098214285714,NA,0.7962,0.0028259523072159,293,803.8,0,0,23.6,0,0,1.7094853253935,NA,NA,NA,0,0.050191407911527,380.7,48.18,0,68554,NA,67.2,11.96130952381,NA,0.6,1.7094853253935
"8",2004-12-31,12.7,0.66,0.2606,0,NA,1756.7,2.2,111.3,0.20347349177331,0.063357431547789,0,0.50652340752111,15.67335243553,0,0,0,NA,NA,NA,0.3307,NA,435.7,2.005062126093,NA,NA,547,0,1.36,32.066176470588,0.175,0,0.21396054628225,NA,0.5447,0.0030170205498947,217.3,547,0,0,34.9,0,0,1.6646378575776,NA,2.2,NA,NA,0.10620815581254,312.7,43.61,0,71804,NA,18.9,28.941798941799,0,0.55,1.6646378575776
"9",2003-12-31,12.5,0.74,0.3163,0,NA,1379.5,2,91.6,0.24162490108151,NA,0,0.46791021182422,49.233766233766,0,0,0,NA,NA,NA,0,NA,287.5,1.4490927419355,NA,NA,379.1,0,2.68,11.208955223881,-0.085,0,0.12818780611383,NA,0.6538,0.0036969916636463,198.4,379.1,0,0,7.7,0,0,1.3072413793103,NA,2,NA,NA,0.026551724137931,307.1,30.04,0,13319,NA,14.7,25.789115646259,0,0.5,1.3072413793103
"10",2002-12-31,8.5,0.64,0.3385,0.078040904198062,NA,917.9,1.1,74.5,0.28359345260754,NA,0,0.4166,15.134146341463,0,0,0,0,0,0,0.26193,NA,188.2,NA,0.15,-1.1,262.7,0,2.49,11.526104417671,NA,0,0.23050319903164,NA,0.2885,0.0056651051312779,111.3,248.2,0.058420628525383,0.055196041111534,16.4,0,0,1.4489200233508,1.0089430894309,1.1,0,0,0.095738470519556,270.8,28.7,14.5,33256,0,21.3,11.652582159624,0,0.5,1.6909254267745
