"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-01-31,12.6,1.7,0.5314,0.0837,155.4,198.2,63.7,15.3,0.0838,0.1356,0.0772,0.12,0.8,6.93,28.8,0,0,35,24.44,63,0.2916,0.2915,167.2,1.08,1.48,4.85,2.64,1.48,NA,-10.58,182.5,0,NA,NA,0.02,0.135,0.3985,NA,0.7348,0.0454,154.3,168.3,0.0844,0.0778,24.3,0.2154,27.5,0.2438,0,1.08,0.3059,1.49,35.02,1.4329,112.8,0.1584,0.1564,22,13.63,14.2,184543,113.3,23.9,7.04,113.3,1.4,1.08
"2",2011-01-31,9.9,1.34,0.4672,0.21864686468647,94.7,138,33.1,14.6,0.049642978578715,0.20448179271709,0.10579710144927,5.9744,0.72238869863014,56.936170212766,22.7,0,0,6.9,4.8028,29.6,0.30394,0.30882352941176,279.5,2.6219512195122,2.9267015706806,40.507246376812,9.4425675675676,3.9145658263305,NA,-11.5716,294.1,0,1.78,12.269662921348,0.08,0.2759,0.43635287152161,NA,0.6383,0.070289855072464,106.6,267.6,0.099028400597907,0.090105406324379,4.7,0.065826330532213,17.7,0.24789915966387,0,2.8257655755016,0.096638655462185,3.7478991596639,16.3744,3.4093283120894,71.4,0.045054540337711,0.049630411826821,18.5,21.84,26.5,121916,95.5,16,16.725,95.5,1.35,2.4265676567657
"3",2010-01-31,9.8,1.7,0.5275,0.15590863952334,85,115.4,0.5,6.1,0.050288540807914,0.11050724637681,0.052859618717504,4.2808,0.63981042654028,211.2,18.7,0,0,0.9,0.7324,19.6,0.18623,0.16666666666667,115.2,1.2177589852008,1.6671490593343,128,5.8775510204082,2.0869565217391,NA,14.6516,121.3,0.57625649913345,0.37,31.297297297297,NA,-0.1749,0.35648148148148,NA,0.5889,0.060658578856153,94.6,105.6,0.14867424242424,0.12943116240725,0.5,0.0090579710144928,17,0.30797101449275,0,1.2423529411765,0.016304347826087,1.9130434782609,-13.9192,-19.005100947921,55.2,0.0077419978858351,0.0058823529411765,17.3,11.58,15.7,30781,69.1,3.6,29.333333333333,69.1,1.35,1.2045680238332
"4",2009-01-31,9.8,1.88,0.5291,0.071084337349398,77.1,104.2,32.4,5.1,0.063670411985019,0.076347305389222,0.0489443378119,-1.1597,0.42336042336042,8.1538461538462,16.5,0,0,13.8,10.2918,30.3,0.25422,NA,75,0.96277278562259,1.3863216266174,5.4347826086956,2.4752475247525,1.122754491018,NA,-4.4485,80.1,0.61708253358925,NA,NA,NA,-0.1271,0.56837209302326,NA,0.5591,0.068138195777351,77.9,74.2,0.079514824797844,0.073657927590512,9.1,0.13622754491018,6.1,0.091317365269461,0,0.96238651102464,0.2065868263473,1.1107784431138,14.7403,1.4322393577115,66.8,0.13211507060334,0.11802853437095,17.5,7.37,5.9,48814,54.1,0.3,247.33333333333,54.1,1.4,0.96506024096386
"5",2008-01-31,9.8,2.59,0.6018,0.019404915912031,75.8,103.9,30.9,13.9,0.38826815642458,0.18193717277487,0.13378248315688,0.1068,0.3988035892323,3.0087719298246,11.9,0,0,16.4,11.0818,28.3,0.32428,NA,21.9,0.34542586750789,0.30715287517532,1.3353658536585,0.77385159010601,0.28664921465969,NA,-8.025,35.8,0.51203079884504,1.06,3.7452830188679,NA,0.5456,0.7240835632637,NA,0.7037,0.077959576515881,63.4,34.3,0.043731778425656,0.041899441340782,11.4,0.14921465968586,1.6,0.020942408376963,0,0.45250659630607,0.21465968586387,0.44895287958115,19.1068,1.7241596572258,76.4,0.17479192429022,0.15039577836412,19.4,3.97,1.5,87284,71.3,11.9,2.8823529411765,71.3,1.5,0.46313065976714
"6",2007-01-31,9.7,1.51,0.4985,0.048,59.5,83.3,14.5,12.6,0.064981949458484,0.25766871165644,0.15126050420168,-0.9464,0.4493480441324,20.52688172043,8.9,0,0,6.6,6.6,15.5,0,NA,181.3,3.6332665330661,2.7181409295352,27.469696969697,11.696774193548,3.7075664621677,NA,1.9464,193.9,0.4249699879952,1.07,19.224299065421,NA,0.3795,0.32369768142126,NA,0.537,0.066026410564226,49.9,190.9,0.01571503404924,0.01547189272821,9.3,0.19018404907976,2.6,0.053169734151329,0,3.2084033613445,0.13496932515337,3.9038854805726,4.6536,0.70508768668278,48.9,0.13226452905812,0.1563025210084,15.2,20.57,3,135515,66.7,8.7,21.942528735632,66.7,1.4,3.1024
"7",2006-01-31,9.4,3.41,0.6792,0.059405940594059,47.5,57.6,9,19,0.16351118760757,0.54913294797688,0.32986111111111,-1.4329,0.31802120141343,10.017699115044,9,0,0,8,8,17,0,NA,97.2,3.0857142857143,2.025,12.15,5.7176470588235,2.8092485549133,NA,9.4329,116.2,0.34548611111111,0.41,29.146341463415,NA,0.2469,0.46420581655481,NA,0.3511,0.085069444444444,31.5,113.2,0.026501766784452,0.025817555938038,11.3,0.32658959537572,3.7,0.10693641618497,0,2.3831578947368,0.23121387283237,3.271676300578,-1.4329,-0.17911849710983,34.6,0.25396825396825,0.2378947368421,9.6,11.95,3,128654,48,13.7,8.2627737226277,48,1.35,2.3009900990099
"8",2005-01-31,9,1.79,0.6364,0.025862068965517,NA,41.4,6,13.1,0.080814312152992,0.41587301587302,0.31642512077295,0.3284,0.56253928346952,80.6,10.6,0,0,2.3888,2.1043,12.9888,0.11909,NA,149,6.8663594470046,4.7301587301587,62.374413931681,11.471421532397,5.6439393939394,NA,6.3759,162.1,0.47584541062802,NA,NA,NA,0.1535,0.52964905203711,NA,0.3855,0,21.7,161.2,0.0055831265508685,0.0055521283158544,2,0.075757575757576,1.7,0.064393939393939,0,4.7551622418879,0.090484848484849,6.1060606060606,-4.2716,-2.0299171982728,26.4,0.096973170875576,0.058997050147493,7.1,17.47,0.9,160583,31.5,7.5,21.493333333333,31.5,1.15,4.6580459770115
"9",2004-01-31,8.8,2.34,0.6951,0.16076294277929,NA,40.7,3.6,6.8,0.101644245142,0.30088495575221,NA,0.0357,0.67328441950798,NA,13.7,0,0,10.2413,10.2413,23.9413,0,NA,60.1,2.0100334448161,2.6592920353982,5.8684070741157,2.5103085549311,2.6830357142857,NA,20.3056,66.9,0.62407862407862,NA,NA,NA,0.1621,0.58792184724689,NA,0.2689,0,29.9,61,0.09672131147541,0.088191330343797,-3.6,-0.16071428571429,4,0.17857142857143,NA,1.9805194805195,0.4572,2.7232142857143,-10.0643,-0.98271756209045,22.4,0.34251772575251,-0.11688311688312,5.1,6.65,5.9,16554,22.6,0.7,87.142857142857,22.6,1.05,1.8228882833788
"10",2003-01-31,8.7,1.35,0.5858,0.16584158415842,NA,44.3,5.2,5.2,0.1744966442953,0.27083333333333,NA,1.1,0.5081,NA,15.2,0,0,-11.5,-11.5,3.7,0,NA,24.6,NA,NA,NA,6.6486486486487,1.28125,NA,-1.5,29.8,0.78781038374718,NA,NA,NA,-0.2947,0.51933701657459,NA,0.111,0,35.2,23.1,0.29004329004329,0.2248322147651,-10.1,-0.52604166666667,0.3,0.015625,NA,0.68545994065282,-0.59895833333333,1.203125,-10,NA,19.2,-0.32670454545455,-0.29970326409496,3.7,2.68,6.7,10205,21.5,-8.5,NA,21.5,0.9,0.69886363636364
