"","Date","Number of Shares Outstanding","Capital Expenditures","Cash","Depreciation","Dividends","Effective Tax Rate","Enterprise Value","Expected Growth in Earnings Per Share","Firm Value","Forward Earnings Per Share","Forward PE Ratio","Hi-Lo Risk","Institutional Holdings","Market Capitalization","Net Income","Non-Cash Working Capital","Payout Ratio","Reinvestment Amount","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing Net Income","Value Line Beta"
"1",2011-12-31,0,0,0,0,0,0,0,0.059,0,1.44,9.01,0.2095,0.9116,0,0,0,0,0,0,12.98,0,273826,232.5,0.95
