"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,272.8,1.16,0.2838,0.8982,2805.4,36409.2,1927,1651.2,0.0401,0.1736,0.0454,-92.71,0.8,2457,0,0,1818,1818.4,4275,0,39575.3,1.53,3.96,21.76,9.26,4.16,0.075,2441.11,41226.5,0.3534,1.01,62.34,0.215,0.2242,0.0229,0.8702,0.4422,25912.1,16468.6,1.5033,0.6005,-846.6,-0.089,-1861.8,-0.1958,5.87,0.1912,1.73,-622.71,-0.3424,9510.8,0.0702,-0.3018,1856,62.96,24757.9,1174257,9984.4,-690.9,NA,9984.4,1.2,1.5
"2",2010-12-31,242.4,1.19,0.3868,0.88063762388659,3044.6,33328.8,1791.1,3847.5,0.11402736656798,0.42669875456088,0.11544069993519,-245.351,0.8,2368.6,0,0,1617.2,1617.2,3985.8,0,29894.4,1.3801853211263,2.9645084836525,18.48528320554,7.5002258015957,3.3153744635074,0.02,2440.051,33741.9,0.33341434435083,1.38,29.731884057971,-0.1018,0.19213808743858,0.038,0.8393,0.41496243489114,21659.7,11279.3,1.9914888335269,0.66571829090834,-1051.8,-0.11664762834233,-2073,-0.22990162916302,3.7046902713,0.1793521054908,1.250906630882,-822.851,-0.508812155975,9016.9,0.074664007350056,-0.34546410037443,1684.1,41.03,22462.6,1556280,10084.1,-311.5,NA,10084.1,1.25,1.3228382574332
"3",2009-12-31,267.5,1.62,0.5025,0.89230896671694,3120.1,39899.9,2235.3,3269.6,0.09516159076092,0.29508492626487,0.081945067531498,268.1068,0.59701492537313,2972.6,0,0,1775.6,1775.6,4748.2,0,31088.8,1.2095350366298,3.2304415141785,17.508898400541,6.5474916810581,2.8057977292829,0.04,2244.7932,34358.4,0.30102080456342,0.47,75.276595744681,0.1028,0.31998061702471,0.035,NA,0.3880661355041,25703.1,8505.8,3.0394084036775,0.75243899599516,-441.3,-0.039827800942221,-2039.6,-0.18407609970939,2.726130572738,0.16024981498529,0.7676576235086,-469.1932,-0.26424485287974,11080.2,0.069081161416327,-0.14143777443031,2129.9,35.38,25852.6,2018811,9623.7,-865.3,NA,9623.7,1.2,1.1858887849596
"4",2008-12-31,281.2,1.66,0.4686,0.85800911453429,3393,33986.1,2375,1374,0.052504671540099,0.13010008427153,0.04042829274321,-11.3993,0.42680324370465,2857.7,0,0,1363.4,1363.4,4221.1,0,24795.1,1.1009328697845,2.3335466566279,18.18622561244,5.8740849541589,2.3477762733049,0.125,1857.4993,26169.1,0.35412712844369,0.87,25.16091954023,0.4769,0.47004072134962,0.03,0.8493,0.45753116715363,22521.9,5666.2,3.6184568140906,0.78347746005785,-788.9,-0.074698658283701,-1869.4,-0.17700807681018,1.6699675803124,0.12909640094308,0.53651608260503,-494.0993,-0.36240231784258,10561.1,0.060536633232543,-0.2325081049219,2227.6,21.89,20502.9,2572731,10625.5,-1149.8,NA,10625.5,1.25,1.0951292899619
"5",2007-12-31,354.1,NA,NA,0.75873416151636,5836.1,32618.6,2034.5,2035.5,0.08969923983695,0.2260837692846,0.062403046114793,255.0708,NA,2493.1,0,0,881.3,440.65,3374.4,0.6,20657,0.93242755258644,1.976368159204,23.439237490071,6.1216808914177,2.2943809492075,0.215,644.1792,22692.5,0.32522855058157,0,NA,0.5734,0.61412407335154,0.03,0.9409,0.4695296548595,22154,4339.1,4.2297711506994,0.80878704417759,-238.6,-0.026501393933336,-1585.2,-0.17606877478258,0.74349308613629,0.097886330567681,0.48194550886897,-203.5292,-0.46188395772717,9003.3,0.019890313261714,-0.040883466698651,1888.4,15.92,18353.4,2761782,10452,102.2,42.456947162427,10452,1.25,0.93811364434982
"6",2006-12-31,401.4,NA,NA,0.62791879736307,7247.1,25569.3,1507.9,1880.5,0.070398017400159,0.28986512524085,0.07354522806647,192.7094,NA,1884.7,0,0,381.5,381.5,2266.2,0,24831.9,1.4111680030915,2.9803048487758,65.090170380079,10.957505957109,3.8276531791907,NA,565.5906,26712.4,0.3182292827727,-0.81,NA,0.4689,0.22649223221586,NA,0.909,0.45750176970038,17596.7,14482.3,0.84448602777183,0.45784354831464,-293.2,-0.045194605009634,-677.8,-0.10447784200385,1.9983579638752,0.058805394990366,2.2323391136801,-184.0906,-0.48254422129461,6487.5,0.021680201401399,-0.040457562335279,1439.4,37.37,12230.1,1852092,8332,-240.3,NA,8332,NA,1.3714702318608
