"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-06-30,75.6,1.26,0.3316,0,32,38.6,0.6,32.8,0.1505,1.0031,0.8497,0.01,0.8,272.38,1.5,0,0,1,0.69,2,0.2318,0.1111,185.1,NA,5.68,205.67,77.13,5.66,NA,1.58,217.9,0.0648,NA,NA,0.41,0.1765,NA,0.3599,0,-0.8,217.9,0,0,0.8,0.0245,-2.9,-0.0887,NA,6.81,0.0275,6.66,-0.89,-1.2889,32.7,NA,0.025,6.6,2.92,0,404288,32.6,-1.5,NA,32.6,1.15,NA
"2",2011-06-30,75.5,2.27,0.8995,0,27.8,34.3,0.6,27.1,0.10443159922929,1.843537414966,0.79008746355685,0.068,0.33351862145637,NA,1.5,0,0,-18.557,-18.557,-17.057,0,NA,232.4,332,16.251748251748,NA,NA,15.809523809524,NA,-17.7251,259.5,0.10204081632653,NA,NA,NA,0.2202462380301,NA,0.3603,0.017492711370262,0.7,259.5,0,0,-15.2,-1.0340136054422,-2.5,-0.17006802721088,NA,9.3345323741007,-1.2623836734694,17.65306122449,-0.832,NA,14.7,-26.510057142857,-0.54676258992806,7.9,3.33,0,467527,14.3,-13.8,NA,14.3,1.2,9.3345323741007
"3",2010-06-30,75.3,1.82,0.9164,0,40.7,46.1,0.7,29.5,0.10649819494585,0.48440065681445,0.63991323210412,0.6158,0.34100829332169,7.6731301939058,1.4,0,0,34,34,35.4,0,0,247.5,22.098214285714,10.576923076923,7.2794117647059,6.9915254237288,4.064039408867,NA,34.0842,277,0.093275488069414,NA,NA,1.023,0.27483870967742,NA,0.3273,0.010845986984816,11.2,277,0,0,36.1,0.5927750410509,-1,-0.016420361247948,0,6.8058968058968,0.55829228243021,4.5484400656814,-0.0842,-0.0024775427412344,60.9,3.0357142857143,0.88697788697789,6.2,3.58,0,421706,23.4,-2.4,NA,23.4,1.25,6.8058968058968
"4",2009-06-30,75.1,2.16,0.9684,0,2,53.3,0.6,27.4,0.11421425593998,0.91333333333333,0.5140712945591,-54.219,0.20652622883106,104.30434782609,1.5,0,0,2.5,2.5,4,0,NA,212.5,NA,3.3151326053042,85,53.125,7.0833333333333,NA,57.619,239.9,0.095684803001876,-0.01,NA,NA,0.79,NA,0.3617,0,-25.4,239.9,0,0,2.3,0.076666666666667,-47.7,-1.59,0,119.95,0.083333333333333,7.9966666666667,-55.119,-22.0476,30,NA,1.15,5.8,3.21,0,858589,64.1,36.5,6.572602739726,64.1,1.25,NA
"5",2008-06-30,75.1,1.16,0.618,NA,-1.4,34.7,0.2,26.2,0.20532915360502,7.0810810810811,0.75504322766571,2.2162,0.36245954692557,NA,1.6,0,0,-23.3682,-23.3682,-21.7682,0,NA,101.4,NA,13,NA,NA,27.405405405405,NA,-24.1844,127.6,0.1700288184438,0.07,24.285714285714,-0.5696,0.52038369304556,NA,0.3457,0,-27.6,127.6,0,0,-20,-5.4054054054054,-2,-0.54054054054054,NA,NA,-6.3157324324324,34.486486486486,0.8162,NA,3.7,NA,NA,4,1.7,0,230244,7.8,-17.6,NA,7.8,1.4,NA
"6",2007-06-30,75,2.14,0.619,0.060185185185185,20.3,60.2,0.4,46.2,0.25163398692811,5.4352941176471,0.76744186046512,-0.7647,0.50403877221325,NA,1.6,0,0,-15.6743,-15.6743,-14.0743,0,NA,137.4,NA,23.28813559322,NA,NA,16.164705882353,NA,-13.7096,183.6,0.12126245847176,-0.23,NA,0.4917,0.52238805970149,NA,0.3636,0,-24.6,182.3,0.0071311025781679,0.0070806100217865,-16.7,-1.9647058823529,-2.5,-0.29411764705882,NA,8.9802955665025,-1.8440352941177,21.447058823529,-1.9647,NA,8.5,NA,-0.82266009852217,3.8,2.15,1.3,432336,5.9,-18.8,NA,5.9,1.95,NA
"7",2006-06-30,57.5,1.65,0.5828,NA,-18.7,55.9,0.1,41.8,0.17287014061208,9.5,0.74776386404293,9.7545,0.54907343857241,NA,1.8,0,0,-24.8168,-24.8168,-23.0168,0,NA,200,NA,27.397260273973,NA,NA,45.454545454546,NA,-32.8714,241.8,0.1520572450805,NA,NA,0.0662,0.45907473309608,NA,0.229,0,-29.7,211,0.14597156398104,0.12737799834574,-28.8,-6.5454545454545,-14.8,-3.3636363636364,NA,NA,-5.6401909090909,47.954545454546,8.0545,NA,4.4,NA,NA,5.6,3.63,30.8,738128,7.3,-22.7,NA,7.3,2,NA
"8",2005-06-30,54.1,2.69,0.8566,NA,NA,47.9,0.5,15.5,0.086063298167685,0.036419172932331,0.32359081419624,1021.2,0.62806444081252,NA,1.9,0,0,-32.3597,-32.3597,-30.4597,0,NA,164.6,7.7641509433962,0.38674812030075,NA,NA,43.315789473684,NA,-1052.1597,180.1,0.21294363256785,NA,NA,-0.18,0.42095914742451,NA,0.2225,0,21.2,142.1,0.26741731175229,0.21099389228207,-26.8,-7.0526315789474,9.2,2.421052631579,NA,NA,-8.5157,37.394736842105,1019.8,-31.514546197333,3.8,-1.5263990566038,NA,4.9,2.92,38,1209523,425.6,-31.1,NA,425.6,2.2,NA
"9",2004-06-30,49.9,2.99,0.9323,0.56554307116105,NA,32.1,1.2,13.5,0.074380165289256,3.2142857142857,NA,0.0465,0.641424434195,NA,1.9,0,0,-21.0206,-21.0206,-19.1206,0,NA,168,12.727272727273,40,NA,NA,39.06976744186,NA,-20.3671,181.5,0.3582554517134,NA,NA,-0.6862,0.47517730496454,NA,0.3025,0,13.2,166.4,0.090745192307692,0.083195592286501,-22.4,-5.2093023255814,-2,-0.46511627906977,NA,14.344827586207,-4.8885,38.697674418605,-0.6535,0.031088072010153,4.3,-1.5924659090909,-1.9310344827586,4.7,3.09,15.1,73414,4.2,-21.4,NA,4.2,2.05,6.7977528089888
"10",2003-06-30,49.8,3.04,1.0503,0.15960099750623,NA,45.1,7.3,23.8,0.10205831903945,1.7372262773723,NA,-4.8,0.6361,NA,1.6,0,0,-9.8433,-9.8433,-8.2433,0,NA,209.4,NA,NA,NA,NA,15.284671532847,NA,-15.5433,233.2,0.27272727272727,-0.36,NA,-0.041,0.6234309623431,NA,0.4408,0,16.3,226.8,0.028218694885362,0.027444253859348,-7.9,-0.57664233576642,-2.1,-0.15328467153285,NA,6.7299703264095,-0.71848832116788,16.554744525547,5.7,NA,13.7,-0.60388282208589,-0.23442136498516,4.8,4.51,6.4,358479,11.7,-10.1,NA,11.7,1.75,12.846625766871
