"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,49.3,1.39,0.4164,0.7058,563.8,1946.4,0.3,36.3,0.0179,0.2988,0.0186,-406.27,0.8,47.63,0,0,0,52,31.06,52,0.3993,0.4025,1988,1.06,21.04,38.45,38.45,16.36,NA,437.02,2024.3,4e-04,0.44,31.84,-0.03,0.2222,0.7915,0,1880.2,671.6,2.0141,0.6682,14.1,0.116,1828.2,15.0469,0,1.19,0.4255,5.53,-405.97,-13.0711,121.5,0.0165,0.025,0,14.01,1352.7,49599,94.5,24.1,27.87,94.5,1.2,1.06
"2",2010-12-31,0,2.8,0.8064,NA,NA,NA,0,0,0,NA,NA,NA,0.3875248015873,NA,0,0,0,NA,NA,NA,0,NA,486.3,NA,5.2122186495177,NA,NA,NA,NA,NA,486.3,NA,NA,NA,NA,0.26836734693878,0.6383,NA,NA,486.3,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,10.17,0,82415,93.3,19.2,25.328125,93.3,1.25,NA
"3",2009-12-31,36.3,2.56,0.91,0.77212055974166,423.4,1915.2,0.3,306.4,0.15708792617278,2.4650040225261,0.15998329156224,-576.836,0.32967032967033,NA,0.3,0,0,37.5,37.5,37.8,0,NA,1644.1,1.0596158803815,21.241602067183,43.842666666667,43.494708994709,13.226870474658,0.25,614.336,1950.5,0.00052213868003342,NA,NA,0.3753,0.4883401920439,0.631,0,1551.6,515.9,2.7807714673386,0.73550371699564,-26.3,-0.21158487530169,1528.8,12.299275945294,NA,1.2184695323571,0.3016894609815,4.1504424778761,-576.836,-15.382294448914,124.3,0.024168600154679,-0.062116202172886,0,10.57,1434.6,77424,77.4,-11.2,NA,77.4,1.2,1.049784714747
"4",2008-12-31,36.3,2.56,0.8606,0.77212055974166,423.4,1915.2,0.3,306.4,0.18899580557612,2.4650040225261,0.15998329156224,-364.0586,0.2231001626772,NA,0.3,0,0,37.5,37.5,37.8,0,NA,1314.8,0.84738334622325,13.883843717001,35.061333333333,34.783068783069,10.577634754626,0.1667,401.5586,1621.2,0.00052213868003342,NA,NA,0.3753,0.74793388429752,0.5949,0,1551.6,186.6,7.6881028938907,0.88490007401924,-26.3,-0.21158487530169,1528.8,12.299275945294,NA,0.4407179971658,0.3016894609815,1.5012067578439,-364.0586,-9.7082284794851,124.3,0.024168600154679,-0.062116202172886,0,3.92,1434.6,113735,94.7,-27.2,NA,94.7,1.2,0.87255113024758
"5",2007-12-31,36.3,NA,NA,0.77212055974166,423.4,1915.2,0.3,306.4,0.19165572027272,2.4650040225261,0.15998329156224,-43.0475,NA,NA,0.3,0,0,37.5,37.5,37.8,0,NA,1292.3,0.83288218613045,10.111893583725,34.461333333333,34.187830687831,10.396621078037,NA,80.5475,1598.7,0.00052213868003342,NA,NA,0.3753,0.59803921568627,0.6569,0,1551.6,164.1,8.7422303473492,0.89735410020642,-26.3,-0.21158487530169,1528.8,12.299275945294,NA,0.38757675956542,0.3016894609815,1.320193081255,-43.0475,-1.1479324215607,124.3,0.024168600154679,-0.062116202172886,NA,3.99,1434.6,116484,127.8,-0.1,NA,127.8,NA,0.86044133476857
"6",2006-12-31,36.3,NA,NA,0.77212055974166,423.4,1915.2,0.3,306.4,0.17472627737226,2.4650040225261,0.15998329156224,38.1278,NA,NA,0.3,0,0,37.5,37.5,37.8,0,NA,1447.2,0.93271461716937,11.940594059406,38.592,38.285714285714,11.642799678198,0.25,-0.6278,1753.6,0.00052213868003342,0.78,10.307692307692,0.3753,0.45804195804196,0.7066,0,1551.6,319,4.4971786833856,0.81808850364964,-26.3,-0.21158487530169,1528.8,12.299275945294,NA,0.75342465753425,0.3016894609815,2.5663716814159,38.1278,1.0167401448109,124.3,0.024168600154679,-0.062116202172886,NA,8.04,1434.6,104283,121.2,-38.3,NA,121.2,NA,0.9438105489774
"7",2005-12-31,14.8,NA,NA,0.87425305274097,97,789.5,0.6,105,0.098121670871881,2.8455284552845,0.13299556681444,NA,NA,NA,0.2,0,0,9.1,9.1,9.3,0,NA,965.1,1.4512781954887,NA,106.05494505494,103.77419354839,26.154471544715,NA,NA,1070.1,0.0012666244458518,NA,NA,NA,0.052915766738661,NA,0,665,397.1,1.6947872072526,0.62891318568358,-5.9,-0.15989159891599,655.8,17.772357723577,NA,4.0938144329897,0.24661246612466,10.761517615176,NA,NA,36.9,0.013684210526316,-0.060824742268041,NA,18.45,673,17318,NA,NA,NA,NA,NA,1.3897402597403
