"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,85.7,1.91,0.5349,0.277,309.1,3183.9,0,68.8,0.1637,0.0216,NA,0.8,NA,0,0,0,69,68.9,69,0,351.6,0.98,5.1,5.1,0.08,68.9,420.4,0,NA,NA,NA,NA,0.2508,NA,0.5388,0.0142,358.7,302,0.3921,0.2816,-67.5,0,NA,0.98,NA,0,0,NA,0.1921,-0.2184,18.7,3.54,118.4,91138,NA,-27.1,NA,NA,1.25,0.98
"2",2010-12-31,50.4,1.77,0.6,0.30894099458902,268.2,3417.5,0,36.5,0.11434837092732,0.010680321872714,NA,0.47916666666667,NA,0,0,0,77.1,77.1,77.1,0,282.7,0.80403868031854,3.6666666666667,3.6666666666667,0.08,77.1,319.2,0,NA,NA,NA,NA,0.40979020979021,NA,0.5262,0.014279444038039,351.6,199.3,0.60160561966884,0.37562656641604,-127.1,0,NA,0.74310216256525,NA,0,0,NA,0.21928327645051,-0.47390007457122,28.8,2.42,119.9,224462,NA,-94.1,NA,NA,1.15,0.82246843597011
"3",2009-12-31,23.3,1.43,0.6119,0.269112523058,356.6,3578.9,0,53.9,0.22135523613963,0.015060493447707,NA,0.46984801438143,NA,0,0,0,71.9,71.9,71.9,0,189.6,0.43686635944701,2.6369958275383,2.6369958275383,0.1,71.9,243.5,0,NA,NA,-0.33,NA,0.27053669222344,NA,0.1603,0.039732878817514,434,112.2,1.1702317290553,0.53921971252567,-17.1,0,NA,0.31463825014021,NA,0,0,NA,0.16566820276498,-0.047952888390353,44.4,4.64,131.3,79496,NA,-163.6,NA,NA,1.15,0.49907767985243
"4",2008-12-31,23,1.27,0.4714,0.30198598130841,358.5,3622.1,0,31.2,0.12765957446809,0.0086137875817896,NA,0.37335596096733,7.260162601626,0,0,0,89.5,71.7844,89.5,0.19794,213.2,0.44195688225539,2.3821229050279,2.3821229050279,NA,NA,244.4,0,NA,NA,0.08,NA,0.39454545454545,NA,0.3346,0.04050136661053,482.4,89.3,1.7368421052632,0.63461538461539,12.3,0,0,0.24909344490934,NA,NA,NA,NA,0.14880673714759,0.034309623430962,65.9,3.75,155.1,62053,NA,-9,NA,NA,1.1,0.47585669781931
"5",2007-12-31,22.8,0.94,0.2986,0.33406876264019,362.2,3338.4,0,81.5,0.23305690591936,0.024412892403547,NA,0.56262558606832,9.1304347826087,0,0,0,92.9,65.3375,92.9,0.29669,268.2,0.58001730103806,2.8869752421959,2.8869752421959,0.1,NA,349.7,0,0.63,11.888888888889,0.12,NA,0.4015185350603,NA,0.4454,0.045351066379104,462.4,168,1.0815476190476,0.51958821847298,18.4,0,0,0.46383213694092,0.91304347826087,NA,NA,NA,0.14130081963668,0.050800662617339,84.3,7.49,181.7,54029,NA,14.4,11.666666666667,NA,1.05,0.6429490715205
"6",2006-12-31,21.5,0.99,0.1796,0.38816377614876,342.2,3325.6,0,75,0.13171759747102,0.022552321385615,NA,0.8,20.364161849711,0,0,0,91.7,61.8177,91.7,0.32587,494.4,1.0208548420401,5.391494002181,5.391494002181,0.1,NA,569.4,0,0.98,13.234693877551,0.18,NA,0.1863875257702,NA,0.4554,0.047119316815011,484.3,352.3,0.61623616236162,0.38127853881279,17.3,0,0,1.0295149035652,2.0364161849711,NA,NA,NA,0.12764344621103,0.050555230859147,66.9,12.97,217.1,155805,NA,19.9,17.70351758794,NA,0.95,1.0180582871446
"7",2005-12-31,19.1,1.49,0.2461,0.40574758842444,295.7,3107.9,0,74.4,0.11657787527421,0.023938994176132,NA,0.58512799674929,22.374358974359,0,0,0,87.5,59.241,87.5,0.32296,563.8,1.3322306238185,6.4434285714286,6.4434285714286,0.15,NA,638.2,0,0.85,24.788235294118,0.05,NA,0.14515265131227,NA,0.4106,0.043373338910518,423.2,436.3,0.46275498510199,0.31635850830461,19.5,0,0,1.4754819073385,1.4916239316239,NA,NA,NA,0.13998345935728,0.065945214744674,41.4,21.07,201.9,37477,NA,17.5,24.931428571429,NA,0.9,1.2825562700965
"8",2004-12-31,18,0.76,0.2525,0.44293695131684,NA,3053.6,0,69,0.11817091967803,0.022596279800891,0,0.6019801980198,20.5625,0,0,0,NA,NA,NA,0.30071,514.9,1.1913465987968,NA,NA,0.15,NA,583.9,0,1.03,19.174757281553,NA,0,0.11354372889251,NA,0.4059,0.045749279538905,432.2,361.9,0.61342912406742,0.38020208939887,17.6,0,0,1.2962034383954,1.3708333333333,0,NA,NA,NA,0.063037249283668,24.1,19.75,222,39965,NA,19.6,18.464285714286,0,0.9,1.165003990423
"9",2003-12-31,14,0.77,0.2944,0.5597439544808,NA,2599.5,0,78.8,0.13579183181113,NA,0,0.52309782608696,29.672413793103,0,0,0,NA,NA,NA,0.2802,501.5,1.4620991253644,NA,NA,0.1267,NA,580.3,0,1,24.25,NA,0,0.15999823157522,NA,0.3482,0.029544143104443,343,344.2,0.68593840790238,0.40685852145442,11.6,0,0,1.8535271943996,2.34194268296,0,NA,NA,NA,0.06246634356489,23.5,24.25,236.1,6900,NA,11.3,30.46017699115,0,0.9,1.3757705073494
"10",2002-12-31,11.7,0.51,0.3632,0.58196956646569,NA,2112.2,0,65.5,0.12723387723388,NA,0,0.3101,30.009615384615,0,0,0,62.8,43.2303,62.8,0.31162,449.3,NA,7.1544585987261,7.1544585987261,0.11,43.2303,514.8,0,1,26.75,NA,0,0.36313366425761,NA,0.3156,0.018700880598428,282.8,312.1,0.64947132329382,0.39374514374514,10.4,0,0,2.143543956044,2.7281468531468,0,0,0,0.15286514851485,0.071428571428571,35.1,26.75,202.7,23842,0,13.1,23.824427480916,0,0.85,1.5887553041018
