"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,29.4,2.36,0.6236,0.0077,258.4,283,35.8,36.9,0.0971,0.3521,0.1304,-0.09,0.8,11.92,20.7,0,0,44,33.19,64,0.2405,0.2416,343.1,1.54,2.66,7.85,5.33,3.27,18.19,380,0.4449,1.45,8.49,-0.01,0.155,0.8103,0.184,0,223.5,378,0.0053,0.0053,31.7,0.3025,-0.4,-0.0038,0,1.46,0.417,3.61,15.01,0.4521,104.8,0.1485,0.1227,10.9,12.31,2,69398,129.1,42.8,8.83,129.1,1.15,1.46
"2",2010-12-31,29.4,2.18,0.7417,0,229.2,248.2,33.8,35.2,0.014053018205046,0.40091116173121,0.14182111200645,0.6123,0.35391667790212,97.085271317829,16.9,9e-04,2.2543,25.1,18.2512,42,0.27286,0.27323943661972,2469.6,12.729896907216,24.945454545454,98.390438247012,58.8,28.127562642369,0.7389,2504.8,0.4307010475423,NA,NA,0.05,0.2076,0.24785981808454,0.2767,0,194,2504.8,0,0,25.8,0.29384965831435,4.8,0.054669703872437,0.087376744186047,10.928446771379,0.28587699316629,28.5284738041,17.5123,0.9595142922203,87.8,0.094078422680412,0.11256544502618,9.5,81.72,0,20975,99,31.8,78.767295597484,99,1.05,10.928446771379
"3",2009-12-31,29.4,1.34,0.7041,0,205.6,224.2,20.5,32.4,0.019092516205068,0.44566712517194,0.14451382694023,0.3817,0.35506320124982,72.212765957447,15.4,0.0014,2.3758,23.1,17.2421,38.5,0.25359,0.25396825396825,1664.6,9.6108545034642,19.863961813843,72.060606060606,43.236363636364,22.896836313618,11.7604,1697,0.40053523639608,NA,NA,0.19,0.0519,0.53246753246753,0.2503,0,173.2,1697,0,0,23.5,0.3232462173315,2.5,0.034387895460798,0.10109787234043,8.2538910505837,0.31774415405777,23.342503438789,5.4817,0.31792617253547,72.7,0.099550063510393,0.11429961089494,8.8,57.5,0,15023,83.8,24.5,69.265306122449,83.8,1,8.2538910505837
"4",2008-12-31,29.4,1,0.6577,0,184.6,202.8,32.2,33.8,0.055812417437252,0.48914616497829,0.16666666666667,-0.0142,0.23110840808879,25.44537815126,13.3,0.0039,2.3618,18.2,14.2151,31.5,0.21895,NA,571.8,3.7917771883289,8.1106382978723,31.417582417582,18.152380952381,8.2749638205499,-4.6707,605.6,0.40285996055227,NA,NA,0.3,0.1211,0.62043362043362,NA,0,150.8,605.6,0,0,23.8,0.34442836468886,-0.7,-0.010130246020261,0.099236974789916,3.2806067172264,0.26338639652677,8.7641099855282,18.8858,1.3285734444244,69.1,0.094264655172414,0.12892741061755,7.1,22.1,0,40908,70.5,21.1,28.701421800948,70.5,0.95,3.2806067172264
"5",2007-12-31,29.4,0.26,0.3728,0,171.2,190.1,26.7,47.1,0.062006319115324,0.76337115072934,0.24776433456076,-0.0613,0.32188841201717,24.268370607029,9.8,0.013546603475513,10.29,24.7,19.6071,34.5,0.20619,NA,712.5,5.7413376309428,10.618479880775,28.846153846154,20.652173913044,11.547811993517,2.7684,759.6,0.33035244608101,NA,NA,0.23,0.0641,0.3953025477707,0.2095,0,124.1,759.6,0,0,31.3,0.50729335494327,0.7,0.011345218800648,0.32875399361022,4.4369158878505,0.40032414910859,12.311183144246,16.8387,0.85880776896237,61.7,0.15799441579372,0.18282710280374,5.8,26.5,0,1667,67.1,25.7,29.556420233463,67.1,0.75,4.4369158878505
"6",2006-12-31,29.4,0.04,0.295,0,150,164.2,17.5,49.7,0.062967186114278,0.85689655172414,0.3026796589525,0.036,0.29830508474576,19.683291770574,8.4,0.013036868110984,10.29,35.3,28.4271,43.7,0.1947,NA,739.6,7.3738783649053,12.514382402707,20.951841359773,16.924485125858,12.751724137931,19.2911,789.3,0.27831912302071,NA,NA,0.165,0.3881,0.40539770704265,0.2095,0,100.3,789.3,0,0,40.1,0.69137931034483,-1.9,-0.032758620689655,0.25660847880299,5.262,0.60862068965517,13.608620689655,9.136,0.32138479467151,58,0.28342063808574,0.26733333333333,3.8,27.06,0,3937,59.1,33.5,23.561194029851,59.1,0.55,5.262
"7",2005-12-31,7.4,0.17,0.3032,0,120.3,132.7,10.4,34.8,0.054188726253504,0.83453237410072,0.26224566691786,0.8676,0.23746701846966,21.55033557047,5.6,0.01613204609156,10.36,25.4,20.1046,31,0.20848,NA,607.4,7.1040935672515,11.023593466425,23.913385826772,19.593548387097,14.565947242206,14.437,642.2,0.24642049736247,NA,NA,0.105,0.4089,0.29574034213209,0.1089,0,85.5,642.2,0,0,29.8,0.71462829736211,-2.7,-0.064748201438849,0.34765100671141,5.3383208645054,0.60911270983213,15.400479616307,5.6676,0.28190680958716,41.7,0.23514161403509,0.2477140482128,3,87.75,0,2973,55.1,40.4,15.89603960396,55.1,0.45,5.3383208645054
"8",2004-12-31,7.4,0.18,0.2441,0,NA,104.9,5.2,26.4,0.071739130434783,0.57266811279827,0.25166825548141,-1.0034,0.14748054076198,23.741935483871,5.4,0.019368584156498,7.4,13.2214,10.101,18.6214,0.23601,NA,341.6,4.845390070922,7.409978308026,25.836978949215,18.344524782293,11.54054054054,11.3044,368,0.26596758817922,NA,NA,0.05,-0.1731,0.19334334912747,0.1407,0,70.5,368,0,0,15.5,0.52364864864865,-1.8,-0.060810810810811,0.47741935483871,3.797729618163,0.44666756756757,12.432432432432,-1.2034,-0.11913473396809,29.6,0.14327640888511,0.15995872033024,2.7,51.63,0,5296,46.1,25.3,14.545454545455,46.1,0.5,3.797729618163
"9",2003-12-31,7.4,0.41,0.3162,0,NA,92.1,3,17.6,0.065991751031121,0.45012787723785,NA,-0.1844,0.25932953826692,21.508064516129,4.3,0.017320703653586,4.736,28.4467,21.0847,32.7467,0.2588,NA,249.1,3.6259097525473,6.3708439897698,8.7567336504647,7.6068780102288,6.9581005586592,22.569,266.7,0.30510314875136,NA,NA,-0.025,0.7832,0.20819331092975,0.1047,0,68.7,266.7,0,0,12.4,0.3463687150838,-2,-0.05586592178771,0.38193548387097,3.090382387022,0.7946,7.4497206703911,-1.4844,-0.070399816221678,35.8,0.30690945001456,0.14368482039398,2.1,36.95,0,865,39.1,13.3,20.052631578947,39.1,0.5,3.090382387022
"10",2002-12-31,7.4,0.27,0.3825,0,NA,85.7,3.3,15.1,0.076766649720386,0.75124378109453,NA,2.4,0.1536,40.142857142857,4.7,0.0244534824606,4.81,9.8,5.7058,14.5,0.41778,NA,181.6,NA,NA,18.530612244898,12.524137931035,9.0348258706468,7.1058,196.7,0.3512252042007,NA,NA,NA,-0.2085,0.25146198830409,0.1044,0,63.6,196.7,0,0,4.9,0.24378109452736,-3.5,-0.17412935323383,0.98163265306122,2.4993646759847,0.48756218905473,9.7860696517413,-1.4,-0.24536625821364,20.1,0.089713144654088,0.062261753494282,1.5,26.73,0,1186,31.7,9.9,19.868686868687,31.7,0.55,2.8553459119497
