"","Date","Number of Shares Outstanding","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2012-01-31,10.8,0,127.1,149.2,3.8,40.4,0.2625,0.1816,0.2708,-2.1,30.18,2.6,0.0281,4.32,9,6.19,11,0.2719,0.2609,113.5,1.31,0.53,13.35,10.23,0.51,7.09,153.9,0.1454,0.67,21.69,-0.21,-0.05,0.2033,0.8642,0.0087,86.7,153.9,0,0,5.1,0.0229,49.2,0.2211,0.7855,1.21,0.0382,0.69,-0.9,-0.1455,222.5,0.0714,0.0401,40.4,14.53,0,29475,213,5.5,27.98,213,1.1,1.21
"2",2011-01-31,10.8,0,126.8,150.4,2,16.6,0.13914501257334,0.077065923862581,0.11037234042553,2.6326,26.511111111111,2.8,0.0362,4.3187,6.4,4.7188,9.2,0.26268,0.26229508196721,102.7,0.93194192377495,0.46012544802867,16.046875,11.163043478261,0.47678737233055,2.8863,119.3,0.1376329787234,NA,NA,-0.165,0.0591,0.29055258467023,0.8017,0.02061170212766,110.2,119.3,0,0,4.5,0.020891364902507,72.7,0.33751160631383,0.95970222222222,0.94085173501577,0.029712163416899,0.55385329619313,1.8326,0.38835549041798,215.4,0.042820762250454,0.035488958990536,41,11.47,0,41349,223.2,5.4,22.092592592593,223.2,1.1,0.94085173501577
"3",2010-01-31,10.8,0,127.6,149.1,1.7,38,0.24484536082474,0.18691588785047,0.25486250838364,2.4348,51.733333333333,3.1,0.0278,4.3146,6.5,3.8435,9.6,0.40869,0.41176470588235,117.2,1.3080357142857,0.54971857410882,18.030769230769,12.208333333333,0.57648794884407,2.8087,155.2,0.15224681421864,NA,NA,-0.1,-0.2203,0.32131026867869,0.8431,0.023474178403756,89.6,155.2,0,0,3,0.014756517461879,50,0.24594195769798,1.4381866666667,1.2163009404389,0.031972454500738,0.76340383669454,1.0348,0.26923932421495,203.3,0.042896372767857,0.023510971786834,42,14.13,0,35555,213.2,6.5,23.876923076923,213.2,1.15,1.2163009404389
"4",2009-01-31,10.8,0.038547071905115,129.7,153.5,2.3,11.8,0.082923401264933,0.045176110260337,0.076872964169381,-17.0145,13.574257425743,2.9,0.0314,4.3049,14.3,9.2751,17.2,0.35139,NA,130.5,1.0601137286759,0.62982625482625,9.1258741258741,7.5872093023256,0.49961715160796,26.8897,142.3,0.16026058631922,NA,NA,NA,-0.1153,0.4772378516624,0.8484,0.031270358306189,123.1,137.1,0.037928519328957,0.036542515811666,10.1,0.038667687595712,82.3,0.31508422664625,0.42623168316832,1.0570547417116,0.054747320061256,0.52488514548239,-17.6145,-1.8991174822045,261.2,0.075346246953696,0.07787201233616,46,12.37,5.2,39928,207.2,2.4,57.125,207.2,1.1,1.0548554484804
"5",2008-01-31,11.6,0.053127101546738,140.8,175.2,1.9,33.1,0.38668224299065,0.10448232323232,0.18892694063927,6.7955,3.9441624365482,3.4,0.05971685971686,4.64,30,18.9177,33.4,0.36941,NA,52.5,0.45415224913495,0.18299058905542,1.75,1.5718562874252,0.1657196969697,13.6222,85.6,0.14497716894977,0.2,38.3,NA,-0.0565,0.61943319838057,NA,0.055365296803653,115.6,77.7,0.1016731016731,0.092289719626168,19.7,0.062184343434343,72,0.22727272727273,0.23553299492386,0.55184659090909,0.09469696969697,0.24526515151515,5.2955,0.27992063228905,316.8,0.16364792387543,0.13991477272727,67.2,7.66,7.9,35872,286.9,12.3,6.3170731707317,286.9,1.15,0.57565568258238
"6",2007-01-31,13.3,0.060220034742328,162.3,202.5,0.4,47.1,0.18594551914726,0.95926680244399,0.23259259259259,-464.4196,NA,0.7,0,0,4.1,2.05,4.8,0.6,NA,206.2,1.6417197452229,0.63348694316436,50.292682926829,42.958333333333,4.1995926680244,466.7696,253.3,0.12246913580247,NA,NA,NA,NA,0.26321087065929,0.8289,0.03358024691358,125.6,242.9,0.042815973651708,0.041058033951836,-6.4,-0.13034623217923,82.5,1.6802443991853,NA,1.4966112138016,0.083503054989817,4.9470468431772,-464.7196,-226.69246435845,49.1,0.016321656050955,-0.03943314849045,9.5,18.68,10.4,119960,325.5,18.6,13.059139784946,325.5,NA,1.466705269253
"7",2006-01-31,14.5,0.20991847826087,116.3,167.1,4,14.9,0.05799922148696,0.048220064724919,0.08916816277678,-8.9025,15.374149659864,8.7,0,0,27.2,17.0987,35.9,0.37137,NA,242,1.8291761148904,0.6932111142939,8.8970588235294,6.7409470752089,0.7831715210356,30.7012,256.9,0.32076600837822,NA,NA,NA,-0.3778,0.21554975340876,0.6337,0.043686415320168,132.3,226,0.13672566371681,0.12028026469443,14.7,0.047572815533981,68.6,0.22200647249191,0,1.9432502149613,0.088025889967637,0.73139158576052,-13.6025,-0.79552427424609,309,0.12924214663643,0.12639724849527,54.9,15.68,30.9,94466,349.1,14.6,15.479452054794,349.1,NA,1.7452445652174
