"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,64.8,1.07,0.4224,0,602.9,793.9,30.5,346.4,0.2608,0.6754,0.4363,16.27,0.63,20.28,15.7,0,0,107,71.46,123,0.3328,0.3316,981.7,3.83,1.64,9.17,7.99,1.91,0.2056,40.39,1328.1,0.1489,1.8,11.38,NA,0.1939,NA,0.8404,0.0348,256.5,1328.1,0,0,65.5,0.1277,96.7,0.1885,0,2.2,0.99,0.2088,2.59,31.07,0.4348,512.9,0.2786,0.1086,151.2,20.49,0,519463,599.2,73,18.19,599.2,1.15,2.2
"2",2010-12-31,63,0.66,0.5524,0,508,693.3,16.3,348.4,0.26621838465653,0.39613416714042,0.50252415981538,-22.2324,NA,5.1402199528672,12.6,0,0,399.8,254.2128,412.4,0.36415,0.36397701723707,960.3,6.0169172932331,2.1175303197354,2.4019509754877,2.328564500485,1.0918703808982,0.222,272.7452,1308.7,0.15332467907111,0.83,24.301204819277,1.367,0.33071048368433,NA,0.8078,0.039809606231069,159.6,1308.7,0,0,254.6,0.28948266060262,45.9,0.052188743604321,0,2.5761811023622,0.23154143931834,0.45457646389994,1.4880045480387,-18.5324,-0.07290113868541,879.5,1.5928122180451,0.50118110236221,53.3,20.17,0,723925,453.5,56.1,23.32798573975,453.5,NA,2.5761811023622
"3",2009-12-31,60.8,1.38,0.4099,0,222,660.8,13.7,90.4,0.070707860774345,0.25223214285714,0.13680387409201,132.3914,NA,22.789661319073,11.3,0,0,85.1,59.3811,96.4,0.30222,0.3013698630137,1188.1,9.0281155015198,1.2466946484785,13.961222091657,12.32468879668,3.3150111607143,0.1045,-75.4103,1278.5,0.15390435835351,NA,NA,0.6805,0.51334910442717,NA,0.6957,0.041767554479419,131.6,1278.5,0,0,56.1,0.15652901785714,79.8,0.22265625,0,5.759009009009,2.1808288343611,0.23744419642857,3.5672433035714,134.7914,2.2699386873711,358.4,0.45122399696049,0.2527027027027,39.7,20.11,0,671456,953,279.6,4.5726037195994,953,NA,5.759009009009
"4",2006-12-31,0,1.78,0.4387,NA,0,0,0,0,NA,NA,NA,NA,0.51059949851835,NA,0,NA,0,0,0,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0.0204,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,87559,114.3,5.2,0,114.3,1.4,NA
"5",2005-12-31,55.3,2.5,0.496,0.21027479091995,73.6,132.7,4.4,15.5,0.026240054173015,0.28028933092224,0.11680482290882,-6.5081,0.54838709677419,NA,3.7,0,0,-17.0384,-17.0384,-13.3384,0,NA,575.2,7.5984147952444,5.0323709536308,NA,NA,10.401446654611,NA,-11.2302,590.7,0.2871137905049,NA,NA,0.9535,NA,NA,0.074,0.21100226073851,75.7,573.1,0.030710172744722,0.029795158286778,-14.2,-0.25678119349005,6.1,0.11030741410488,NA,7.7866847826087,NA,-0.30810777576853,10.363471971067,-5.8081,NA,55.3,-0.22507741083223,-0.1929347826087,11.7,9.8,17.6,50638,114.3,5.2,110.21153846154,114.3,1.7,6.4769736842105
"6",2004-12-31,55.3,2.22,0.6225,0.19298245614035,NA,132.7,4.4,15.5,0.024517557734894,0.13560804899388,0.11680482290882,6.5081,0.71325301204819,NA,3.7,0,0,-17.0384,-17.0384,-13.3384,0,NA,616.7,7.4122596153846,5.3954505686789,NA,NA,11.151898734177,NA,-24.2465,632.2,0.2871137905049,NA,NA,0.9535,NA,NA,0.2745,0.21100226073851,83.2,614.6,0.028636511552229,0.027839291363493,-14.2,-0.25678119349005,6.1,0.11030741410488,NA,9.2980332829047,NA,-0.30810777576853,11.113924050633,7.2081,-0.42305347651934,55.3,-0.20478798076923,-0.1929347826087,11.7,10.7,17.6,384511,114.3,5.2,118.19230769231,114.3,1.8,6.9320175438596
"7",2003-12-31,55.3,2.2,0.7629,0.19298245614035,NA,132.7,4.4,15.5,0.016659501289768,0.13560804899388,NA,6.5081,0.57674662472146,NA,3.7,0,0,-13.3384,-13.3384,-9.6384,0,NA,914.9,10.996394230769,8.0043744531933,NA,NA,16.544303797468,0.335,-20.5465,930.4,0.2871137905049,0.21,76.238095238095,0.9535,0.45014084507042,NA,0.6518,0.21100226073851,83.2,912.8,0.019281332164768,0.018916595012898,-14.2,-0.25678119349005,6.1,0.11030741410488,NA,13.809379727685,NA,-0.2412,16.506329113924,7.2081,-0.54040657413566,55.3,-0.16031682692308,-0.1929347826087,11.7,16.01,17.6,322691,114.3,5.2,175.53846153846,114.3,1.65,10.201754385965
"8",2002-12-31,47.9,2.13,0.8934,0.2540834845735,NA,104.4,15.1,10.2,0.013193636010865,0.41632653061225,NA,15.3,0.5238,NA,2.7,0,0,-20.7393,-20.7393,-18.0394,0,NA,762.9,NA,NA,NA,NA,31.138775510204,0.275,-33.1393,773.1,0.35536398467433,-0.24,NA,2.6317,0.69128205128205,NA,0.3873,0.27107279693487,52.4,759.1,0.018442892899486,0.018108912171776,-20,-0.81632653061225,-0.4,-0.016326530612245,NA,18.469586374696,NA,-0.84650408163265,30.983673469388,12.4,NA,24.5,-0.39578912213741,-0.48661800486618,11.2,14.66,14,247078,49.8,-12.6,NA,49.8,1.5,14.559160305344
"9",2001-12-31,NA,1.32,0.8991,0.1192,NA,97.6,16.6,35.5,0.1360153256705,5.3787878787879,NA,1.6088,0.2561,NA,5.8,0,0,-19.666,-19.666,-13.866,0,NA,225.5,NA,NA,NA,NA,34.166666666667,0.245,-32.0748,261,0.24897540983607,NA,NA,-0.5518,0.66605950212508,0,0.3725,0.29405737704918,31.582,246.4,0.028814935064935,0.0272030651341,-25.1,-3.8030303030303,0.946,0.14333333333333,NA,4.7022900763359,NA,-2.979696969697,37.333333333333,12.4088,NA,NA,-0.62269647267431,-0.47900763358779,11.4,4.27,7.1,121300,6.6,-23.4,NA,17.8,1.05,8.2642011272244
"10",2000-12-31,NA,0.75,0.7976,0.05829596412556,NA,67.3,3.6,19.2,0.029214850882532,1.8823529411765,NA,0,0.2820962888666,NA,6,0,0,-15.84366,-15.8437,-9.8437,0,NA,638,NA,NA,NA,NA,62.549019607843,0.25,-13.4437,657.2,0.14413075780089,NA,NA,NA,0.55651580623152,NA,0.306,NA,43.8,625,0.00624,0.0062013038638893,-24.7,-2.421568627451,1.1,0.1078431372549,NA,10.575296108291,NA,-1.5533,61.274509803922,-2.4,NA,NA,-0.36172739726027,-0.41793570219966,11.1425,12.98,3.9,NA,10.2,-22.9,NA,5.9,NA,10.431746031746
