"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,14.6,1.48,0.3531,0.6302,179.1,1964.8,0,38.8,0.0776,0.0197,NA,0.8,13.09,0,0.0299,5.84,50,40.95,50,0.176,0.224,461.5,1.04,9.29,9.29,40.95,500.3,0.0077,1.05,13.21,0.06,NA,0.114,NA,0.1541,0.0215,445.5,195.1,1.5643,0.61,14.9,0,0.4056,1.09,0,0,NA,0.0919,0.0832,12,13.87,305.2,14843,NA,14.4,13.55,NA,0.7,1.03
"2",2010-12-31,14.4,1.05,0.3684,0.69654798481836,167.9,1913.9,0,35.7,0.060334629034984,0.018653012174095,NA,0.4071661237785,14.528169014085,0,0.0281,5.797,53.7,43.2264,53.7,0.19504,0.21978021978022,556,1.0741885625966,10.353817504656,10.353817504656,43.2264,591.7,0.0072626574011181,1.09,12.908256880734,0.035,NA,0.19096509240246,NA,0.1512,0.022205966873922,517.6,206.3,1.8681531749879,0.65134358627683,14.2,0,0.40824154929577,1.2287075640262,0,0,NA,0.083513044822257,0.084574151280524,14.3,14.07,385.4,16747,NA,15.2,13.572368421053,NA,0.6,1.069401771191
"3",2009-12-31,12,0.54,0.2888,0.69665194996321,164.9,1960.7,0,16.3,0.028337969401947,0.0083133574743714,NA,0.51939058171745,16.375,0,0.0244,4.7946,58.5,48.5802,58.5,0.16957,0.14285714285714,558.9,1.059927934762,9.5538461538462,9.5538461538462,48.5802,575.2,0.0066302851022594,1.2,13.533333333333,-0.03,NA,0.23049391553329,NA,0.1515,0.021879940837456,527.3,196.5,1.9272264631043,0.65837969401947,12,0,0.39955,1.1916312916919,0,0,NA,0.092130011378722,0.072771376591874,17.8,16.24,378.7,10270,NA,13.4,14.664179104478,NA,0.6,1.0581309786608
"4",2008-12-31,12.4,0.32,0.241,0.51497443389335,132.8,1880.2,0,19.3,0.063361785948785,0.010264865439847,NA,0.36514522821577,21.246753246753,0,0,0,59.1,56.1675,59.1,0.04962,NA,285.3,1.121021611002,4.8274111675127,4.8274111675127,NA,304.6,0.0063291139240506,NA,NA,-0.08,NA,0.26195341234164,NA,0.162,0.023454951600893,254.5,163.6,0.86185819070905,0.4629021667761,7.7,0,0,1.2319277108434,NA,NA,NA,0.22069728094303,0.057981927710843,27.7,13.22,141,18689,NA,11.7,13.982905982906,NA,0.55,1.1124908692476
"5",2007-12-31,12.4,0.17,0.1821,0.51497443389335,132.8,1880.2,0,19.3,0.071086556169429,0.010264865439847,NA,0.48325096101043,16.948051948052,0,0.038007662835249,4.96,59.1,56.1675,59.1,0.04962,NA,252.2,0.9909626719057,4.2673434856176,4.2673434856176,NA,271.5,0.0063291139240506,NA,NA,-0.08,NA,0.21678321678322,NA,0.07,0.023454951600893,254.5,130.5,1.0804597701149,0.51933701657459,7.7,0,0.64415584415584,0.98268072289157,NA,NA,NA,0.22069728094303,0.057981927710843,27.7,10.95,141,4205,NA,10.1,12.920792079208,NA,0.55,0.99159970781592
"6",2006-12-31,12.9,0.6,0.1371,0.58787684413085,128.5,1922.7,0,22.7,0.073439016499515,0.011806314037551,NA,0.64186725018235,11.867924528302,0,0.041017488076312,5.16,61,54.2674,61,0.11037,NA,286.4,0.99066067104808,4.6950819672131,4.6950819672131,NA,309.1,0.0058251417277786,NA,NA,-0.055,NA,0.091599430469862,NA,0.068,0.023300566911115,289.1,125.8,1.4570747217806,0.59301197023617,10.6,0,0.48679245283019,0.97898832684825,NA,NA,NA,0.18771162227603,0.082490272373541,23.4,9.86,183.3,3300,NA,8,15.725,NA,0.55,0.99134060295061
"7",2005-12-31,10.8,0.21,0.1386,0.31808585503167,96.9,1365.8,0,15.3,0.0816,0.011202225801728,NA,0.63492063492063,16.356321839081,0,0,0,41.8,34.3274,41.8,0.17877,NA,172.2,1.3580441640378,4.1196172248804,4.1196172248804,NA,187.5,0.0069556303997657,NA,NA,NA,NA,0.11587982832618,NA,0.0719,0.0057109386440182,126.8,142.3,0.31763879128602,0.24106666666667,8.7,0,0,1.468524251806,NA,NA,NA,0.27072093059937,0.089783281733746,13.1,11,45.2,3898,NA,8.7,16.356321839081,NA,0.55,1.3194933145672
"8",2004-12-31,10.8,0.02,0.2198,0.31808585503167,NA,1365.8,0,15.3,0.0796875,0.011202225801728,0,0.018198362147407,16.873563218391,0,0,0,NA,NA,NA,0.17877,NA,176.7,1.3935331230284,NA,NA,NA,192,0.0069556303997657,NA,NA,NA,0,0.14728682170543,NA,0.0686,0.0057109386440182,126.8,146.8,0.30790190735695,0.23541666666667,8.7,0,0,1.514963880289,0,NA,NA,NA,0.089783281733746,13.1,11.22,45.2,700,NA,10.5,13.980952380952,0,0.55,1.3511611541168
"9",2003-12-31,10.8,-0.14,0.2283,0.31808585503167,NA,1365.8,0,15.3,0.076730190571715,NA,0,-0.12264564169952,17.724137931035,0,0,0,NA,NA,NA,0.17877,NA,184.1,1.4518927444795,NA,NA,NA,199.4,0.0069556303997657,NA,NA,NA,0,0.22295321637427,NA,0.0675,0.0057109386440182,126.8,154.2,0.29312581063554,0.22668004012036,8.7,0,0,1.5913312693498,0,NA,NA,NA,0.089783281733746,13.1,14.45,45.2,300,NA,10.4,14.826923076923,0,0.55,1.4032371569317
"10",2002-12-31,8.8,-0.18,0.3217,0.28005974607916,NA,1319.7,0,15.1,0.084736251402918,NA,0,-0.1231,15.633333333333,0,0.02501776830135,3.52,47.6,39.5746,47.6,0.1686,NA,163.1,NA,3.4264705882353,3.4264705882353,39.5746,178.2,0.0070470561491248,NA,NA,NA,0,0.26897238118935,NA,0.0894,0.0064408577707055,118.8,140.7,0.26652452025586,0.21043771043771,9,0,0.39111111111111,1.4595435684647,0,0,0,0.33311986531986,0.093360995850622,18.2,15.9,37.5,6635,0,8.5,16.552941176471,0,0.5,1.3728956228956
