"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Expected Growth in Revenues","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,189,1.11,0.4165,0.5401,1461.1,5087.8,107.5,844.3,0.2465,0.1568,0.1659,-24.11,0.67,343,0,0,140,139.5,483,0,2580.9,1.11,0.46,18.5,5.35,0.48,-0.005,399.11,3425.2,0.1415,-0.05,NA,NA,0.1568,0.09,0.7174,0.493,2332.5,1709.5,1.0036,0.5009,-70.4,-0.0131,-707.3,-0.1314,1.17,0.0259,0.32,-259.61,-1.861,5384,0.0598,-0.0482,1112,9.31,1715.7,1151742,5567.5,-90.4,NA,5567.5,1.55,1.08
"2",2010-12-31,174.1,1.85,0.6423,0.58847835922184,1364.4,5195.6,75.6,892.8,0.25523156089194,0.17631376266366,0.17183770883055,-52.1574,0.6227619492449,321.7,0,0,69.2,69.2,390.9,0,2605.2,1.0753291781896,0.47924944812362,37.647398843931,6.6646201074444,0.51448545529948,-0.03,367.4574,3498,0.14187004388329,0.09,92.333333333333,-0.413,0.27068437180797,0.073,0.7966,0.50021171760721,2422.7,1546.9,1.2612967871226,0.55777587192681,-203.8,-0.04024725003456,-709.4,-0.14009518731362,1.1337584286133,0.013665896478859,0.30548808183739,-298.2574,-4.3100785872379,5063.7,0.028563173319024,-0.149369686309,1014.5,8.31,1951.1,1443594,5436,-101.9,NA,5436,1.6,1.0550444880109
"3",2009-12-31,84.4,2.2,0.7928,0.54457864972422,652.3,2341.8,64.3,237,0.085089577424335,0.056685003587659,0.10120420189598,-27.5027,0.52030776992936,146.3,0,0,-10.2,-10.2,136.1,0,2548.3,2.1319334058395,0.54447364485183,NA,18.723732549596,0.60949533604401,-0.06,99.3027,2785.3,0.32026646169613,-0.14,NA,-0.0727,0.34822497008377,0.073,0.762,0.28849602869587,1195.3,2005.3,0.38896923153643,0.28004164721933,-126,-0.030136331021287,-230.3,-0.055082516144463,3.0741989881956,-0.0024396077493423,0.47962209997608,-109.5027,NA,4181,-0.0085334225717393,-0.19316265521999,854.6,11.42,780,1763985,4680.3,-143.9,NA,4680.3,1.65,1.9446345039447
"4",2008-12-31,78,NA,NA,0.59799741602067,622.3,2478.7,186.9,199.7,0.11953789057823,0.047926466353077,0.080566425949086,-8.1125,NA,136.1,0,0,-13.1,-13.1,123,0,1470.9,1.090929318401,0.34314708970022,NA,11.958536585366,0.35300470384948,NA,-55.7875,1670.6,0.35813127849276,NA,NA,-0.044,0.56780402449694,NA,0.9238,0.2903941582281,1348.3,744.9,1.2427171432407,0.55411229498384,-320.2,-0.07684554094269,-282.4,-0.0677738312374,1.1970110878997,-0.0031438993952194,0.17877027935106,42.6875,NA,4166.8,-0.0097159385893347,-0.51454282500402,894.3,8.51,925.7,853833,4286.5,-400.5,NA,4286.5,1.8,1.0791989664083
"5",2007-12-31,74.9,NA,NA,0.49869919639244,867.1,2752.1,116.8,339,0.27823374917925,0.081003584229391,0.123178663566,19.0696,NA,117,0,0,30.9,15.45,147.9,0.6,879.4,0.63234342417488,0.19993179493009,28.459546925566,5.9459093982421,0.21013142174433,NA,-3.4196,1218.4,0.33247338396134,-0.52,NA,-0.0089,0.74581005586592,NA,0.9352,0.31049017114204,1390.7,355.8,2.424395727937,0.70797767564018,-11.9,-0.0028434886499403,-373.8,-0.089318996415771,0.41033329489102,0.0073835125448029,0.085017921146953,18.8696,1.2213337045157,4185,0.011109513194794,-0.013723907277131,942.7,5.74,862.6,1236315,4398.5,65.6,5.4237804878049,4398.5,NA,0.70439960686824
"6",2006-12-31,65.5,NA,NA,0.48497495826377,638.7,2225,65.7,313.9,0.19046174382622,0.085030880918843,0.14107865168539,45.8043,NA,76.6,0,0,18.6,9.3,95.2,0.6,1334.2,1.3841684822077,0.31589913578785,71.731182795699,14.014705882353,0.36141510456171,NA,-25.6043,1648.1,0.39379775280899,0.06,228.66666666667,NA,0.3443482821925,NA,0.9377,0.22319101123596,963.9,1009,0.63339940535183,0.38777986772647,-31.4,-0.0085057969444144,-317.9,-0.08611442193087,1.5797714106779,0.005038465705927,0.27332322028389,34.9043,3.7531463467774,3691.6,0.0096483037659508,-0.049162361045874,563,13.72,639.1,856500,4223.5,3.1,325.48387096774,4223.5,NA,1.2897949600876
