"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,272.5,0.46,0.1149,0.1867,15574,50865,52,1951,0.0843,0.0384,NA,0.8,13,0,0.0228,446.9,NA,NA,NA,0.2119,0.2119,21201.7,1.23,0.07,NA,23152.7,0,4.95,15.22,0.055,NA,0.1021,0.01,0.8338,0,17198,19577.7,0.1826,0.1544,1506,0,0.2403,1.26,1.86,52,NA,NA,0.0967,11644,75.32,3575,1119470,NA,1859.7,10.53,NA,0.85,1.21
"2",2010-12-31,297.3,0.68,0.1997,0.20379389900026,15530,50249,54,1975,0.084588961889996,0.039304264761488,NA,0.8,10.069230769231,0,0.0224,433.9597,NA,NA,NA,0.16782,0.16782006920415,21373.2,1.2192355961209,0.04,NA,23348.2,0,6.05,11.44132231405,0.13,NA,0.1198855962501,0.01,0.8736,0,17530,19373.2,0.20518035223918,0.17024867013303,1924,0,0.22555076923077,1.2474694140373,2.5173076923077,54,NA,NA,0.12388924661945,11215,69.22,3975,2294327,NA,1553,12.474694140374,NA,0.85,1.1970366572674
"3",2009-12-31,332,0.47,0.2151,0.20271303993064,15634,50449,52,1969,0.085906379933945,0.039029514955698,NA,0.8,8.731760151173,0,0.0246,466.0544,NA,NA,NA,0.26176,0.26175569921742,20951.3,1.1877154195011,0.025,NA,22920.3,0,5.86,10.17747440273,0.235,NA,0.12233299170782,0.01,0.8361,0,17640,18945.3,0.20981457142405,0.17342704938417,2169.7,0,0.21480129971886,1.2118012025074,3.4927040604692,52,NA,NA,0.13878086222336,11331,59.64,3975,2426319,NA,1956.4,9.6837558781435,NA,0.85,1.1688663368861
"4",2008-12-31,352.3,0.52,0.216,0.22835640834147,13432,48429,46,2534,0.12325921890429,0.05232402073138,NA,0.66666666666667,8.2668494516451,0,0.0288,477.599,NA,NA,NA,0.2779,NA,18024.3,1.2118805889868,0.03,NA,20558.3,0,5.68,8.6584507042254,0.425,NA,0.21931315878953,0.01,0.8458,0,14873,16583.3,0.2396989742693,0.19335256319832,2006,0,0.23808526420738,1.2346113758189,2.7556164838817,NA,NA,NA,0.14934484812388,11828,49.18,3975,3541634,NA,2220,7.469954954955,NA,0.9,1.1810363646809
"5",2007-12-31,374.6,0.3,0.1486,0.16114982578397,14445,50574,53,1888,0.0961886275289,0.037331435124768,NA,0.8,6.5729719188767,0,0.029340121401997,494.472,0,0,0,0.28038,NA,17740.1,1.1570636577094,0.02,NA,19628.1,0,5.77,8.8388214904679,0.405,NA,0.34921252187439,0.01,0.8609,0,15332,16853.1,0.16465813411183,0.14137894141562,2564,0,0.19285179407176,1.1667082035306,3.2864859594384,NA,NA,0,0.17750086535133,11872,51,2775,2965820,NA,2140,7.8752803738318,NA,0.95,1.1398432055749
"6",2006-12-31,411.3,0.59,0.1049,0.11441165197394,13863,50277,53,2292,0.099269339547051,0.045587445551644,NA,0.8,8.9977608787495,0,0.022401855599431,477.108,0,0,0,0.27835,NA,20796.7,1.5564062266128,0.04,NA,23088.7,0,5.69,9.3163444639719,0.26,NA,0.1017316017316,0.01,0.8595,0,13362,21297.7,0.084093587570489,0.077570413232447,2367,0,0.20156653992395,1.5362980595831,2.2494402196874,NA,NA,0,0.17074226357931,11974,53.01,1791,2330974,NA,2695,7.9026716141002,NA,1.05,1.4749393126357
"7",2005-12-31,418.1,0.57,0.0989,0.16587671352601,12407,48060.7,40.5,1898.5,0.077976752782684,0.039502129598612,NA,0.8,13.863705487264,0,0.019109037144019,418.1,0,0,0,0.23518,NA,22448.5,1.7300282063534,0.085,NA,24347,0,5.11,10.354207436399,0.1,NA,0.080179602309173,0.01,0.8419,0,12975.8,21879.7,0.11276662842726,0.1013389740009,1578.2,0,0.26492206310987,1.7634964133151,1.6310241749722,NA,NA,0,0.12720238574998,12282.6,52.91,2467.3,1097500,NA,1974.2,11.082818356803,NA,1.05,1.6368501374855
"8",2004-12-31,192.7,1.2,0.2326,0.21744035981175,NA,44260.3,64.7,1307.5,0.058814268363996,0.029541146354634,0,1.0318142734308,13.845764403879,0,0.017581518961464,331.444,NA,NA,NA,0.24195,NA,20923.5,1.7986950466792,0.145,NA,22231,0,8.46,11.563829787234,0.005,0,0.1533109126754,0.015,0.8198,0,11632.6,19417.3,0.1449068614071,0.12656650623004,1402.4,0,0.23634055904164,1.917492889872,0.9548803037158,64.7,NA,NA,0.13848949281087,12052.9,97.83,2813.7,538500,NA,1402.4,13.845764403879,0,1.05,1.7179929057735
"9",2003-12-31,188,0.99,0.252,0.24822907753244,NA,38360.6,74.3,2695.9,0.15449106600497,NA,0,0.78571428571429,19.414113277623,0,0.0203602192639,293.28,NA,NA,NA,0.11222,NA,14754.3,1.7076736111111,0.265,NA,17450.2,0,7.35,10.424489795918,-0.12,0,0.1,0.016,0.8502,0,8640,14636.3,0.19225487315783,0.16125316615282,753.9,0,0.38901711102268,1.7174724243135,0.73260804821219,74.3,NA,NA,0.08846514902605,11067.9,76.62,2813.9,157700,NA,0,NA,0,1.1,1.5393749062712
"10",2002-12-31,171.2,0.48,0.292,0.22216300193915,NA,34114.4,141.9,1756.7,0.12112165255523,NA,0,0.3609,62.441513190642,0,0.019652277890709,246.528,0,0,0,0,NA,12746.9,NA,0.255,-141.9,14503.6,0,5.68,11.781690140845,NA,0,0.24768164220762,NA,0.8574,0,7061.6,12544.5,0.15617202758181,0.13507680851651,200.9,0,1.2271179691389,1.8288575927222,2.4486867917899,141.9,0,0,0.029289129927688,9047.3,66.92,1959.1,1158567,0,803.8,15.606494152774,0,1.1,1.805100827008
