"","Date","Number of Shares Outstanding","Capital Expenditures","Cash","Depreciation","Dividends","Effective Tax Rate","Enterprise Value","EV to Trailing Sales Ratio","Expected Growth in Earnings Per Share","Firm Value","Hi-Lo Risk","Institutional Holdings","Market Capitalization","Net Income","Non-Cash Working Capital","Reinvestment Amount","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing Revenues"
"1",2011-12-31,0,0,0,0,0,0,0,0,0.38,0,0.3783,0.7305,0,0,0,0,0,11.99,0,503884,137,-61.3,137
