"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Revenues","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Enterprise Value","EV to Invested Capital Ratio","EV to Trailing Sales Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","EV To Sales Ratio","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Insider Holdings","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Net Margin","Non-Cash Working Capital","Non-Cash Working Capital as Percentage of Revenues","Payout Ratio","Price to Book Value Ratio","Pre-Tax Operating Margin","Price to Sales Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,NA,1.46,9.97,NA,NA,0.1868,NA,0.7138,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,14.56,0,372321,44.5,23.5,NA,44.5,NA,NA
"2",2005-12-31,8.7,NA,NA,0.24205202312139,104.9,228.6,8.2,2.1,0.01281269066504,0.0056406124093473,0.0091863517060368,-2.0294,NA,31.80487804878,6.5,0,0,12,6.5951,18.5,0.45041,161.8,1.1870873074101,0.421573736321,13.483333333333,8.7459459459459,0.43459575611066,6.9245,163.9,0.22397200349956,NA,NA,-0.125,-0.0944,NA,NA,0.135,0.087051618547681,136.3,130.4,0.2569018404908,0.20439292251373,4.1,0.011012624227773,65.7,0.17647058823529,0,1.2430886558627,0.032232070910556,0.35025517056138,-0.3294,-0.049948107484046,372.3,0.048386500366838,0.03908484270734,83.3,NA,33.5,NA,383.8,4.9,26.612244897959,383.8,NA,1.1842485549133
"3",2004-12-31,8.6,0.3,0.3781,0.19485038274182,NA,238.5,4.4,1.4,0.0099502487562189,0.0035434067324728,0.0058700209643606,-1.3602,0.15868817773076,7.0880503144654,7.8,0,0,17.8302,16.2169,25.6302,0.09048,139.3,0.97891777933942,0.35256896988104,7.812600777222,5.4350010163803,0.34403556433687,20.9771,140.7,0.22557651991614,NA,NA,-0.075,0.1202,0.40369393139842,NA,0.2166,0.090985324947589,142.3,112.7,0.24844720496894,0.19900497512438,15.9,0.039268955297604,56.2,0.13879970363053,0,0.97407087294728,0.044035984193628,0.27834033094591,-4.7602,-0.29353564525979,404.9,0.11396272816866,0.13742437337943,97.4,13.11,28,3900,395.1,3.9,28.897435897436,395.1,0,0.97912317327766
"4",2003-12-31,8.7,0.3,0.1874,0.19067796610169,NA,246.7,13.6,10.3,0.057606263982103,0.026403486285568,NA,1.0174,0.32017075773746,28.418181818182,8.3,0,0,22.3932,9.3182,30.6932,0.58388,168.5,1.5645311049211,0.43194052806973,7.524622485001,5.4898242767523,0.45975443383356,3.0008,178.8,0.25131738954195,NA,NA,-0.195,-0.0197,0.13884992987377,NA,0.2098,0.083502229428456,107.7,156.3,0.14395393474088,0.1258389261745,5.5,0.015006821282401,15.8,0.043110504774898,0,1.6366492146597,0.0611,0.42646657571623,6.3174,0.67796167030585,366.5,0.086520311773445,0.057591623036649,92,18.1,22.5,1100,390.1,42.7,3.6604215456674,390.1,0.45,1.5152542372881
"5",2002-12-31,8.7,0.22,0.2561,0.078313253012048,NA,220.3,7.5,2.7,0.015570934256055,0.0072211821342605,NA,-21.6,0.1856,15.11214953271,8.8,0,0,18.8,11.2319,27.6,0.40256,170.7,NA,NA,9.0797872340426,6.1847826086956,0.45653918159936,12.5319,173.4,0.25692237857467,NA,NA,NA,-0.0513,0.11826792963464,NA,0.2217,0.11847480708125,146.7,161.7,0.072356215213358,0.067474048442907,10.7,0.028617277346884,56.3,0.15057502005884,0,1.1742919389978,0.050280823749666,0.43246857448516,-1.3,-0.11574205973857,373.9,0.076563544648943,0.077705156136529,90.6,18.55,11.7,5626,369.4,-16.1,NA,369.4,0.4,1.1635991820041
"6",2001-12-31,NA,0.26,0.2495,0.1509,NA,259.5,2.7,2.3,0.012520413718018,0.0058360822126364,NA,-3.858,0.1838,NA,9.3,0,0,25.0807,25.0807,34.3807,0,181.4,NA,NA,7.2326529961285,5.2762160165442,0.46028926668358,35.5387,183.7,0.22466281310212,NA,NA,NA,0.0508,0.1527950310559,0,0.2247,0.22119460500963,197.712,153.5,0.19674267100977,0.16439847577572,-2.2,-0.0055823395077391,74.887,0.19002029941639,NA,0.90400471142521,0.063640446587161,0.38949505201725,-10.458,-0.41697400790249,NA,0.12685471797362,-0.012956419316843,87.9,17.65,30.2,2900,394.1,-1.2,NA,373.8,0.45,0.92912923848831
"7",2000-12-31,NA,0.4,0.2537,0.21863183224476,NA,293.5,7,2.4,0.0088626292466765,0.0063829787234042,NA,0.2069,0.6,12.634146341463,12.8,0,0,39.8936,25.0384,52.6936,0.37237,268.4,NA,NA,6.7278962039024,5.0935977044651,0.71382978723404,30.463,270.8,0.25042589437819,NA,NA,NA,0.0043,0.25656791503633,NA,0.226,NA,224.9,207.2,0.30694980694981,0.23485967503693,16.4,0.043617021276596,87.3,0.23218085106383,0,1.2657299938913,0.066591543,0.55106382978723,-5.4246,-0.2166514485979,NA,0.11133134801245,0.10018326206475,81.6672,23.4,63.6,NA,376,14,14.8,402.2,NA,1.1913770347558
"8",1999-12-31,NA,0.45,0.2247,0.18974918211559,NA,242.3,12.4,4.5,0.024834437086093,0.011135857461025,NA,NA,0.30040053404539,8.1787709497207,10.6,0,0,41.9,26.1527,36.7527,0.37583,176.7,NA,NA,4.2171837708831,4.8078070296995,0.43726800296956,18.6894,181.2,0.28518365662402,NA,NA,NA,0.1251,0.17000117000117,NA,0.1898,NA,178.9,146.4,0.23770491803279,0.19205298013245,NA,0.042068794852759,NA,0.1826280623608,0,0.98519515477793,0.1036872061371,0.362286562732,NA,0.068826485104438,NA,0.14618626607043,0.11440107671602,78.1,NA,NA,NA,NA,17,8.6117647058824,404.1,NA,0.98800436205016
