"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","Expected Growth in Earnings Per Share","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing Net Income","Trailing PE Ratio","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,37.7,0.32,0.1549,0.2022,3149,11122.2,9.8,634,0.1781,0.057,0.52,13.26,0,0.0205,56.55,NA,NA,NA,0,0,2926.3,0.88,0.117,3560.3,0,7.17,10.99,0.055,0.1612,0.8677,0.029,3312.9,2762.4,0.2888,0.2241,208.4,0,0.0839,0.88,1.13,9.8,NA,0.0662,1533.8,78.8,797.9,145933,673.9,4.1,0.75,0.9
"2",2010-12-31,38.1,0.36,0.1844,0.20593778236737,3075.8,10427.6,9.6,757,0.23961004019878,0.072595803444704,0.8,3.5512781954887,0,0.0242,57.1507,NA,NA,NA,0.03894,0.039017341040462,2402.3,0.77083266484839,0.1,3159.3,0,NA,NA,NA,0.14559721011334,0.881,0.031196056618973,3116.5,2361.6,0.33777947154471,0.25249264077486,665,0,0.085940932330827,0.76780024709019,0.35512781954887,9.6,NA,0.21620391442877,1392.5,62.93,797.7,292943,184.2,12.820846905538,0.75,0.81561894927069
"3",2009-12-31,49.7,0.48,0.2432,0.1343946985615,3213.3,9653.2,5.1,292.2,0.096617399067553,0.030269755107115,0.77097039473684,4.1611468116658,0,0.0134,33.8404,NA,NA,NA,0.05694,0.056876456876457,2732.1,0.79885964912281,0.1,3024.3,0,7.91,7.5145385587863,NA,0.20267085624509,0.8081,0.034050884680728,3420,2525.4,0.19755286291281,0.16496379327448,606.9,0,0.055759367276322,0.78592101577817,0.41611468116658,5.1,NA,0.18887125385118,1321.1,59.44,498.9,278738,733.5,3.4429447852761,0.75,0.81469209633102
"4",2008-12-31,49,0.57,0.2536,0.17107384161608,2416.9,9072.1,21.2,655.8,0.23518863864582,0.07228756296778,0.4416403785489,12.470588235294,0,0.0173,39.6101,NA,NA,NA,0,NA,2132.6,0.94367007389708,0.1,2788.4,0,9.94,4.6348088531187,NA,0.21380656177583,0.9299,0.03746651822621,2259.9,2289.6,0.21785464709993,0.17888394778368,183.6,0,0.21574117647059,0.94732922338533,1.2470588235294,NA,NA,0.075965079233729,1107.2,46.07,498.8,375198,323,7.0885448916409,0.7,0.9563398154817
"5",2007-12-31,48.7,NA,NA,0.18210699287931,2239.8,7899.1,9.7,202.6,0.087682852938631,0.025648491600309,NA,3.8616794543904,0,0.01935206137204,35.064,0,0,0,0.00235,NA,2108,0.8312630624236,0.1,2310.6,0,7.91,5.1327433628319,NA,0.41771800915015,0.8921,0.0004937271334709,2535.9,1811.9,0.2752359401733,0.21583138578724,469.2,0,0.074731457800512,0.80895615679971,0.38616794543904,NA,0,0.20948298955264,1153.1,40.6,498.7,340202,286.7,6.3198465294733,0.85,0.84374657659302
"6",2006-12-31,60.3,NA,NA,0.26569425150493,2220.1,7620.6,29.4,366.8,0.095486020721612,0.048132692963809,NA,6.8611111111111,0,0.014290510516441,43.416,0,0,0,0.01114,NA,3474.6,1.3079123691937,0.03,3841.4,0,7.49,6.543391188251,NA,0.13365129835718,0.8556,0.00051177072671443,2656.6,3038.1,0.26440867647543,0.20911646795439,442.8,0,0.098048780487805,1.3684518715373,2.287037037037,NA,0,0.19945047520382,1306.6,49.01,803.3,85300,474.5,6.4027397260274,NA,1.2705563273136
"7",2005-12-31,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,0,0,0,0,0,NA,0,NA,NA,0,NA,7.74,5.6369509043928,NA,0.1298800714468,0.3922,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,43.63,0,93900,NA,NA,NA,NA
