"","Date","Number of Shares Outstanding","3-Year Regression Beta","3-year Standard Deviation of Stock Price","Book Debt to Capital Ratio","Book Value of Equity","Book Value of Assets","Capital Expenditures","Cash","Cash as Percentage of Firm Value","Cash as Percentage of Total Assets","Change in Non-Cash Working Capital","Correlation with the Market","Current PE Ratio","Depreciation","Dividend Yield","Dividends","Earnings Before Interest and Taxes","EBIT for Previous Period","Earnings Before Interest Taxes Depreciation and Amortization","Effective Tax Rate","Effective Tax Rate on Income","Enterprise Value","EV to Invested Capital Ratio","EV to EBIT Ratio","EV to EBITDA Ratio","Expected Growth in Earnings Per Share","Free Cash Flow to Firm","Firm Value","Ratio of Fixed Assets to Total Assets","Forward Earnings Per Share","Forward PE Ratio","Growth in Earnings Per Share","Previous Year Growth in Revenues","Hi-Lo Risk","Institutional Holdings","Ratio of Intangible Assets to Total Assets","Invested Capital","Market Capitalization","Market Debt to Equity Ratio","Market Debt to Capital Ratio","Net Income","Non-Cash Working Capital","Payout Ratio","Price to Book Value Ratio","PE to Growth Ratio","Reinvestment Amount","Reinvestment Rate","Revenues","Return on Capital","Return on Equity","Sales General and Administration Expenses","Stock Price","Total Debt","Trading Volume","Trailing 12-month Revenues","Trailing Net Income","Trailing PE Ratio","Trailing Revenues","Value Line Beta","EV to Book Value Ratio"
"1",2011-12-31,21.1,0.94,0.6123,0.2847,197.5,1969.5,0,23,0.1416,0.0117,NA,0.38,8.73,0,0,0,40,21.13,40,0.4731,0.4725,139.4,0.55,3.48,3.48,NA,21.13,162.4,0,NA,NA,NA,NA,0.276,0.2127,0,253.1,83.8,0.9379,0.484,9.6,0,0,0.42,NA,0,0,NA,0.0835,0.0486,47.6,3.89,78.6,23540,NA,11.6,7.22,NA,1.05,0.59
"2",2010-12-31,21.1,1.57,0.8291,0.31289250092353,186,2070.9,0,5.2,0.037818181818182,0.002510985561833,NA,0.30153178144977,NA,0,0,0,42.3,42.3,42.3,0,NA,132.3,0.49830508474576,3.1276595744681,3.1276595744681,NA,42.3,137.5,0,0.43,6.1627906976744,NA,NA,0.23355263157895,0.1942,0,265.5,52.8,1.6041666666667,0.616,-54.7,0,NA,0.28387096774193,NA,0,0,NA,0.1593220338983,-0.29408602150538,59,2.65,84.7,44268,NA,7.7,6.8571428571429,NA,1,0.50794237162911
"3",2009-12-31,8.3,1.54,0.8943,0.47349823321555,163.9,2271.8,0,13.2,0.077057793345009,0.0058103706312175,NA,0.27954825002796,3.1447368421053,0,0,0,46.8,26.0353,46.8,0.44369,0.44525547445255,158.1,0.53035893995304,3.3782051282051,3.3782051282051,NA,26.0353,171.3,0,NA,NA,0.095,NA,0.5712682379349,0.0515,0,298.1,23.9,6.1673640167364,0.8604786923526,7.6,0,0,0.14582062233069,NA,0,0,NA,0.087337497484066,0.046369737644905,80.6,2.93,147.4,69081,NA,-53.9,NA,NA,1,0.55027304850626
"4",2008-12-31,8.3,1.83,0.7647,0.44078947368421,187,2271.8,0,13.2,0.076655052264808,0.0058103706312175,NA,0.21969399764614,3.2631578947368,0,0,0,46.8,26.0353,46.8,0.44369,NA,159,0.49501867995019,3.3974358974359,3.3974358974359,NA,NA,172.2,0,NA,NA,0.095,NA,0.45058139534884,0.1402,0,321.2,24.8,5.9435483870968,0.85598141695703,7.6,0,0,0.13262032085562,NA,NA,NA,NA,0.081056376089664,0.040641711229947,80.6,3.28,147.4,15652,NA,2.7,9.1851851851852,NA,1.05,0.51495215311005
"5",2007-12-31,8.1,1.4,0.5506,0.42583120204604,179.6,2021.4,0,5.4,0.032162001191185,0.0026714158504007,NA,0.33418089357065,1.7794871794872,0,0,0,56.5,31.8875,56.5,0.43562,NA,162.5,0.52862719583604,2.8761061946903,2.8761061946903,NA,NA,167.9,0,1.18,3.6016949152542,0.2,NA,0.69117647058823,0.2583,0,307.4,34.7,3.8386167146974,0.7933293627159,19.5,0,0,0.19320712694878,NA,NA,NA,NA,0.1037328236825,0.10857461024499,78.5,4.25,133.2,9307,NA,10.8,3.212962962963,NA,1.15,0.53676470588235
"6",2006-12-31,8.4,0.93,0.3373,0.45790816326531,170,1971.8,0,9.7,0.033904229290458,0.0049193630185617,NA,0.35576638007708,5.9623430962343,0,0,0,62.9,35.7417,62.9,0.43177,NA,276.4,0.90950970714051,4.3942766295707,4.3942766295707,NA,NA,286.1,0,2.53,5.7312252964427,0.265,NA,0.39914496696463,0.3792,0,303.9,142.5,1.0077192982456,0.50192240475358,23.9,0,0,0.83823529411765,NA,NA,NA,NA,0.11760996051333,0.14058823529412,65.6,14.5,143.6,37912,NA,21.8,6.5366972477064,NA,0.75,0.91230867346939
"7",2005-12-31,7.8,1.1,0.2768,0.52327616380819,136.2,1706.4,0,11.6,0.027488151658768,0.006797937177684,NA,0.3757225433526,14.972527472527,0,0,0,53.8,30.3346,53.8,0.43616,NA,410.4,1.4972637723459,7.6282527881041,7.6282527881041,0.15,NA,422,0,2.91,11.824742268041,0.28,NA,0.35544360481388,0.5015,0,274.1,272.5,0.54862385321101,0.3542654028436,18.2,0,0,2.0007342143906,0.9981684981685,NA,NA,NA,0.1106697993433,0.13362701908957,44.9,34.41,149.5,18752,NA,23.6,11.546610169491,NA,0.65,1.4770738536927
"8",2004-12-31,6.3,-0.03,0.2374,0.63463098134631,NA,1316.8,0,12,0.035067212156633,0.0091130012150668,0,-0.025273799494524,16.147826086956,0,0,0,NA,NA,NA,0.43383,NA,330.2,1.4075021312873,NA,NA,0.15,NA,342.2,0,2.3,10.760869565217,0.27,0,0.22732362821949,0.1912,0,234.6,185.7,0.84275713516424,0.4573348918761,11.5,0,0,2.0610432852386,1.0765217391304,0,NA,NA,NA,0.1276359600444,26.3,24.75,156.5,12249,NA,15.4,12.058441558442,0,0.75,1.3876723438767
"9",2003-12-31,6,0.02,0.3166,0.62356465302047,NA,910.6,0,8.8,0.036928241712128,NA,0,0.012634238787113,12.461538461539,0,0,0,NA,NA,NA,0.42975,NA,229.5,1.1984334203655,NA,NA,NA,NA,238.3,0,NA,NA,0.16,0,0.17117117117117,0.1283,0,191.5,113.4,1.1014109347443,0.52412924884599,9.1,0,0,1.5039787798408,NA,0,NA,NA,NA,0.12068965517241,18.4,19.25,124.9,480,NA,0,NA,0,0.55,1.1897154268597
"10",2002-12-31,4.7,0.25,0.4539,0.65248691099476,NA,686,0,10.4,0.060854300760679,NA,0,0.1221,10.31884057971,0,0,0,25.3,15.0376,25.3,0.40563,NA,160.5,NA,6.3438735177866,6.3438735177866,NA,15.0376,170.9,0,NA,NA,NA,0,0.22386956343176,0.1217,0,142.4,71.2,1.4002808988764,0.58338209479228,6.9,0,0,1.3408662900188,NA,0,0,0,0.1056008497191,0.12994350282486,17.4,14.35,99.7,10656,0,8.8,8.0909090909091,0,0.55,1.127106741573
